b'"ST","NAICS","ESTABF","ESTAB","RCPTOT_F","RCPTOT"
"01","42494",,13,,826
"01","42495",,27,,1242
"01","42499",,424,,31256
"01","425",,288,,15124
"01","4251",,288,,15124
"01","42511",,17,,2021
"01","42512",,271,,13103
"01","44-45",,28983,,1402656
"01","441",,3479,,465048
"01","4411",,2267,,355243
"01","44112",,2267,,355243
"01","4412",,609,,62113
"01","44121",,82,,12450
"01","44122",,527,,49663
"01","441221",,52,,2997
"01","441222",,58,,5530
"01","441229",,417,,41136
"01","4413",,603,,47692
"01","442",,751,,40785
"01","4421",,338,,20222
"01","44211",,338,,20222
"01","4422",,413,,20563
"01","443",,422,,21093
"01","4431",,422,,21093
"01","44311",,277,,13525
"01","443111",,88,,4290
"01","443112",,189,,9235
"01","44312",,133,,7371
"01","44313",,12,,197
"01","444",,652,,46650
"01","4441",,431,,32061
"01","44411",,41,,1501
"01","44412",,38,,1986
"01","44413",,87,,8052
"01","44419",,265,,20522
"01","4442",,221,,14589
"01","445",,1461,,149112
"01","4451",,794,,96987
"01","4452",,551,,35127
"01","44521",,31,,2371
"01","44522",,58,,3456
"01","44523",,135,,9320
"01","44529",,327,,19980
"01","4453",,116,,16998
"01","44531",,116,,16998
"01","446",,1849,,31919
"01","4461",,1849,,31919
"01","44611",,78,,5048
"01","44612",,1328,,14002
"01","44613",,32,,2105
"01","44619",,411,,10764
"01","447",,508,,95445
"01","4471",,508,,95445
"01","448",,1575,,54129
"01","4481",,1149,,40399
"01","44811",,42,,2333
"01","44812",,250,,10087
"01","44813",,151,,6033
"01","44814",,187,,5732
"01","44815",,238,,6613
"01","44819",,281,,9601
"01","4482",,44,,2292
"01","44821",,44,,2292
"01","4483",,382,,11438
"01","44831",,374,,11278
"01","44832",,8,,160
"01","451",,1330,,48075
"01","4511",,875,,36227
"01","45111",,301,,18966
"01","45112",,237,,7096
"01","45113",,247,,5815
"01","45114",,90,,4350
"01","4512",,455,,11848
"01","45121",,407,,10326
"01","451211",,137,,4828
"01","451212",,270,,5498
"01","45122",,48,,1522
"01","452",,584,,36662
"01","453",,5564,,212143
"01","4531",,599,,17675
"01","45311",,599,,17675
"01","4532",,1202,,34612
"01","45321",,114,,7995
"01","45322",,1088,,26617
"01","4533",,1151,,26237
"01","45331",,1151,,26237
"01","4539",,2612,,133619
"01","45391",,110,,4904
"01","45392",,180,,4298
"01","45393",,182,,16361
"01","45399",,2140,,108056
"01","454",,10808,,201595
"01","4541",,437,,13287
"01","45411",,437,,13287
"01","4542",,541,,18188
"01","45421",,541,,18188
"01","4543",,9830,,170120
"01","45431",,37,,3188
"01","45439",,9793,,166932
"01","48-49",,12134,,698067
"01","481",,286,,15038
"01","483",,74,,2699
"01","484",,8629,,585938
"01","4841",,7683,,526452
"01","48411",,1946,,113677
"01","48412",,5737,,412775
"01","4842",,946,,59486
"01","485",,648,,20093
"01","4851",,9,,246
"01","48511",,9,,246
"01","4852",,17,,556
"01","48521",,17,,556
"01","4853",,218,,4568
"01","4854",,22,,168
"01","48541",,22,,168
"01","4855",,91,,4498
"01","48551",,91,,4498
"01","4859",,291,,10057
"01","48599",,291,,10057
"01","486",,5,,1023
"01","487",,37,,1098
"01","488",,1098,,42700
"01","492",,1272,,23248
"01","493",,85,,6230
"01","4931",,85,,6230
"01","51",,2004,,56218
"01","511",,543,,16011
"01","512",,274,,7137
"01","5121",,180,,5126
"01","5122",,94,,2011
"01","515",,198,,6603
"01","516",,86,,759
"01","5161",,86,,759
"01","51611",,86,,759
"01","517",,333,,12814
"01","518",,315,,5387
"01","5181",,50,,941
"01","51811",,50,,941
"01","518111",,39,,845
"01","518112",,11,,96
"01","5182",,265,,4446
"01","51821",,265,,4446
"01","519",,255,,7507
"01","5191",,255,,7507
"01","52",,6927,,316736
"01","522",,696,,35058
"01","5221","D",0,"D",0
"01","5222",,287,,22863
"01","5223","D",0,"D",0
"01","523",,1871,,106960
"01","5231",,240,,26937
"01","52311",,56,,3857
"01","52312",,152,,20721
"01","52313","D",0,"D",0
"01","52314","D",0,"D",0
"01","5232",,27,,1921
"01","52321",,27,,1921
"01","5239",,1604,,78102
"01","524",,4360,,174718
"01","5241",,5,,134
"01","5242",,4355,,174584
"01","52421",,3001,,133230
"01","52429",,1354,,41354
"01","53",,21312,,1761784
"01","531",,20331,,1694815
"01","5311",,9316,,1103912
"01","5312",,5464,,227071
"01","53121",,5464,,227071
"01","5313",,5551,,363832
"01","53131",,1157,,60648
"01","53132",,492,,24239
"01","53139",,3902,,278945
"01","532",,963,,63936
"01","5321",,248,,13901
"01","5322",,254,,9987
"01","53221",,13,,228
"01","53222",,16,,756
"01","53223",,91,,2660
"01","53229",,134,,6343
"01","5323",,42,,2261
"01","53231",,42,,2261
"01","5324",,419,,37787
"01","533",,18,,3033
"01","5331",,18,,3033
"01","53311",,18,,3033
"01","54",,24836,,788129
"01","541",,24836,,788129
"01","5411",,2435,,120184
"01","5412",,3692,,58185
"01","54121",,3692,,58185
"01","541211",,425,,14853
"01","541213",,1058,,15050
"01","541214",,65,,1273
"01","541219",,2144,,27009
"01","5413",,2714,,81856
"01","54131",,329,,14614
"01","54132",,481,,11610
"01","54133",,1146,,37304
"01","54134",,369,,7654
"01","54135",,124,,3713
"01","54136",,42,,769
"01","54137",,178,,5043
"01","54138",,45,,1149
"01","5414",,1149,,36612
"01","5415",,2146,,74316
"01","54151",,2146,,74316
"01","5416",,4116,,132731
"01","5417",,229,,8701
"01","5418",,1096,,50432
"01","5419",,7259,,225112
"01","54191",,184,,4245
"01","54192",,723,,19186
"01","54193",,167,,3172
"01","54194",,167,,5031
"01","54199",,6018,,193478
"01","56",,20307,,353939
"01","561",,20095,,340408
"01","5611",,1360,,14614
"01","56111",,1360,,14614
"01","5612",,265,,5454
"01","56121",,265,,5454
"01","5613",,446,,9665
"01","5614",,2399,,54537
"01","56141",,765,,8597
"01","56142",,109,,2078
"01","56143",,154,,6448
"01","56144",,74,,2370
"01","56145",,5,,98
"01","56149",,1292,,34946
"01","5615",,227,,13157
"01","5616",,1228,,17394
"01","5617",,13285,,200022
"01","56171",,261,,8608
"01","56172",,7232,,75345
"01","56173",,4595,,81768
"01","56174",,368,,10026
"01","56179",,829,,24275
"01","5619",,885,,25565
"01","562",,212,,13531
"01","61",,3690,,42517
"01","611",,3690,,42517
"01","62",,13378,,404770
"01","621",,6979,,323306
"01","6211",,1931,,144046
"01","62111",,1931,,144046
"01","621111",,1671,,129014
"01","621112",,260,,15032
"01","6212",,277,,27140
"01","62121",,277,,27140
"01","6213",,2316,,95998
"01","62131",,137,,8322
"01","62132",,168,,11891
"01","62133",,434,,13784
"01","62134",,422,,17824
"01","62139",,1155,,44177
"01","621391",,21,,1391
"01","621399",,1134,,42786
"01","6214",,111,,17109
"01","6215",,188,,6680
"01","62151",,188,,6680
"01","6216",,1620,,20054
"01","62161",,1620,,20054
"01","6219",,536,,12279
"01","623",,448,,11381
"01","624",,5951,,70083
"01","6241",,1047,,13663
"01","6242",,49,,1555
"01","6243",,95,,1771
"01","62431",,95,,1771
"01","6244",,4760,,53094
"01","62441",,4760,,53094
"01","71",,7464,,134874
"01","711",,5843,,82968
"01","7111",,237,,3135
"01","7112",,1255,,18878
"01","71121",,1255,,18878
"01","7113",,277,,5860
"01","7114",,188,,3184
"01","71141",,188,,3184
"01","7115",,3886,,51911
"01","71151",,3886,,51911
"01","712",,35,,312
"01","7121",,35,,312
"01","713",,1586,,51594
"01","7131",,92,,2760
"01","7132",,58,,4834
"01","7139",,1436,,44000
"01","72",,2988,,198978
"01","721",,500,,40042
"01","7211",,308,,33860
"01","7212",,91,,3373
"01","72121",,91,,3373
"01","7213",,101,,2809
"01","72131",,101,,2809
"01","722",,2488,,158936
"01","7221",,645,,70339
"01","72211",,645,,70339
"01","7222",,471,,55754
"01","72221",,471,,55754
"01","7223",,1072,,20434
"01","7224",,300,,12409
"01","72241",,300,,12409
"01","81",,43318,,911176
"01","811",,11332,,368687
"01","8111",,5856,,218845
"01","81111",,2746,,87902
"01","81112",,1774,,85224
"01","81119",,1336,,45719
"01","8112",,741,,22851
"01","81121",,741,,22851
"01","8113",,981,,44152
"01","81131",,981,,44152
"01","8114",,3754,,82839
"01","81141",,712,,18138
"01","81142",,489,,9726
"01","81143",,37,,1454
"01","81149",,2516,,53521
"01","812",,27540,,481692
"01","8121",,12768,,226859
"01","81211",,11554,,209777
"01","812111",,1975,,30821
"01","812112",,8450,,150052
"01","812113",,1129,,28904
"01","81219",,1214,,17082
"01","8122",,247,,11408
"01","81221",,193,,10073
"01","81222",,54,,1335
"01","8123",,445,,13617
"01","81231",,247,,7483
"01","81232",,151,,5598
"01","81233",,47,,536
"01","8129",,14080,,229808
"01","81291",,406,,5570
"01","81292",,195,,4382
"01","81293",,30,,878
"01","81299",,13449,,218978
"01","813",,4446,,60797
"02","00",,47054,,1771390
"02","11",,7950,,280881
"02","113",,183,,6617
"02","114",,7584,,269121
"02","1141",,7302,,261972
"02","11411",,7302,,261972
"02","1142",,282,,7149
"02","11421",,282,,7149
"02","115",,183,,5143
"02","1151",,41,,1297
"02","11511",,41,,1297
"02","1152",,102,,2801
"02","11521",,102,,2801
"02","1153",,40,,1045
"02","11531",,40,,1045
"02","21",,199,,9987
"02","211",,15,,88
"02","2111",,15,,88
"02","21111",,15,,88
"02","212",,159,,8613
"02","2121","D",0,"D",0
"02","21211","D",0,"D",0
"02","2122",,126,,4654
"02","2123","D",0,"D",0
"02","213",,25,,1286
"02","2131",,25,,1286
"02","21311",,25,,1286
"02","22",,85,,1747
"02","221",,85,,1747
"02","23",,4084,,214748
"02","236",,985,,81372
"02","2361",,829,,68390
"02","2362",,156,,12982
"02","237",,296,,23364
"02","2371",,19,,931
"02","2372",,91,,11771
"02","23721",,91,,11771
"02","2373",,49,,2737
"02","23731",,49,,2737
"02","2379",,137,,7925
"02","23799",,137,,7925
"02","238",,2803,,110012
"02","2381",,363,,12301
"02","2382",,352,,15411
"02","23821",,147,,6120
"02","23822",,168,,8229
"02","23829",,37,,1062
"02","2383",,1070,,42353
"02","2389",,1018,,39947
"02","31-33",,1040,,28574
"02","311",,78,,4110
"02","3111","D",0,"D",0
"02","31111","D",0,"D",0
"02","3113","D",0,"D",0
"02","3114",,5,,87
"02","3116","D",0,"D",0
"02","31161","D",0,"D",0
"02","3117",,25,,2140
"02","31171",,25,,2140
"02","3118",,19,,703
"02","3119",,18,,1059
"02","312","D",0,"D",0
"02","313",,7,,34
"02","314","D",0,"D",0
"02","315","D",0,"D",0
"02","316",,34,,808
"02","3161",,23,,569
"02","31611",,23,,569
"02","3162","D",0,"D",0
"02","31621","D",0,"D",0
"02","3169","D",0,"D",0
"02","31699","D",0,"D",0
"02","321",,150,,4476
"02","322","D",0,"D",0
"02","323",,59,,1443
"02","3231",,59,,1443
"02","324",,5,,18
"02","3241",,5,,18
"02","325",,22,,332
"02","3253","D",0,"D",0
"02","3255","D",0,"D",0
"02","3256","D",0,"D",0
"02","3259",,4,,217
"02","326","D",0,"D",0
"02","327",,62,,953
"02","3271",,30,,388
"02","3272",,22,,203
"02","32721",,22,,203
"02","3273","D",0,"D",0
"02","3279","D",0,"D",0
"02","331","D",0,"D",0
"02","332",,103,,4375
"02","333",,13,,571
"02","334","D",0,"D",0
"02","335","D",0,"D",0
"02","336","D",0,"D",0
"02","337",,41,,797
"02","339",,330,,7155
"02","3391",,11,,412
"02","33911",,11,,412
"02","3399",,319,,6743
"02","42",,555,,37185
"02","423",,310,,23406
"02","4231","D",0,"D",0
"02","4232",,14,,631
"02","4233",,16,,4321
"02","4234",,11,,1496
"02","4235","D",0,"D",0
"02","4236",,17,,1879
"02","4237",,8,,1300
"02","4238","D",0,"D",0
"02","4239",,209,,9900
"02","42391",,29,,1221
"02","42392",,28,,780
"02","42393",,4,,180
"02","42394",,40,,1497
"02","42399",,108,,6222
"02","424",,229,,12744
"02","4241",,6,,123
"02","4242","D",0,"D",0
"02","42421","D",0,"D",0
"02","4243","D",0,"D",0
"02","4244",,28,,2405
"02","4245",,4,,16
"02","4246","D",0,"D",0
"02","4247","D",0,"D",0
"02","4248",,7,,399
"02","4249",,144,,7844
"02","42491","D",0,"D",0
"02","42492","D",0,"D",0
"02","42493","D",0,"D",0
"02","42495","D",0,"D",0
"02","42499",,76,,5990
"02","425",,16,,1035
"02","4251",,16,,1035
"02","42511","D",0,"D",0
"02","42512","D",0,"D",0
"02","44-45",,4295,,159194
"02","441",,201,,27332
"02","4411",,79,,15352
"02","44112",,79,,15352
"02","4412",,76,,7743
"02","44121",,16,,1126
"02","44122",,60,,6617
"02","441221",,9,,1843
"02","441222",,7,,723
"02","441229",,44,,4051
"02","4413",,46,,4237
"02","442",,46,,3269
"02","4421",,13,,1228
"02","44211",,13,,1228
"02","4422",,33,,2041
"02","443","D",0,"D",0
"02","4431","D",0,"D",0
"02","44311",,37,,2592
"02","443111",,8,,123
"02","443112",,29,,2469
"02","44312",,11,,1331
"02","44313","D",0,"D",0
"02","444",,82,,6186
"02","4441",,59,,5518
"02","44411",,5,,405
"02","44412",,3,,49
"02","44413",,12,,1750
"02","44419",,39,,3314
"02","4442",,23,,668
"02","445",,163,,14749
"02","4451",,76,,8101
"02","4452",,70,,4036
"02","44521","D",0,"D",0
"02","44522","D",0,"D",0
"02","44523","D",0,"D",0
"02","44529",,50,,2732
"02","4453",,17,,2612
"02","44531",,17,,2612
"02","446",,188,,2933
"02","4461",,188,,2933
"02","44611","D",0,"D",0
"02","44612","D",0,"D",0
"02","44613","D",0,"D",0
"02","44619","D",0,"D",0
"02","447","D",0,"D",0
"02","4471","D",0,"D",0
"02","448",,187,,9577
"02","4481",,120,,5949
"02","44811","D",0,"D",0
"02","44812",,30,,1476
"02","44813","D",0,"D",0
"02","44814",,16,,610
"02","44815",,18,,350
"02","44819",,47,,3248
"02","4482","D",0,"D",0
"02","44821","D",0,"D",0
"02","4483","D",0,"D",0
"02","44831","D",0,"D",0
"02","44832","D",0,"D",0
"02","451",,309,,11888
"02","4511",,258,,9370
"02","45111",,124,,5715
"02","45112",,61,,1123
"02","45113",,58,,1494
"02","45114",,15,,1038
"02","4512",,51,,2518
"02","45121",,46,,2097
"02","451211",,26,,1747
"02","451212",,20,,350
"02","45122",,5,,421
"02","452",,107,,6994
"02","453",,875,,35426
"02","4531",,38,,1365
"02","45311",,38,,1365
"02","4532",,343,,12435
"02","45321",,9,,343
"02","45322",,334,,12092
"02","4533",,79,,3044
"02","45331",,79,,3044
"02","4539",,415,,18582
"02","45391",,28,,1002
"02","45392",,80,,2385
"02","45393",,5,,135
"02","45399",,302,,15060
"02","454",,2064,,33491
"02","4541",,90,,2065
"02","45411",,90,,2065
"02","4542",,58,,1747
"02","45421",,58,,1747
"02","4543",,1916,,29679
"02","45431","D",0,"D",0
"02","45439","D",0,"D",0
"02","48-49",,2102,,93088
"02","481",,230,,11187
"02","483",,147,,9000
"02","484",,586,,37958
"02","4841",,507,,33026
"02","48411",,279,,14895
"02","48412",,228,,18131
"02","4842",,79,,4932
"02","485",,541,,16068
"02","4851","D",0,"D",0
"02","48511","D",0,"D",0
"02","4852","D",0,"D",0
"02","48521","D",0,"D",0
"02","4853","D",0,"D",0
"02","4854",,7,,205
"02","48541",,7,,205
"02","4855","D",0,"D",0
"02","48551","D",0,"D",0
"02","4859",,47,,892
"02","48599",,47,,892
"02","486","D",0,"D",0
"02","487",,117,,3832
"02","488",,284,,10364
"02","492",,175,,3260
"02","493","D",0,"D",0
"02","4931","D",0,"D",0
"02","51",,429,,11002
"02","511",,151,,2643
"02","512",,99,,2119
"02","5121",,78,,1869
"02","5122",,21,,250
"02","515",,41,,843
"02","516",,18,,206
"02","5161",,18,,206
"02","51611",,18,,206
"02","517",,28,,1662
"02","518",,44,,2505
"02","5181",,14,,1955
"02","51811",,14,,1955
"02","518111",,10,,1923
"02","518112",,4,,32
"02","5182",,30,,550
"02","51821",,30,,550
"02","519",,48,,1024
"02","5191",,48,,1024
"02","52",,714,,56435
"02","522",,62,,4150
"02","5221",,4,,64
"02","5222",,29,,3213
"02","5223",,29,,873
"02","523",,337,,36749
"02","5231","D",0,"D",0
"02","52311","D",0,"D",0
"02","52312","D",0,"D",0
"02","52313","D",0,"D",0
"02","52314","D",0,"D",0
"02","5232","D",0,"D",0
"02","52321","D",0,"D",0
"02","5239","D",0,"D",0
"02","524",,315,,15536
"02","5241","D",0,"D",0
"02","5242","D",0,"D",0
"02","52421",,203,,11732
"02","52429","D",0,"D",0
"02","53",,3674,,289407
"02","531",,3123,,258489
"02","5311",,1429,,172315
"02","5312",,886,,48876
"02","53121",,886,,48876
"02","5313",,808,,37298
"02","53131",,205,,8303
"02","53132",,48,,4055
"02","53139",,555,,24940
"02","532","D",0,"D",0
"02","5321",,154,,5183
"02","5322","D",0,"D",0
"02","53221","D",0,"D",0
"02","53223","D",0,"D",0
"02","53229",,55,,1113
"02","5323","D",0,"D",0
"02","53231","D",0,"D",0
"02","5324",,287,,22209
"02","533","D",0,"D",0
"02","5331","D",0,"D",0
"02","53311","D",0,"D",0
"02","54",,5718,,203988
"02","541",,5718,,203988
"02","5411",,474,,29859
"02","5412",,891,,15811
"02","54121",,891,,15811
"02","541211","D",0,"D",0
"02","541213",,109,,2132
"02","541214","D",0,"D",0
"02","541219",,682,,10392
"02","5413",,586,,31491
"02","54131",,82,,4501
"02","54132",,21,,730
"02","54133",,300,,19802
"02","54134","D",0,"D",0
"02","54135",,30,,938
"02","54136",,19,,1932
"02","54137",,65,,2164
"02","54138","D",0,"D",0
"02","5414",,184,,4602
"02","5415",,535,,17006
"02","54151",,535,,17006
"02","5416",,1057,,38508
"02","5417",,73,,2300
"02","5418",,142,,10843
"02","5419",,1776,,53568
"02","54191",,29,,831
"02","54192",,215,,4958
"02","54193",,44,,1467
"02","54194",,39,,1580
"02","54199",,1449,,44732
"02","56",,2222,,44902
"02","561",,2177,,42662
"02","5611",,319,,4208
"02","56111",,319,,4208
"02","5612",,75,,1636
"02","56121",,75,,1636
"02","5613","D",0,"D",0
"02","5614",,355,,10224
"02","56141",,87,,1546
"02","56142",,8,,87
"02","56143",,33,,742
"02","56144",,11,,956
"02","56149",,216,,6893
"02","5615",,85,,4264
"02","5616","D",0,"D",0
"02","5617",,1113,,18943
"02","56171","D",0,"D",0
"02","56172",,738,,12059
"02","56173","D",0,"D",0
"02","56174","D",0,"D",0
"02","56179",,190,,3693
"02","5619",,133,,1953
"02","562",,45,,2240
"02","61",,987,,12150
"02","611",,987,,12150
"02","62",,4090,,103139
"02","621",,1537,,70466
"02","6211",,318,,28995
"02","62111",,318,,28995
"02","621111",,244,,22569
"02","621112",,74,,6426
"02","6212",,58,,3386
"02","62121",,58,,3386
"02","6213",,762,,27515
"02","62131",,53,,3585
"02","62132",,20,,1822
"02","62133",,167,,6598
"02","62134",,138,,3641
"02","62139",,384,,11869
"02","621391",,8,,468
"02","621399",,376,,11401
"02","6214",,23,,1584
"02","6215",,20,,952
"02","62151",,20,,952
"02","6216",,227,,4229
"02","62161",,227,,4229
"02","6219",,129,,3805
"02","623",,49,,2073
"02","624",,2504,,30600
"02","6241",,234,,4197
"02","6242","D",0,"D",0
"02","6243","D",0,"D",0
"02","62431","D",0,"D",0
"02","6244",,2236,,25356
"02","62441",,2236,,25356
"02","71",,2572,,48158
"02","711",,1848,,21431
"02","7111",,47,,507
"02","7112",,240,,2146
"02","71121",,240,,2146
"02","7113",,40,,1116
"02","7114",,71,,961
"02","71141",,71,,961
"02","7115",,1450,,16701
"02","71151",,1450,,16701
"02","712",,14,,98
"02","7121",,14,,98
"02","713",,710,,26629
"02","7131","D",0,"D",0
"02","7132","D",0,"D",0
"02","7139",,679,,23929
"02","72",,1508,,51555
"02","721",,1038,,31663
"02","7211",,719,,22678
"02","7212",,111,,5147
"02","72121",,111,,5147
"02","7213",,208,,3838
"02","72131",,208,,3838
"02","722",,470,,19892
"02","7221",,88,,4501
"02","72211",,88,,4501
"02","7222",,164,,7739
"02","72221",,164,,7739
"02","7223",,189,,4946
"02","7224",,29,,2706
"02","72241",,29,,2706
"02","81",,4830,,125250
"02","811",,1729,,63603
"02","8111",,652,,31000
"02","81111",,394,,19510
"02","81112",,151,,6254
"02","81119",,107,,5236
"02","8112",,112,,3543
"02","81121",,112,,3543
"02","8113",,311,,13329
"02","81131",,311,,13329
"02","8114",,654,,15731
"02","81141",,77,,2323
"02","81142",,52,,1814
"02","81143",,6,,189
"02","81149",,519,,11405
"02","812",,2713,,55783
"02","8121",,904,,23935
"02","81211",,707,,20215
"02","812111","D",0,"D",0
"02","812112",,522,,15228
"02","812113","D",0,"D",0
"02","81219",,197,,3720
"02","8122",,7,,191
"02","81221","D",0,"D",0
"02","81222","D",0,"D",0
"02","8123",,51,,1661
"02","81231","D",0,"D",0
"02","81232","D",0,"D",0
"02","81233","D",0,"D",0
"02","8129",,1751,,29996
"02","81291",,104,,1620
"02","81292","D",0,"D",0
"02","81293","D",0,"D",0
"02","81299",,1612,,27461
"02","813",,388,,5864
"04","00",,289300,,13101459
"04","11",,1762,,67707
"04","113",,155,,6658
"04","114",,393,,6760
"04","1141",,190,,3199
"04","11411",,190,,3199
"04","1142",,203,,3561
"04","11421",,203,,3561
"04","115",,1214,,54289
"04","1151",,365,,25265
"04","11511",,365,,25265
"04","1152",,750,,26709
"04","11521",,750,,26709
"04","1153",,99,,2315
"04","11531",,99,,2315
"04","21",,282,,17168
"04","211",,3,,81
"04","2111",,3,,81
"04","21111",,3,,81
"04","212",,142,,9744
"04","2121",,5,,19
"04","21211",,5,,19
"04","2122",,48,,1319
"04","2123",,89,,8406
"04","213",,137,,7343
"04","2131",,137,,7343
"04","21311",,137,,7343
"04","22",,246,,14626
"04","221",,246,,14626
"04","23",,24189,,1520646
"04","236",,5098,,557630
"04","2361",,4304,,493177
"04","2362",,794,,64453
"04","237",,833,,90196
"04","2371",,115,,6435
"04","2372",,364,,60708
"04","23721",,364,,60708
"04","2373",,79,,5698
"04","23731",,79,,5698
"04","2379",,275,,17355
"04","23799",,275,,17355
"04","238",,18258,,872820
"04","2381",,2300,,105503
"04","2382",,2713,,148795
"04","23821",,1168,,49709
"04","23822",,1413,,93140
"04","23829",,132,,5946
"04","2383",,6604,,260152
"04","2389",,6641,,358370
"04","31-33",,5484,,250113
"04","311",,229,,13493
"04","3111",,10,,174
"04","31111",,10,,174
"04","3112","D",0,"D",0
"04","3113",,11,,166
"04","3114",,23,,484
"04","3115","D",0,"D",0
"04","3116",,26,,3394
"04","31161",,26,,3394
"04","3117","D",0,"D",0
"04","31171","D",0,"D",0
"04","3118",,62,,2027
"04","3119",,81,,6092
"04","312",,18,,1364
"04","313","D",0,"D",0
"04","314",,35,,1413
"04","315",,360,,10482
"04","316",,90,,2444
"04","3161","D",0,"D",0
"04","31611","D",0,"D",0
"04","3162","D",0,"D",0
"04","31621","D",0,"D",0
"04","3169",,68,,2104
"04","31699",,68,,2104
"04","321",,404,,17893
"04","322","D",0,"D",0
"04","323",,510,,24282
"04","3231",,510,,24282
"04","324","D",0,"D",0
"04","3241","D",0,"D",0
"04","325",,115,,5485
"04","3251","D",0,"D",0
"04","3252","D",0,"D",0
"04","3253",,12,,187
"04","3254",,20,,873
"04","32541",,20,,873
"04","3255",,22,,1661
"04","3256",,19,,231
"04","3259",,35,,2360
"04","326",,110,,5450
"04","327",,238,,7739
"04","3271",,101,,1862
"04","3272",,62,,2696
"04","32721",,62,,2696
"04","3273","D",0,"D",0
"04","3274","D",0,"D",0
"04","3279",,49,,1955
"04","331",,71,,4458
"04","332",,791,,39842
"04","333",,186,,13400
"04","334",,167,,11881
"04","335",,166,,9490
"04","336",,72,,6516
"04","337",,337,,17680
"04","339",,1535,,55055
"04","3391",,77,,4383
"04","33911",,77,,4383
"04","3399",,1458,,50672
"04","42",,6279,,530288
"04","423",,3569,,319354
"04","4231",,347,,58053
"04","4232",,304,,20236
"04","4233",,135,,16490
"04","4234",,190,,18081
"04","4235",,59,,8280
"04","4236",,173,,17409
"04","4237",,92,,7347
"04","4238",,308,,39845
"04","4239",,1961,,133613
