ST,YEAR,FIPS_CODE,TELEWORKERS,TELEWORK
40,2007,40129,5172.00000,0.05892136982
40,2007,40027,2779.00000,0.03518835074
20,2008,20125,1339.00000,0.02895573384
20,2008,20087,2273.00000,0.03152828252
20,2008,20031,2131.00000,0.03445878206
21,2008,21021,1283.00000,0.02505516824
21,2008,21005,1101.00000,0.01664424254
21,2008,21097,1049.00000,0.02226325396
37,2012,37119,35265.00000,0.07370506687
37,2012,37109,3106.00000,0.05568004589
37,2012,37035,2544.00000,0.03552626067
37,2012,37101,2404.00000,0.03132982328
28,2013,28037,1548.00000,0.02542957585
28,2013,28003,2355.00000,0.04044654358
28,2013,28065,589.00000,0.01199494949
13,2010,13299,5139.00000,0.07160572957
25,2018,25011,5123.00000,0.08449473042
32,2005,32027,1782.00000,0.02637577336
38,2006,38015,3859.00000,0.07029528025
34,2009,34001,3851.00000,0.03042945755
35,2009,35035,1845.00000,0.04015321335
18,2018,18013,1987.00000,0.03633404648
19,2018,19173,3675.00000,0.07675117998
19,2018,19041,5594.00000,0.09010518177
18,2018,18113,2233.00000,0.02781272186
18,2018,18011,3002.00000,0.04447670973
20,2009,20007,2171.00000,0.04407674348
20,2009,20057,2481.00000,0.03450721856
21,2009,21055,511.00000,0.01236300293
21,2009,21139,511.00000,0.01236300293
31,2015,31125,4341.00000,0.04695511087
31,2015,31043,4341.00000,0.04695511087
31,2015,31057,2523.00000,0.04806172016
31,2015,31077,2898.00000,0.05104808878
31,2015,31019,1544.00000,0.02586567939
32,2015,32021,3023.00000,0.04424960112
39,2015,39169,5582.00000,0.09850877967
39,2015,39065,3059.00000,0.06070287540
36,2010,36079,3193.00000,0.07647354681
36,2010,36015,5239.00000,0.03542473849
22,2010,22001,2367.00000,0.03077823288
36,2018,36023,3010.00000,0.05606989177
42,2009,42055,5315.00000,0.03587265377
42,2009,42003,19471.00000,0.03759511733
18,2009,18091,1554.00000,0.02056997631
19,2009,19095,4588.00000,0.05258151395
19,2009,19135,1822.00000,0.02659659879
48,2014,48283,1695.00000,0.02465992580
48,2014,48173,1317.00000,0.02959683581
48,2014,48031,3431.00000,0.06453493840
4,2013,04009,1641.00000,0.04490354358
28,2014,28059,1280.00000,0.02273050149
28,2014,28007,301.00000,0.00739630431
26,2013,26103,1661.00000,0.02476849436
26,2013,26155,2522.00000,0.03231262012
26,2013,26153,2361.00000,0.04564082737
27,2013,27135,3503.00000,0.04770204943
27,2013,27153,2838.00000,0.04494702333
12,2007,12029,3749.00000,0.03115546987
36,2014,36037,1547.00000,0.03221171865
55,2014,55105,3234.00000,0.04105676091
28,2014,28049,2659.00000,0.01824106469
28,2008,28075,2501.00000,0.03085483055
18,2013,18023,2942.00000,0.04948779626
18,2013,18137,2777.00000,0.05084869903
19,2013,19001,1643.00000,0.03392595346
55,2006,55069,6321.00000,0.04266189721
55,2006,55003,4277.00000,0.04555379224
40,2014,40047,1580.00000,0.03022188217
41,2014,41011,3277.00000,0.05356588260
29,2016,29195,2746.00000,0.04593740067
29,2016,29159,2746.00000,0.04593740067
29,2016,29073,1571.00000,0.03516901724
6,2010,06005,4101.00000,0.06710300254
23,2014,23019,1665.00000,0.02255730775
21,2005,21059,1217.00000,0.02508399118
22,2005,,18203.00000,0.02671901949
48,2005,48449,2890.00000,0.04283194759
48,2005,48461,1234.00000,0.02623187790
48,2005,48353,1362.00000,0.02079040161
48,2005,48279,2354.00000,0.04418002327
48,2005,48385,1535.00000,0.02999159844
48,2005,48063,2356.00000,0.03014869603
8,2012,08025,2406.00000,0.05294078817
49,2014,49031,2705.00000,0.04667897634
51,2014,51079,3148.00000,0.05161163393
51,2014,51683,2812.00000,0.04361786285
42,2014,42021,1357.00000,0.02333379187
51,2015,51005,2747.00000,0.02941648908
51,2015,51515,2928.00000,0.05228197986
51,2015,51137,4606.00000,0.05814261730
48,2011,48199,405.00000,0.00724936009
48,2011,48005,2535.00000,0.02747193203
48,2011,48359,3124.00000,0.04033153451
48,2011,48383,795.00000,0.01869488536
26,2014,26063,3096.00000,0.05884141706
26,2014,26151,3096.00000,0.05884141706
28,2011,28097,315.00000,0.01189621965
28,2011,28135,286.00000,0.00755354832
39,2011,39065,6428.00000,0.06980128136
39,2011,39021,6428.00000,0.06980128136
40,2011,,21706.00000,0.02839297043
18,2006,18101,1807.00000,0.02801593823
18,2006,18055,1807.00000,0.02801593823
18,2006,18075,1684.00000,0.03410149447
19,2006,19025,1806.00000,0.02370669852
45,2018,45045,17164.00000,0.06117917114
45,2018,45057,4132.00000,0.06042614176
45,2018,45047,848.00000,0.01917034023
18,2011,18039,747.00000,0.01823151832
5,2011,05059,918.00000,0.02077205050
36,2017,36075,1464.00000,0.02571714652
37,2017,37195,330.00000,0.00749727372
37,2017,37159,1701.00000,0.02829388380
37,2017,37187,1822.00000,0.04249067164
8,2011,08101,11305.00000,0.07449114738
42,2008,42093,1430.00000,0.02536630362
44,2008,44009,2414.00000,0.02762519454
45,2008,45013,1035.00000,0.01977190670
46,2008,46039,2825.00000,0.05614516257
46,2008,46073,2068.00000,0.03652613173
46,2008,46097,2068.00000,0.03652613173
46,2008,46093,2343.00000,0.03649305339
27,2014,27037,9765.00000,0.04292383163
29,2014,29131,12991.00000,0.20777289084
1,2010,01081,1904.00000,0.02231337162
47,2014,47041,1622.00000,0.03128797670
26,2015,26091,2212.00000,0.03577898551
26,2015,26007,1955.00000,0.03855179350
26,2015,26011,876.00000,0.02268313524
27,2015,27147,3057.00000,0.04909423781
27,2015,27067,3428.00000,0.05149312023
27,2015,27019,2873.00000,0.04432137237
55,2009,55113,4112.00000,0.05098194803
36,2011,36021,2229.00000,0.03086616354
12,2012,12053,2520.00000,0.04666061807
40,2013,40035,1627.00000,0.02395183135
40,2013,40125,3397.00000,0.03268766298
13,2011,13083,1419.00000,0.02653774943
13,2011,13319,2759.00000,0.03599008609
13,2011,13247,1028.00000,0.02015883910
15,2011,15005,6841.00000,0.06310827391
26,2018,26051,2006.00000,0.05011491956
27,2018,27079,6231.00000,0.08961212662
48,2007,48015,1607.00000,0.02993164335
48,2007,48181,3512.00000,0.04691800037
48,2007,48353,1333.00000,0.01981242847
13,2018,13181,2527.00000,0.05229285655
13,2018,13309,1368.00000,0.02519940317
27,2005,27101,3390.00000,0.05030046739
28,2005,28145,574.00000,0.01387613016
28,2005,28131,1318.00000,0.02522584597
28,2005,28159,359.00000,0.01103902094
20,2016,20169,3345.00000,0.04641514147
20,2016,20007,1455.00000,0.02741506981
46,2017,46127,4010.00000,0.05548022912
46,2017,46087,4010.00000,0.05548022912
46,2017,46017,2828.00000,0.07718551271
46,2017,46095,2828.00000,0.07718551271
47,2017,47011,2329.00000,0.03092222311
16,2006,16015,4510.00000,0.05354704660
48,2008,48219,1898.00000,0.03820604694
48,2008,48421,3627.00000,0.04558880831
48,2008,48045,3627.00000,0.04558880831
48,2009,48401,1627.00000,0.02569691226
6,2013,06049,3190.00000,0.07304451365
18,2017,18031,1199.00000,0.02313778464
18,2017,18079,1199.00000,0.02313778464
19,2017,19123,4145.00000,0.06885153317
19,2017,19119,3822.00000,0.06239592516
19,2017,19083,3595.00000,0.06068944561
19,2017,19049,9935.00000,0.05455044612
29,2006,29105,10112.00000,0.12997930511
29,2006,29153,2519.00000,0.03471274822
29,2006,29083,4970.00000,0.07234878812
30,2006,30063,3419.00000,0.05328533134
30,2006,30055,3641.00000,0.06158972884
30,2006,30025,3641.00000,0.06158972884
31,2006,31107,6236.00000,0.06544576796
42,2006,42017,4093.00000,0.03183826504
2,2008,02122,5366.00000,0.08619388001
6,2006,06081,33833.00000,0.06951167397
37,2013,37151,1162.00000,0.02022487555
8,2016,08041,25386.00000,0.07213612262
8,2016,08121,4485.00000,0.09013263666
8,2006,08107,3739.00000,0.05555307927
13,2016,13275,1539.00000,0.03379743500
13,2016,13009,2814.00000,0.03851892410
48,2018,48477,2256.00000,0.03576751118
48,2018,48225,2653.00000,0.04021585896
48,2018,48047,491.00000,0.01256686545
48,2018,48367,3495.00000,0.05603475919
48,2018,48421,2406.00000,0.03130774236
48,2018,48387,2492.00000,0.03607098399
48,2018,48431,1296.00000,0.03206650831
48,2018,48141,13931.00000,0.03777365633
48,2018,48381,2506.00000,0.03447848878
48,2018,48229,1706.00000,0.03280264575
1,2018,01083,3106.00000,0.03232352666
2,2018,02016,2313.00000,0.04418084924
26,2012,26103,3397.00000,0.04935347959
26,2012,26005,1293.00000,0.02751942109
27,2012,27133,3506.00000,0.06042743881
17,2017,17149,2972.00000,0.06088791461
27,2010,27133,6295.00000,0.08682638860
27,2011,27081,3730.00000,0.05690139126
17,2014,17031,107617.00000,0.04407314003
17,2014,17123,3029.00000,0.04441804877
17,2014,17009,1300.00000,0.02550419838
18,2014,18103,1783.00000,0.03005579623
18,2014,18003,8315.00000,0.04844667661
42,2015,42105,2142.00000,0.03020986122
45,2015,45021,787.00000,0.01373425011
45,2015,45087,787.00000,0.01373425011
47,2007,47153,2570.00000,0.04435699615
47,2007,47067,2142.00000,0.03179975950
6,2008,06109,3854.00000,0.05276127372
37,2014,37143,2136.00000,0.04389191411
35,2015,35013,2741.00000,0.03113958852
55,2017,55073,3863.00000,0.05447059321
55,2017,55105,2614.00000,0.03420928650
56,2017,56039,2599.00000,0.04768982348
53,2017,53031,2753.00000,0.07541226100
54,2017,54035,1355.00000,0.03869880619
29,2008,29157,2279.00000,0.04842445233
29,2008,29147,2920.00000,0.05940030107
29,2008,29115,2920.00000,0.05940030107
29,2008,29089,4176.00000,0.06465697431
37,2009,37015,2963.00000,0.03501660423
37,2009,37059,2276.00000,0.03130803197
38,2009,38075,4724.00000,0.08513552480
38,2009,38069,5009.00000,0.04740543047
38,2009,38095,4277.00000,0.05332585250
21,2012,21073,1870.00000,0.03435984125
21,2012,21039,2947.00000,0.03654695173
21,2012,21065,1297.00000,0.02726852241
21,2012,21175,1258.00000,0.02582472851
31,2011,31169,3512.00000,0.05278186901
31,2011,31025,4620.00000,0.08797989031
31,2011,31089,3851.00000,0.07049240344
13,2012,13267,1409.00000,0.02858882013
31,2012,31093,2450.00000,0.04585095632
1,2013,01055,799.00000,0.02110852795
8,2017,08027,3539.00000,0.08540264003
5,2010,05041,1081.00000,0.02589965978
5,2010,05019,1247.00000,0.02758361352
5,2010,05013,630.00000,0.01491230147
17,2013,17093,3226.00000,0.04147062604
25,2011,25001,6048.00000,0.05353870668
48,2016,48201,82447.00000,0.03826217949
48,2016,48203,1444.00000,0.03026365427
48,2016,48071,1788.00000,0.03741838272
48,2016,48389,1505.00000,0.03156194950
48,2016,48099,5913.00000,0.08078310290
48,2016,48053,5913.00000,0.08078310290
48,2016,48331,1747.00000,0.02780651631
17,2016,17043,37647.00000,0.07834637476
48,2010,48101,1512.00000,0.02348993289
48,2010,48309,1879.00000,0.01837275474
48,2010,48385,1257.00000,0.02418284307
48,2010,48279,2806.00000,0.05258916356
48,2010,48413,1588.00000,0.03679759008
48,2010,48441,2650.00000,0.03899123065
28,2012,28157,1646.00000,0.02502356411
17,2007,17041,1892.00000,0.04484900204
17,2007,17169,2243.00000,0.04179477146
17,2007,17069,2943.00000,0.04878493519
12,2017,12013,2179.00000,0.03136876656
12,2017,12127,18204.00000,0.06839700622
13,2017,13243,2337.00000,0.03885738989
13,2017,13219,1923.00000,0.03856566994
13,2017,13047,3186.00000,0.04082207929
13,2017,13273,784.00000,0.01800105618
47,2006,47111,3301.00000,0.04437185795
47,2006,47109,807.00000,0.01662512103
47,2006,47021,3647.00000,0.04935180925
29,2009,29117,3920.00000,0.08103024164
29,2009,29069,1821.00000,0.03988348154
29,2009,29037,1805.00000,0.03294697454
19,2015,19073,3038.00000,0.05198405229
19,2015,19169,2351.00000,0.03599259021
20,2015,20123,3516.00000,0.05141628767
4,2016,04003,3010.00000,0.04892956419
45,2010,45023,1050.00000,0.02434556795
46,2010,,2009.00000,0.02886992010
21,2015,21083,2391.00000,0.02904589519
21,2015,21209,3047.00000,0.04743003020
21,2015,21139,759.00000,0.01748767338
22,2015,22109,1959.00000,0.04154825027
22,2015,22005,1420.00000,0.02497449787
29,2015,29211,2556.00000,0.05222294868
29,2015,29153,2242.00000,0.04709391476
29,2015,29155,1847.00000,0.04402335836
30,2015,30035,3657.00000,0.06812212432
30,2015,30019,4745.00000,0.07012798912
31,2018,31003,6006.00000,0.06577808930
17,2015,17103,1651.00000,0.02966596590
17,2015,17089,13556.00000,0.05268230503
17,2015,17033,2355.00000,0.04990992900
51,2016,51143,1335.00000,0.01794475435
13,2014,13217,1518.00000,0.01942393571
13,2014,13167,1082.00000,0.02244766706
13,2014,13091,1082.00000,0.02244766706
28,2009,28129,2500.00000,0.03546199892
29,2010,29101,4014.00000,0.04480360751
30,2010,30013,3468.00000,0.04601422354
30,2010,30035,4823.00000,0.07724091542
31,2010,31099,2205.00000,0.03776784338
37,2010,37039,1358.00000,0.02149346333
38,2010,38089,3719.00000,0.06072035005
38,2010,38065,3719.00000,0.06072035005
39,2010,39059,1420.00000,0.02157726789
51,2012,51037,2169.00000,0.03127568456
51,2012,51179,5724.00000,0.07202808642
51,2012,51117,2169.00000,0.03127568456
13,2013,13009,1947.00000,0.02776233050
13,2013,13137,2425.00000,0.04638218924
13,2013,13057,7489.00000,0.07172272449
13,2013,13109,1156.00000,0.02178337228
16,2013,16051,2962.00000,0.05270087538
16,2013,16083,1010.00000,0.02199381560
18,2008,18165,1230.00000,0.02815998535
9,2015,09011,5484.00000,0.04106480961
20,2007,20199,3980.00000,0.07921028540
29,2007,29223,4168.00000,0.03756410141
54,2014,54003,3612.00000,0.03459273093
1,2009,01007,1393.00000,0.02361977754
2,2009,02016,1967.00000,0.04945566088
2,2009,02270,1967.00000,0.04945566088
2,2009,02180,1967.00000,0.04945566088
4,2009,04009,7933.00000,0.05586698404
4,2009,04027,2458.00000,0.03510325326
56,2011,56025,1903.00000,0.02822897661
56,2011,56009,1903.00000,0.02822897661
1,2015,01071,1023.00000,0.02093437289
30,2008,30041,2172.00000,0.02790984554
31,2008,31065,3633.00000,0.07236331043
31,2008,31137,3458.00000,0.05619566101
47,2009,47085,975.00000,0.02224148550
47,2009,47139,2139.00000,0.02685566493
47,2009,47177,2005.00000,0.02916872763
47,2009,47151,2776.00000,0.04342113496
16,2009,16069,4646.00000,0.05449789445
5,2015,05097,1549.00000,0.02403189773
5,2015,05139,325.00000,0.00792644261
21,2017,21237,643.00000,0.02247623043
21,2017,21109,772.00000,0.02134837675
21,2017,21211,6095.00000,0.05281491816
21,2017,21235,734.00000,0.01897621510
27,2017,27003,8097.00000,0.04224293995
28,2017,28027,1512.00000,0.03713801488
55,2018,55123,6315.00000,0.06503604531
55,2018,55078,4417.00000,0.05824256969
22,2013,22095,583.00000,0.01176114585
51,2017,51153,13122.00000,0.04824034145
51,2017,51165,2867.00000,0.04600596938
25,2010,25011,3413.00000,0.05675752083
25,2010,25027,11204.00000,0.04807469514
38,2014,38079,4050.00000,0.07084754658
38,2014,38065,5879.00000,0.05390165858
13,2015,13097,3219.00000,0.04883562163
13,2015,13129,3845.00000,0.05092108226
13,2015,13281,3821.00000,0.07150476262
13,2015,13007,1259.00000,0.02820340502
37,2005,37013,1011.00000,0.01460539432
37,2005,37009,1993.00000,0.02573472445
37,2005,37185,3532.00000,0.03083342791
38,2005,38101,4057.00000,0.07172279678
38,2005,38065,4057.00000,0.07172279678
38,2005,38047,4027.00000,0.07422767824
38,2005,38035,1921.00000,0.02472806848
38,2005,38025,4057.00000,0.07172279678
42,2007,,98384.00000,0.03418907968
42,2007,42127,1876.00000,0.04311652494
42,2007,42039,2784.00000,0.03357007633
46,2011,46053,4194.00000,0.09954901495
46,2011,46013,3711.00000,0.07273475628
46,2011,46077,4272.00000,0.07313816127
46,2011,46063,1301.00000,0.02306124258
47,2011,47177,2256.00000,0.03191489362
16,2015,16057,4488.00000,0.08478482639
36,2016,36085,7145.00000,0.03411217630
51,2018,51595,962.00000,0.01287438773
53,2018,53035,6460.00000,0.04898949683
26,2007,26009,3624.00000,0.05556833341
26,2007,26019,2421.00000,0.04509135609
32,2007,32013,1986.00000,0.02674963633
34,2007,34029,7416.00000,0.03136883336
34,2007,34005,7682.00000,0.03466966337
45,2013,45085,1110.00000,0.01501420262
22,2006,22003,1066.00000,0.01792801884
22,2006,22005,1744.00000,0.01758685020
5,2007,05023,1423.00000,0.03105834079
21,2018,21149,1961.00000,0.04564180147
21,2018,21199,911.00000,0.02333085768
40,2010,40139,3901.00000,0.04229138886
41,2010,41063,3027.00000,0.06043725666
41,2010,41059,3027.00000,0.06043725666
39,2013,39125,1275.00000,0.02274835855
46,2018,46043,4874.00000,0.06758180810
46,2018,46041,3076.00000,0.07663560716
54,2012,54065,2192.00000,0.02189569578
12,2010,12125,2720.00000,0.02352432432
21,2011,21115,1837.00000,0.02443891601
22,2011,22031,1209.00000,0.01717646725
19,2014,19043,3465.00000,0.05803048066
13,2005,13239,2175.00000,0.02184458706
13,2005,13095,1963.00000,0.03240129407
29,2005,29107,3623.00000,0.04417700065
45,2006,45075,1277.00000,0.01794623157
46,2006,46097,3404.00000,0.06004056795
9,2011,09013,4756.00000,0.05679212839
27,2016,27099,2850.00000,0.04466174604
27,2016,27145,4487.00000,0.05379579896
13,2007,13231,8268.00000,0.08260152855
37,2007,37019,3937.00000,0.05278753587
47,2005,47027,639.00000,0.01398096488
47,2005,47141,639.00000,0.01398096488
19,2011,19139,4301.00000,0.03848838458
19,2011,19173,2195.00000,0.03008374107
19,2011,19013,5435.00000,0.05252628730
20,2011,20065,3196.00000,0.06309222994
20,2011,20199,3196.00000,0.06309222994
20,2011,20075,3900.00000,0.05441987023
20,2011,20133,2626.00000,0.06550098526
41,2017,41007,3497.00000,0.05326732673
42,2017,42049,4022.00000,0.03285249865
42,2012,42091,19805.00000,0.04834673925
42,2012,42123,2233.00000,0.04186116266
33,2017,33019,4711.00000,0.07581512118
28,2007,28019,541.00000,0.01655750750
28,2007,28047,993.00000,0.01931305430
28,2010,28037,650.00000,0.01956829334
13,2009,13225,3984.00000,0.05106186637
13,2009,13115,932.00000,0.02358359270
35,2016,35006,2985.00000,0.07306684944
21,2016,21237,362.00000,0.01181230829
13,2006,13221,2008.00000,0.03703772019
13,2006,13085,659.00000,0.01584172696
39,2017,39103,6209.00000,0.06573291833
45,2007,45071,976.00000,0.02058941417
46,2007,46107,3425.00000,0.06989510632
26,2017,26009,2752.00000,0.04202874204
26,2017,26045,3152.00000,0.03596449191
26,2017,26073,3509.00000,0.06275709125
47,2008,47089,1752.00000,0.02993643633
47,2008,47119,1824.00000,0.03443783631
28,2018,28081,1323.00000,0.02085007801
27,2006,27117,4229.00000,0.06021385958
26,2009,26153,2068.00000,0.04254531240
26,2009,26011,3940.00000,0.04711622401
27,2009,27049,2458.00000,0.03198438517
27,2009,27165,5230.00000,0.07615580633
46,2012,46085,3327.00000,0.08260502533
47,2012,47145,1225.00000,0.02277544342
47,2012,47093,11602.00000,0.04701848805
47,2012,47059,2513.00000,0.04015724125
47,2012,47103,1496.00000,0.02898887726
5,2008,05111,584.00000,0.01510566204
5,2008,05139,644.00000,0.01366375286
50,2017,50025,4977.00000,0.08308431965
5,2005,05035,678.00000,0.01938084212
5,2005,05011,716.00000,0.01677640057
5,2005,05025,716.00000,0.01677640057
5,2005,05013,667.00000,0.01471983757
33,2005,33009,2317.00000,0.04075422581
18,2010,18161,922.00000,0.02163862095
50,2015,50017,5107.00000,0.08251603626
11,2018,11001,23550.00000,0.06241667837
20,2006,20153,2684.00000,0.05587010824
20,2006,20025,2520.00000,0.03326337465
33,2018,33017,4441.00000,0.05538027958
8,2015,08045,3027.00000,0.05662495090
8,2015,08073,3453.00000,0.07238841953
30,2009,30025,3032.00000,0.04844069530
30,2009,30073,2622.00000,0.03602737091
18,2016,18089,6547.00000,0.03003955108
18,2016,18005,1340.00000,0.02228838509
25,2007,25023,4803.00000,0.03702818552
33,2008,33007,2926.00000,0.04816619477
40,2016,40125,5165.00000,0.04897684386
54,2007,54015,901.00000,0.02303699726
54,2007,54085,628.00000,0.00990833215
1,2008,01017,664.00000,0.00884013207
1,2008,01001,1080.00000,0.02021374160
34,2018,34015,6705.00000,0.04649469524
35,2018,35043,2117.00000,0.03398892189
29,2012,29057,1843.00000,0.03798277070
30,2012,30071,4908.00000,0.07201655148
30,2012,30019,4908.00000,0.07201655148
19,2016,19153,12903.00000,0.04536664604
19,2016,19141,4063.00000,0.06665026247
19,2016,19043,2602.00000,0.04405241594
19,2016,19129,3166.00000,0.03538023132
46,2014,46023,3253.00000,0.07708165490
30,2018,30045,5744.00000,0.08503960323
30,2018,30041,5744.00000,0.08503960323
35,2017,35003,1339.00000,0.03900946832
21,2013,21097,3088.00000,0.04883680473
21,2013,21119,496.00000,0.01451225935
29,2013,29185,1695.00000,0.03391356543
20,2018,20085,2968.00000,0.05002275294
15,2008,15007,6459.00000,0.06022489930
15,2008,15005,6459.00000,0.06022489930
22,2016,22025,225.00000,0.00536595836
22,2016,22075,1710.00000,0.03242751218
16,2010,16083,3245.00000,0.04630356302
19,2005,19003,2649.00000,0.03859546878
19,2005,19009,2649.00000,0.03859546878
38,2007,38079,5472.00000,0.05465932815
54,2010,54095,1892.00000,0.03037942163
25,2017,25007,3497.00000,0.06674046224
54,2011,54035,1407.00000,0.02133305031
29,2017,29015,1713.00000,0.03760124679
28,2006,28001,592.00000,0.01466617119
19,2012,19059,5098.00000,0.08206960945
19,2012,19031,2728.00000,0.04350114015
19,2012,19155,4063.00000,0.04594646553
19,2012,19189,2249.00000,0.03845101727
19,2012,19035,4123.00000,0.06787948634
30,2005,30033,1900.00000,0.03143977628
31,2005,31009,4258.00000,0.08079849713
16,2018,16031,2978.00000,0.06012032140
30,2016,30073,3115.00000,0.04938173748
30,2016,30063,6597.00000,0.07133742809
31,2016,31031,3064.00000,0.05525898139
31,2016,31103,3064.00000,0.05525898139
23,2016,23013,5710.00000,0.06910741301
46,2016,46111,3657.00000,0.05252725471
46,2016,46117,2795.00000,0.07009228609
2,2006,02016,3588.00000,0.07937701872
8,2014,08123,14086.00000,0.05075560488
8,2014,08125,1590.00000,0.03472146398
40,2012,40027,3874.00000,0.03033221369
30,2007,30035,6010.00000,0.10051007609
31,2007,31051,6176.00000,0.06940729586
18,2007,18041,1899.00000,0.04205980066
38,2011,38049,4624.00000,0.07440662966
18,2009,18105,1941.00000,0.04325444578
19,2010,19131,3178.00000,0.04999606702
20,2010,20027,2165.00000,0.04501507433
20,2010,20005,3408.00000,0.04797567431
20,2010,20081,2828.00000,0.04024305210
40,2009,40093,3792.00000,0.04046785623
31,2014,31103,3684.00000,0.06807221124
2,2017,02240,4492.00000,0.05231102468
8,2018,08047,9595.00000,0.17256573505
8,2018,08091,3475.00000,0.07645091741
12,2019,12091,5476.00000,0.05351523562
6,2019,06047,3859.00000,0.03545538905
51,2019,51043,4564.00000,0.07180277835
51,2019,51181,1975.00000,0.02923890032
51,2019,51009,2491.00000,0.04050604095
53,2019,53029,8474.00000,0.07971328053
54,2019,54069,1893.00000,0.03619226063
40,2019,40015,1762.00000,0.03872187060
40,2019,40111,3036.00000,0.05311220741
40,2019,40101,3036.00000,0.05311220741
13,2019,13231,2500.00000,0.03847456062
13,2019,13293,2500.00000,0.03847456062
13,2019,13267,1811.00000,0.03289736603
13,2019,13061,2650.00000,0.04202080426
16,2019,16009,5453.00000,0.09495698812
16,2019,16003,5242.00000,0.11012142347
17,2019,17129,2803.00000,0.04444973042
5,2019,05071,1780.00000,0.02917697969
38,2019,38081,3119.00000,0.05473082052
42,2019,42133,9123.00000,0.04061923971
42,2019,42007,5982.00000,0.05013451336
45,2019,45091,9845.00000,0.06754392585
45,2019,45015,27691.00000,0.06906002943
18,2019,18169,2162.00000,0.03611579774
18,2019,18125,2297.00000,0.03329757625
18,2019,18143,1461.00000,0.02877003663
19,2019,19103,5530.00000,0.06602354402
19,2019,19071,4502.00000,0.05164680104
1,2019,01015,577.00000,0.01230775794
1,2019,01041,1493.00000,0.02963359930
2,2019,02150,1862.00000,0.03882321053
2,2019,02122,4302.00000,0.06272965879
48,2019,48351,1206.00000,0.02964528896
48,2019,48401,1649.00000,0.03198587888
48,2019,48083,3819.00000,0.04875837855
48,2019,48085,52264.00000,0.09663361357
48,2019,48437,2338.00000,0.02900744417
48,2019,48305,2087.00000,0.04074341604
48,2019,48441,4275.00000,0.06178102781
48,2019,48375,587.00000,0.01211058387
21,2019,21093,4500.00000,0.03756040966
21,2019,21063,1146.00000,0.02430386190
21,2019,21137,3411.00000,0.06451795948
21,2019,21215,1511.00000,0.02555343221
22,2019,22023,2293.00000,0.03563602456
55,2019,55033,3447.00000,0.04659493363
55,2019,55141,3307.00000,0.03577997533
55,2019,55083,2177.00000,0.04112824001
25,2019,25001,9679.00000,0.08070137407
27,2019,27103,5807.00000,0.08908217896
28,2019,28077,1275.00000,0.01971425921
28,2019,28043,1400.00000,0.03231241489
28,2019,28005,1275.00000,0.01971425921
29,2019,29161,2421.00000,0.05273820416
30,2019,30035,6454.00000,0.09845018000
30,2019,30065,4036.00000,0.05484068211
6,2020,06047,5682.00000,0.05806906560
21,2020,21215,6874.00000,0.12267770778
21,2020,21063,2577.00000,0.05811252678
21,2020,21093,9213.00000,0.07301994912
21,2020,21137,5696.00000,0.11151353785
22,2020,22023,1777.00000,0.02955116159
12,2020,12091,9241.00000,0.08923674147
18,2020,18169,4616.00000,0.08106209609
18,2020,18125,2558.00000,0.04297931683
18,2020,18143,5482.00000,0.11127801234
19,2020,19071,7412.00000,0.08753055657
1,2020,01041,1926.00000,0.04120403055
1,2020,01015,911.00000,0.01846035381
19,2020,19103,11422.00000,0.15989584792
5,2020,05071,2562.00000,0.04466838692
40,2020,40111,5318.00000,0.09868250139
40,2020,40101,5318.00000,0.09868250139
40,2020,40015,1104.00000,0.02312332440
13,2020,13231,3266.00000,0.05642709053
13,2020,13293,3266.00000,0.05642709053
13,2020,13267,1477.00000,0.02719122222
13,2020,13061,3578.00000,0.05376408715
16,2020,16009,7004.00000,0.11776574638
16,2020,16003,7727.00000,0.16065117053
17,2020,17129,4470.00000,0.07197719917
48,2020,48401,3371.00000,0.06950085562
48,2020,48085,146569.00000,0.27133061575
48,2020,48437,3989.00000,0.04113813089
48,2020,48441,5343.00000,0.08031325627
48,2020,48305,3743.00000,0.06002630060
48,2020,48083,5237.00000,0.06608201893
48,2020,48375,1910.00000,0.04171580833
48,2020,48351,365.00000,0.01067813469
51,2020,51181,9084.00000,0.12474080991
51,2020,51009,5121.00000,0.09236346584
27,2020,27103,6055.00000,0.09914364777
51,2020,51043,8228.00000,0.13071729287
38,2020,38081,5509.00000,0.09596725024
42,2020,42133,26797.00000,0.12325730082
42,2020,42007,14565.00000,0.13614948868
45,2020,45015,48222.00000,0.12160996646
45,2020,45091,19513.00000,0.15002729446
2,2020,02122,7419.00000,0.11368024271
2,2020,02150,6504.00000,0.12727735269
28,2020,28005,1176.00000,0.02021521642
28,2020,28077,1176.00000,0.02021521642
28,2020,28043,1517.00000,0.03749196777
53,2020,53029,15790.00000,0.14966399060
54,2020,54069,4430.00000,0.08829098156
55,2020,55141,8959.00000,0.10382070388
55,2020,55083,5899.00000,0.11515861396
55,2020,55033,6528.00000,0.09725719223
29,2020,29161,2397.00000,0.05805701553
30,2020,30065,9184.00000,0.12671256502
30,2020,30035,7386.00000,0.13360829218
25,2020,25001,24193.00000,0.22180557975
36,2006,36119,8092.00000,0.06491620739
36,2006,36075,1197.00000,0.02297989979
36,2009,36089,1429.00000,0.03063565227
47,2015,47085,746.00000,0.01415559772
48,2015,48121,25739.00000,0.06346016820
48,2015,48321,3727.00000,0.04735163704
28,2015,28157,411.00000,0.00636469222
6,2015,06085,46401.00000,0.04965467204
