ST,PUMA,YEAR,Telework
34,1302,2010,0.006856849
18,2305,2011,0.024209429
48,6301,2011,0.037381065
48,2315,2011,0.046512542
48,4624,2011,0.016814502
26,1701,2014,0.013188363
32,501,2008,0.032613767
26,1801,2014,0.039377349
34,1404,2005,0.037483992
34,1101,2005,0.038790797
34,1503,2005,0.020336373
13,3800,2005,0.034841757
15,305,2005,0.027502419
17,103,2005,0.022646316
17,3104,2005,0.043112704
17,3501,2005,0.036051869
17,3504,2005,0.01861932
17,3303,2005,0.043547488
48,3200,2008,0.025477121
48,4603,2008,0.074933028
48,4502,2008,0.032460694
48,4609,2008,0.021363403
48,300,2008,0.056177575
48,2306,2008,0.041435611
48,2304,2008,0.048257486
48,1600,2008,0.02880274
48,3801,2008,0.01459103
48,502,2008,0.039001466
48,3701,2008,0.024032753
48,2104,2008,0.037601579
42,600,2005,0.033281941
42,200,2005,0.027451758
42,903,2005,0.01639755
42,1100,2005,0.019064921
42,4006,2005,0.060707863
45,1002,2007,0.041244607
45,400,2007,0.020589414
45,900,2007,0.041060723
46,300,2007,0.069895106
47,100,2010,0.011418364
48,2505,2010,0.029819937
48,2102,2010,0.062081508
48,3000,2010,0.043667551
48,2308,2010,0.019261073
48,5303,2010,0.072623366
48,1000,2010,0.051467435
48,1700,2010,0.05378956
48,5608,2010,0.021114641
27,1800,2010,0.051136885
27,1302,2010,0.077366362
27,1002,2010,0.030364021
28,1100,2010,0.01495371
29,600,2011,0.032872544
29,2200,2011,0.032211302
29,1200,2011,0.043674865
29,500,2011,0.040582094
12,3611,2010,0.037237028
12,2702,2010,0.075091622
12,2401,2010,0.034778822
13,1000,2010,0.02275535
13,4100,2010,0.02189709
13,1205,2010,0.048145897
13,600,2010,0.051526301
13,3600,2010,0.043811173
9,200,2011,0.042480696
12,3604,2011,0.027246865
12,1802,2011,0.035392074
12,2101,2011,0.028767415
12,1400,2011,0.042321731
12,2702,2011,0.058174242
12,2404,2011,0.059928605
49,57001,2012,0.030642098
51,59301,2012,0.041149096
51,10702,2012,0.097421589
13,2001,2013,0.029555134
13,800,2013,0.044998245
13,2600,2013,0.017904369
15,301,2013,0.0368009
17,1104,2013,0.02657025
17,700,2013,0.032386894
17,1001,2013,0.034254529
17,900,2013,0.025149621
17,3421,2013,0.046238428
17,3504,2013,0.04826944
17,3401,2013,0.042850699
17,3108,2013,0.031883895
53,11702,2014,0.043435018
53,11604,2014,0.070939335
53,10300,2014,0.025429438
54,1300,2014,0.01397831
55,50000,2014,0.052877256
55,10000,2014,0.027126693
55,41003,2014,0.023264561
39,3500,2015,0.018383835
39,1805,2015,0.012253719
39,909,2015,0.043594083
39,3700,2015,0.01805467
39,100,2015,0.023451707
39,4107,2015,0.031331002
39,1100,2015,0.025072943
37,1803,2013,0.04895554
37,2900,2013,0.032321769
37,1704,2013,0.040198511
37,4900,2013,0.011951214
37,5300,2013,0.05079113
37,1000,2013,0.018259616
37,3103,2013,0.060893473
38,100,2013,0.037578175
39,901,2013,0.071907958
42,1900,2011,0.047848995
42,3500,2011,0.031631486
42,500,2011,0.050369493
42,3901,2011,0.064856793
42,2501,2011,0.023534278
45,600,2011,0.020033499
45,301,2011,0.016958746
45,1700,2011,0.015710415
45,1100,2011,0.057959554
17,3307,2012,0.022489072
17,3209,2012,0.053053622
17,900,2012,0.039177377
17,501,2012,0.033701384
17,1500,2012,0.02656448
17,3413,2012,0.028778474
17,3521,2012,0.019441266
17,3202,2012,0.057340067
17,3530,2012,0.030777942
17,3401,2012,0.046896658
12,1900,2015,0.040897427
12,5301,2015,0.072377521
12,9505,2015,0.047932724
12,10303,2015,0.088063619
12,8615,2015,0.031126491
12,9504,2015,0.020887348
12,8609,2015,0.069088047
55,41004,2016,0.022553314
36,600,2016,0.020625875
36,3208,2016,0.046235312
36,4112,2016,0.018193253
36,3303,2016,0.046237399
36,3709,2016,0.020139814
36,4109,2016,0.041333912
36,3304,2016,0.051988009
36,4107,2016,0.027105162
37,3002,2016,0.035013978
37,4800,2016,0.067784844
37,1204,2016,0.091571817
37,2300,2016,0.048892454
37,3102,2016,0.049058273
37,3105,2016,0.046931198
19,1100,2017,0.039275212
20,602,2017,0.056057999
20,1400,2017,0.076765783
21,1200,2017,0.055749891
21,800,2017,0.021348377
21,1704,2017,0.049112255
22,2100,2017,0.004568776
53,11604,2016,0.068671016
53,10501,2016,0.028432812
54,1100,2016,0.044880631
13,1800,2016,0.035464677
16,400,2016,0.087453574
4,105,2016,0.077253482
4,204,2016,0.086296883
4,102,2016,0.088480188
29,1200,2017,0.053034107
39,1200,2018,0.062442175
39,901,2018,0.052287188
39,5200,2018,0.035499715
39,4800,2018,0.023468576
40,702,2018,0.034758828
40,800,2018,0.064789861
40,500,2018,0.03997493
26,1002,2018,0.040754845
41,1305,2006,0.08037341
41,1309,2006,0.087160684
42,4004,2006,0.022409169
42,3901,2006,0.049869625
42,600,2006,0.03812199
42,4303,2006,0.059248617
42,2300,2006,0.023844417
12,3800,2006,0.036698474
12,2401,2006,0.028451963
12,1901,2006,0.026653589
36,4304,2005,0.057557489
36,3708,2005,0.045396691
36,1402,2005,0.014369117
36,3101,2005,0.048773461
36,4210,2007,0.031195071
36,3503,2007,0.084977108
36,3707,2007,0.022711173
36,4211,2007,0.026549229
36,3902,2007,0.021105561
55,600,2007,0.053661221
55,2201,2007,0.026373994
13,4005,2012,0.033297168
13,1600,2012,0.020441684
13,4006,2012,0.029972659
13,3101,2012,0.071908574
13,3500,2012,0.049173978
13,2500,2012,0.018406097
15,307,2012,0.024346731
16,600,2012,0.072453108
55,55101,2012,0.074497113
55,1600,2012,0.046061153
21,2400,2016,0.026197994
21,1300,2016,0.027584847
21,1100,2016,0.015695512
21,1400,2016,0.011535235
22,101,2016,0.023846936
22,1501,2016,0.035340755
22,300,2016,0.021876164
36,1900,2017,0.038479423
36,3107,2017,0.060075766
36,4012,2017,0.039803791
36,1204,2017,0.018683932
36,1203,2017,0.032777377
36,702,2017,0.080229138
36,4013,2017,0.03152675
36,3312,2017,0.031503544
37,4900,2014,0.014245635
37,500,2014,0.031736553
37,1206,2014,0.092835643
37,4100,2014,0.032928829
13,2200,2015,0.010803289
13,800,2015,0.02800703
13,1600,2015,0.026723615
13,6002,2015,0.051562561
13,2700,2015,0.02550127
40,1302,2017,0.051463645
40,1102,2017,0.102234607
40,800,2017,0.06559664
17,3530,2017,0.033536743
17,1105,2017,0.038645402
48,5304,2008,0.088081544
45,301,2007,0.02257759
48,2501,2010,0.04224334
27,1100,2010,0.075965348
12,3504,2010,0.029410727
13,1206,2010,0.025757334
12,2401,2011,0.04510252
53,11501,2014,0.02700484
39,3900,2013,0.029153288
42,1400,2011,0.027532725
45,100,2011,0.021376685
12,8603,2015,0.044403001
12,7103,2015,0.049939571
36,3308,2016,0.035042874
16,500,2016,0.027891222
16,702,2016,0.071636293
4,124,2016,0.042267246
26,3202,2018,0.036214184
26,2902,2018,0.05691798
26,3001,2018,0.0396357
12,2402,2006,0.026030653
12,4001,2006,0.041597914
36,1605,2005,0.045458611
36,3602,2005,0.023255814
36,4203,2005,0.03028053
36,2500,2007,0.054925317
55,2001,2007,0.038346439
8,812,2011,0.05658865
16,1000,2012,0.041176007
22,400,2016,0.014434736
22,1900,2016,0.024148928
22,2400,2016,0.037191872
36,4004,2017,0.070772434
36,4006,2017,0.059667458
17,3529,2017,0.080941439
17,3524,2017,0.063373745
,6,2000,0.037240184
28,200,2005,0.014052549
28,1200,2005,0.015808769
29,1200,2005,0.056122521
29,1704,2005,0.079428603
45,100,2006,0.024178706
45,2101,2006,0.021137646
45,1400,2006,0.017139492
45,1800,2006,0.036287579
47,1000,2006,0.012071078
49,603,2008,0.067216956
48,4608,2009,0.042883577
48,4619,2009,0.033613027
48,2000,2009,0.044053287
48,1800,2009,0.040197157
48,3801,2009,0.007439804
48,1600,2009,0.017329943
48,6704,2009,0.020733149
53,1900,2007,0.074867495
53,602,2007,0.048627836
54,300,2007,0.055672127
1,100,2008,0.010325156
48,700,2006,0.022505162
48,2102,2006,0.055331777
48,4618,2006,0.026685819
48,2313,2006,0.02794385
48,4300,2006,0.009403091
48,5700,2006,0.025302696
48,2800,2006,0.017645963
48,4501,2006,0.062818904
48,2505,2006,0.025687866
48,4625,2006,0.022957962
48,4611,2006,0.017394473
48,4802,2006,0.023863163
8,818,2006,0.032176983
36,3506,2009,0.03739202
36,1800,2009,0.053291101
36,4107,2009,0.032618207
12,2603,2009,0.037261001
12,800,2009,0.068210603
12,2402,2009,0.052558323
12,2802,2009,0.05338315
12,3100,2009,0.044781466
12,1501,2009,0.033285515
12,1107,2009,0.022695002
20,602,2009,0.053931624
21,1901,2009,0.037129832
21,1500,2009,0.018947606
21,1902,2009,0.033353378
21,1701,2009,0.015137181
21,400,2009,0.032426078
6,8104,2009,0.052425826
6,5402,2009,0.039791154
6,2900,2009,0.036476479
6,6117,2009,0.020975627
6,2202,2009,0.111847543
6,5800,2009,0.036091909
6,2108,2009,0.030827551
6,7606,2009,0.028497118
6,5405,2009,0.04032979
6,6109,2009,0.032791775
6,700,2009,0.095890411
6,1700,2009,0.072808123
6,4407,2009,0.049903138
36,200,2010,0.050001426
36,3901,2010,0.025187096
36,4203,2010,0.060028478
36,3707,2010,0.017338648
36,3807,2010,0.07516446
36,3806,2010,0.097791676
36,4009,2010,0.031822414
36,4108,2010,0.035493287
36,3903,2010,0.024360191
36,4306,2010,0.015124941
28,600,2013,0.02279461
18,2900,2013,0.019447726
18,1600,2013,0.023575178
18,2307,2013,0.042649435
18,1003,2013,0.056999483
18,500,2013,0.012275233
18,1700,2013,0.015136641
19,1500,2013,0.043127779
6,7504,2013,0.089522672
6,8512,2013,0.065646525
6,6712,2013,0.036496669
6,4702,2013,0.020970315
6,8513,2013,0.028370159
6,3761,2013,0.059490132
6,6707,2013,0.072998976
6,3734,2013,0.049977075
6,1700,2013,0.079503658
6,1906,2013,0.015278523
6,6101,2013,0.050855026
6,7701,2013,0.030067546
6,6506,2013,0.064451671
6,7301,2013,0.056621579
6,8101,2013,0.03076682
6,9902,2013,0.009370131
6,3720,2013,0.064908884
8,808,2013,0.067989551
8,801,2013,0.127521027
4,105,2013,0.056010821
4,112,2013,0.199194039
40,300,2013,0.023041122
40,100,2013,0.023951831
40,1501,2013,0.040412462
40,1002,2013,0.059393892
40,1006,2013,0.037978357
40,1102,2013,0.026544182
41,1316,2013,0.039011459
41,400,2013,0.064933291
6,3719,2014,0.068445563
6,11103,2014,0.031196855
6,11300,2014,0.045413858
6,7303,2014,0.048015782
6,6710,2014,0.06738673
6,5910,2014,0.040295536
6,3900,2014,0.054277004
6,7111,2014,0.063099931
6,7506,2014,0.02822469
6,6703,2014,0.053848631
6,8510,2014,0.046398726
6,7507,2014,0.036258133
6,1904,2014,0.034981419
6,5908,2014,0.021733231
6,3716,2014,0.036698901
6,7101,2014,0.049890736
6,7505,2014,0.060617728
6,8103,2014,0.033298006
40,1302,2014,0.048344596
41,400,2014,0.089749503
55,1400,2015,0.050022368
55,41004,2015,0.017121841
25,504,2016,0.037739459
25,506,2016,0.059262533
26,3201,2016,0.046129757
26,2400,2016,0.034559611
26,500,2016,0.064625989
26,3205,2016,0.035586006
26,1500,2016,0.015987891
26,2904,2016,0.0367122
26,1300,2016,0.048518281
26,1702,2016,0.026008723
26,3203,2016,0.01986983
26,2200,2016,0.030666756
26,3006,2016,0.021833178
42,3900,2017,0.030801189
42,3203,2017,0.019951853
48,5916,2017,0.043579071
48,2312,2017,0.070110046
48,3700,2017,0.049395146
48,6400,2017,0.043145943
48,2317,2017,0.02107981
48,4635,2017,0.049564945
8,823,2017,0.121399035
9,101,2017,0.124152931
9,305,2017,0.023661662
9,903,2017,0.019377812
39,1000,2005,0.042315309
39,4302,2005,0.032629258
39,1600,2005,0.026703229
39,904,2005,0.023766428
40,600,2005,0.036688761
40,1500,2005,0.03751254
40,800,2005,0.024647333
41,1308,2005,0.049916323
29,2600,2006,0.056517377
29,2500,2006,0.034712748
29,1803,2006,0.023057589
25,1200,2008,0.023045448
25,4700,2008,0.078180827
25,4200,2008,0.022137993
25,3400,2008,0.067230192
26,3000,2008,0.067711274
26,3300,2008,0.045573013
26,1401,2008,0.031691724
26,3200,2008,0.081666729
26,3807,2008,0.010766046
26,2900,2008,0.027037709
26,600,2008,0.054562536
48,5800,2012,0.036675199
48,5500,2012,0.068747457
48,200,2012,0.020979965
48,2200,2012,0.037132862
48,4702,2012,0.048944229
48,5907,2012,0.040645867
48,2506,2012,0.047811767
51,100,2010,0.057068943
51,304,2010,0.041942739
51,1200,2010,0.049454113
48,6703,2006,0.052015012
6,8900,2013,0.051333074
6,3763,2013,0.036815248
8,824,2013,0.047802861
6,9503,2014,0.03949632
26,3207,2014,0.022312953
42,2001,2013,0.026694001
42,3602,2013,0.053293939
42,3101,2013,0.053305916
42,2702,2013,0.039630448
42,400,2013,0.032620253
42,3201,2013,0.020877734
42,3207,2013,0.024187853
42,3503,2013,0.080378742
27,500,2014,0.033470118
27,1404,2014,0.034812262
32,403,2018,0.046392234
12,7102,2018,0.066148347
12,3302,2018,0.118700341
12,8301,2018,0.086889751
12,3107,2018,0.036284745
12,3301,2018,0.037343027
12,10302,2018,0.073518442
12,1101,2018,0.107930959
55,1500,2013,0.030839923
15,200,2014,0.090614926
17,1204,2014,0.058925449
17,3602,2014,0.057629975
17,3308,2014,0.078622885
17,3520,2014,0.016496196
17,3501,2014,0.060215295
42,2202,2007,0.038109538
42,4109,2007,0.077443582
42,4003,2007,0.034243298
42,2700,2007,0.038172927
42,902,2007,0.013186512
42,3001,2007,0.013091242
42,4202,2007,0.036697365
42,1805,2007,0.023999592
42,3101,2007,0.016714811
12,4012,2008,0.037967768
12,2608,2008,0.07101639
12,300,2008,0.040426437
12,2103,2008,0.035204251
12,2801,2008,0.03072921
12,3610,2008,0.055960981
12,1102,2008,0.038508418
45,1600,2005,0.03495167
36,3602,2006,0.048076923
36,200,2006,0.055977885
36,4004,2006,0.062882353
36,3805,2006,0.063980294
36,3704,2006,0.019473806
36,4101,2006,0.039110277
36,4208,2006,0.017186679
36,3803,2006,0.040248355
36,4014,2006,0.027729938
12,3503,2005,0.016822128
12,3702,2005,0.033971192
12,2300,2005,0.020753347
12,2203,2005,0.010750647
12,2204,2005,0.03506695
12,1600,2005,0.036848734
12,1103,2005,0.020274849
12,4006,2005,0.005812695
12,2403,2005,0.03585639
27,600,2005,0.083234245
33,200,2006,0.031162762
34,1202,2006,0.027284211
34,2001,2006,0.01441076
34,2101,2006,0.007419369
34,305,2006,0.039448368
34,1402,2006,0.027174577
34,1104,2006,0.039925096
39,1500,2008,0.02731962
39,2700,2008,0.059414782
39,607,2008,0.034557982
39,502,2008,0.036860522
39,902,2008,0.021556614
39,3107,2008,0.016174942
39,604,2008,0.016429507
39,610,2009,0.052543499
39,3103,2009,0.023663566
39,1202,2009,0.025590742
39,301,2009,0.030709791
39,602,2009,0.028063175
27,600,2009,0.070847895
27,1001,2009,0.053683886
39,1804,2012,0.022238782
39,5302,2012,0.027946265
39,600,2012,0.041198341
39,801,2012,0.017839711
39,3200,2012,0.02642045
40,900,2012,0.030332214
40,702,2012,0.033694938
40,1006,2012,0.056870032
41,1318,2012,0.066033243
34,2202,2012,0.034130005
34,1202,2012,0.026209248
45,1101,2013,0.013077336
47,2402,2013,0.035971223
47,1400,2013,0.025513731
48,1902,2013,0.08814852
48,2316,2013,0.032720897
48,5308,2013,0.101581868
48,2004,2013,0.090913408
48,4633,2013,0.048065774
48,2003,2013,0.097571586
48,4638,2013,0.037390257
48,600,2013,0.044889337
48,4635,2013,0.027686393
48,4301,2013,0.015398695
48,1903,2013,0.072080142
48,4637,2013,0.033263402
48,4601,2013,0.046304745
48,800,2014,0.056404818
48,2304,2014,0.01598863
48,5908,2014,0.028411772
48,2200,2014,0.032674257
48,6200,2014,0.024659926
48,700,2014,0.045980675
48,3302,2014,0.018686925
48,2003,2014,0.088683185
48,2101,2014,0.033710817
48,2511,2014,0.036772686
48,4633,2014,0.03437322
48,4635,2014,0.022389304
48,6805,2014,0.039340668
49,5001,2014,0.068590374
49,57002,2014,0.058079726
50,400,2014,0.064647244
36,2802,2015,0.058558786
36,4114,2015,0.019168808
36,2401,2015,0.024959707
36,402,2015,0.048856199
36,4018,2015,0.022713839
36,3102,2015,0.049843076
36,3107,2015,0.046106721
36,3902,2015,0.027379864
36,4106,2015,0.031271315
36,2203,2015,0.083007877
36,906,2015,0.049643983
36,3901,2015,0.018715657
36,3104,2015,0.055775572
39,4602,2016,0.034833023
39,3000,2016,0.047409885
39,5402,2016,0.019491687
39,1600,2016,0.020650814
6,7504,2016,0.08893721
6,7108,2016,0.024592602
6,7703,2016,0.039234054
6,8900,2016,0.049191326
6,3713,2016,0.04531716
6,7701,2016,0.042870433
6,3744,2016,0.050036916
6,7305,2016,0.049145189
6,3742,2016,0.028881264
51,51255,2018,0.065208963
51,59304,2018,0.065490754
27,2300,2018,0.089612127
27,1503,2018,0.044559441
28,600,2016,0.039717989
28,1700,2016,0.024723309
1,1500,2016,0.042646424
2,400,2016,0.060685911
2,102,2016,0.046469151
48,2202,2005,0.043072914
48,2101,2005,0.071589124
48,3100,2005,0.049223365
48,501,2005,0.027495618
48,2309,2005,0.025735784
35,601,2006,0.047422806
13,1302,2006,0.091032787
13,3100,2006,0.083335188
13,3000,2006,0.182930936
13,3400,2006,0.017043151
13,3500,2006,0.019690964
17,3411,2007,0.0163986
17,600,2007,0.044849002
17,3104,2007,0.051799512
17,3202,2007,0.053772916
17,3304,2007,0.043617312
17,3517,2007,0.023944946
54,800,2010,0.013419203
54,300,2010,0.025138585
54,1200,2010,0.009868186
55,1500,2010,0.037912413
1,2400,2010,0.042371309
6,6701,2011,0.035993372
6,2305,2011,0.068355978
6,8101,2011,0.122178582
6,2204,2011,0.086629588
6,3301,2011,0.029208426
6,6200,2011,0.020103924
6,6114,2011,0.031755063
6,7100,2011,0.021915735
6,4405,2011,0.074296262
39,4200,2009,0.040615202
48,1901,2013,0.071211227
48,2318,2014,0.03188597
51,59302,2014,0.054705696
6,3737,2016,0.046585907
27,700,2018,0.059627452
27,1406,2018,0.049650418
13,1501,2006,0.044672196
17,2500,2007,0.041144689
48,4609,2013,0.01660489
51,1700,2005,0.0261244
51,700,2005,0.048563218
51,1600,2005,0.029227198
51,2300,2005,0.044103426
37,1800,2006,0.02358015
22,400,2007,0.015212521
22,200,2007,0.032522931
22,1901,2007,0.040816327
37,3900,2008,0.029450116
37,905,2008,0.10141827
37,2400,2008,0.035668629
37,1000,2008,0.069744474
37,1601,2008,0.017645801
37,1500,2008,0.032402831
38,500,2008,0.068203975
4,205,2006,0.071435533
4,113,2006,0.051809685
4,115,2006,0.012012521
4,700,2006,0.023530476
4,201,2006,0.025276162
6,8111,2006,0.075115093
6,1303,2006,0.044511639
6,5403,2006,0.037480192
6,5424,2006,0.026848381
6,4500,2006,0.043364298
6,7602,2006,0.083140426
6,5404,2006,0.035441707
6,7300,2006,0.050723425
6,3701,2006,0.052314462
6,4700,2006,0.050947462
6,2301,2006,0.030229228
6,2713,2006,0.03576587
22,102,2006,0.0210361
15,200,2006,0.06138914
16,700,2006,0.039069057
6,6300,2007,0.054376425
6,5405,2007,0.022779801
6,6106,2007,0.064218064
6,5411,2007,0.062020238
6,2403,2007,0.111350138
6,2711,2007,0.024162232
45,201,2010,0.038824138
45,900,2010,0.026684351
46,300,2010,0.059244318
6,1000,2005,0.023245376
6,7605,2005,0.024084605
6,700,2005,0.068931326
6,5419,2005,0.028434395
6,3702,2005,0.061666469
6,3502,2005,0.018065935
6,2107,2005,0.01523435
6,6121,2005,0.067521655
6,5402,2005,0.061401695
26,2200,2005,0.018363632
26,2302,2005,0.017915856
32,505,2006,0.015164241
32,504,2006,0.014257745
32,502,2006,0.023659419
32,507,2006,0.043802328
26,3805,2010,0.019122482
26,1200,2010,0.069634482
26,3801,2010,0.024806072
26,3706,2010,0.015330311
26,2301,2010,0.019556224
26,2800,2010,0.036209113
23,400,2011,0.069109481
24,804,2011,0.039515474
24,700,2011,0.042492368
32,100,2011,0.045476898
34,1201,2011,0.043194775
34,2101,2011,0.014046236
34,1503,2011,0.057481768
34,306,2011,0.07380819
37,3107,2012,0.054465532
37,3102,2012,0.023202731
37,4100,2012,0.030552768
23,200,2015,0.066188198
51,51224,2016,0.025588444
51,55002,2016,0.052702842
51,51167,2016,0.037869492
18,104,2016,0.03902608
18,2307,2016,0.031193889
40,1002,2015,0.056250849
41,1316,2015,0.045805704
48,6701,2015,0.018433387
48,3501,2015,0.030656577
48,3900,2015,0.033324298
48,2509,2015,0.045378275
48,6802,2015,0.088678695
48,4637,2015,0.019594163
48,1100,2015,0.032446014
48,5800,2015,0.065793861
48,2002,2015,0.057254358
48,5305,2015,0.15680138
48,5901,2015,0.033485023
48,3200,2015,0.037715115
48,2317,2015,0.030509671
48,4702,2015,0.040934765
6,3735,2018,0.051560758
6,7701,2018,0.038795668
6,5301,2018,0.077759476
6,3734,2018,0.077022914
6,9702,2018,0.069318519
6,2903,2018,0.053874982
6,3725,2018,0.068855715
6,1700,2018,0.14347831
6,7317,2018,0.059567942
6,7302,2018,0.101577209
6,105,2018,0.057108273
6,3755,2018,0.025727273
6,6513,2018,0.032297496
6,7109,2018,0.05521301
37,4700,2018,0.082356589
37,3108,2018,0.086932137
37,4100,2018,0.010867104
6,6802,2010,0.028563831
6,6000,2010,0.017023788
6,5413,2010,0.072331504
6,5406,2010,0.05974339
6,3800,2010,0.032368491
6,8112,2010,0.058374793
6,6112,2010,0.034496035
6,2305,2010,0.03934812
8,501,2010,0.06191365
8,819,2010,0.050168161
8,806,2010,0.035099401
8,901,2010,0.101915511
9,1300,2010,0.045738754
9,2300,2010,0.087928328
9,1200,2010,0.039336933
9,2400,2010,0.01549762
16,900,2007,0.049155712
13,300,2008,0.038032666
13,1303,2008,0.072673203
13,3600,2008,0.016840211
13,1501,2008,0.064239861
8,300,2009,0.055748688
8,815,2009,0.056706679
8,811,2009,0.096325329
37,500,2012,0.029327276
48,2510,2015,0.051367216
6,10100,2018,0.06109186
6,4702,2018,0.028692998
6,2712,2010,0.053500795
8,808,2010,0.057372935
24,1102,2007,0.027032884
24,1005,2007,0.030879134
39,201,2007,0.037591396
39,2203,2007,0.025302758
39,4103,2007,0.024444733
39,902,2007,0.022538246
39,612,2007,0.034052933
39,3104,2007,0.069489149
39,3300,2007,0.056508743
39,1103,2007,0.020925303
40,800,2007,0.036224879
40,300,2007,0.033660295
1,1700,2007,0.042770155
2,102,2007,0.044972298
4,500,2007,0.066718131
4,119,2007,0.043744647
34,501,2007,0.011083889
35,800,2007,0.044853775
35,1000,2007,0.042116191
35,400,2007,0.084605081
44,400,2008,0.027625195
44,300,2008,0.027730353
44,100,2008,0.043212836
45,2300,2008,0.03536857
45,1002,2008,0.03922739
54,1200,2008,0.013207547
54,700,2008,0.015264372
54,500,2008,0.045729112
55,100,2008,0.061738751
55,700,2008,0.052638139
55,2201,2008,0.032871353
1,1400,2009,0.024974582
1,2500,2009,0.033495847
1,1800,2009,0.026746248
1,2400,2009,0.031658953
4,111,2009,0.017127042
4,202,2009,0.036847785
27,2200,2007,0.102443235
41,1305,2007,0.064994804
18,3000,2005,0.024958244
18,1902,2005,0.044419727
18,2100,2005,0.041679689
18,2307,2005,0.016836618
18,800,2005,0.052981962
18,2800,2005,0.024879937
25,2600,2005,0.042468661
25,3500,2005,0.037596634
10,102,2008,0.037850222
11,102,2008,0.039654878
47,3103,2008,0.01093846
47,2900,2008,0.026743865
47,1500,2008,0.029936436
45,1102,2012,0.035563033
12,8615,2012,0.031569596
12,5706,2012,0.037187969
12,1701,2012,0.070357039
12,1109,2012,0.051073986
12,102,2012,0.063331622
12,10900,2012,0.06559137
12,8500,2012,0.051970798
12,9903,2012,0.062357216
12,6903,2012,0.069202136
12,2103,2012,0.046124098
5,1400,2010,0.044868028
5,200,2010,0.032271652
18,2303,2014,0.067602296
19,700,2014,0.053069424
19,1700,2014,0.026444903
20,1100,2014,0.044179706
20,1000,2014,0.027685137
20,1302,2014,0.04320405
20,1304,2014,0.027380368
1,1800,2014,0.031934325
4,129,2014,0.098123671
4,103,2014,0.023717482
4,109,2014,0.019733652
47,800,2017,0.029077394
47,2505,2017,0.096872034
42,900,2014,0.02472535
42,3501,2014,0.024568278
42,500,2014,0.059268705
42,1702,2014,0.027759503
42,2001,2014,0.042105477
44,104,2014,0.026203931
45,1204,2014,0.016023587
45,102,2014,0.053877255
45,1201,2014,0.035433983
17,3531,2016,0.050570047
17,3202,2016,0.125935033
17,3205,2016,0.127387387
34,303,2017,0.057858353
34,1106,2017,0.082910695
34,2301,2017,0.023578136
35,300,2017,0.039932203
35,500,2017,0.059430595
23,1000,2017,0.048865266
53,11611,2018,0.021318907
53,11507,2018,0.062522607
54,700,2018,0.037750907
24,902,2016,0.062834486
24,1102,2016,0.043135794
55,70301,2017,0.035035473
30,700,2006,0.058708633
30,600,2006,0.061589729
31,100,2006,0.062888893
1,600,2006,0.011621659
1,1600,2006,0.034593648
,53000,2004,0.052586383
53,2003,2010,0.080424576
53,1500,2010,0.058657578
53,1100,2010,0.043338306
36,4114,2008,0.030012031
36,4303,2008,0.030125377
36,3709,2008,0.009832777
36,700,2008,0.019504138
36,1900,2008,0.043680369
36,3301,2008,0.023786382
36,1605,2008,0.02747355
36,3400,2008,0.027317326
36,3805,2008,0.074902273
36,4209,2008,0.034635266
36,4311,2008,0.027869201
36,4012,2008,0.028122252
37,1400,2009,0.069101777
37,4700,2009,0.026802124
37,4200,2009,0.148562679
38,200,2009,0.04740543
6,5701,2011,0.024418371
6,2714,2011,0.023491592
6,1202,2011,0.116848514
6,2900,2011,0.029552468
17,3412,2016,0.059036654
53,11702,2018,0.052688555
15,301,2010,0.074545352
1,200,2011,0.034989766
1,1800,2011,0.031872458
2,300,2011,0.064323293
4,112,2011,0.040044904
4,205,2011,0.073440047
53,10701,2012,0.027196346
53,11402,2012,0.055972867
12,11701,2017,0.075894931
12,1114,2017,0.026742191
12,8615,2017,0.049947228
12,10504,2017,0.040132516
12,9909,2017,0.099228524
12,2101,2017,0.102183722
12,10104,2017,0.090949876
36,3210,2018,0.040326235
36,901,2018,0.049034669
36,1206,2018,0.048977575
36,4001,2018,0.069194674
36,902,2018,0.042380942
36,4112,2018,0.013071371
36,4017,2018,0.035889263
36,904,2018,0.035553592
36,1300,2018,0.034857876
36,3704,2018,0.008398875
36,3003,2018,0.06182288
42,300,2015,0.030209861
42,701,2015,0.029830372
42,803,2015,0.030348829
42,2301,2015,0.05484707
26,1704,2017,0.04252714
26,700,2017,0.03584108
26,3206,2017,0.035878623
26,3003,2017,0.024444411
26,200,2017,0.05000756
26,3001,2017,0.032227314
27,2500,2017,0.045970909
33,900,2018,0.0600557
8,809,2016,0.033074285
9,105,2016,0.06266786
51,1500,2011,0.046671823
51,301,2011,0.051315633
51,2801,2011,0.05481279
51,501,2011,0.050205495
51,1700,2011,0.029497306
53,1401,2011,0.062176227
13,100,2009,0.032907388
13,1600,2009,0.051061866
13,1900,2009,0.093200423
13,2900,2009,0.020886856
15,200,2009,0.087183453
42,1804,2010,0.037630144
42,2900,2010,0.029425425
42,2101,2010,0.019194166
42,1300,2010,0.038936214
42,2102,2010,0.038155389
17,3003,2011,0.037342964
17,3407,2011,0.024707232
17,3414,2011,0.033391299
17,1400,2011,0.017174654
17,1102,2011,0.025498271
17,3301,2011,0.155383221
17,3302,2011,0.043771295
17,3303,2011,0.04182388
28,2000,2011,0.019161651
28,1000,2011,0.015365599
54,700,2011,0.034170525
55,2102,2011,0.024257387
9,903,2014,0.027212745
10,102,2014,0.073033939
12,12100,2014,0.026668568
