ST,YEAR,FIPS_CODE,TELEWORKERS
56,2009,56003,16476.00000
18,2015,18087,18888.00000
18,2015,18181,27184.00000
4,2018,04019,711977.00000
17,2016,17031,4769553.00000
17,2016,17081,27456.00000
35,2017,35021,654.00000
35,2017,35023,2678.00000
36,2017,36045,105898.00000
37,2018,37189,49751.00000
37,2018,37061,13431.00000
17,2018,17169,9144.00000
17,2018,17087,10460.00000
18,2018,18029,23350.00000
24,2013,24011,50544.00000
24,2013,24025,108439.00000
42,2005,42083,24504.00000
42,2005,42015,15596.00000
41,2008,41003,140688.00000
41,2008,41071,64855.00000
42,2008,42097,34320.00000
21,2010,21183,86450.00000
21,2010,21013,4149.00000
21,2010,21223,6510.00000
28,2005,28063,1060.00000
29,2005,29155,17376.00000
29,2005,29031,22384.00000
29,2005,29117,13175.00000
29,2005,29013,6032.00000
46,2006,46073,3404.00000
47,2006,47013,39897.00000
55,2006,55113,25662.00000
56,2006,56009,15320.00000
20,2006,20103,44192.00000
34,2007,34027,248301.00000
34,2007,34025,281375.00000
35,2007,35003,4659.00000
29,2007,29186,4620.00000
31,2007,31017,3801.00000
31,2007,31009,3866.00000
5,2008,05105,11133.00000
5,2008,05055,33606.00000
2,2008,02230,6857.00000
36,2016,36061,1990803.00000
36,2016,36063,69326.00000
28,2016,28139,9376.00000
1,2016,01055,62280.00000
1,2016,01127,19080.00000
1,2016,01125,121251.00000
1,2016,01039,15078.00000
26,2007,26003,6036.00000
27,2007,27101,7167.00000
27,2007,27143,14304.00000
24,2006,24045,43985.00000
5,2007,05127,9849.00000
34,2016,34009,77385.00000
38,2012,38009,12945.00000
8,2011,08107,29568.00000
13,2012,13081,11118.00000
13,2012,13147,12695.00000
12,2014,12071,489369.00000
12,2014,12021,238686.00000
12,2014,12051,15400.00000
25,2009,25011,67338.00000
47,2005,47023,2862.00000
47,2005,47145,21395.00000
47,2005,47151,4620.00000
47,2005,47041,16252.00000
47,2005,47139,8025.00000
37,2017,37055,20042.00000
37,2017,37181,40400.00000
27,2016,27173,16484.00000
27,2016,27167,7990.00000
27,2016,27043,17202.00000
8,2009,08015,36505.00000
48,2005,48027,63000.00000
48,2005,48059,4086.00000
48,2005,48055,11968.00000
48,2005,48095,1234.00000
29,2008,29063,2628.00000
29,2008,29069,15820.00000
51,2013,51141,10492.00000
51,2013,51061,109582.00000
51,2013,51163,12660.00000
19,2012,19009,10656.00000
20,2012,20091,480490.00000
20,2012,20015,38917.00000
20,2012,20079,18354.00000
21,2012,21191,5067.00000
28,2011,28023,8332.00000
41,2005,41003,68652.00000
29,2006,29123,19194.00000
48,2006,48373,36540.00000
48,2006,48505,3504.00000
26,2006,26133,19242.00000
38,2013,38027,4167.00000
51,2018,51750,9687.00000
35,2009,35003,3525.00000
13,2008,13231,46108.00000
13,2008,13225,15036.00000
13,2008,13241,1490.00000
53,2016,53007,28658.00000
8,2016,08045,60907.00000
51,2014,51185,18040.00000
51,2014,51800,51100.00000
51,2014,51133,16908.00000
51,2014,51540,37776.00000
51,2014,51037,7818.00000
32,2015,32007,42322.00000
40,2012,40091,9054.00000
41,2006,41023,7594.00000
30,2008,30037,2459.00000
30,2008,30009,19030.00000
31,2008,31087,3633.00000
32,2008,32021,3254.00000
47,2009,47003,10503.00000
47,2009,47117,7002.00000
47,2009,47129,13880.00000
47,2009,47055,7672.00000
18,2005,18109,24271.00000
8,2018,08123,464108.00000
8,2018,08027,5627.00000
51,2016,51147,18075.00000
18,2016,18157,93462.00000
18,2016,18129,5103.00000
19,2016,19195,9921.00000
20,2016,20185,2910.00000
20,2016,20195,3153.00000
16,2006,16061,13530.00000
16,2006,16083,42658.00000
22,2007,22021,2616.00000
28,2009,28105,11992.00000
28,2009,28063,994.00000
29,2010,29079,5932.00000
29,2010,29213,24760.00000
31,2010,31097,6760.00000
31,2010,31101,6924.00000
33,2011,33015,253156.00000
19,2017,19029,15345.00000
49,2017,49001,8728.00000
51,2017,51109,25410.00000
51,2017,51079,12495.00000
17,2007,17145,12210.00000
17,2007,17089,59228.00000
28,2013,28033,43626.00000
28,2013,28031,2356.00000
19,2013,19185,4929.00000
19,2013,19095,8044.00000
49,2016,49003,31680.00000
28,2006,28117,2955.00000
28,2006,28157,1184.00000
13,2006,13047,14366.00000
13,2006,13207,13515.00000
28,2008,28023,10004.00000
20,2014,20091,454381.00000
21,2014,21055,2328.00000
22,2014,22053,8295.00000
22,2014,22005,16198.00000
5,2013,05089,5324.00000
5,2013,05035,10200.00000
5,2013,05097,5418.00000
54,2018,54099,19228.00000
54,2018,54017,3802.00000
2,2006,02220,7176.00000
4,2006,04007,88496.00000
51,2012,51023,25544.00000
51,2012,51009,12609.00000
21,2009,21215,2788.00000
21,2009,21109,1590.00000
26,2014,26145,198632.00000
21,2018,21141,12330.00000
21,2018,21195,20710.00000
21,2018,21125,16614.00000
5,2010,05009,12194.00000
50,2005,50009,14835.00000
5,2005,05045,63550.00000
40,2006,40035,7705.00000
8,2010,08065,10596.00000
17,2005,17035,3516.00000
17,2005,17179,26310.00000
50,2006,50015,35749.00000
38,2007,38051,4674.00000
39,2007,39049,119976.00000
39,2007,39047,17759.00000
51,2015,51165,62928.00000
51,2015,51001,59304.00000
51,2015,51620,4866.00000
21,2005,21119,5190.00000
22,2005,22127,4596.00000
22,2005,22097,26714.00000
22,2005,22071,40712.00000
23,2005,23003,150456.00000
23,2005,23007,28764.00000
23,2005,23017,54332.00000
5,2009,05103,5838.00000
5,2009,05021,20886.00000
5,2009,05031,54589.00000
5,2009,05035,23740.00000
16,2013,16037,2716.00000
10,2017,10001,107151.00000
54,2010,54023,5193.00000
54,2010,54077,12480.00000
1,2010,01095,34794.00000
21,2015,21081,5152.00000
22,2015,22001,21804.00000
27,2014,27125,10148.00000
27,2014,27173,16276.00000
29,2014,29203,3604.00000
23,2017,23027,34304.00000
27,2014,27169,36330.00000
25,2014,25011,87930.00000
13,2005,13249,4350.00000
13,2017,13125,855.00000
13,2017,13005,4737.00000
13,2017,13007,1568.00000
16,2017,16003,6226.00000
22,2009,22097,24966.00000
23,2009,23017,74375.00000
23,2009,23011,159433.00000
18,2007,18115,2138.00000
18,2007,18161,3798.00000
21,2016,21023,4074.00000
21,2016,21201,1358.00000
21,2016,21047,21774.00000
22,2016,22083,3204.00000
30,2014,30089,28620.00000
32,2014,32017,1402.00000
54,2005,54105,4696.00000
54,2005,54055,9696.00000
39,2014,39041,255955.00000
32,2006,32011,2750.00000
31,2012,31021,12288.00000
31,2012,31121,7350.00000
1,2013,01007,3556.00000
1,2013,01117,214752.00000
2,2013,02068,2004.00000
49,2014,49013,8244.00000
31,2006,31035,7592.00000
39,2008,39137,9051.00000
46,2017,46099,187332.00000
1,2018,01037,2439.00000
30,2005,30045,2987.00000
30,2005,30051,2987.00000
1,2011,01069,22000.00000
2,2011,02105,5122.00000
20,2017,20183,7366.00000
20,2017,20105,2612.00000
20,2017,20143,5224.00000
21,2017,21091,3015.00000
21,2017,21153,4976.00000
38,2008,38049,9168.00000
38,2008,38055,9168.00000
56,2007,56033,13422.00000
20,2018,20051,24696.00000
22,2010,22083,5430.00000
46,2012,46077,10616.00000
47,2012,47091,12565.00000
13,2010,13321,46740.00000
13,2010,13237,18365.00000
31,2011,31063,4232.00000
31,2011,31163,2853.00000
31,2011,31049,3851.00000
33,2010,33015,229222.00000
5,2015,05041,2815.00000
38,2018,38073,7083.00000
20,2005,20147,6387.00000
23,2007,23005,164526.00000
31,2016,31151,17348.00000
28,2007,28041,1314.00000
30,2009,30005,10488.00000
30,2009,30099,7866.00000
31,2009,31029,4053.00000
31,2009,31183,2964.00000
54,2007,54071,5346.00000
1,2008,01119,7648.00000
1,2008,01069,22704.00000
35,2006,35009,78696.00000
38,2015,38091,2462.00000
1,2012,01057,3130.00000
1,2012,01055,30690.00000
33,2014,33013,157363.00000
5,2006,05015,24935.00000
5,2006,05113,13020.00000
5,2006,05143,86432.00000
5,2006,05077,3344.00000
2,2017,02180,4918.00000
2,2017,02270,2459.00000
20,2008,20117,9212.00000
20,2008,20103,36368.00000
19,2014,19063,18016.00000
19,2014,19027,18498.00000
19,2014,19013,54378.00000
46,2016,46045,7506.00000
46,2016,46127,11265.00000
47,2016,47107,40910.00000
35,2014,35033,2859.00000
15,2005,15005,10722.00000
46,2013,46103,140760.00000
46,2013,46015,8222.00000
2,2010,02240,8536.00000
34,2019,34017,465356.00000
36,2019,36115,46852.00000
36,2019,36095,20592.00000
37,2019,37139,13340.00000
37,2019,37049,47943.00000
37,2019,37103,5040.00000
37,2019,37195,30799.00000
37,2019,37199,21165.00000
28,2019,28049,85300.00000
54,2019,54005,6272.00000
54,2019,54047,14368.00000
12,2019,12057,2444279.00000
12,2019,12005,387992.00000
12,2019,12089,51922.00000
12,2019,12047,4932.00000
22,2019,22071,728820.00000
24,2019,24019,53770.00000
24,2019,24029,32262.00000
17,2019,17001,41616.00000
47,2019,47015,9684.00000
48,2019,48169,2087.00000
48,2019,48449,17744.00000
13,2019,13281,13089.00000
13,2019,13157,45210.00000
13,2019,13229,3296.00000
16,2019,16037,5242.00000
42,2019,42061,32844.00000
42,2019,42111,65058.00000
45,2019,45031,65296.00000
46,2019,46033,11234.00000
5,2019,05117,2055.00000
5,2019,05113,6708.00000
26,2019,26097,9840.00000
26,2019,26091,64193.00000
51,2019,51049,6366.00000
29,2019,29077,96252.00000
29,2019,29001,8652.00000
29,2019,29013,14912.00000
30,2019,30043,16614.00000
31,2019,31053,23850.00000
39,2019,39041,349930.00000
10,2019,10001,132990.00000
19,2019,19147,23712.00000
20,2019,20035,24897.00000
20,2019,20191,17298.00000
20,2019,20107,5976.00000
20,2019,20069,6170.00000
21,2019,21085,20104.00000
21,2019,21177,11853.00000
38,2019,38059,14480.00000
5,2020,05113,8310.00000
5,2020,05117,3051.00000
24,2020,24019,96770.00000
24,2020,24029,58062.00000
26,2020,26091,115345.00000
26,2020,26097,34410.00000
36,2020,36115,87601.00000
36,2020,36095,44584.00000
42,2020,42111,89628.00000
42,2020,42061,44568.00000
45,2020,45031,96496.00000
28,2020,28049,248845.00000
10,2020,10001,233244.00000
12,2020,12057,5712720.00000
12,2020,12047,5802.00000
12,2020,12005,586344.00000
12,2020,12089,51389.00000
34,2020,34017,3243518.00000
48,2020,48449,32232.00000
48,2020,48169,3743.00000
37,2020,37199,29400.00000
37,2020,37049,46956.00000
37,2020,37139,55200.00000
37,2020,37195,34447.00000
37,2020,37103,4335.00000
13,2020,13157,63228.00000
13,2020,13229,8044.00000
13,2020,13281,19383.00000
16,2020,16037,7727.00000
17,2020,17001,69228.00000
29,2020,29077,434355.00000
29,2020,29001,42553.00000
29,2020,29013,30756.00000
30,2020,30043,29811.00000
31,2020,31053,48915.00000
54,2020,54047,10640.00000
54,2020,54005,29920.00000
19,2020,19147,21952.00000
20,2020,20035,36939.00000
20,2020,20191,18594.00000
20,2020,20069,6174.00000
20,2020,20107,8964.00000
21,2020,21085,34538.00000
21,2020,21177,11484.00000
46,2020,46033,18928.00000
47,2020,47015,8892.00000
51,2020,51049,9464.00000
22,2020,22071,1733907.00000
38,2020,38059,41225.00000
39,2020,39041,1185555.00000
28,2010,28085,3900.00000
28,2010,28095,8514.00000
28,2010,28051,2565.00000
29,2011,29033,7407.00000
30,2011,30091,5088.00000
26,2017,26007,21140.00000
26,2017,26035,38599.00000
48,2018,48137,2469.00000
48,2018,48429,6672.00000
48,2018,48139,133641.00000
48,2018,48193,18213.00000
48,2018,48135,57708.00000
26,2013,26135,13365.00000
26,2013,26009,19448.00000
21,2013,21069,2632.00000
22,2013,22103,61604.00000
48,2007,48195,3348.00000
48,2007,48151,2666.00000
36,2010,36101,94113.00000
37,2010,37049,22890.00000
5,2017,05075,13650.00000
5,2017,05059,14945.00000
6,2017,06089,259296.00000
13,2018,13263,4935.00000
13,2018,13305,8208.00000
48,2007,48493,32835.00000
36,2007,36119,113448.00000
36,2007,36075,67890.00000
8,2008,08093,27190.00000
6,2018,06039,45333.00000
42,2009,42127,34888.00000
45,2009,45041,79893.00000
45,2009,45023,7436.00000
46,2009,46079,9204.00000
37,2005,37151,24780.00000
39,2005,39137,8120.00000
39,2005,39151,159996.00000
48,2012,48477,12690.00000
48,2012,48285,24330.00000
48,2012,48429,5766.00000
48,2012,48147,27045.00000
48,2012,48135,43400.00000
48,2012,48127,2820.00000
48,2012,48307,5613.00000
27,2018,27057,33915.00000
27,2018,27161,19380.00000
27,2018,27031,7140.00000
40,2018,40061,5536.00000
41,2018,41027,8840.00000
42,2018,42115,31944.00000
46,2009,46063,3370.00000
19,2009,19065,12271.00000
48,2012,48027,118266.00000
18,2017,18047,11690.00000
37,2006,37099,12971.00000
38,2006,38063,4871.00000
39,2006,39031,20850.00000
37,2009,37003,10801.00000
38,2009,38001,4724.00000
27,2017,27157,22362.00000
27,2017,27013,78640.00000
28,2017,28039,11745.00000
28,2017,28041,1294.00000
28,2017,28011,5632.00000
28,2017,28127,9460.00000
55,2018,55007,28320.00000
55,2018,55141,76007.00000
55,2018,55047,26502.00000
49,2018,49047,28842.00000
49,2018,49029,15068.00000
6,2016,06079,254342.00000
6,2016,06107,124628.00000
6,2016,06103,20251.00000
47,2017,47163,74184.00000
47,2017,47153,6954.00000
47,2017,47117,25068.00000
48,2017,48045,2099.00000
48,2016,48253,15342.00000
48,2016,48205,896.00000
13,2015,13199,1708.00000
17,2015,17011,35660.00000
17,2015,17067,28973.00000
17,2015,17165,12861.00000
45,2016,45005,4185.00000
50,2018,50023,125419.00000
47,2017,47181,8120.00000
48,2017,48065,4198.00000
48,2017,48211,2099.00000
48,2017,48251,50232.00000
48,2016,48267,2428.00000
42,2010,42123,27924.00000
42,2010,42087,16320.00000
45,2010,45053,7120.00000
45,2010,45011,20664.00000
6,2012,06041,324040.00000
6,2012,06015,24544.00000
32,2013,32005,40766.00000
34,2018,34009,42273.00000
31,2013,31111,27720.00000
23,2013,23001,59304.00000
23,2013,23027,55976.00000
36,2013,36011,41520.00000
29,2018,29095,634844.00000
29,2018,29037,68080.00000
29,2018,29023,35540.00000
29,2018,29073,10385.00000
36,2009,36003,43212.00000
54,2014,54065,14448.00000
55,2014,55085,32662.00000
55,2014,55129,24260.00000
19,2007,19067,21040.00000
27,2012,27131,79001.00000
27,2012,27167,7212.00000
27,2012,27163,170600.00000
27,2012,27169,23910.00000
28,2012,28061,5080.00000
38,2012,38093,25890.00000
38,2012,38011,13382.00000
39,2012,39135,23544.00000
39,2012,39103,139675.00000
17,2006,17043,401314.00000
48,2010,48087,4312.00000
48,2010,48317,3176.00000
48,2010,48479,92507.00000
48,2010,48353,8840.00000
48,2010,48213,25721.00000
48,2010,48199,15202.00000
48,2010,48445,8418.00000
50,2010,50021,79360.00000
9,2011,09001,173366.00000
13,2012,13239,1853.00000
13,2012,13215,516856.00000
13,2012,13133,12768.00000
13,2012,13177,7560.00000
15,2012,15009,288610.00000
16,2012,16047,4182.00000
12,2014,12055,61263.00000
36,2014,36073,17017.00000
50,2010,50013,15190.00000
36,2014,36095,18680.00000
8,2014,08029,23240.00000
55,2015,55071,31340.00000
56,2015,56007,12190.00000
56,2015,56025,43884.00000
54,2015,54039,141510.00000
17,2012,17031,3986158.00000
17,2012,17055,37056.00000
17,2012,17079,4116.00000
18,2012,18063,41622.00000
17,2013,17079,4890.00000
45,2013,45015,117603.00000
1,2014,01001,13164.00000
48,2014,48253,12234.00000
48,2014,48155,4098.00000
48,2014,48467,18280.00000
42,2015,42103,34776.00000
18,2006,18019,44720.00000
18,2006,18073,29624.00000
18,2006,18115,3534.00000
18,2006,18083,22580.00000
19,2006,19125,20736.00000
19,2006,19169,101700.00000
19,2006,19055,6552.00000
12,2012,12015,97383.00000
24,2015,24045,48146.00000
40,2017,40003,7431.00000
46,2008,46019,4686.00000
46,2008,46067,6204.00000
31,2015,31067,25564.00000
31,2015,31047,17661.00000
31,2015,31065,2523.00000
6,2011,06075,49128.00000
41,2014,41029,100996.00000
41,2014,41001,12858.00000
26,2010,26095,7060.00000
18,2011,18117,8292.00000
34,2014,34041,60881.00000
45,2015,45029,19950.00000
46,2015,46057,11880.00000
46,2015,46137,4012.00000
47,2015,47021,27729.00000
47,2015,47035,19866.00000
47,2010,47101,2034.00000
47,2010,47053,11186.00000
13,2011,13013,17046.00000
17,2009,17053,15770.00000
39,2010,39065,40768.00000
39,2010,39005,13090.00000
13,2009,13045,19737.00000
16,2009,16075,8452.00000
42,2012,42045,330648.00000
42,2012,42107,86400.00000
45,2012,45085,23805.00000
45,2012,45089,11385.00000
48,2013,48355,79481.00000
48,2013,48347,12961.00000
48,2013,48319,2230.00000
48,2013,48481,21791.00000
49,2013,49049,496384.00000
12,2013,12121,4466.00000
6,2015,06061,378057.00000
8,2015,08079,2266.00000
8,2015,08105,6798.00000
8,2015,08055,6080.00000
55,2017,55015,33880.00000
56,2017,56027,3424.00000
53,2017,53015,57576.00000
54,2017,54009,8268.00000
39,2013,39071,15642.00000
39,2013,39053,11935.00000
40,2013,40077,4515.00000
40,2013,40031,175473.00000
15,2011,15009,259958.00000
16,2011,16027,139020.00000
53,2012,53055,27205.00000
53,2012,53005,60560.00000
46,2018,46073,4874.00000
46,2018,46079,14622.00000
46,2018,46013,44584.00000
46,2018,46113,9228.00000
17,2014,17105,20660.00000
17,2014,17155,6058.00000
18,2014,18171,2152.00000
18,2014,18015,10318.00000
48,2009,48409,22112.00000
48,2009,48495,6384.00000
48,2009,48411,3128.00000
4,2009,04013,2543973.00000
39,2016,39011,13750.00000
39,2016,39107,11250.00000
12,2018,12105,535886.00000
49,2012,49011,197742.00000
12,2015,12103,872988.00000
12,2015,12097,121427.00000
12,2015,12027,19359.00000
28,2018,28087,33124.00000
28,2018,28003,14063.00000
55,2013,55123,37968.00000
55,2013,55019,33968.00000
4,2014,04009,10071.00000
26,2015,26039,9775.00000
26,2015,26005,39275.00000
42,2016,42007,128614.00000
42,2016,42083,31020.00000
27,2010,27149,24837.00000
27,2010,27127,31926.00000
27,2010,27007,34570.00000
50,2008,50017,54970.00000
36,2005,36009,63525.00000
13,2007,13069,34191.00000
13,2007,13123,14460.00000
25,2011,,71456.00000
38,2011,38045,11368.00000
38,2011,38071,17052.00000
38,2011,38015,94734.00000
38,2011,38047,4986.00000
27,2015,27131,83044.00000
42,2005,42093,5796.00000
27,2005,27037,272860.00000
27,2005,27095,27930.00000
28,2016,28097,4020.00000
28,2016,28137,1745.00000
17,2018,17189,9328.00000
17,2018,17161,67920.00000
13,2014,13047,15675.00000
13,2014,13065,5464.00000
13,2014,13017,6465.00000
13,2014,13233,11837.00000
37,2014,37065,27734.00000
37,2014,37171,46574.00000
37,2014,37033,8718.00000
22,2008,22049,5325.00000
42,2011,42047,23445.00000
37,2013,37089,98145.00000
40,2016,40107,11384.00000
12,2016,12129,13150.00000
39,2017,39083,42864.00000
26,2016,26121,92622.00000
26,2016,26009,22824.00000
26,2016,26127,13688.00000
26,2016,26043,19691.00000
26,2016,26053,22504.00000
26,2016,26017,88776.00000
45,2005,45021,6500.00000
37,2007,37095,7926.00000
21,2011,21015,72138.00000
48,2011,48357,9372.00000
48,2011,48115,3180.00000
48,2011,48361,8505.00000
48,2011,48269,2235.00000
48,2011,48323,13365.00000
48,2011,48451,21625.00000
37,2016,37081,348735.00000
37,2016,37117,15468.00000
55,2016,55115,43120.00000
29,2009,29161,20730.00000
29,2009,29049,15932.00000
29,2009,29051,37335.00000
29,2009,29045,5514.00000
29,2009,29209,17574.00000
41,2008,41065,29632.00000
41,2008,41057,24642.00000
21,2010,21007,6621.00000
21,2010,21233,49400.00000
21,2010,21169,4845.00000
29,2005,29041,5949.00000
45,2006,45037,23772.00000
47,2006,47155,44262.00000
21,2006,21071,44870.00000
1,2007,01011,9078.00000
35,2007,,15794.00000
47,2013,47061,4820.00000
18,2008,18067,22320.00000
19,2008,19001,7506.00000
19,2008,19017,10128.00000
48,2008,,92192.00000
48,2008,48471,41840.00000
48,2008,48023,3376.00000
48,2008,48061,116933.00000
40,2010,40011,19505.00000
40,2010,40001,9425.00000
41,2010,41011,47348.00000
18,2010,18027,12810.00000
24,2011,24027,258900.00000
47,2007,47011,47253.00000
47,2007,47057,10175.00000
1,2005,01061,6846.00000
48,2015,48123,17440.00000
48,2015,48323,21384.00000
48,2015,48269,1571.00000
48,2015,48045,1882.00000
1,2015,01113,30303.00000
1,2005,01115,22334.00000
39,2018,39021,18450.00000
55,2009,55087,226640.00000
55,2009,55075,55926.00000
41,2009,41009,32160.00000
5,2018,05131,80288.00000
5,2018,05007,298802.00000
5,2018,05083,11208.00000
35,2017,35013,81561.00000
35,2017,35041,3270.00000
36,2017,36071,213297.00000
36,2017,36081,1713576.00000
36,2017,36019,74499.00000
37,2018,37135,199528.00000
18,2018,18085,39634.00000
18,2018,18069,25281.00000
18,2018,18107,26766.00000
18,2018,18181,23792.00000
41,2012,41035,43500.00000
24,2013,24009,73758.00000
18,2018,18095,99456.00000
18,2018,18017,19360.00000
54,2006,54105,2458.00000
25,2006,25013,82876.00000
29,2007,29125,11271.00000
29,2007,29051,52995.00000
29,2007,29007,21959.00000
30,2007,30087,16740.00000
31,2007,31145,16677.00000
31,2007,31175,7732.00000
32,2007,32011,1986.00000
32,2007,32017,3972.00000
32,2007,32510,33908.00000
5,2008,05005,26127.00000
5,2008,05145,20579.00000
5,2008,05093,9708.00000
5,2008,05025,2966.00000
2,2008,02170,128784.00000
37,2008,37089,49653.00000
32,2009,32019,34980.00000
48,2005,48137,1535.00000
42,2007,42087,18420.00000
12,2008,12001,255873.00000
29,2017,29113,17241.00000
30,2017,30085,17544.00000
27,2008,27133,11460.00000
29,2008,29227,2920.00000
29,2008,29021,32850.00000
50,2013,50021,75700.00000
51,2013,51071,9912.00000
51,2013,51057,6636.00000
51,2013,51027,10864.00000
29,2017,29091,14880.00000
13,2013,13263,8859.00000
13,2013,13191,6410.00000
13,2013,13155,3858.00000
37,2017,37027,25279.00000
37,2017,37129,276545.00000
37,2017,37197,14861.00000
9,2017,09001,1000617.00000
13,2013,13161,3468.00000
2,2014,02150,8485.00000
19,2012,19013,33364.00000
20,2012,20029,15668.00000
20,2012,20023,3359.00000
21,2012,21221,4780.00000
28,2011,28001,4257.00000
48,2006,48335,2962.00000
48,2006,48101,2073.00000
48,2006,48111,6116.00000
48,2006,48131,3504.00000
48,2006,48367,21755.00000
26,2006,26119,13060.00000
26,2006,26073,46215.00000
27,2006,27097,35520.00000
27,2006,27133,12687.00000
27,2006,27083,20811.00000
24,2014,24013,129428.00000
28,2011,28117,3585.00000
51,2018,51015,36179.00000
51,2018,51059,1324665.00000
13,2008,13193,9240.00000
45,2008,45087,7794.00000
13,2016,13191,5740.00000
13,2016,13249,4506.00000
13,2016,13223,121657.00000
8,2016,08125,8970.00000
8,2016,08027,4934.00000
12,2017,12063,23969.00000
18,2005,18041,9954.00000
26,2005,26033,27824.00000
26,2005,26079,11440.00000
19,2015,19159,6676.00000
19,2015,19189,8859.00000
20,2015,20009,18200.00000
20,2015,20145,4550.00000
20,2015,20209,202790.00000
20,2015,20157,10548.00000
20,2015,20111,19904.00000
20,2015,20127,4976.00000
51,2016,51027,16709.00000
51,2016,51680,36138.00000
19,2016,19145,18996.00000
19,2016,19159,6674.00000
51,2014,51155,20690.00000
51,2014,51013,339732.00000
20,2007,20185,5098.00000
21,2007,21087,10476.00000
21,2007,21091,2511.00000
21,2007,21085,14763.00000
21,2007,21215,8560.00000
22,2007,22043,2765.00000
22,2007,22111,5232.00000
28,2009,28137,1705.00000
29,2010,29091,21680.00000
29,2010,29051,42135.00000
30,2010,30009,26375.00000
31,2010,31003,13758.00000
26,2007,26141,10549.00000
26,2007,26101,24210.00000
27,2007,27119,36310.00000
27,2007,27079,9966.00000
22,2006,22109,18546.00000
22,2006,22091,1342.00000
40,2015,40123,17610.00000
40,2015,40141,8635.00000
37,2015,37119,784701.00000
34,2015,34001,117752.00000
40,2012,40053,3728.00000
40,2012,40031,33580.00000
40,2012,40141,3670.00000
10,2007,10005,149310.00000
30,2008,30107,2172.00000
31,2008,31075,3633.00000
31,2008,31113,3633.00000
47,2009,47099,10549.00000
28,2008,28131,4071.00000
54,2018,54019,16416.00000
54,2018,54009,14472.00000
1,2006,,14961.00000
1,2006,01001,22368.00000
23,2011,23017,38352.00000
50,2017,50015,37961.00000
51,2017,51147,17320.00000
17,2007,17059,5886.00000
21,2009,21039,11790.00000
21,2009,21017,9534.00000
21,2009,21065,4708.00000
26,2014,26073,41730.00000
21,2018,21069,11496.00000
21,2018,21119,5350.00000
21,2018,21063,2484.00000
22,2018,22035,2994.00000
22,2018,22073,106760.00000
22,2018,22055,102839.00000
28,2013,28143,4326.00000
28,2013,28099,3948.00000
19,2013,19151,9789.00000
19,2013,19107,9068.00000
49,2016,49011,215001.00000
13,2006,13189,6120.00000
13,2006,13303,6120.00000
13,2006,13231,28016.00000
20,2014,20201,6014.00000
20,2014,20185,4732.00000
20,2014,20057,13307.00000
21,2014,21163,15088.00000
21,2014,21031,16025.00000
21,2014,21053,7362.00000
22,2014,22037,2590.00000
22,2014,22019,38280.00000
39,2007,39065,48139.00000
39,2007,39119,12502.00000
22,2011,22009,8523.00000
22,2011,22055,17595.00000
41,2017,41051,918965.00000
22,2005,22017,14200.00000
5,2009,05049,4362.00000
8,2013,08075,12204.00000
33,2018,33019,36330.00000
5,2010,05021,23862.00000
5,2010,05075,23862.00000
5,2005,05097,1515.00000
45,2014,45051,207336.00000
47,2014,47075,10878.00000
17,2005,17025,7168.00000
38,2007,38027,5472.00000
38,2007,38031,5472.00000
38,2007,38007,4014.00000
38,2007,38043,4674.00000
49,2015,49049,563204.00000
49,2015,49037,9584.00000
31,2017,31047,23520.00000
13,2017,13093,7011.00000
13,2017,13297,39720.00000
55,2010,55075,47359.00000
55,2010,55073,83646.00000
56,2010,56007,10690.00000
56,2010,56011,3316.00000
1,2010,01063,3462.00000
22,2017,22077,4962.00000
22,2015,22079,44649.00000
22,2015,22025,2460.00000
22,2015,22043,4100.00000
27,2014,27059,28280.00000
22,2009,22021,4026.00000
21,2016,21133,2534.00000
21,2016,21175,6790.00000
31,2014,31003,16023.00000
32,2006,32009,2750.00000
31,2012,31131,22030.00000
1,2013,01047,13335.00000
45,2011,45087,6417.00000
15,2018,15005,20912.00000
2,2005,02060,1611.00000
2,2005,02290,6444.00000
8,2017,08011,2996.00000
30,2006,30013,63822.00000
31,2006,31179,12472.00000
31,2006,31101,14202.00000
31,2006,31089,14352.00000
46,2017,46029,40355.00000
1,2018,01011,2838.00000
1,2018,01019,5616.00000
38,2014,38077,24300.00000
46,2012,46045,9130.00000
47,2012,47137,731.00000
5,2014,05145,20527.00000
5,2014,05001,11328.00000
31,2011,31037,13734.00000
31,2011,31181,7218.00000
31,2011,31071,2853.00000
20,2017,20027,5224.00000
21,2017,21179,25245.00000
21,2017,21001,12740.00000
21,2017,21103,17620.00000
38,2008,38039,1668.00000
19,2018,19177,7168.00000
20,2018,20123,7560.00000
20,2018,20055,37008.00000
31,2005,31065,2404.00000
5,2015,05019,7745.00000
5,2015,05055,11835.00000
53,2018,53013,2782.00000
53,2018,53051,16365.00000
20,2005,20035,26178.00000
20,2005,20179,4258.00000
40,2007,40053,9206.00000
30,2016,30015,6230.00000
31,2016,31185,17348.00000
31,2016,31153,110811.00000
19,2005,19197,21470.00000
35,2011,35055,11850.00000
44,2015,44007,282033.00000
4,2010,04011,28662.00000
30,2009,30035,17876.00000
31,2009,31037,13374.00000
31,2009,31167,8916.00000
1,2008,01021,5976.00000
1,2008,01063,5736.00000
5,2016,05017,3648.00000
27,2013,27127,21138.00000
27,2013,27173,14092.00000
33,2014,33017,83750.00000
5,2006,05001,5772.00000
29,2012,29139,6644.00000
