b'"ST","NAICS","ESTABF","ESTAB","RCPTOT_F","RCPTOT"
"01","5413",,2950,,96320
"01","54131",,337,,14855
"01","54132",,614,,15973
"01","54133",,1192,,46395
"01","54134",,363,,7463
"01","54135",,153,,4312
"01","54136",,48,,1361
"01","54137",,201,,4637
"01","54138",,42,,1324
"01","5414",,1213,,39450
"01","5415",,2290,,83680
"01","54151",,2290,,83680
"01","5416",,3763,,132164
"01","5417",,290,,9568
"01","5418",,1180,,53259
"01","5419",,7697,,249891
"01","54191",,165,,4523
"01","54192",,865,,21466
"01","54193",,173,,3213
"01","54194",,173,,6645
"01","54199",,6321,,214044
"01","56",,21407,,372933
"01","561",,21202,,357121
"01","5611",,1752,,19762
"01","56111",,1752,,19762
"01","5612",,296,,5722
"01","56121",,296,,5722
"01","5613",,268,,8996
"01","5614",,2418,,53270
"01","56141",,682,,7189
"01","56142","D",0,"D",0
"01","56143",,159,,5804
"01","56144",,70,,1651
"01","56145","D",0,"D",0
"01","56149",,1393,,37124
"01","5615",,221,,10480
"01","5616",,1165,,14108
"01","5617",,14062,,218287
"01","56171",,243,,7919
"01","56172",,7509,,84986
"01","56173",,5012,,88293
"01","56174",,385,,11288
"01","56179",,913,,25801
"01","5619",,1020,,26496
"01","562",,205,,15812
"01","61",,4199,,44726
"01","611",,4199,,44726
"01","62",,14192,,456622
"01","621",,7524,,371019
"01","6211",,2100,,165102
"01","62111",,2100,,165102
"01","621111",,1822,,149047
"01","621112",,278,,16055
"01","6212",,307,,30550
"01","62121",,307,,30550
"01","6213",,2335,,108544
"01","62131",,153,,7773
"01","62132",,159,,10811
"01","62133",,439,,14482
"01","62134",,447,,20660
"01","62139",,1137,,54818
"01","621391",,25,,1394
"01","621399",,1112,,53424
"01","6214",,129,,20980
"01","6215",,221,,7527
"01","62151",,221,,7527
"01","6216",,1928,,24150
"01","62161",,1928,,24150
"01","6219",,504,,14166
"01","623",,506,,12135
"01","624",,6162,,73468
"01","6241",,1149,,17935
"01","6242",,48,,725
"01","6243",,101,,1817
"01","62431",,101,,1817
"01","6244",,4864,,52991
"01","62441",,4864,,52991
"01","71",,7335,,130479
"01","711",,5780,,82981
"01","7111",,209,,3480
"01","7112",,1164,,16954
"01","71121",,1164,,16954
"01","7113",,290,,7112
"01","7114",,202,,3727
"01","71141",,202,,3727
"01","7115",,3915,,51708
"01","71151",,3915,,51708
"01","712",,45,,383
"01","7121",,45,,383
"01","713",,1510,,47115
"01","7131",,77,,2830
"01","7132",,51,,2315
"01","7139",,1382,,41970
"01","72",,3228,,211651
"01","721",,522,,41858
"01","7211",,328,,34706
"01","7212",,86,,4383
"01","72121",,86,,4383
"01","7213",,108,,2769
"01","72131",,108,,2769
"01","722",,2706,,169793
"01","7221",,592,,72164
"01","72211",,592,,72164
"01","7222",,495,,60663
"01","72221",,495,,60663
"01","7223",,1323,,24060
"01","7224",,296,,12906
"01","72241",,296,,12906
"01","81",,47647,,984050
"01","811",,11764,,377758
"01","8111",,6038,,224128
"01","81111",,2836,,89109
"01","81112",,1839,,89173
"01","81119",,1363,,45846
"01","8112",,758,,22404
"01","81121",,758,,22404
"01","8113",,1003,,44283
"01","81131",,1003,,44283
"01","8114",,3965,,86943
"01","81141",,760,,19295
"01","81142",,469,,10135
"01","81143",,38,,1443
"01","81149",,2698,,56070
"01","812",,31434,,542680
"01","8121",,14425,,255067
"01","81211",,12976,,234245
"01","812111",,2311,,35039
"01","812112",,9356,,163895
"01","812113",,1309,,35311
"01","81219",,1449,,20822
"01","8122",,279,,13189
"01","81221",,221,,11855
"01","81222",,58,,1334
"01","8123",,437,,20249
"01","81231",,237,,8661
"01","81232",,162,,10862
"01","81233",,38,,726
"01","8129",,16293,,254175
"01","81291",,459,,7511
"01","81292",,212,,5134
"01","81293",,30,,585
"01","81299",,15592,,240945
"01","813",,4449,,63612
"02","00",,48853,,1888823
"02","11",,8679,,320701
"02","113",,173,,4614
"02","114",,8327,,310897
"02","1141",,8037,,302418
"02","11411",,8037,,302418
"02","1142",,290,,8479
"02","11421",,290,,8479
"02","115",,179,,5190
"02","1151",,41,,906
"02","11511",,41,,906
"02","1152",,94,,3052
"02","11521",,94,,3052
"02","1153",,44,,1232
"02","11531",,44,,1232
"02","21",,209,,15344
"02","211",,15,,159
"02","2111",,15,,159
"02","21111",,15,,159
"02","212",,151,,13596
"02","2121","D",0,"D",0
"02","21211","D",0,"D",0
"02","2122",,117,,9667
"02","2123","D",0,"D",0
"02","213",,43,,1589
"02","2131",,43,,1589
"02","21311",,43,,1589
"02","22",,74,,2473
"02","221",,74,,2473
"02","23",,4414,,238111
"02","236",,1093,,90443
"02","2361",,898,,73107
"02","2362",,195,,17336
"02","237",,289,,26749
"02","2371",,18,,1214
"02","2372",,89,,13416
"02","23721",,89,,13416
"02","2373",,61,,3853
"02","23731",,61,,3853
"02","2379",,121,,8266
"02","23799",,121,,8266
"02","238",,3032,,120919
"02","2381",,402,,18101
"02","2382",,359,,16863
"02","23821",,152,,5993
"02","23822",,177,,9127
"02","23829",,30,,1743
"02","2383",,1134,,43377
"02","2389",,1137,,42578
"02","31-33",,1007,,30136
"02","311",,91,,3659
"02","3111","D",0,"D",0
"02","31111","D",0,"D",0
"02","3113","D",0,"D",0
"02","3114",,6,,37
"02","3115","D",0,"D",0
"02","3116",,4,,108
"02","31161",,4,,108
"02","3117",,34,,1864
"02","31171",,34,,1864
"02","3118",,15,,389
"02","3119",,23,,1185
"02","312","D",0,"D",0
"02","313",,3,,11
"02","314","D",0,"D",0
"02","315","D",0,"D",0
"02","316",,38,,650
"02","3161",,23,,434
"02","31611",,23,,434
"02","3162","D",0,"D",0
"02","31621","D",0,"D",0
"02","3169","D",0,"D",0
"02","31699","D",0,"D",0
"02","321",,148,,4631
"02","322","D",0,"D",0
"02","323",,46,,1563
"02","3231",,46,,1563
"02","324",,4,,53
"02","3241",,4,,53
"02","325",,17,,625
"02","3253","D",0,"D",0
"02","3255","D",0,"D",0
"02","3256",,11,,209
"02","3259","D",0,"D",0
"02","326","D",0,"D",0
"02","327",,52,,896
"02","3271",,24,,354
"02","3272",,16,,239
"02","32721",,16,,239
"02","3273","D",0,"D",0
"02","3279","D",0,"D",0
"02","331","D",0,"D",0
"02","332",,97,,5027
"02","333",,10,,562
"02","334","D",0,"D",0
"02","335","D",0,"D",0
"02","336",,22,,1597
"02","337",,33,,822
"02","339",,324,,7791
"02","3391",,12,,845
"02","33911",,12,,845
"02","3399",,312,,6946
"02","42",,557,,34076
"02","423",,308,,21949
"02","4231",,9,,338
"02","4232",,13,,1130
"02","4233",,12,,3778
"02","4234",,10,,1236
"02","4235","D",0,"D",0
"02","4236",,14,,1577
"02","4237",,7,,883
"02","4238","D",0,"D",0
"02","4239",,225,,9349
"02","42391",,31,,1350
"02","42392","D",0,"D",0
"02","42393","D",0,"D",0
"02","42394",,43,,1707
"02","42399",,119,,5527
"02","424",,227,,11612
"02","4241",,6,,352
"02","4242","D",0,"D",0
"02","42421","D",0,"D",0
"02","4243","D",0,"D",0
"02","4244",,32,,2769
"02","4245","D",0,"D",0
"02","4246","D",0,"D",0
"02","4247","D",0,"D",0
"02","4248",,6,,410
"02","4249",,146,,6205
"02","42491","D",0,"D",0
"02","42492",,45,,631
"02","42493","D",0,"D",0
"02","42495","D",0,"D",0
"02","42499",,78,,4719
"02","425",,22,,515
"02","4251",,22,,515
"02","42511","D",0,"D",0
"02","42512","D",0,"D",0
"02","44-45",,4409,,164386
"02","441",,224,,23179
"02","4411",,89,,12614
"02","44112",,89,,12614
"02","4412",,85,,6521
"02","44121",,18,,1106
"02","44122",,67,,5415
"02","441221","D",0,"D",0
"02","441222","D",0,"D",0
"02","441229",,52,,3656
"02","4413",,50,,4044
"02","442",,41,,4234
"02","4421",,12,,1159
"02","44211",,12,,1159
"02","4422",,29,,3075
"02","443",,51,,3109
"02","4431",,51,,3109
"02","44311",,38,,2058
"02","443111",,11,,371
"02","443112",,27,,1687
"02","44312","D",0,"D",0
"02","44313","D",0,"D",0
"02","444",,81,,6980
"02","4441",,62,,5920
"02","44411","D",0,"D",0
"02","44412","D",0,"D",0
"02","44413",,15,,1853
"02","44419",,40,,3527
"02","4442",,19,,1060
"02","445",,182,,14704
"02","4451","D",0,"D",0
"02","4452",,90,,4779
"02","44521","D",0,"D",0
"02","44522",,16,,625
"02","44523","D",0,"D",0
"02","44529",,62,,3410
"02","4453","D",0,"D",0
"02","44531","D",0,"D",0
"02","446",,202,,3788
"02","4461",,202,,3788
"02","44611","D",0,"D",0
"02","44612",,109,,1342
"02","44613","D",0,"D",0
"02","44619",,85,,2253
"02","447",,20,,4486
"02","4471",,20,,4486
"02","448",,199,,12088
"02","4481",,124,,6870
"02","44811","D",0,"D",0
"02","44812",,28,,1369
"02","44813","D",0,"D",0
"02","44814",,22,,898
"02","44815",,20,,859
"02","44819",,48,,3547
"02","4482",,6,,935
"02","44821",,6,,935
"02","4483",,69,,4283
"02","44831","D",0,"D",0
"02","44832","D",0,"D",0
"02","451",,327,,12390
"02","4511",,264,,9997
"02","45111",,128,,5765
"02","45112",,57,,1182
"02","45113",,64,,1872
"02","45114",,15,,1178
"02","4512",,63,,2393
"02","45121","D",0,"D",0
"02","451211",,36,,1793
"02","451212","D",0,"D",0
"02","45122","D",0,"D",0
"02","452",,103,,6630
"02","453",,864,,34878
"02","4531","D",0,"D",0
"02","45311","D",0,"D",0
"02","4532",,349,,13713
"02","45321",,11,,290
"02","45322",,338,,13423
"02","4533","D",0,"D",0
"02","45331","D",0,"D",0
"02","4539",,414,,18033
"02","45391","D",0,"D",0
"02","45392",,78,,2576
"02","45393","D",0,"D",0
"02","45399",,308,,14456
"02","454",,2115,,37920
"02","4541",,90,,1578
"02","45411",,90,,1578
"02","4542",,62,,1792
"02","45421",,62,,1792
"02","4543",,1963,,34550
"02","45431",,23,,3319
"02","45439",,1940,,31231
"02","48-49",,2123,,101797
"02","481",,230,,13808
"02","483",,152,,10308
"02","484",,583,,41420
"02","4841",,509,,36656
"02","48411",,275,,15514
"02","48412",,234,,21142
"02","4842",,74,,4764
"02","485",,552,,17575
"02","4852","D",0,"D",0
"02","48521","D",0,"D",0
"02","4853",,491,,16110
"02","4854","D",0,"D",0
"02","48541","D",0,"D",0
"02","4855",,9,,274
"02","48551",,9,,274
"02","4859",,44,,995
"02","48599",,44,,995
"02","487",,111,,3891
"02","488",,257,,9102
"02","492",,216,,4009
"02","493",,22,,1684
"02","4931",,22,,1684
"02","51",,442,,10260
"02","511",,164,,2941
"02","512",,85,,1532
"02","5121",,67,,1344
"02","5122",,18,,188
"02","515",,35,,703
"02","516",,20,,250
"02","5161",,20,,250
"02","51611",,20,,250
"02","517",,32,,1313
"02","518",,57,,2520
"02","5181",,15,,1858
"02","51811",,15,,1858
"02","518111","D",0,"D",0
"02","518112","D",0,"D",0
"02","5182",,42,,662
"02","51821",,42,,662
"02","519",,49,,1001
"02","5191",,49,,1001
"02","52",,771,,43596
"02","522",,66,,4561
"02","5221",,5,,55
"02","5222",,24,,3477
"02","5223",,37,,1029
"02","523",,381,,22355
"02","5231","D",0,"D",0
"02","52311","D",0,"D",0
"02","52312","D",0,"D",0
"02","52313","D",0,"D",0
"02","52314","D",0,"D",0
"02","5232","D",0,"D",0
"02","52321","D",0,"D",0
"02","5239","D",0,"D",0
"02","524",,324,,16680
"02","5241","D",0,"D",0
"02","5242","D",0,"D",0
"02","52421",,209,,13337
"02","52429","D",0,"D",0
"02","53",,3826,,317244
"02","531",,3272,,287246
"02","5311",,1516,,189726
"02","5312",,908,,54114
"02","53121",,908,,54114
"02","5313",,848,,43406
"02","53131",,218,,8788
"02","53132",,45,,4072
"02","53139",,585,,30546
"02","532","D",0,"D",0
"02","5321","D",0,"D",0
"02","5322",,91,,3520
"02","53221","D",0,"D",0
"02","53223","D",0,"D",0
"02","53229",,57,,1898
"02","5323","D",0,"D",0
"02","53231","D",0,"D",0
"02","5324",,300,,21278
"02","533","D",0,"D",0
"02","5331","D",0,"D",0
"02","53311","D",0,"D",0
"02","54",,5911,,204612
"02","541",,5911,,204612
"02","5411",,546,,34612
"02","5412",,907,,17830
"02","54121",,907,,17830
"02","541211",,82,,3712
"02","541213",,96,,2429
"02","541214",,18,,422
"02","541219",,711,,11267
"02","5413",,615,,28510
"02","54131",,78,,4877
"02","54132",,31,,757
"02","54133",,318,,16986
"02","54134",,72,,1145
"02","54135",,36,,1226
"02","54136",,18,,1217
"02","54137",,54,,1732
"02","54138",,8,,570
"02","5414",,200,,5396
"02","5415",,521,,13693
"02","54151",,521,,13693
"02","5416",,1043,,35235
"02","5417",,82,,2504
"02","5418",,152,,9591
"02","5419",,1845,,57241
"02","54191","D",0,"D",0
"02","54192",,229,,4920
"02","54193",,54,,1504
"02","54194","D",0,"D",0
"02","54199",,1494,,48596
"02","56",,2356,,48497
"02","561",,2311,,46062
"02","5611",,373,,4520
"02","56111",,373,,4520
"02","5612",,87,,1775
"02","56121",,87,,1775
"02","5613",,20,,539
"02","5614",,356,,10580
"02","56141",,86,,1548
"02","56142",,6,,41
"02","56143",,32,,671
"02","56144",,8,,702
"02","56149",,224,,7618
"02","5615",,85,,4521
"02","5616",,62,,1943
"02","5617",,1201,,20372
"02","56171","D",0,"D",0
"02","56172",,784,,12693
"02","56173",,175,,2932
"02","56174","D",0,"D",0
"02","56179",,210,,3835
"02","5619",,127,,1812
"02","562",,45,,2435
"02","61",,1085,,12954
"02","611",,1085,,12954
"02","62",,3995,,106171
"02","621",,1527,,73052
"02","6211",,301,,29358
"02","62111",,301,,29358
"02","621111",,233,,24224
"02","621112",,68,,5134
"02","6212",,63,,2870
"02","62121",,63,,2870
"02","6213",,774,,31073
"02","62131",,66,,5489
"02","62132","D",0,"D",0
"02","62133",,164,,6413
"02","62134","D",0,"D",0
"02","62139",,369,,11351
"02","621391",,5,,132
"02","621399",,364,,11219
"02","6214",,18,,815
"02","6215",,20,,996
"02","62151",,20,,996
"02","6216",,240,,4282
"02","62161",,240,,4282
"02","6219",,111,,3658
"02","623",,58,,2560
"02","624",,2410,,30559
"02","6241",,251,,4227
"02","6242",,16,,73
"02","6243",,25,,1073
"02","62431",,25,,1073
"02","6244",,2118,,25186
"02","62441",,2118,,25186
"02","71",,2518,,51634
"02","711",,1785,,21940
"02","7111","D",0,"D",0
"02","7112",,216,,2154
"02","71121",,216,,2154
"02","7113","D",0,"D",0
"02","7114",,62,,705
"02","71141",,62,,705
"02","7115",,1407,,17596
"02","71151",,1407,,17596
"02","712",,11,,129
"02","7121",,11,,129
"02","713",,722,,29565
"02","7131",,11,,820
"02","7132",,14,,4121
"02","7139",,697,,24624
"02","72",,1510,,48812
"02","721",,1046,,32049
"02","7211",,725,,22682
"02","7212",,105,,5150
"02","72121",,105,,5150
"02","7213",,216,,4217
"02","72131",,216,,4217
"02","722",,464,,16763
"02","7221",,84,,4029
"02","72211",,84,,4029
"02","7222",,153,,6676
"02","72221",,153,,6676
"02","7223",,207,,4195
"02","7224",,20,,1863
"02","72241",,20,,1863
"02","81",,4967,,138019
"02","811",,1864,,69109
"02","8111",,696,,34159
"02","81111",,419,,20809
"02","81112",,175,,8550
"02","81119",,102,,4800
"02","8112",,119,,4083
"02","81121",,119,,4083
"02","8113",,302,,12928
"02","81131",,302,,12928
"02","8114",,747,,17939
"02","81141",,87,,3427
"02","81142",,54,,2295
"02","81143",,7,,243
"02","81149",,599,,11974
"02","812",,2727,,62955
"02","8121",,916,,27102
"02","81211",,707,,22398
"02","812111","D",0,"D",0
"02","812112",,526,,16929
"02","812113","D",0,"D",0
"02","81219",,209,,4704
"02","8122",,7,,226
"02","81221","D",0,"D",0
"02","81222","D",0,"D",0
"02","8123",,52,,2005
"02","81231",,32,,1364
"02","81232",,20,,641
"02","8129",,1752,,33622
"02","81291",,105,,1799
"02","81292",,23,,681
"02","81293",,13,,258
"02","81299",,1611,,30884
"02","813",,376,,5955
"04","00",,316351,,14589275
"04","11",,1867,,66526
"04","113",,167,,3951
"04","114",,466,,8787
"04","1141",,253,,4515
"04","11411",,253,,4515
"04","1142",,213,,4272
"04","11421",,213,,4272
"04","115",,1234,,53788
"04","1151",,377,,26134
"04","11511",,377,,26134
"04","1152",,723,,24214
"04","11521",,723,,24214
"04","1153",,134,,3440
"04","11531",,134,,3440
"04","21",,312,,17794
"04","211",,23,,631
"04","2111",,23,,631
"04","21111",,23,,631
"04","212",,140,,9512
"04","2121","D",0,"D",0
"04","21211","D",0,"D",0
"04","2122","D",0,"D",0
"04","2123",,87,,7561
"04","213",,149,,7651
"04","2131",,149,,7651
"04","21311",,149,,7651
"04","22",,265,,17996
"04","221",,265,,17996
"04","23",,26801,,1723428
"04","236",,5765,,650059
"04","2361",,4896,,575264
"04","2362",,869,,74795
"04","237",,816,,88963
"04","2371",,129,,7533
"04","2372",,327,,56488
"04","23721",,327,,56488
"04","2373",,98,,7257
"04","23731",,98,,7257
"04","2379",,262,,17685
"04","23799",,262,,17685
"04","238",,20220,,984406
"04","2381",,2593,,123930
"04","2382",,2919,,163501
"04","23821",,1212,,53424
"04","23822",,1539,,102507
"04","23829",,168,,7570
"04","2383",,7206,,293498
"04","2389",,7502,,403477
"04","31-33",,5699,,269863
"04","311",,260,,12406
"04","3111",,13,,400
"04","31111",,13,,400
"04","3112",,5,,1376
"04","3113","D",0,"D",0
"04","3114",,30,,489
"04","3115","D",0,"D",0
"04","3116",,24,,4000
"04","31161",,24,,4000
"04","3117",,6,,306
"04","31171",,6,,306
"04","3118",,71,,2519
"04","3119",,94,,3033
"04","312",,26,,3442
"04","313","D",0,"D",0
"04","314","D",0,"D",0
"04","315",,351,,10910
"04","316",,80,,1879
"04","3161","D",0,"D",0
"04","31611","D",0,"D",0
"04","3162","D",0,"D",0
"04","31621","D",0,"D",0
"04","3169",,54,,1304
"04","31699",,54,,1304
"04","321",,383,,15973
"04","322",,24,,1778
"04","323",,500,,26947
"04","3231",,500,,26947
"04","324",,17,,1285
"04","3241",,17,,1285
"04","325",,117,,7372
"04","3251",,9,,682
"04","3252","D",0,"D",0
"04","3253",,14,,593
"04","3254",,18,,1246
"04","32541",,18,,1246
"04","3255",,24,,834
"04","3256","D",0,"D",0
"04","3259",,32,,3700
"04","326",,134,,4544
"04","327",,217,,7545
"04","3271",,82,,1804
"04","3272",,68,,2896
"04","32721",,68,,2896
"04","3273",,17,,1274
"04","3274","D",0,"D",0
"04","3279","D",0,"D",0
"04","331",,76,,5070
"04","332",,861,,42910
"04","333",,224,,16012
"04","334",,178,,15455
"04","335",,142,,7694
"04","336",,104,,7547
"04","337",,345,,17754
"04","339",,1628,,61319
"04","3391",,85,,6219
"04","33911",,85,,6219
"04","3399",,1543,,55100
"04","42",,6852,,589075
"04","423",,3886,,352378
"04","4231",,394,,71811
"04","4232",,312,,21531
"04","4233",,149,,16042
"04","4234",,179,,21108
"04","4235",,58,,8259
"04","4236",,192,,19750
"04","4237",,99,,8963
"04","4238",,337,,41369
"04","4239",,2166,,143545
"04","42391",,210,,12642
"04","42392",,146,,6247
"04","42393",,60,,6562
"04","42394",,519,,30000
"04","42399",,1231,,88094
