YEAR,STATE,COUNTY,LNMILES
2012,42,123,3282.255
2012,42,125,6936.431
2012,42,127,3807.013
2012,42,129,8597.639
2012,42,131,2005.502
2012,42,133,8798.967
2012,44,1,561.45
2012,44,3,2416.518
2012,44,5,1523.826
2012,44,7,6155.899
2012,44,9,3250.068
2012,45,1,3326.02
2012,45,3,8211.95
2012,45,5,2225.14
2012,45,7,9929.83
2012,45,9,2610.76
2012,45,11,2711.4
2012,45,13,2990.84
2012,45,15,6209.21
2012,45,17,2172.15
2012,45,19,6756.34
2012,45,21,3830.56
2012,45,23,3534.9
2012,45,25,6160
2012,45,27,3889.04
2012,45,29,4546.7
2012,45,31,4249.97
2012,45,33,3201.23
2012,45,35,3887.6
2012,45,37,3071.32
2012,45,39,3042.04
2012,45,41,6418.398
2012,45,43,3202.84
2012,45,45,11440.48
2012,45,47,3753.77
2012,45,49,2860.28
2012,45,51,8758.12
2012,45,53,2134.82
2012,45,55,5076.08
2012,45,57,4066.32
2012,45,59,4981.34
2012,45,61,2342.31
2012,45,63,9145.24
2012,45,65,2636.81
2012,45,67,3406.36
2012,45,69,3610.77
2012,45,71,4016.25
2012,45,73,5140.94
2012,45,75,8747.93
2012,45,77,4966.49
2012,45,79,9270.13
2012,45,81,3591.92
2012,45,83,10832.6
2012,45,85,5078.68
2012,45,87,2705.22
2012,45,89,4507.96
2012,45,91,6200.04
2012,46,3,2184.596
2012,46,5,3804.114
2012,46,7,1239.042
2012,46,9,1924.922
2012,46,11,2819.46
2012,46,13,5263.534
2012,46,15,2109.892
2012,46,17,514.442
2012,46,19,2089.539
2012,46,21,1925.348
2012,46,23,3762.087
2012,46,25,3122.902
2012,46,27,1743.633
2012,46,29,2954.428
2012,46,31,2836.48
2012,46,33,2253.604
2012,46,35,1988.884
2012,46,37,3343.245
2012,46,39,2246.344
2012,46,41,1859.152
2012,46,43,1705.248
2012,46,45,3059.452
2012,46,47,1895.297
2012,46,49,2615.66
2012,46,51,2663.044
2012,46,53,2486.264
2012,46,55,2385.612
2012,46,57,1960.792
2012,46,59,3309.912
2012,46,61,1622.422
2012,46,63,1862.64
2012,46,65,1849.906
2012,46,67,3194.504
2012,46,69,1464.646
2012,46,71,2208.016
2012,46,73,1587.834
2012,46,75,1993.916
2012,46,77,3036.025
2012,46,79,2307.713
2012,46,81,2182.652
2012,46,83,2906.745
2012,46,85,2927.328
2012,46,87,2364.384
2012,46,89,2707.182
2012,46,91,2379.55
2012,46,93,3739.769
2012,46,95,1590.877
2012,46,97,2133.04
2012,46,99,5024.511
2012,46,101,2122.833
2012,46,103,5563.032
2012,46,105,3293.458
2012,46,107,2079.015
2012,46,109,3870.984
2012,46,111,1956.496
2012,46,113,1441.56
2012,46,115,5315.218
2012,46,117,1379.577
2012,46,119,2048.954
2012,46,121,1610.583
2012,46,123,3732.81
2012,46,125,2547.525
2012,46,127,2101.915
2012,46,129,1977.258
2012,46,135,2578.855
2012,46,137,3162.403
2012,47,1,2066.591
2012,47,3,2252.707
2012,47,5,1888.824
2012,47,7,1326.686
2012,47,9,3060.496
2012,47,11,2585.181
2012,47,13,2131.767
2012,47,15,1207.442
2012,47,17,2510.097
2012,47,19,1769.152
2012,47,21,1553.399
2012,47,23,1379.998
2012,47,25,2353.093
2012,47,27,1004.354
2012,47,29,2165.106
2012,47,31,2469.128
2012,47,33,1362.768
2012,47,35,3142.36
2012,47,37,7179.016
2012,47,39,1564.486
2012,47,41,1529.604
2012,47,43,2559.551
2012,47,45,2220.912
2012,47,47,2473.88
2012,47,49,1534.308
2012,47,51,2372.243
2012,47,53,3207.989
2012,47,55,2833.362
2012,47,57,1631.81
2012,47,59,3727.896
2012,47,61,1032.518
2012,47,63,1596.151
2012,47,65,5857.823
2012,47,67,985.205
2012,47,69,2193.608
2012,47,71,2391.906
2012,47,73,2597.818
2012,47,75,1860.534
2012,47,77,2436.916
2012,47,79,2580.909
2012,47,81,2380.882
2012,47,83,941.8
2012,47,85,2045.218
2012,47,87,1451.027
2012,47,89,2321.337
2012,47,91,1095.762
2012,47,93,7061.883
2012,47,95,688.404
2012,47,97,1718.492
2012,47,99,3178.414
2012,47,101,1081.494
2012,47,103,2532.85
2012,47,105,1941.519
2012,47,107,2700.174
2012,47,109,2569.83
2012,47,111,1740.855
2012,47,113,3150.251
2012,47,115,1675.007
2012,47,117,1789.418
2012,47,119,3311.813
2012,47,121,984.5
2012,47,123,2705.506
2012,47,125,3816.574
2012,47,127,694.492
2012,47,129,1422.001
2012,47,131,2554.673
2012,47,133,1902.867
2012,47,135,1183.99
2012,47,137,802.544
2012,47,139,1655.943
2012,47,141,2742.884
2012,47,143,1549.302
2012,47,145,2426.832
2012,47,147,2616.784
2012,47,149,4713.677
2012,47,151,1429.905
2012,47,153,984.746
2012,47,155,3382.27
2012,47,157,11338.981
2012,47,159,1482.396
2012,47,161,1641.354
2012,47,163,3797.809
2012,47,165,3762.686
2012,47,167,2171.516
2012,47,169,548.894
2012,47,171,841.158
2012,47,173,1228.844
2012,47,175,865.804
2012,47,177,2195.522
2012,47,179,3080.978
2012,47,181,2292.836
2012,47,183,2875.22
2012,47,185,1901.501
2012,47,187,4027.58
2012,47,189,3335.236
2012,48,1,3191.809
2012,48,3,1272.524
2012,48,5,3085.052
2012,48,7,724.709
2012,48,9,1533.272
2012,48,11,1260.923
2012,48,13,2662.966
2012,48,15,2080.797
2012,48,17,2133.171
2012,48,19,1327.815
2012,48,21,2931.387
2012,48,23,1233.646
2012,48,25,1843.861
2012,48,27,6224.259
2012,48,29,16339.115
2012,48,31,922.372
2012,48,33,793.34
2012,48,35,2195.28
2012,48,37,3746.874
2012,48,39,6153.711
2012,48,41,3089.932
2012,48,43,1702.886
2012,48,45,1135.262
2012,48,47,578.612
2012,48,49,2728.629
2012,48,51,1793.318
2012,48,53,2289.828
2012,48,55,1751.68
2012,48,57,1101.268
2012,48,59,1826.285
2012,48,61,5625.84
2012,48,63,802.238
2012,48,65,2114.536
2012,48,67,3111.83
2012,48,69,2403.976
2012,48,71,1515.784
2012,48,73,3369.034
2012,48,75,1470.982
2012,48,77,2438.906
2012,48,79,1553.162
2012,48,81,964.906
2012,48,83,2469.974
2012,48,85,8523.179
2012,48,87,1636.675
2012,48,89,2387.799
2012,48,91,2999.669
2012,48,93,2497.212
2012,48,95,1300.697
2012,48,97,2736.449
2012,48,99,2384.952
2012,48,101,1073.488
2012,48,103,548.158
2012,48,105,1544.904
2012,48,107,2083.354
2012,48,109,1864.976
2012,48,111,1768.264
2012,48,113,25230.192
2012,48,115,2753.963
2012,48,117,2731.276
2012,48,119,887.606
2012,48,121,7097.222
2012,48,123,2331.895
2012,48,125,1324.872
2012,48,127,949.406
2012,48,129,1304.902
2012,48,131,1548.336
2012,48,133,2733.33
2012,48,135,3276.361
2012,48,137,1091.854
2012,48,139,4796.912
2012,48,141,7349.404
2012,48,143,2739.05
2012,48,145,2550.093
2012,48,147,3123.639
2012,48,149,2974.918
2012,48,151,1906.2
2012,48,153,2756.31
2012,48,155,993.402
2012,48,157,7155.661
2012,48,159,931.61
2012,48,161,2326.038
2012,48,163,1651.258
2012,48,165,2959.952
2012,48,167,4774.832
2012,48,169,1018.723
2012,48,171,1961.728
2012,48,173,721.354
2012,48,175,1210.705
2012,48,177,2450.682
2012,48,179,2598.966
2012,48,181,5102.223
2012,48,183,2885.997
2012,48,185,1989.388
2012,48,187,3359.847
2012,48,189,4343.067
2012,48,191,1419.418
2012,48,193,1829.115
2012,48,195,1530.295
2012,48,197,1561.994
2012,48,199,1955.48
2012,48,201,37228.614
2012,48,203,3178.748
2012,48,205,1096.92
2012,48,207,2276.266
2012,48,209,2942.784
2012,48,211,1121.806
2012,48,213,3328.445
2012,48,215,9412.909
2012,48,217,3573.596
2012,48,219,3396.188
2012,48,221,1373.605
2012,48,223,2950.678
2012,48,225,2580.249
2012,48,227,2589.701
2012,48,229,1806.392
2012,48,231,4475.718
2012,48,233,1524.474
2012,48,235,531.084
2012,48,237,1464.326
2012,48,239,1739.603
2012,48,241,2224.278
2012,48,243,570.194
2012,48,245,4704.518
2012,48,247,494.652
2012,48,249,2312.508
2012,48,251,3691.963
2012,48,253,3004.022
2012,48,255,1933.888
2012,48,257,3371.288
2012,48,259,1416.704
2012,48,261,206.654
2012,48,263,782.46
2012,48,265,2034.143
2012,48,267,1374.544
2012,48,269,605.274
2012,48,271,584.106
2012,48,273,1237.743
2012,48,275,1378.702
2012,48,277,3399.216
2012,48,279,3399.744
2012,48,281,1545.514
2012,48,283,1153.706
2012,48,285,2596.319
2012,48,287,1594.602
2012,48,289,2146.02
2012,48,291,2689.166
2012,48,293,2747.89
2012,48,295,1306.975
2012,48,297,2091.649
2012,48,299,1770.348
2012,48,301,155.008
2012,48,303,6932.407
2012,48,305,2628.44
2012,48,307,1587.613
2012,48,309,6429.704
2012,48,311,686.778
2012,48,313,1153.992
2012,48,315,1093.651
2012,48,317,1556.996
2012,48,319,1057.811
2012,48,321,2247.814
2012,48,323,1004.585
2012,48,325,2560.1
2012,48,327,768.126
2012,48,329,3168.451
2012,48,331,2619.399
2012,48,333,1358.833
2012,48,335,1733.058
2012,48,337,2584.274
2012,48,339,7339.631
2012,48,341,1362.458
2012,48,343,997.426
2012,48,345,857.308
2012,48,347,2897.159
2012,48,349,3647.984
2012,48,351,1700.448
2012,48,353,1892.573
2012,48,355,6218.459
2012,48,357,1878.366
2012,48,359,838.694
2012,48,361,1976.344
2012,48,363,2038.272
2012,48,365,2095.82
2012,48,367,4094.452
2012,48,369,2837.318
2012,48,371,2920.38
2012,48,373,2634.91
2012,48,375,2875.233
2012,48,377,1197.412
2012,48,379,823.774
2012,48,381,3486.124
2012,48,383,795.36
2012,48,385,657.032
2012,48,387,2084.248
2012,48,389,2648.25
2012,48,391,924.952
2012,48,393,732.628
2012,48,395,1939.856
2012,48,397,1227.904
2012,48,399,2477.676
2012,48,401,3656.931
2012,48,403,1407.465
2012,48,405,1347.878
2012,48,407,1562.438
2012,48,409,2816.269
2012,48,411,1627.61
2012,48,413,830.3
2012,48,415,2167.928
2012,48,417,897.528
2012,48,419,2637.403
2012,48,421,1352.586
2012,48,423,5576.341
2012,48,425,535.44
2012,48,427,1587.718
2012,48,429,1366.147
2012,48,431,414.909
2012,48,433,1023.834
2012,48,435,994.696
2012,48,437,2823.174
2012,48,439,18833.401
2012,48,441,4085.027
2012,48,443,503.724
2012,48,445,2735.592
2012,48,447,996.028
2012,48,449,1633.219
2012,48,451,3426.622
2012,48,453,11241.396
2012,48,455,1395.665
2012,48,457,1760.882
2012,48,459,2215.223
2012,48,461,731.412
2012,48,463,1598.878
2012,48,465,1745.677
2012,48,467,3537.466
2012,48,469,2851.292
2012,48,471,2245.546
2012,48,473,1847.546
2012,48,475,1323.17
2012,48,477,2132.913
2012,48,479,3436.816
2012,48,481,3023.869
2012,48,483,1924.706
2012,48,485,3346.065
2012,48,487,2052.138
2012,48,489,1584.334
2012,48,491,7024.332
2012,48,493,2445.384
2012,48,495,696.054
2012,48,497,3067.089
2012,48,499,2674.591
2012,48,501,1507.834
2012,48,503,2043.552
2012,48,505,619.839
2012,48,507,966.518
2012,49,1,2863.706
2012,49,3,5011.595
2012,49,5,3214.927
2012,49,7,1882.149
2012,49,9,1023.924
2012,49,11,3044.39
2012,49,13,4186.177
2012,49,15,3884.827
2012,49,17,3530.118
2012,49,19,4461.389
2012,49,21,3782.456
2012,49,23,3692.819
2012,49,25,2510.731
2012,49,27,5903.166
2012,49,29,399.994
2012,49,31,1135.753
2012,49,33,1031.118
2012,49,35,9308.826
2012,49,37,8590.723
2012,49,39,2468.472
2012,49,41,2919.212
2012,49,43,2030.423
2012,49,45,5420.76
2012,49,47,5710.362
2012,49,49,7261.522
2012,49,51,1786.13
2012,49,53,4180.997
2012,49,55,2278.847
2012,49,57,2989.112
2012,50,1,2117.56
2012,50,3,1582.787
2012,50,5,2346.078
2012,50,7,2549.222
2012,50,9,705.48
2012,50,11,2184.48
2012,50,13,350.712
2012,50,15,1206.442
2012,50,17,2469.556
2012,50,19,2133.078
2012,50,21,2732.649
2012,50,23,2348.656
2012,50,25,2842.434
2012,50,27,3801.324
2012,51,1,2464.806
2012,51,3,3691.858
2012,51,5,1643.47
2012,51,7,1452.32
2012,51,9,2520.92
2012,51,11,1736.02
2012,51,13,1760.188
2012,51,15,4866.164
2012,51,17,1475.016
2012,51,19,4085.216
2012,51,21,1102.84
2012,51,23,2723.79
2012,51,25,2462.922
2012,51,27,1801.32
2012,51,29,2319.97
2012,51,31,2853.272
2012,51,33,3112.51
2012,51,35,3498.964
2012,51,36,599.582
2012,51,37,2032.16
2012,51,41,7114.806
2012,51,43,962.84
2012,51,45,884.08
2012,51,47,2249.672
2012,51,49,1211
2012,51,51,1713.21
2012,51,53,2286.34
2012,51,57,1132.8
2012,51,59,11943.886
2012,51,61,3690
2012,51,63,2453.7
2012,51,65,1218.76
2012,51,67,4427.19
2012,51,69,2811.71
2012,51,71,1751.31
2012,51,73,1322.513
2012,51,75,1569.902
2012,51,77,2741.41
2012,51,79,886.56
2012,51,81,1177.26
2012,51,83,3655.21
2012,51,85,3712.406
2012,51,87,5866.863
2012,51,89,2803.8
2012,51,91,977.56
2012,51,93,2070.644
2012,51,95,1555.734
2012,51,97,1155.86
2012,51,99,1032.78
2012,51,101,1059.8
2012,51,103,952.59
2012,51,105,2472.5
2012,51,107,5170.976
2012,51,109,2370.73
2012,51,111,1985.84
2012,51,113,1440.552
2012,51,115,543.892
2012,51,117,3758.02
2012,51,119,766.732
2012,51,121,3391.877
2012,51,125,2092.518
2012,51,127,1161.67
2012,51,131,1135.69
2012,51,133,1361.142
2012,51,135,1733.71
2012,51,137,1601.68
2012,51,139,1580.2
2012,51,141,2549.756
2012,51,143,5924.02
2012,51,145,1230.98
2012,51,147,1880.49
2012,51,149,1617.568
2012,51,153,5191.4
2012,51,155,1860.232
2012,51,157,1073.774
2012,51,159,907.23
2012,51,161,2673.582
2012,51,163,3017.344
2012,51,165,4224.388
2012,51,167,2584.542
2012,51,169,2979.256
2012,51,171,3079.79
2012,51,173,2299.826
2012,51,175,2724.32
2012,51,177,3118.5
2012,51,179,2958.556
2012,51,181,1023.36
2012,51,183,1977.3
2012,51,185,2566.78
2012,51,187,1213.46
2012,51,191,3473.33
2012,51,193,1486.15
2012,51,195,2119.236
2012,51,197,2565.94
2012,51,199,1498.872
2012,51,510,848.8
2012,51,515,176.15
2012,51,520,504.56
2012,51,530,149.2
2012,51,540,497.06
2012,51,550,4111.316
2012,51,570,357.75
2012,51,580,147.89
2012,51,590,1206.78
2012,51,595,154.97
2012,51,600,283.53
2012,51,610,114.52
2012,51,620,173.62
2012,51,630,319.24
2012,51,640,213.71
2012,51,650,2023.8
2012,51,660,517.14
2012,51,670,503.77
2012,51,678,91.098
2012,51,680,1404.21
2012,51,683,391.12
2012,51,685,88.78
2012,51,690,356.15
2012,51,700,2434.87
2012,51,710,3504.219
2012,51,720,124.92
2012,51,730,775.588
2012,51,735,193.16
2012,51,740,1579.49
2012,51,750,261.99
2012,51,760,3241.646
2012,51,770,1763.704
2012,51,775,508.86
2012,51,790,489.338
2012,51,800,2693.067
2012,51,810,5843.314
2012,51,820,437.53
2012,51,830,209.804
2012,51,840,368.76
2012,53,1,6022.912
2012,53,3,1324.63
2012,53,5,5030.371
2012,53,7,4806.818
2012,53,9,2816.544
2012,53,11,6418.399
2012,53,13,1900.27
2012,53,15,2734.312
2012,53,17,6709.17
2012,53,19,3900.454
2012,53,21,4093.446
2012,53,23,1322.56
2012,53,25,8497.332
2012,53,27,3718.004
2012,53,29,3049.896
2012,53,31,2022.118
2012,53,33,17909.096
2012,53,35,4103.346
2012,53,37,3936.112
2012,53,39,3300.038
2012,53,41,3759.937
2012,53,43,5590.944
2012,53,45,2223.329
2012,53,47,7460.512
2012,53,49,1628.112
2012,53,51,3219.122
2012,53,53,10261.44
2012,53,55,792.376
2012,53,57,3660.917
2012,53,59,1521.64
2012,53,61,9632.329
2012,53,63,10645.828
2012,53,65,5172.24
2012,53,67,3947.459
2012,53,69,420.882
2012,53,71,3158.449
2012,53,73,4243.222
2012,53,75,5498.03
2012,53,77,10285.755
2012,54,1,2291.288
2012,54,3,2353.62
2012,54,5,1411.918
2012,54,7,2856.042
2012,54,9,954.88
2012,54,11,2918.856
2012,54,13,1660.86
2012,54,15,1828.66
2012,54,17,1875.48
2012,54,19,3200.184
2012,54,21,1662.18
2012,54,23,1236.446
2012,54,25,3905.714
2012,54,27,2372.5
2012,54,29,785.62
2012,54,31,1938.09
2012,54,33,3462
2012,54,35,3325.024
2012,54,37,1643.31
2012,54,39,5863.134
2012,54,41,2462.934
2012,54,43,2325.44
2012,54,45,1720.918
2012,54,47,2220.35
2012,54,49,2894.86
2012,54,51,2019.554
2012,54,53,2750.436
2012,54,55,3729.57
2012,54,57,1395.6
2012,54,59,1536.4
2012,54,61,3169.7
2012,54,63,2221.78
2012,54,65,1400.404
2012,54,67,2497.584
2012,54,69,1156.492
2012,54,71,2039.25
2012,54,73,880.92
2012,54,75,2347.966
2012,54,77,4217.21
2012,54,79,2415.656
2012,54,81,3704.782
2012,54,83,3367.002
2012,54,85,2765.018
2012,54,87,2902.316
2012,54,89,2225.59
2012,54,91,1424.4
2012,54,93,1851.228
2012,54,95,1478.56
2012,54,97,2673.72
2012,54,99,3065.86
2012,54,101,1733.372
2012,54,103,1933.88
2012,54,105,1392.9
2012,54,107,3428.74
2012,54,109,1762.742
2012,55,1,2909.564
2012,55,3,2312.43
2012,55,5,4087.745
2012,55,7,4386.58
2012,55,9,5027.864
2012,55,11,2084.74
2012,55,13,3151.378
2012,55,15,1770.132
2012,55,17,4432.288
2012,55,19,4439.294
2012,55,21,3615.444
2012,55,23,2183.824
2012,55,25,8930.753
2012,55,27,4215.492
2012,55,29,2584.184
2012,55,31,4318.09
2012,55,33,3582.868
2012,55,35,3347.476
2012,55,37,1056.1
2012,55,39,3697.05
2012,55,41,2159.66
2012,55,43,4296.124
2012,55,45,2545.646
2012,55,47,1405.84
2012,55,49,2701.134
2012,55,51,1638.13
2012,55,53,3041.904
2012,55,55,3006.951
2012,55,57,3141.522
2012,55,59,2403.284
2012,55,61,1662.166
2012,55,63,2544.91
2012,55,65,2342.402
2012,55,67,2327.634
2012,55,69,2716.01
2012,55,71,3452.327
2012,55,73,7033.027
2012,55,75,4756.296
2012,55,77,1767.644
2012,55,78,917.98
2012,55,79,7088.566
2012,55,81,3410.762
2012,55,83,4174.056
2012,55,85,3509.05
2012,55,87,4204.693
2012,55,89,2006.054
2012,55,91,924.966
2012,55,93,2628.242
2012,55,95,3987.48
2012,55,97,3989.292
2012,55,99,2881.62
2012,55,101,2865.111
2012,55,103,2272.708
2012,55,105,4353.922
2012,55,107,2481.952
2012,55,109,4003.382
2012,55,111,3739.87
2012,55,113,3059.16
2012,55,115,3761.64
2012,55,117,3280.303
2012,55,119,2917.39
2012,55,121,2744.052
2012,55,123,3317.2
2012,55,125,3320.32
2012,55,127,3221.912
2012,55,129,2901.434
2012,55,131,3250.271
2012,55,133,6556.776
2012,55,135,3419.899
2012,55,137,2705.244
2012,55,139,3428.343
2012,55,141,3683.098
2012,56,1,3282.092
2012,56,3,2310.054
2012,56,5,4005.886
2012,56,7,5302.846
2012,56,9,3187.222
2012,56,11,3248.186
2012,56,13,5165.974
2012,56,15,3216.762
2012,56,17,1052.676
2012,56,19,3290.47
2012,56,21,5354.822
2012,56,23,2381.172
2012,56,25,4297.249
2012,56,27,2286.608
2012,56,29,3161.834
2012,56,31,2497.318
2012,56,33,2761.284
2012,56,35,2419.014
2012,56,37,5969.326
2012,56,39,2093.12
2012,56,41,1899.402
2012,56,43,1169.63
2012,56,45,2496.048
2013,1,1,2650.22
2013,1,3,12273.614
2013,1,5,3466.906
2013,1,7,2781.983
2013,1,9,4716.149
2013,1,11,2075.084
2013,1,13,4158.126
2013,1,15,6347.39
2013,1,17,3234.468
2013,1,19,3370.549
2013,1,21,4917.383
2013,1,23,2756.177
2013,1,25,3901.263
2013,1,27,3360.015
2013,1,29,3124.437
2013,1,31,3669.801
2013,1,33,3542.472
2013,1,35,3349.056
2013,1,37,2891.969
2013,1,39,6026.826
2013,1,41,2955.458
2013,1,43,7238.522
2013,1,45,3453.402
2013,1,47,3881.938
2013,1,49,7093.468
2013,1,51,4365.92
2013,1,53,4892.671
2013,1,55,5580.809
2013,1,57,3973.022
2013,1,59,3691.076
2013,1,61,3960.112
2013,1,63,1984.112
2013,1,65,2558.254
2013,1,67,2943.674
2013,1,69,5122.274
2013,1,71,5456.045
2013,1,73,17873.975
2013,1,75,4058.164
2013,1,77,6460.825
2013,1,79,4564.032
2013,1,81,5142.498
2013,1,83,5061.744
2013,1,85,2079.37
2013,1,87,2620.672
2013,1,89,8560.013
2013,1,91,3148.799
2013,1,93,5053.831
2013,1,95,7208.283
2013,1,97,11573.044
2013,1,99,3721.089
2013,1,101,5527.494
2013,1,103,5700.532
2013,1,105,2907.187
2013,1,107,3823.048
2013,1,109,3252.407
2013,1,111,4051.685
2013,1,113,3730.59
2013,1,115,4392.143
2013,1,117,5373.314
2013,1,119,2865.846
2013,1,121,5886.338
2013,1,123,4877.406
2013,1,125,9044.234
2013,1,127,6331.151
2013,1,129,3237.98
2013,1,131,2712.354
2013,1,133,3709.198
2013,2,1,494.79
2013,2,2,1030.836
2013,2,3,454.267
2013,2,4,3444.184
2013,2,5,111.801
2013,2,6,4005.536
2013,2,7,474.533
2013,2,8,4526.558
2013,2,9,3503.556
2013,2,10,392.729
2013,2,11,641.357
2013,2,12,679.834
2013,2,13,348.658
2013,2,14,630.547
2013,2,15,361.561
2013,2,16,290.372
2013,2,17,100.552
2013,2,18,208.783
2013,2,19,199.938
2013,2,99,13829.008
2013,4,1,10987.375
2013,4,3,6452.846
2013,4,5,13076.146
2013,4,7,4210.91
2013,4,9,3732.667
2013,4,11,1545.31
2013,4,12,3833.672
2013,4,13,39834.622
2013,4,15,10419.278
2013,4,17,11622.19
2013,4,19,14965.835
2013,4,21,9982.983
2013,4,23,2543.643
2013,4,25,6972.159
2013,4,27,7810.172
2013,5,1,3387.87
2013,5,3,2590.36
2013,5,5,3495.86
2013,5,7,8321.91
2013,5,9,3015.42
2013,5,11,1535.27
2013,5,13,2245.26
2013,5,15,3093.41
2013,5,17,2020.62
2013,5,19,2520.84
2013,5,21,2386.58
2013,5,23,2814.21
2013,5,25,1525.86
2013,5,27,2611.52
2013,5,29,2269.17
2013,5,31,4276
2013,5,33,2749.65
2013,5,35,2823.48
2013,5,37,2387.5
2013,5,39,1711.79
2013,5,41,2380.9
2013,5,43,2008.9
2013,5,45,3918.9
2013,5,47,2221.5
2013,5,49,2320.18
2013,5,51,3600.01
2013,5,53,1828.37
2013,5,55,2749.58
2013,5,57,2725.49
2013,5,59,2339.82
2013,5,61,1911.54
2013,5,63,3049.04
2013,5,65,2289.39
2013,5,67,2525.99
2013,5,69,4013.08
2013,5,71,2471.76
2013,5,73,1585.66
2013,5,75,2276.36
2013,5,77,2194.73
2013,5,79,1667.23
2013,5,81,1529.35
2013,5,83,2528.75
2013,5,85,3241.31
2013,5,87,2798.66
2013,5,89,2704.46
2013,5,91,3196.48
2013,5,93,3610.42
2013,5,95,1521.41
2013,5,97,2379.85
2013,5,99,1736.11
2013,5,101,2168.14
2013,5,103,2252.81
2013,5,105,2158.19
2013,5,107,2278.12
2013,5,109,1448.83
2013,5,111,3267.79
2013,5,113,2767.97
2013,5,115,3625.82
2013,5,117,2062.54
2013,5,119,8096.18
2013,5,121,2467.73
2013,5,123,2544.44
2013,5,125,3379.09
2013,5,127,2796.88
2013,5,129,2154.44
2013,5,131,4587.61
2013,5,133,2005.5
2013,5,135,2667.34
2013,5,137,1917.47
2013,5,139,3501.62
2013,5,141,2698.52
2013,5,143,6337.63
2013,5,145,4237.96
2013,5,147,1503.49
2013,5,149,3133.59
2013,6,1,14626.089
2013,6,3,840.368
2013,6,5,2225.044
2013,6,7,7150.81
2013,6,9,3754.878
2013,6,11,3233.097
2013,6,13,13077.738
2013,6,15,2562.655
2013,6,17,5663.623
2013,6,19,25540.273
2013,6,21,3873.318
2013,6,23,10850.784
2013,6,25,12141.03
2013,6,27,4935.572
2013,6,29,25825.49
2013,6,31,5094.896
2013,6,33,3566.243
2013,6,35,6400.821
2013,6,37,81665.429
2013,6,39,7238.729
2013,6,41,4395.286
2013,6,43,2843.68
2013,6,45,6200.21
2013,6,47,9283.818
2013,6,49,6063.884
2013,6,51,3890.335
2013,6,53,9671.768
2013,6,55,2973.847
2013,6,57,3980.891
2013,6,59,28406.72
2013,6,61,8936.634
2013,6,63,5171.072
2013,6,65,29745.518
2013,6,67,19495.467
2013,6,69,3257.407
2013,6,71,39496.177
2013,6,73,38643.561
2013,6,75,3666.646
2013,6,77,12230.853
2013,6,79,8341.273
2013,6,81,7526.127
2013,6,83,7533.144
2013,6,85,17562.37
2013,6,87,3912.49
2013,6,89,8766.999
2013,6,91,4262.288
2013,6,93,11864.738
2013,6,95,7144.852
2013,6,97,9439.726
2013,6,99,10332.651
2013,6,101,4032.977
2013,6,103,5841.927
2013,6,105,6096.117
2013,6,107,17134.069
2013,6,109,3836.66
2013,6,111,10914.016
2013,6,113,5344.487
2013,6,115,2760.098
2013,8,1,5914.364
2013,8,3,1658.203
2013,8,5,5427.013
2013,8,7,1440.516
2013,8,9,3929.366
2013,8,11,1775.99
2013,8,13,3886.257
2013,8,14,636.492
2013,8,15,1386.912
2013,8,17,2473.076
2013,8,19,812.627
2013,8,21,1649.6
2013,8,23,3716.137
2013,8,25,1119.386
2013,8,27,952.386
2013,8,29,2085.453
2013,8,31,4633.192
2013,8,33,1301.763
2013,8,35,4187.286
2013,8,37,2014.742
2013,8,39,2985.703
2013,8,41,9427.074
2013,8,43,1839.505
2013,8,45,2734.021
2013,8,47,479.948
2013,8,49,2183.727
2013,8,51,2520.88
2013,8,53,590.626
2013,8,55,1965.385
2013,8,57,1452.867
2013,8,59,6420.752
2013,8,61,2687.816
2013,8,63,4961.934
2013,8,65,564.599
2013,8,67,2415.647
2013,8,69,5839.078
2013,8,71,3958.67
2013,8,73,3566.892
2013,8,75,4494.852
2013,8,77,4782.534
2013,8,79,633.116
2013,8,81,4151.213
2013,8,83,2806.671
2013,8,85,3647.257
2013,8,87,2789.106
2013,8,89,1976.43
2013,8,91,678.157
2013,8,93,4033.56
2013,8,95,2325.354
2013,8,97,934.239
2013,8,99,3039.47
2013,8,101,4726.823
2013,8,103,2699.302
2013,8,105,1578.878
2013,8,107,2210.017
2013,8,109,2608.662
2013,8,111,497.63
2013,8,113,1660.39
2013,8,115,1571.478
2013,8,117,1042.325
2013,8,119,1447.139
2013,8,121,5240.918
2013,8,123,10015.051
2013,8,125,5139.333
2013,9,1,9399.64
2013,9,3,9507.31
2013,9,5,5235.37
2013,9,7,3040.2
2013,9,9,8688.89
2013,9,11,4951.18
2013,9,13,2979.46
2013,9,15,2968.43
2013,10,1,5475.04
2013,10,3,9306.62
2013,10,5,8442.91
2013,11,1,1608.524
2013,11,2,832.356
2013,11,3,619.782
2013,11,4,210.848
2013,11,5,146.106
2013,12,1,4160.988
2013,12,3,2128.449
2013,12,5,3412.858
2013,12,7,940.012
2013,12,9,7831.322
2013,12,11,12657.651
2013,12,13,1191.395
2013,12,15,4829.908
2013,12,17,5130.955
2013,12,19,2625.219
2013,12,21,4010.666
2013,12,23,3175.745
2013,12,27,1053.856
2013,12,29,1229.618
2013,12,31,10482.758
2013,12,33,4815.125
2013,12,35,2144.289
2013,12,37,826.535
2013,12,39,2100.342
2013,12,41,1155.776
2013,12,43,807.234
2013,12,45,841.044
2013,12,47,1445.844
