YEAR,STATE_CODE,COUNTY_CODE,LNMILES
2000,19.0,131.0,1792.552
2000,19.0,133.0,2551.816
2000,19.0,135.0,1425.174
2000,19.0,137.0,1759.283
2000,19.0,139.0,1850.091
2000,19.0,141.0,2397.395
2000,19.0,143.0,1630.843
2000,19.0,145.0,2259.583
2000,19.0,147.0,2163.618
2000,19.0,149.0,3350.029
2000,19.0,151.0,2314.68
2000,19.0,153.0,5719.02
2000,19.0,155.0,4429.913
2000,19.0,157.0,2442.651
2000,19.0,159.0,2021.87
2000,19.0,161.0,2400.448
2000,19.0,163.0,3148.63
2000,19.0,165.0,2226.468
2000,19.0,167.0,3276.116
2000,19.0,169.0,2957.988
2000,19.0,171.0,2740.079
2000,19.0,173.0,2097.404
2000,19.0,175.0,1723.278
2000,19.0,177.0,1745.29
2000,19.0,179.0,2016.724
2000,19.0,181.0,2389.069
2000,19.0,183.0,2301.936
2000,19.0,185.0,1929.529
2000,19.0,187.0,3078.142
2000,19.0,189.0,1656.888
2000,19.0,191.0,2488.87
2000,19.0,193.0,4201.345
2000,19.0,195.0,1606.816
2000,19.0,197.0,2295.704
2000,20.0,1.0,2190.85
2000,20.0,3.0,2191.526
2000,20.0,5.0,1820.138
