state,fips state code,tribal name,data category,emissions type code,scc,reporting period,emissions operating type,pollutant code,pollutant desc,total emissions,emissions uom,data set
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,100414,Ethyl Benzene,814.77,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201310080,A,R,SO2,Sulfur Dioxide,.170846,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202310080,A,R,107028,Acrolein,28.193,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202310080,A,R,100425,Styrene,5.261,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,106990,"1,3-Butadiene",0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,540841,"2,2,4-Trimethylpentane",1.108966,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,108883,Toluene,12594.24,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,SO2,Sulfur Dioxide,.0424173,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,108883,Toluene,31.1156,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,7439965,Manganese,.01661006,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,1330207,Xylenes (Mixed Isomers),12.15574,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202510080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.0403822,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,50000,Formaldehyde,101.2698,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201510080,A,R,N2O,Nitrous Oxide,.000149985,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201210080,A,R,110543,Hexane,1242.002,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.463207,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202430080,A,R,VOC,Volatile Organic Compounds,.292097,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201510080,A,R,107028,Acrolein,.000111715,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202530080,A,R,75070,Acetaldehyde,.21667,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,CO,Carbon Monoxide,0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201520080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.00250383,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,7439965,Manganese,.00001709064,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202510080,A,R,CO,Carbon Monoxide,.00517766,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201610080,A,R,100414,Ethyl Benzene,.001159874,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202320080,A,R,106990,"1,3-Butadiene",16.05578,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201540080,A,R,75070,Acetaldehyde,30.9512,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,CH4,Methane,.0267152,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,SO2,Sulfur Dioxide,.157784,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202530080,A,R,1330207,Xylenes (Mixed Isomers),.551698,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202320080,A,R,540841,"2,2,4-Trimethylpentane",1.030424,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0071032,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202520080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.409285,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202430080,A,R,NOX,Nitrogen Oxides,.20151,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,540841,"2,2,4-Trimethylpentane",1.011678,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,106990,"1,3-Butadiene",.1663854,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,108883,Toluene,.274676,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,50000,Formaldehyde,.0135525,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0000148377,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,110543,Hexane,2634.92,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201530080,A,R,107028,Acrolein,.0642422,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201530080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.00181237,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202410080,A,R,108883,Toluene,.0104879,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,100414,Ethyl Benzene,14.7638,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,106990,"1,3-Butadiene",14.04158,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201540080,A,R,CO,Carbon Monoxide,14.2044,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201540080,A,R,SO2,Sulfur Dioxide,.00523527,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,71432,Benzene,9.78746,LB,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202520080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.904325,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202610080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.229357,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201510080,A,R,71432,Benzene,.00651882,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,106990,"1,3-Butadiene",0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,NH3,Ammonia,.000068682,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202510080,A,R,108883,Toluene,.01189538,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202310080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.019022,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,540841,"2,2,4-Trimethylpentane",23.3328,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202320080,A,R,VOC,Volatile Organic Compounds,2.82225,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202320080,A,R,CO,Carbon Monoxide,27.955,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201540080,A,R,1330207,Xylenes (Mixed Isomers),267.808,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,106990,"1,3-Butadiene",13.93472,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201310080,A,R,110543,Hexane,6648.26,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,106990,"1,3-Butadiene",1.095988,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202540080,A,R,SO2,Sulfur Dioxide,.0000789968,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202420080,A,R,110543,Hexane,0,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201210080,A,R,108883,Toluene,2820.54,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,N2O,Nitrous Oxide,.000779625,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,106990,"1,3-Butadiene",4.10256,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,N2O,Nitrous Oxide,.000596405,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,71432,Benzene,0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,NOX,Nitrogen Oxides,.887369,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201510080,A,R,123386,Propionaldehyde,.00628144,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201110080,A,R,100425,Styrene,.0330898,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202530080,A,R,123386,Propionaldehyde,.0261808,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202530080,A,R,110543,Hexane,.01260918,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201310080,A,R,71432,Benzene,81.408,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201530080,A,R,107028,Acrolein,.001078224,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202410080,A,R,1330207,Xylenes (Mixed Isomers),0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202420080,A,R,123386,Propionaldehyde,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202430080,A,R,VOC,Volatile Organic Compounds,.00143745,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201420080,A,R,SO2,Sulfur Dioxide,0,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202540080,A,R,NOX,Nitrogen Oxides,.603217,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201540080,A,R,N2O,Nitrous Oxide,.0242873,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201520080,A,R,71432,Benzene,297.858,LB,2014NEIV2
,,"Morongo Band of Cahuilla Mission Indians of the Morongo Reservation, California",ON,,2201000062,A,R,VOC,Volatile Organic Compounds,7.315,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202320080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.039089,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202410080,A,R,7439965,Manganese,.000265512,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201510080,A,R,NH3,Ammonia,.0000400619,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2203420080,A,R,123386,Propionaldehyde,0,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2203420080,A,R,71432,Benzene,0,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202620080,A,R,100425,Styrene,18.12996,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,7439965,Manganese,.001603252,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,71432,Benzene,.1379642,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,106990,"1,3-Butadiene",.1942896,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201530080,A,R,CH4,Methane,.00261905,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202410080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.00123078,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,100425,Styrene,0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201540080,A,R,71432,Benzene,38.0576,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,107028,Acrolein,8.19982,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,123386,Propionaldehyde,.00293144,LB,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202530080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.0852467,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2201210080,A,R,SO2,Sulfur Dioxide,.118795,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201110080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.000631093,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201310080,A,R,75070,Acetaldehyde,28.2442,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201430080,A,R,71432,Benzene,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201430080,A,R,108883,Toluene,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202430080,A,R,123386,Propionaldehyde,.0129668,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,75070,Acetaldehyde,.219688,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202510080,A,R,123386,Propionaldehyde,.00895602,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202510080,A,R,100414,Ethyl Benzene,.00568458,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202610080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0110027,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202610080,A,R,CO,Carbon Monoxide,.0768563,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201540080,A,R,NH3,Ammonia,.0308707,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2203420080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.000312072,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,100425,Styrene,66.2588,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,540841,"2,2,4-Trimethylpentane",100.9036,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.000217272,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.000274639,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202520080,A,R,123386,Propionaldehyde,60.8832,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202420080,A,R,100414,Ethyl Benzene,.01591048,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201430080,A,R,NOX,Nitrogen Oxides,.00794302,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202410080,A,R,108883,Toluene,.204086,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202510080,A,R,7439965,Manganese,.000263238,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201110080,A,R,N2O,Nitrous Oxide,.00130832,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202420080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),0,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201210080,A,R,123386,Propionaldehyde,15.77498,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201510080,A,R,71432,Benzene,.1135756,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2203420080,A,R,NOX,Nitrogen Oxides,0,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201430080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.0000342357,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201520080,A,R,SO2,Sulfur Dioxide,.0397219,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202620080,A,R,VOC,Volatile Organic Compounds,2.5371,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202620080,A,R,1330207,Xylenes (Mixed Isomers),41.6542,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202530080,A,R,1330207,Xylenes (Mixed Isomers),2.001,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202510080,A,R,NOX,Nitrogen Oxides,.779829,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201210080,A,R,107028,Acrolein,27.7668,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201210080,A,R,100425,Styrene,.790506,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,CH4,Methane,.000405634,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202520080,A,R,71432,Benzene,.725566,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,71432,Benzene,86.3874,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202320080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.644632,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202320080,A,R,50000,Formaldehyde,468.718,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),4.06609,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201520080,A,R,106990,"1,3-Butadiene",32.0618,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202430080,A,R,110543,Hexane,1.47581,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202430080,A,R,NH3,Ammonia,.0071831,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202510080,A,R,71432,Benzene,.225298,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202210080,A,R,7439965,Manganese,.00151797,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201320080,A,R,100425,Styrene,1.162926,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201510080,A,R,NOX,Nitrogen Oxides,.00647213,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201610080,A,R,108883,Toluene,.275324,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201610080,A,R,NH3,Ammonia,.00000998666,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2203420080,A,R,50000,Formaldehyde,0,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,108883,Toluene,4.53462,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202310080,A,R,CO,Carbon Monoxide,17.5369,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202310080,A,R,50000,Formaldehyde,349.336,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202410080,A,R,71432,Benzene,.01897858,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202540080,A,R,75070,Acetaldehyde,2.75248,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,108883,Toluene,0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201110080,A,R,CH4,Methane,.0230735,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,N2O,Nitrous Oxide,.000025401,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,107028,Acrolein,.00945626,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,71432,Benzene,.01219856,LB,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202320080,A,R,SO2,Sulfur Dioxide,.00103744,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2201110080,A,R,VOC,Volatile Organic Compounds,1.14758,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201510080,A,R,100425,Styrene,.0001822206,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201110080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.000492943,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201210080,A,R,110543,Hexane,24.0484,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201210080,A,R,N2O,Nitrous Oxide,.00973854,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201430080,A,R,75070,Acetaldehyde,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,SO2,Sulfur Dioxide,.000111578,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202430080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.000720649,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,NOX,Nitrogen Oxides,.00365213,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202320080,A,R,106990,"1,3-Butadiene",.0498664,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202310080,A,R,71432,Benzene,2.61806,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201610080,A,R,107028,Acrolein,.0000295242,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201110080,A,R,VOC,Volatile Organic Compounds,5.12087,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,108883,Toluene,63.8572,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,107028,Acrolein,72.3698,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201210080,A,R,50000,Formaldehyde,1140.744,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,N2O,Nitrous Oxide,.000919624,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,123386,Propionaldehyde,.00465312,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,SO2,Sulfur Dioxide,.0000217462,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201530080,A,R,110543,Hexane,7.3225,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202610080,A,R,CO,Carbon Monoxide,8.98873,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202520080,A,R,50000,Formaldehyde,1169.834,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201510080,A,R,107028,Acrolein,.01413414,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202530080,A,R,SO2,Sulfur Dioxide,.000684357,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202530080,A,R,NH3,Ammonia,.00220574,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201210080,A,R,CH4,Methane,.272017,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201510080,A,R,CH4,Methane,.0000685396,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201610080,A,R,CO,Carbon Monoxide,.0416887,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202620080,A,R,50000,Formaldehyde,2155.72,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,CH4,Methane,.0264377,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,VOC,Volatile Organic Compounds,.00051017,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,540841,"2,2,4-Trimethylpentane",0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201520080,A,R,100414,Ethyl Benzene,66.4156,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,75070,Acetaldehyde,.482362,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201530080,A,R,N2O,Nitrous Oxide,.00243215,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201610080,A,R,71432,Benzene,.07141,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,CH4,Methane,.201001,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,540841,"2,2,4-Trimethylpentane",0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,123386,Propionaldehyde,5.88256,LB,2014NEIV2
