b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_F","RCPTOT"
"01","44211",,320,,19127
"01","4422",,439,,27149
"01","443",,410,,21715
"01","4431",,410,,21715
"01","44311",,259,,14321
"01","443111",,80,,5052
"01","443112",,179,,9269
"01","44312",,139,,6859
"01","44313",,12,,535
"01","444",,617,,55965
"01","4441",,407,,40706
"01","44411",,41,,2364
"01","44412",,25,,1668
"01","44413",,87,,8985
"01","44419",,254,,27689
"01","4442",,210,,15259
"01","44-45",,28271,,1503165
"01","445",,1358,,147723
"01","4451",,680,,92354
"01","4452",,576,,40934
"01","44521",,29,,3424
"01","44522",,57,,4802
"01","44523",,123,,8892
"01","44529",,367,,23816
"01","4453",,102,,14435
"01","44531",,102,,14435
"01","446",,2179,,37228
"01","4461",,2179,,37228
"01","44611",,91,,2399
"01","44612",,1583,,16695
"01","44613",,44,,3957
"01","44619",,461,,14177
"01","447",,461,,83365
"01","4471",,461,,83365
"01","448",,1763,,71419
"01","4481",,1353,,52361
"01","44811",,64,,3254
"01","44812",,285,,14611
"01","44813",,192,,7445
"01","44814",,198,,6662
"01","44815",,268,,7570
"01","44819",,346,,12819
"01","4482",,63,,3551
"01","44821",,63,,3551
"01","4483",,347,,15507
"01","44831",,330,,15052
"01","44832",,17,,455
"01","451",,1360,,49151
"01","4511",,931,,37791
"01","45111",,281,,20004
"01","45112",,216,,6478
"01","45113",,339,,7631
"01","45114",,95,,3678
"01","4512",,429,,11360
"01","45121",,387,,10176
"01","451211",,133,,4272
"01","451212",,254,,5904
"01","45122",,42,,1184
"01","452",,601,,37122
"01","453",,4959,,205665
"01","4531",,581,,18637
"01","45311",,581,,18637
"01","4532",,1077,,34817
"01","45321",,105,,7346
"01","45322",,972,,27471
"01","4533",,968,,25757
"01","45331",,968,,25757
"01","4539",,2333,,126454
"01","45391",,113,,3820
"01","45392",,186,,5587
"01","45393",,100,,14042
"01","45399",,1934,,103005
"01","454",,10312,,220158
"01","4541",,650,,17409
"01","45411",,650,,17409
"01","4542",,429,,15738
"01","45421",,429,,15738
"01","4543",,9233,,187011
"01","45431",,23,,2944
"01","45439",,9210,,184067
"01","481",,364,,15419
"01","483",,83,,3601
"01","484",,9725,,877973
"01","4841",,8842,,801340
"01","48411",,2422,,183850
"01","48412",,6420,,617490
"01","4842",,883,,76633
"01","48-49",,14137,,1025943
"01","485",,667,,22513
"01","4851",,3,,129
"01","48511",,3,,129
"01","4852","S",0,"S",0
"01","48521","S",0,"S",0
"01","4853",,220,,6055
"01","4854",,24,,198
"01","48541",,24,,198
"01","4855",,88,,4937
"01","48551",,88,,4937
"01","4859",,328,,10998
"01","48599",,328,,10998
"01","486",,10,,931
"01","487",,32,,939
"01","488",,1251,,58483
"01","492",,1911,,38689
"01","493",,94,,7395
"01","4931",,94,,7395
"01","51",,2770,,74859
"01","511",,643,,18770
"01","512",,370,,7523
"01","5121",,241,,5750
"01","5122",,129,,1773
"01","515",,264,,8259
"01","516",,185,,3122
"01","5161",,185,,3122
"01","51611",,185,,3122
"01","517",,414,,14980
"01","518",,465,,10049
"01","5181",,111,,3277
"01","51811",,111,,3277
"01","518111",,70,,1928
"01","518112",,41,,1349
"01","5182",,354,,6772
"01","51821",,354,,6772
"01","519",,429,,12156
"01","5191",,429,,12156
"01","52",,8488,,437951
"01","522",,874,,43528
"01","5221",,111,,2002
"01","5222",,327,,27614
"01","5223",,436,,13912
"01","523",,2311,,170818
"01","5231",,280,,29888
"01","52311",,66,,4152
"01","52312",,174,,17957
"01","52313",,14,,1114
"01","52314",,26,,6665
"01","5232",,33,,887
"01","52321",,33,,887
"01","5239",,1998,,140043
"01","524",,5303,,223605
"01","5241",,8,,187
"01","5242",,5295,,223418
"01","52421",,3503,,163813
"01","52429",,1792,,59605
"01","53",,28771,,2326022
"01","531",,27773,,2245901
"01","5311",,10609,,1230461
"01","5312",,8574,,372305
"01","53121",,8574,,372305
"01","5313",,8590,,643135
"01","53131",,1641,,117791
"01","53132",,623,,33788
"01","53139",,6326,,491556
"01","532",,976,,76792
"01","5321",,221,,17340
"01","5322",,252,,10246
"01","53221",,22,,921
"01","53222",,13,,851
"01","53223",,60,,1535
"01","53229",,157,,6939
"01","5323",,53,,2813
"01","53231",,53,,2813
"01","5324",,450,,46393
"01","533",,22,,3329
"01","5331",,22,,3329
"01","53311",,22,,3329
"01","54",,29633,,1059684
"01","541",,29633,,1059684
"01","5411",,3189,,150285
"01","5412",,4206,,75057
"01","54121",,4206,,75057
"01","541211",,429,,19527
"01","541213",,1275,,19076
"01","541214",,97,,1705
"01","541219",,2405,,34749
"01","5413",,3331,,126904
"01","54131",,347,,15859
"01","54132",,779,,20290
"01","54133",,1287,,66761
"01","54134",,414,,9570
"01","54135",,182,,5152
"01","54136",,68,,1695
"01","54137",,220,,6005
"01","54138",,34,,1572
"01","5414",,1467,,49116
"01","5415",,2463,,93757
"01","54151",,2463,,93757
"01","5416",,4935,,178065
"01","5417",,276,,11992
"01","5418",,1220,,71728
"01","5419",,8546,,302780
"01","54191",,160,,3324
"01","54192",,1101,,21777
"01","54193",,201,,2835
"01","54194",,228,,10262
"01","54199",,6856,,264582
"01","56",,27060,,505266
"01","561",,26780,,483513
"01","5611",,2405,,31554
"01","56111",,2405,,31554
"01","5612",,329,,6462
"01","56121",,329,,6462
"01","5613",,224,,10483
"01","5614",,2725,,69759
"01","56141",,748,,9425
"01","56142",,165,,3114
"01","56143",,224,,8948
"01","56144",,84,,3845
"01","56145","S",0,"S",0
"01","56149",,1492,,44298
"01","5615",,267,,11381
"01","5616",,1196,,15821
"01","5617",,18523,,312846
"01","56171",,242,,9491
"01","56172",,9876,,117658
"01","56173",,6743,,134640
"01","56174",,457,,11913
"01","56179",,1205,,39144
"01","5619",,1111,,25207
"01","562",,280,,21753
"01","61",,5484,,57870
"01","611",,5484,,57870
"01","62",,17084,,524672
"01","621",,9200,,426531
"01","6211",,2334,,191132
"01","62111",,2334,,191132
"01","621111",,2035,,173936
"01","621112",,299,,17196
"01","6212",,436,,35001
"01","62121",,436,,35001
"01","6213",,2653,,118592
"01","62131",,142,,6573
"01","62132",,199,,15756
"01","62133",,476,,17476
"01","62134",,555,,27975
"01","62139",,1281,,50812
"01","621391",,23,,1072
"01","621399",,1258,,49740
"01","6214",,149,,18727
"01","6215",,256,,15255
"01","62151",,256,,15255
"01","6216",,2890,,33929
"01","62161",,2890,,33929
"01","6219",,482,,13895
"01","623",,548,,10861
"01","624",,7336,,87280
"01","6241",,1396,,23197
"01","6242",,67,,652
"01","6243",,124,,2126
"01","62431",,124,,2126
"01","6244",,5749,,61305
"01","62441",,5749,,61305
"01","71",,8574,,154146
"01","711",,6813,,100466
"01","7111",,421,,5867
"01","7112",,1293,,18822
"01","71121",,1293,,18822
"01","7113",,379,,8772
"01","7114",,234,,4573
"01","71141",,234,,4573
"01","7115",,4486,,62432
"01","71151",,4486,,62432
"01","712",,54,,391
"01","7121",,54,,391
"01","713",,1707,,53289
"01","7131",,79,,3154
"01","7132",,79,,4727
"01","7139",,1549,,45408
"01","72",,3923,,229142
"01","721",,576,,42802
"01","7211",,309,,31454
"01","7212",,101,,6380
"01","72121",,101,,6380
"01","7213",,166,,4968
"01","72131",,166,,4968
"01","722",,3347,,186340
"01","7221",,718,,80608
"01","72211",,718,,80608
"01","7222",,511,,48218
"01","72221",,511,,48218
"01","7223",,1760,,40710
"01","7224",,358,,16804
"01","72241",,358,,16804
"01","81",,54001,,1208271
"01","811",,12204,,436803
"01","8111",,6363,,262221
"01","81111",,3041,,111842
"01","81112",,1901,,95000
"01","81119",,1421,,55379
"01","8112",,794,,22363
"01","81121",,794,,22363
"01","8113",,989,,51405
"01","81131",,989,,51405
"01","8114",,4058,,100814
"01","81141",,722,,23474
"01","81142",,450,,10060
"01","81143",,38,,1163
"01","81149",,2848,,66117
"01","812",,36985,,697887
"01","8121",,18387,,342540
"01","81211",,16392,,309298
"01","812111",,2919,,43901
"01","812112",,11538,,203504
"01","812113",,1935,,61893
"01","81219",,1995,,33242
"01","8122",,280,,15904
"01","81221",,216,,12793
"01","81222",,64,,3111
"01","8123",,446,,25023
"01","81231",,211,,9052
"01","81232",,202,,14542
"01","81233",,33,,1429
"01","8129",,17872,,314420
"01","81291",,566,,10262
"01","81292",,224,,3570
"01","81293",,37,,614
"01","81299",,17045,,299974
"01","813",,4812,,73581
"02","00",,50670,,2102478
"02","11",,9070,,394397
"02","113",,140,,4852
"02","114",,8749,,384826
"02","1141",,8375,,374167
"02","11411",,8375,,374167
"02","1142",,374,,10659
"02","11421",,374,,10659
"02","115",,181,,4719
"02","1151",,45,,735
"02","11511",,45,,735
"02","1152",,89,,2535
"02","11521",,89,,2535
"02","1153",,47,,1449
"02","11531",,47,,1449
"02","21",,222,,11323
"02","211",,26,,1065
"02","2111",,26,,1065
"02","21111",,26,,1065
"02","212",,154,,7840
"02","2121",,3,,17
"02","21211",,3,,17
"02","2122",,119,,5503
"02","2123",,32,,2320
"02","213",,42,,2418
"02","2131",,42,,2418
"02","21311",,42,,2418
"02","22",,71,,2253
"02","221",,71,,2253
"02","23",,4853,,286109
"02","236",,1345,,109525
"02","2361",,1141,,97094
"02","2362",,204,,12431
"02","237",,244,,23643
"02","2371",,19,,1167
"02","2372",,71,,5749
"02","23721",,71,,5749
"02","2373",,37,,2394
"02","23731",,37,,2394
"02","2379",,117,,14333
"02","23799",,117,,14333
"02","238",,3264,,152941
"02","2381",,403,,20717
"02","2382",,360,,20290
"02","23821",,167,,8144
"02","23822",,160,,10817
"02","23829",,33,,1329
"02","2383",,1239,,57416
"02","2389",,1262,,54518
"02","311",,89,,5195
"02","3111",,3,,1491
"02","31111",,3,,1491
"02","3113",,6,,315
"02","3114",,5,,49
"02","3115","D",0,"D",0
"02","3116",,4,,145
"02","31161",,4,,145
"02","3117",,22,,1055
"02","31171",,22,,1055
"02","3118",,21,,685
"02","3119",,27,,1416
"02","312",,8,,221
"02","313","D",0,"D",0
"02","31-33",,1000,,33786
"02","314",,3,,13
"02","315",,92,,1646
"02","316",,37,,1013
"02","3161",,25,,704
"02","31611",,25,,704
"02","3162","D",0,"D",0
"02","31621","D",0,"D",0
"02","3169",,11,,307
"02","31699",,11,,307
"02","321",,140,,5013
"02","322","D",0,"D",0
"02","323",,48,,2014
"02","3231",,48,,2014
"02","324",,3,,346
"02","3241",,3,,346
"02","325",,16,,295
"02","3253","D",0,"D",0
"02","3254","D",0,"D",0
"02","32541","D",0,"D",0
"02","3256",,11,,119
"02","3259",,3,,171
"02","326",,6,,115
"02","327",,54,,1117
"02","3271",,22,,457
"02","3272",,18,,114
"02","32721",,18,,114
"02","3273",,4,,273
"02","3279",,10,,273
"02","331",,12,,363
"02","332",,104,,4177
"02","333",,13,,968
"02","334",,7,,78
"02","335",,3,,73
"02","336",,21,,2975
"02","337",,38,,564
"02","339",,303,,7424
"02","3391",,11,,535
"02","33911",,11,,535
"02","3399",,292,,6889
"02","42",,524,,39390
"02","423",,284,,26858
"02","4231",,8,,150
"02","4232",,9,,603
"02","4233",,16,,5031
"02","4234",,7,,3740
"02","4235","D",0,"D",0
"02","4236",,7,,530
"02","4237",,5,,767
"02","4238",,23,,5049
"02","4239",,207,,10406
"02","42391",,27,,1215
"02","42392",,20,,478
"02","42393",,7,,101
"02","42394",,62,,1661
"02","42399",,91,,6951
"02","424",,220,,11191
"02","4241",,9,,473
"02","4242",,3,,180
"02","42421",,3,,180
"02","4243",,27,,385
"02","4244",,30,,1930
"02","4245",,5,,14
"02","4246","D",0,"D",0
"02","4247",,3,,254
"02","4248",,7,,305
"02","4249",,135,,7478
"02","42491","D",0,"D",0
"02","42492",,38,,981
"02","42493",,17,,1062
"02","42494","D",0,"D",0
"02","42495","D",0,"D",0
"02","42499",,76,,5295
"02","425",,20,,1341
"02","4251",,20,,1341
"02","42511",,5,,253
"02","42512",,15,,1088
"02","441",,213,,21939
"02","4411",,90,,11512
"02","44112",,90,,11512
"02","4412",,70,,4973
"02","44121",,17,,1197
"02","44122",,53,,3776
"02","441221",,6,,939
"02","441222",,11,,196
"02","441229",,36,,2641
"02","4413",,53,,5454
"02","442",,32,,2989
"02","4421",,9,,967
"02","44211",,9,,967
"02","4422",,23,,2022
"02","443",,41,,2825
"02","4431",,41,,2825
"02","44311",,29,,1598
"02","443111",,8,,520
"02","443112",,21,,1078
"02","44312",,8,,665
"02","44313",,4,,562
"02","444",,76,,4967
"02","4441",,60,,4585
"02","44411",,3,,82
"02","44412","D",0,"D",0
"02","44413",,11,,476
"02","44419",,44,,3998
"02","4442",,16,,382
"02","44-45",,4253,,157496
"02","445",,182,,14400
"02","4451",,75,,8075
"02","4452",,89,,4047
"02","44521",,7,,884
"02","44522",,12,,649
"02","44523",,5,,216
"02","44529",,65,,2298
"02","4453",,18,,2278
"02","44531",,18,,2278
"02","446",,219,,4279
"02","4461",,219,,4279
"02","44611",,6,,76
"02","44612",,109,,1538
"02","44619",,104,,2665
"02","447",,16,,1872
"02","4471",,16,,1872
"02","448",,214,,13582
"02","4481",,124,,7137
"02","44811",,4,,28
"02","44812",,34,,1627
"02","44813",,4,,71
"02","44814",,21,,782
"02","44815",,14,,797
"02","44819",,47,,3832
"02","4482",,3,,492
"02","44821",,3,,492
"02","4483",,87,,5953
"02","44831",,86,,5894
"02","44832","D",0,"D",0
"02","451",,299,,11960
"02","4511",,252,,10456
"02","45111",,130,,7264
"02","45112",,41,,913
"02","45113",,69,,1644
"02","45114",,12,,635
"02","4512",,47,,1504
"02","45121",,41,,1425
"02","451211",,29,,1315
"02","451212",,12,,110
"02","45122",,6,,79
"02","452",,112,,7492
"02","453",,836,,36814
"02","4531",,38,,1435
"02","45311",,38,,1435
"02","4532",,326,,11871
"02","45321",,10,,105
"02","45322",,316,,11766
"02","4533",,61,,3032
"02","45331",,61,,3032
"02","4539",,411,,20476
"02","45391",,29,,1601
"02","45392",,71,,2032
"02","45393",,6,,101
"02","45399",,305,,16742
"02","454",,2013,,34377
"02","4541",,146,,2439
"02","45411",,146,,2439
"02","4542",,45,,1479
"02","45421",,45,,1479
"02","4543",,1822,,30459
"02","45431",,17,,3400
"02","45439",,1805,,27059
"02","481",,228,,11885
"02","483",,155,,10827
"02","484",,581,,44176
"02","4841",,504,,40075
"02","48411",,298,,19643
"02","48412",,206,,20432
"02","4842",,77,,4101
"02","48-49",,2237,,113151
"02","485",,617,,23225
"02","4851",,3,,251
"02","48511",,3,,251
"02","4852","D",0,"D",0
"02","48521","D",0,"D",0
"02","4853",,555,,21272
"02","4854",,4,,181
"02","48541",,4,,181
"02","4855",,5,,390
"02","48551",,5,,390
"02","4859",,48,,990
"02","48599",,48,,990
"02","486","D",0,"D",0
"02","487",,102,,5642
"02","488",,275,,11167
"02","492",,259,,5353
"02","493",,18,,716
"02","4931",,18,,716
"02","51",,490,,12826
"02","511",,149,,4439
"02","512",,84,,1184
"02","5121",,70,,1037
"02","5122",,14,,147
"02","515",,41,,642
"02","516",,45,,906
"02","5161",,45,,906
"02","51611",,45,,906
"02","517",,38,,2124
"02","518",,73,,1582
"02","5181",,22,,681
"02","51811",,22,,681
"02","518111",,18,,644
"02","518112",,4,,37
"02","5182",,51,,901
"02","51821",,51,,901
"02","519",,60,,1949
"02","5191",,60,,1949
"02","52",,738,,35745
"02","522",,64,,3227
"02","5221",,8,,274
"02","5222",,28,,2199
"02","5223",,28,,754
"02","523",,348,,17629
"02","5231",,21,,2020
"02","52311",,9,,974
"02","52312",,11,,1025
"02","52314","D",0,"D",0
"02","5232","D",0,"D",0
"02","52321","D",0,"D",0
"02","5239",,326,,15607
"02","524",,326,,14889
"02","5242",,326,,14889
"02","52421",,201,,11006
"02","52429",,125,,3883
"02","53",,3942,,326524
"02","531",,3412,,296104
"02","5311",,1429,,182419
"02","5312",,1094,,61910
"02","53121",,1094,,61910
"02","5313",,889,,51775
"02","53131",,241,,13945
"02","53132",,59,,4762
"02","53139",,589,,33068
"02","532",,528,,30394
"02","5321",,137,,3125
"02","5322",,80,,2800
"02","53221","D",0,"D",0
"02","53223",,26,,1324
"02","53229",,52,,1419
"02","5323",,15,,1103
"02","53231",,15,,1103
"02","5324",,296,,23366
"02","533","D",0,"D",0
"02","5331","D",0,"D",0
"02","53311","D",0,"D",0
"02","54",,6155,,233518
"02","541",,6155,,233518
"02","5411",,509,,35397
"02","5412",,916,,19147
"02","54121",,916,,19147
"02","541211",,77,,3648
"02","541213",,112,,2523
"02","541214",,26,,382
"02","541219",,701,,12594
"02","5413",,631,,33275
"02","54131",,78,,5649
"02","54132",,29,,817
"02","54133",,323,,19765
"02","54134",,69,,2000
"02","54135",,36,,1393
"02","54136",,16,,811
"02","54137",,71,,2216
"02","54138",,9,,624
"02","5414",,263,,6565
"02","5415",,495,,14786
"02","54151",,495,,14786
"02","5416",,1274,,48736
"02","5417",,83,,3419
"02","5418",,152,,11389
"02","5419",,1832,,60804
"02","54191",,24,,819
"02","54192",,270,,6512
"02","54193",,67,,1832
"02","54194",,45,,1477
"02","54199",,1426,,50164
"02","56",,2512,,53690
"02","561",,2453,,51499
"02","5611",,380,,4898
"02","56111",,380,,4898
"02","5612",,93,,2666
"02","56121",,93,,2666
"02","5613",,14,,422
"02","5614",,372,,8463
"02","56141",,84,,1016
"02","56142",,15,,127
"02","56143",,37,,622
"02","56144",,8,,199
"02","56149",,228,,6499
"02","5615",,75,,3799
"02","5616",,54,,2762
"02","5617",,1330,,24712
"02","56171",,3,,53
"02","56172",,895,,14759
"02","56173",,203,,3916
"02","56174",,46,,2075
"02","56179",,183,,3909
"02","5619",,135,,3777
"02","562",,59,,2191
"02","61",,1314,,14538
"02","611",,1314,,14538
"02","62",,3977,,115855
"02","621",,1625,,79365
"02","6211",,322,,30719
"02","62111",,322,,30719
"02","621111",,248,,25124
"02","621112",,74,,5595
"02","6212",,61,,3174
"02","62121",,61,,3174
"02","6213",,849,,34463
"02","62131",,64,,4965
"02","62132",,26,,3240
"02","62133",,179,,7461
"02","62134",,140,,6182
"02","62139",,440,,12615
"02","621391",,7,,262
"02","621399",,433,,12353
"02","6214",,16,,567
"02","6215",,30,,881
"02","62151",,30,,881
"02","6216",,239,,5258
"02","62161",,239,,5258
"02","6219",,108,,4303
"02","623",,77,,3023
"02","624",,2275,,33467
"02","6241",,233,,4579
"02","6242",,14,,202
"02","6243",,33,,1987
"02","62431",,33,,1987
"02","6244",,1995,,26699
"02","62441",,1995,,26699
"02","71",,2715,,54784
"02","711",,2026,,26921
"02","7111",,68,,566
"02","7112",,270,,3156
"02","71121",,270,,3156
"02","7113",,69,,1876
"02","7114",,55,,922
"02","71141",,55,,922
"02","7115",,1564,,20401
"02","71151",,1564,,20401
"02","712",,18,,251
"02","7121",,18,,251
"02","713",,671,,27612
"02","7131",,13,,711
"02","7132",,20,,5700
"02","7139",,638,,21201
"02","72",,1556,,59925
"02","721",,1055,,40401
"02","7211",,741,,30417
"02","7212",,98,,5073
"02","72121",,98,,5073
"02","7213",,216,,4911
"02","72131",,216,,4911
"02","722",,501,,19524
"02","7221",,72,,4386
"02","72211",,72,,4386
"02","7222",,170,,6420
"02","72221",,170,,6420
"02","7223",,229,,5819
"02","7224",,30,,2899
"02","72241",,30,,2899
"02","81",,5041,,157168
"02","811",,1741,,73578
"02","8111",,627,,33961
"02","81111",,374,,20884
"02","81112",,144,,7568
"02","81119",,109,,5509
"02","8112",,112,,4248
"02","81121",,112,,4248
"02","8113",,294,,15725
"02","81131",,294,,15725
"02","8114",,708,,19644
"02","81141",,93,,2459
"02","81142",,43,,2161
"02","81143",,3,,207
"02","81149",,569,,14817
"02","812",,2896,,76614
"02","8121",,1073,,31685
"02","81211",,844,,27846
"02","812111",,89,,2314
"02","812112",,633,,21117
"02","812113",,122,,4415
"02","81219",,229,,3839
"02","8122",,11,,277
"02","81221",,9,,80
"02","81222","D",0,"D",0
"02","8123",,50,,2092
"02","81231",,23,,1154
"02","81232",,25,,936
"02","81233","D",0,"D",0
"02","8129",,1762,,42560
"02","81291",,132,,2709
"02","81292",,25,,761
"02","81293",,17,,422
"02","81299",,1588,,38668
"02","813",,404,,6976
"04","00",,367018,,18534850
"04","11",,1966,,74118
"04","113",,128,,5523
"04","114",,549,,12945
"04","1141",,252,,6630
"04","11411",,252,,6630
"04","1142",,297,,6315
"04","11421",,297,,6315
"04","115",,1289,,55650
"04","1151",,354,,22535
"04","11511",,354,,22535
"04","1152",,779,,30196
"04","11521",,779,,30196
"04","1153",,156,,2919
"04","11531",,156,,2919
"04","21",,289,,24771
"04","211",,6,,468
"04","2111",,6,,468
"04","21111",,6,,468
"04","212",,133,,10995
"04","2121",,3,,82
"04","21211",,3,,82
"04","2122",,47,,1917
"04","2123",,83,,8996
"04","213",,150,,13308
"04","2131",,150,,13308
"04","21311",,150,,13308
"04","22",,325,,22141
"04","221",,325,,22141
"04","23",,32108,,2340033
"04","236",,7349,,837006
"04","2361",,6285,,746638
"04","2362",,1064,,90368
"04","237",,702,,73393
"04","2371",,106,,8300
"04","2372",,229,,36183
"04","23721",,229,,36183
"04","2373",,111,,5602
"04","23731",,111,,5602
"04","2379",,256,,23308
"04","23799",,256,,23308
"04","238",,24057,,1429634
"04","2381",,2833,,188044
"04","2382",,3414,,215435
"04","23821",,1487,,78288
"04","23822",,1683,,121972
"04","23829",,244,,15175
"04","2383",,8578,,444210
"04","2389",,9232,,581945
"04","311",,323,,16067
"04","3111",,17,,619
"04","31111",,17,,619
"04","3112",,4,,344
"04","3113",,18,,310
"04","3114",,35,,707
"04","3115",,11,,366
"04","3116",,28,,413
"04","31161",,28,,413
"04","3117",,5,,387
"04","31171",,5,,387
"04","3118",,88,,6792
"04","3119",,117,,6129
"04","312",,28,,2152
"04","313",,37,,405
"04","31-33",,5951,,312340
"04","314",,23,,1323
"04","315",,320,,10550
"04","316",,80,,1626
"04","3161",,18,,428
"04","31611",,18,,428
"04","3162",,8,,159
"04","31621",,8,,159
"04","3169",,54,,1039
"04","31699",,54,,1039
"04","321",,338,,18358
"04","322",,18,,2629
"04","323",,525,,33341
"04","3231",,525,,33341
"04","324",,23,,828
"04","3241",,23,,828
"04","325",,127,,7457
"04","3251",,7,,398
"04","3252",,8,,242
"04","3253",,8,,90
"04","3254",,23,,1339
"04","32541",,23,,1339
"04","3255",,24,,1635
"04","3256",,19,,1446
"04","3259",,38,,2307
"04","326",,134,,7940
"04","327",,233,,9522
"04","3271",,76,,1339
"04","3272",,74,,3370
"04","32721",,74,,3370
"04","3273",,26,,2193
"04","3274","D",0,"D",0
"04","3279",,55,,2577
"04","331",,84,,6608
"04","332",,887,,54251
"04","333",,255,,16821
"04","334",,196,,13187
"04","335",,130,,9500
"04","336",,117,,8082
"04","337",,362,,19210
"04","339",,1711,,72483
"04","3391",,109,,9990
"04","33911",,109,,9990
"04","3399",,1602,,62493
"04","42",,6966,,648869
"04","423",,3918,,390532
"04","4231",,401,,76655
"04","4232",,355,,28507
"04","4233",,165,,20606
"04","4234",,196,,20565
"04","4235",,51,,8392
"04","4236",,212,,29176
"04","4237",,97,,8097
"04","4238",,307,,49855
"04","4239",,2134,,148679
"04","42391",,211,,19057
"04","42392",,151,,7817
"04","42393",,59,,8983
"04","42394",,527,,30050
"04","42399",,1186,,82772
"04","424",,2574,,222907
"04","4241",,99,,6507
"04","4242",,65,,8736
"04","42421",,65,,8736
"04","4243",,341,,17661
"04","4244",,583,,80509
"04","4245",,81,,9129
"04","4246",,48,,4915
"04","4247",,28,,1742
"04","4248",,62,,5363
"04","4249",,1267,,88345
"04","42491",,27,,4757
"04","42492",,258,,5750
"04","42493",,87,,4283
"04","42494",,27,,3840
