YEAR,STATE_CODE,COUNTY_CODE,VMT_TOTAL
2000,21,51,60491494
2000,21,53,34151190.26
2000,21,59,237771618.2
2000,21,61,28663070.4
2000,21,67,1270136693
2000,21,69,5937093.888
2000,21,71,269558695.5
2000,21,73,347660801.1
2000,21,75,15590614.73
2000,21,77,163061748.9
2000,21,79,73977788.43
2000,21,81,330378713.3
2000,21,83,177687181.4
2000,21,85,100225910.7
2000,21,89,162114438.8
2000,21,91,61762736.44
2000,21,93,669979325.8
2000,21,95,87087786.19
2000,21,97,8317343.412
2000,21,99,247082534.1
2000,21,101,261522461.4
2000,21,103,136262083.3
2000,21,105,32271692.05
2000,21,107,226116244.3
2000,21,111,4313260010
2000,21,113,162583687.7
2000,21,115,86229500.45
2000,21,117,831008691.6
2000,21,119,67182603.15
2000,21,121,175809146.7
2000,21,123,49640440.92
2000,21,125,415980839.2
2000,21,127,114142638.3
2000,21,131,27987920.45
2000,21,133,101994683.3
2000,21,135,84973346.36
2000,21,137,142953980.8
2000,21,139,40841332.44
2000,21,141,115185030.8
2000,21,143,155237455.8
2000,21,145,431348861.1
2000,21,147,63316214.29
2000,21,151,521453535.2
2000,21,153,60762355.59
2000,21,155,44640106.83
2000,21,157,292775003.7
2000,21,159,42737413.01
2000,21,161,147928810.2
2000,21,163,66616737.87
2000,21,167,128807807.4
2000,21,169,22874696.22
2000,21,173,105496423.8
2000,21,175,11370613.5
2000,21,177,83889963.67
2000,21,179,119666713.7
2000,21,181,19331603.57
2000,21,183,124106787.7
2000,21,185,225629840.1
2000,21,191,12117004.62
2000,21,193,164374967.1
2000,21,195,390450836.1
2000,21,197,92822000.42
2000,21,199,299370687.1
2000,21,201,1524752.34
2000,21,203,321409086.9
2000,21,205,141341118
2000,21,207,73020513.23
2000,21,209,521645927.5
2000,21,211,367030437.5
2000,21,213,181524181.1
2000,21,217,63171411.51
2000,21,219,22285624.34
2000,21,221,114366983.1
2000,21,223,7081953.6
2000,21,225,40934065.86
2000,21,227,659880284.5
2000,21,229,45996050.82
2000,21,231,19991863.91
2000,21,233,53304010.88
2000,21,235,323868655.9
2000,21,237,64321362.65
2000,21,239,247696461.4
2000,22,1,372463688.1
2000,22,3,122248340.7
2000,22,5,324050481.7
2000,22,7,32465664
2000,22,9,61628492.76
2000,22,11,111877185.4
2000,22,13,142068060.6
2000,22,15,518404709.4
2000,22,17,1093299422
2000,22,19,1038574256
2000,22,21,68380965.84
2000,22,25,62114928.72
2000,22,27,54085148.58
2000,22,29,136232970.2
2000,22,31,185077346.4
2000,22,33,1795935890
2000,22,35,36682265.82
2000,22,37,14803236
