ST,YEAR,FIPS_CODE,TMS_COUNT
48,2013,48423,9825.00000
48,2013,48443,229.00000
48,2018,48485,15947.00000
48,2018,48017,0.00000
48,2018,48289,0.00000
13,2015,13181,494.00000
13,2015,13063,109745.00000
13,2015,13131,804.00000
12,2015,12061,4340.00000
12,2015,12041,395.00000
35,2018,35015,0.00000
45,2008,45025,2990.00000
39,2011,39175,1140.00000
40,2011,40135,1548.00000
13,2007,13171,1320.00000
13,2007,13015,4860.00000
51,2016,51036,1194.00000
51,2016,51161,2490.00000
51,2016,51019,0.00000
12,2016,12133,9450.00000
12,2016,12001,179553.00000
12,2016,12009,33825.00000
12,2016,12023,960.00000
18,2006,18129,168.00000
18,2006,18005,10530.00000
19,2006,19141,2808.00000
19,2006,19043,996.00000
27,2009,27109,13002.00000
48,2010,48461,350.00000
48,2010,48429,2364.00000
46,2013,46037,63.00000
47,2013,47003,1611.00000
47,2013,47157,223509.00000
47,2013,47175,492.00000
17,2014,17007,1736.00000
48,2014,48407,1192.00000
48,2014,48357,228.00000
48,2014,48375,26248.00000
48,2014,48385,0.00000
48,2014,48329,3807.00000
48,2014,48273,0.00000
18,2009,18033,3951.00000
18,2010,18109,8164.00000
18,2010,18077,1001.00000
19,2010,19135,375.00000
19,2010,19159,250.00000
20,2010,20179,314.00000
21,2010,21143,96.00000
21,2010,21115,1692.00000
21,2010,21239,1848.00000
24,2007,24043,43168.00000
17,2008,17065,984.00000
1,2012,01099,791.00000
1,2012,01129,565.00000
18,2017,18085,6783.00000
40,2018,40045,100.00000
41,2018,41013,1832.00000
33,2006,33015,8164.00000
34,2006,34027,243597.00000
26,2017,26071,1350.00000
26,2017,26141,1127.00000
13,2011,13259,1374.00000
55,2016,55051,2044.00000
36,2016,36081,29340095.00000
37,2016,37039,315.00000
37,2016,37115,0.00000
37,2016,37073,231.00000
31,2018,31067,343.00000
31,2018,31151,196.00000
31,2018,31137,0.00000
31,2018,31175,430.00000
31,2018,31165,0.00000
20,2016,20193,0.00000
45,2017,45015,29789.00000
45,2017,45083,21782.00000
45,2017,45059,0.00000
47,2017,47161,5145.00000
47,2017,47005,0.00000
55,2015,55055,5540.00000
27,2005,27027,2639.00000
21,2013,21165,560.00000
21,2013,21167,0.00000
22,2013,22029,1085.00000
29,2009,29125,0.00000
29,2009,29039,669.00000
31,2009,31003,726.00000
31,2009,31123,68.00000
32,2009,32027,3406.00000
13,2009,13145,6575.00000
53,2012,53065,1452.00000
17,2015,17009,294.00000
17,2015,17175,736.00000
17,2015,17085,912.00000
37,2012,37187,207.00000
37,2012,37151,0.00000
26,2008,26067,4667.00000
8,2007,08117,235.00000
1,2010,01037,207.00000
4,2010,04012,2070.00000
48,2012,48277,2328.00000
55,2011,55117,1539.00000
55,2011,55049,384.00000
56,2011,56039,8712.00000
39,2006,39129,10348.00000
39,2006,39151,10052.00000
39,2006,39045,0.00000
20,2006,20075,0.00000
21,2006,21007,1827.00000
21,2006,21225,0.00000
24,2008,24047,14280.00000
19,2011,19143,360.00000
19,2011,19125,16160.00000
20,2011,20071,253.00000
20,2011,20101,253.00000
20,2011,20181,506.00000
55,2006,55103,550.00000
41,2008,41037,824.00000
39,2006,39161,9180.00000
40,2006,40093,87.00000
42,2012,42083,2520.00000
42,2012,42093,228.00000
51,2014,51065,2276.00000
51,2014,51031,10716.00000
32,2015,32019,3010.00000
21,2015,21185,1568.00000
21,2015,21131,0.00000
22,2015,22075,10674.00000
42,2010,42055,11556.00000
42,2010,42039,8303.00000
8,2016,08037,45094.00000
8,2016,08067,8690.00000
9,2016,09015,6825.00000
40,2005,40149,1436.00000
29,2006,29133,92.00000
29,2006,29061,328.00000
54,2010,54075,0.00000
55,2010,55063,6900.00000
55,2010,55137,3479.00000
55,2010,55105,17252.00000
48,2016,48103,0.00000
48,2016,48311,173.00000
48,2016,48445,300.00000
48,2016,48325,0.00000
29,2016,29063,74.00000
29,2016,29125,618.00000
37,2014,37035,0.00000
37,2014,37053,624.00000
39,2014,39169,2688.00000
39,2014,39013,7760.00000
39,2014,39065,0.00000
36,2013,36059,2570345.00000
23,2015,23013,1364.00000
29,2015,29061,0.00000
29,2015,29227,0.00000
29,2015,29099,11634.00000
29,2015,29143,0.00000
29,2015,29510,826250.00000
30,2015,30003,905.00000
31,2015,31143,388.00000
31,2015,31173,432.00000
46,2015,46017,190.00000
47,2015,47095,178.00000
16,2008,16001,23486.00000
32,2011,,36092.00000
33,2011,33011,39600.00000
40,2014,40083,648.00000
41,2014,41063,516.00000
25,2009,25019,3210.00000
26,2009,26035,2827.00000
34,2010,34025,594578.00000
20,2005,20017,30.00000
20,2005,20069,194.00000
18,2015,18039,6012.00000
18,2015,18143,0.00000
32,2014,32031,169022.00000
48,2017,48339,41261.00000
48,2017,48331,3346.00000
48,2017,48459,0.00000
20,2014,20049,49.00000
20,2014,20111,392.00000
21,2014,21189,266.00000
22,2014,22059,588.00000
47,2009,47145,15675.00000
47,2009,47111,952.00000
47,2009,47069,2880.00000
47,2009,47113,0.00000
28,2009,28111,462.00000
28,2009,28039,1480.00000
49,2014,49051,1556.00000
16,2015,16025,480.00000
16,2015,16039,2400.00000
16,2015,16009,1154.00000
53,2013,53017,6728.00000
26,2012,26137,1656.00000
26,2012,26105,513.00000
26,2018,26109,1440.00000
26,2018,26023,2460.00000
27,2008,27017,4459.00000
27,2008,27023,688.00000
29,2014,29221,435.00000
30,2014,30025,129.00000
31,2014,31043,0.00000
31,2014,31139,0.00000
31,2014,31153,0.00000
18,2016,18109,1131.00000
18,2016,18101,165.00000
18,2016,18023,1992.00000
18,2016,18181,1992.00000
19,2016,19177,158.00000
19,2016,19149,2814.00000
19,2016,19137,1464.00000
19,2016,19147,2512.00000
27,2007,27111,10166.00000
27,2007,27103,9618.00000
27,2007,27049,25830.00000
44,2018,44009,69900.00000
22,2018,22071,732238.00000
19,2015,19053,843.00000
19,2015,19123,1848.00000
41,2011,41027,2408.00000
18,2012,18037,581.00000
18,2012,18039,8856.00000
27,2015,27105,336.00000
27,2015,27117,280.00000
28,2015,28155,1035.00000
28,2015,28161,87.00000
6,2005,06027,1398.00000
40,2015,40127,210.00000
40,2015,40131,324.00000
39,2017,39021,2230.00000
19,2014,19049,6300.00000
19,2014,19025,212.00000
19,2014,19093,159.00000
19,2017,19167,7693.00000
19,2017,19139,6180.00000
19,2017,19183,90.00000
19,2017,19101,72.00000
20,2017,20103,7184.00000
21,2017,21221,785.00000
21,2017,21229,249.00000
21,2017,21183,0.00000
21,2017,21039,1437.00000
22,2017,22091,0.00000
46,2012,46037,168.00000
46,2012,46015,0.00000
47,2012,47005,315.00000
47,2012,47095,126.00000
17,2005,,270127.00000
17,2005,17079,510.00000
17,2005,17145,6114.00000
1,2015,01131,0.00000
2,2015,02275,244.00000
39,2012,39003,0.00000
39,2009,39111,2072.00000
40,2009,40145,32352.00000
1,2011,01003,12384.00000
1,2011,01083,14752.00000
2,2011,02185,894.00000
40,2012,40057,55.00000
46,2018,46031,496.00000
51,2017,51161,4048.00000
51,2017,51710,328918.00000
28,2017,28063,2024.00000
39,2013,39159,2150.00000
39,2013,39051,1863.00000
40,2013,40131,4250.00000
40,2013,40129,117.00000
40,2013,40149,468.00000
1,2014,01067,804.00000
2,2014,02170,22008.00000
4,2014,04025,17430.00000
20,2007,20129,147.00000
20,2007,20135,608.00000
20,2007,20147,912.00000
21,2007,21139,320.00000
54,2011,54053,19920.00000
47,2016,47041,0.00000
47,2016,47135,0.00000
39,2016,39039,1602.00000
39,2016,39023,14300.00000
39,2016,39109,3192.00000
39,2016,39003,16170.00000
40,2010,40057,910.00000
46,2010,46137,250.00000
50,2018,50027,14472.00000
51,2018,51810,56438.00000
51,2018,51840,2250.00000
28,2018,28041,502.00000
28,2018,28053,537.00000
17,2007,17159,500.00000
8,2015,08041,82359.00000
8,2015,08067,4990.00000
8,2015,08047,1699.00000
56,2014,56029,7975.00000
2,2005,02230,1951.00000
2,2005,02261,5853.00000
33,2012,33001,840.00000
42,2006,42045,81211.00000
51,2013,51147,85.00000
16,2012,16001,28603.00000
5,2006,05059,0.00000
5,2006,05135,236.00000
47,2005,47161,455.00000
47,2005,47021,1395.00000
47,2005,47155,1908.00000
19,2005,19159,246.00000
19,2005,19035,2052.00000
21,2008,21045,2255.00000
21,2008,21059,368.00000
56,2008,56007,2080.00000
24,2016,24039,11904.00000
49,2018,49055,96.00000
2,2006,02122,494.00000
46,2009,46115,522.00000
46,2009,46095,180.00000
19,2009,19033,7304.00000
47,2006,47029,13860.00000
28,2006,28111,387.00000
1,2016,01089,2855.00000
1,2016,01001,3216.00000
1,2016,01119,692.00000
13,2012,13301,740.00000
13,2012,13139,7812.00000
13,2012,13209,0.00000
13,2012,13059,36060.00000
10,2012,10003,328122.00000
31,2013,31031,0.00000
50,2005,50011,8570.00000
50,2005,50027,9018.00000
37,2018,37067,59293.00000
37,2018,37033,84.00000
37,2018,37111,3160.00000
37,2018,37183,178282.00000
39,2008,39119,4503.00000
54,2007,54067,2436.00000
50,2006,50003,4284.00000
40,2008,40093,354.00000
40,2008,40097,513.00000
27,2014,27055,6940.00000
27,2014,27035,4400.00000
27,2014,27141,7084.00000
28,2014,28071,540.00000
49,2005,,24320.00000
28,2012,28125,774.00000
29,2012,29027,0.00000
30,2016,30007,524.00000
31,2016,31067,511.00000
31,2016,31099,714.00000
30,2010,30065,446.00000
31,2010,31171,281.00000
18,2007,18007,141.00000
18,2007,18023,376.00000
18,2007,18139,415.00000
2,2009,02170,744.00000
4,2009,04012,5454.00000
9,2018,09001,1616846.00000
21,2012,21031,145.00000
21,2012,21061,116.00000
49,2017,49053,3738.00000
49,2017,49009,379.00000
49,2017,49013,1137.00000
23,2017,23015,11210.00000
53,2018,53073,63138.00000
53,2018,53011,113545.00000
38,2005,38005,628.00000
44,2005,44005,0.00000
41,2017,41057,5580.00000
55,2013,55001,1526.00000
55,2013,55135,504.00000
8,2014,08107,12632.00000
5,2013,05087,2228.00000
5,2013,05115,1122.00000
5,2013,05025,234.00000
41,2007,41033,4608.00000
19,2008,19103,6528.00000
20,2008,20043,3357.00000
20,2008,20111,2744.00000
2,2018,02275,133.00000
54,2013,54039,92909.00000
54,2013,54107,2626.00000
54,2013,54069,14400.00000
38,2012,38003,824.00000
38,2012,38097,408.00000
19,2012,19183,2860.00000
20,2012,20163,0.00000
38,2007,38071,1419.00000
54,2012,54037,14070.00000
29,2008,29201,2320.00000
29,2008,29041,660.00000
31,2008,31027,424.00000
31,2008,31143,652.00000
31,2008,31115,476.00000
46,2006,46021,209.00000
46,2006,46025,209.00000
1,2017,01107,2390.00000
1,2017,01117,0.00000
18,2013,18053,7360.00000
20,2013,20199,0.00000
20,2013,20003,752.00000
20,2013,20059,1880.00000
13,2005,13035,1764.00000
13,2005,13029,441.00000
13,2005,13233,2457.00000
16,2005,16027,14173.00000
16,2005,16035,2846.00000
2,2007,02090,42313.00000
13,2016,13141,348.00000
13,2016,13239,397.00000
13,2016,13103,2730.00000
5,2009,05059,1491.00000
18,2008,18149,2226.00000
30,2011,30065,596.00000
31,2011,31117,52.00000
31,2011,31165,49.00000
31,2011,31003,684.00000
30,2013,30051,309.00000
30,2013,30049,1288.00000
30,2013,30029,6688.00000
56,2007,56021,45738.00000
56,2007,56019,598.00000
35,2008,35035,2912.00000
16,2011,16023,1028.00000
16,2011,16055,3025.00000
16,2011,16057,1330.00000
38,2017,38063,101.00000
38,2017,38099,672.00000
38,2017,38047,179.00000
28,2010,28115,858.00000
28,2010,28017,572.00000
29,2011,29151,2032.00000
29,2011,29229,1644.00000
56,2015,56029,5050.00000
46,2007,46079,0.00000
46,2011,46059,70.00000
46,2011,46073,35.00000
8,2018,08005,383582.00000
8,2018,08039,5280.00000
12,2019,12007,92.00000
12,2019,12067,0.00000
29,2019,29510,504990.00000
29,2019,29113,4543.00000
29,2019,29085,0.00000
31,2019,31061,196.00000
31,2019,31163,0.00000
36,2019,36019,4997.00000
34,2019,34005,274205.00000
37,2019,37197,0.00000
38,2019,38085,124.00000
39,2019,39145,2780.00000
37,2019,37097,518.00000
51,2019,51595,2076.00000
51,2019,51083,3798.00000
51,2019,51735,1388.00000
17,2019,17143,62832.00000
17,2019,17175,128.00000
48,2019,48381,0.00000
48,2019,48001,4004.00000
47,2019,47011,0.00000
19,2019,19119,1497.00000
20,2019,20101,24.00000
20,2019,20075,0.00000
20,2019,20189,0.00000
20,2019,20123,1440.00000
21,2019,21059,1449.00000
22,2019,22047,1036.00000
46,2019,46043,34.00000
46,2019,46053,230.00000
5,2019,05021,774.00000
5,2019,05135,0.00000
27,2019,27077,1280.00000
28,2019,28083,0.00000
40,2019,40083,424.00000
40,2019,40013,209.00000
41,2019,41011,1008.00000
41,2019,41017,17784.00000
42,2019,42101,6371508.00000
26,2019,26127,2376.00000
26,2019,26149,1496.00000
55,2019,55053,585.00000
55,2019,55031,2925.00000
55,2019,55099,1350.00000
18,2019,18059,0.00000
18,2019,18173,0.00000
25,2019,25009,830845.00000
33,2019,33017,24950.00000
41,2020,41017,4128.00000
41,2020,41011,3920.00000
42,2020,42101,4354189.00000
21,2020,21059,0.00000
37,2020,37097,14732.00000
37,2020,37197,931.00000
38,2020,38085,42.00000
39,2020,39145,4520.00000
22,2020,22047,0.00000
17,2020,17175,48.00000
17,2020,17143,54720.00000
27,2020,27077,412.00000
28,2020,28083,0.00000
12,2020,12007,720.00000
12,2020,12067,0.00000
46,2020,46043,371.00000
46,2020,46053,438.00000
47,2020,47011,0.00000
48,2020,48381,1914.00000
48,2020,48001,0.00000
36,2020,36019,912.00000
55,2020,55053,1450.00000
55,2020,55031,4342.00000
55,2020,55099,2004.00000
51,2020,51735,1392.00000
51,2020,51083,1665.00000
51,2020,51595,952.00000
29,2020,29113,840.00000
29,2020,29510,247476.00000
29,2020,29085,177.00000
31,2020,31061,0.00000
31,2020,31163,0.00000
18,2020,18173,275.00000
18,2020,18059,0.00000
25,2020,25009,445944.00000
26,2020,26149,765.00000
26,2020,26127,0.00000
33,2020,33017,22625.00000
34,2020,34005,151812.00000
5,2020,05135,104.00000
5,2020,05021,1614.00000
19,2020,19119,189.00000
20,2020,20075,0.00000
20,2020,20123,18.00000
20,2020,20101,37.00000
20,2020,20189,0.00000
40,2020,40083,2136.00000
40,2020,40013,0.00000
48,2006,48107,45.00000
48,2006,48219,105.00000
48,2006,48281,0.00000
48,2006,48167,160929.00000
48,2006,48327,97.00000
48,2006,48427,1545.00000
36,2008,36005,10663204.00000
6,2009,06075,359412.00000
48,2005,48287,632.00000
48,2005,48169,226.00000
48,2005,48503,904.00000
48,2005,48151,228.00000
48,2005,48463,2175.00000
47,2007,47061,532.00000
47,2007,47079,5751.00000
48,2007,48327,0.00000
48,2007,48299,480.00000
48,2007,48223,702.00000
17,2018,17127,2168.00000
21,2016,21033,2094.00000
21,2016,21193,0.00000
21,2016,21143,288.00000
22,2016,22073,47040.00000
22,2016,22049,725.00000
22,2016,22009,0.00000
36,2017,36037,2835.00000
48,2005,48237,678.00000
17,2018,17141,3762.00000
22,2016,22069,1251.00000
36,2017,36053,272.00000
33,2013,33007,3509.00000
4,2018,04005,44884.00000
36,2010,36055,188640.00000
21,2005,21117,63345.00000
22,2005,22001,2700.00000
24,2005,24035,6440.00000
29,2005,29167,0.00000
29,2005,29207,576.00000
30,2005,30053,190.00000
31,2005,31023,450.00000
42,2016,42041,14625.00000
26,2016,26007,3550.00000
27,2016,27077,1122.00000
26,2016,26035,5434.00000
27,2016,27059,5680.00000
27,2016,27027,8138.00000
46,2008,46113,1380.00000
46,2008,46087,556.00000
46,2008,46075,460.00000
47,2008,47023,669.00000
47,2008,47161,1380.00000
47,2008,47155,0.00000
47,2008,47055,184.00000
37,2009,37083,5844.00000
42,2009,42023,688.00000
17,2009,17089,42172.00000
30,2007,30041,1620.00000
31,2007,31011,0.00000
4,2008,04011,1587.00000
19,2007,19103,19944.00000
19,2007,19007,470.00000
5,2007,05133,5564.00000
42,2007,42121,24304.00000
6,2018,06015,1840.00000
48,2011,48211,96.00000
48,2011,48449,1224.00000
48,2011,48441,7980.00000
47,2011,47153,0.00000
32,2017,32027,4875.00000
26,2006,26109,208.00000
26,2006,26135,5015.00000
1,2007,01027,0.00000
18,2005,18081,858.00000
18,2005,18007,261.00000
40,2017,40001,580.00000
35,2011,35003,365.00000
13,2010,13263,4977.00000
13,2010,13181,0.00000
10,2011,10003,391803.00000
4,2011,04012,585.00000
5,2011,05065,992.00000
5,2011,05001,948.00000
5,2011,05067,570.00000
5,2011,05129,225.00000
5,2011,05105,156.00000
17,2013,17095,9872.00000
17,2013,17179,10140.00000
48,2008,48163,507.00000
48,2008,48301,186.00000
48,2008,48091,1032.00000
48,2009,48135,1456.00000
48,2009,48379,458.00000
48,2009,48101,106.00000
39,2018,39153,172190.00000
39,2018,39041,13965.00000
36,2006,36061,13858959.00000
36,2006,36031,9373.00000
37,2006,37135,3024.00000
5,2011,05135,992.00000
48,2008,48263,249.00000
39,2018,39063,12246.00000
20,2009,20183,0.00000
21,2009,21095,3872.00000
12,2013,12051,11032.00000
6,2013,06083,283322.00000
35,2009,35021,918.00000
48,2015,48009,0.00000
48,2015,48077,0.00000
48,2015,48487,0.00000
48,2015,48081,178.00000
51,2015,51163,1376.00000
51,2015,51007,256.00000
51,2015,51520,1688.00000
32,2016,32033,14022.00000
33,2016,33017,63350.00000
36,2015,36015,15662.00000
37,2015,37007,120.00000
37,2008,37033,2478.00000
37,2008,37199,1285.00000
54,2009,54087,284.00000
54,2009,54053,8394.00000
55,2009,55047,3294.00000
31,2012,31073,567.00000
1,2013,01087,468.00000
1,2013,01123,0.00000
42,2015,42111,1428.00000
42,2015,42115,4532.00000
45,2015,45059,3060.00000
45,2015,45035,20022.00000
45,2015,45069,2338.00000
26,2015,26049,154208.00000
26,2015,26147,33000.00000
34,2006,34003,1295105.00000
34,2006,34005,250494.00000
34,2006,34011,31100.00000
17,2006,17069,156.00000
17,2006,17041,810.00000
17,2006,17075,2898.00000
48,2018,48473,78.00000
26,2010,26093,3843.00000
13,2011,13095,0.00000
55,2016,55017,2091.00000
56,2016,56043,1410.00000
31,2018,31131,245.00000
31,2018,31023,147.00000
35,2012,35049,17350.00000
36,2012,36019,13680.00000
36,2012,36035,4845.00000
36,2012,36107,820.00000
19,2018,19001,546.00000
19,2018,19059,0.00000
20,2018,20035,1220.00000
20,2018,20041,1014.00000
21,2018,21051,0.00000
51,2012,51678,195.00000
51,2012,51107,113977.00000
51,2012,51063,7407.00000
51,2012,51720,307.00000
51,2012,51033,17500.00000
51,2012,51036,1278.00000
13,2013,13235,0.00000
13,2013,13121,1061385.00000
13,2013,13115,1900.00000
13,2013,13023,480.00000
36,2005,36007,10752.00000
5,2005,05137,150.00000
5,2005,05029,0.00000
21,2011,21137,1200.00000
22,2011,22069,3510.00000
4,2017,04005,18592.00000
5,2017,05091,1836.00000
13,2018,13301,552.00000
19,2018,19075,0.00000
13,2018,13137,0.00000
37,2010,37085,1215.00000
37,2010,37057,510.00000
17,2008,17165,2952.00000
1,2012,01107,145.00000
2,2012,02240,2288.00000
18,2017,18167,14868.00000
18,2017,18041,1596.00000
40,2018,40147,910.00000
8,2006,08045,6787.00000
42,2017,42003,3389032.00000
27,2013,27139,19238.00000
27,2013,27151,1156.00000
28,2013,28135,1696.00000
48,2013,48365,0.00000
48,2013,48323,4608.00000
28,2008,28149,1296.00000
28,2008,28153,2744.00000
28,2008,28007,0.00000
28,2008,28025,0.00000
12,2017,12079,85.00000
47,2018,47081,1470.00000
47,2018,47127,0.00000
53,2015,53005,16133.00000
17,2015,17019,236715.00000
37,2012,37027,0.00000
48,2010,48419,564.00000
48,2010,48045,91.00000
48,2010,48205,91.00000
48,2010,48407,1108.00000
48,2010,48265,14100.00000
48,2010,48007,4584.00000
48,2010,48067,609.00000
26,2008,26105,252.00000
26,2008,26079,3620.00000
26,2008,26071,2840.00000
1,2010,01065,1308.00000
2,2010,02198,512.00000
22,2009,22041,636.00000
22,2009,22119,0.00000
22,2009,22023,2790.00000
54,2014,54005,0.00000
55,2014,55007,2202.00000
39,2015,39123,20345.00000
39,2015,39011,4598.00000
6,2016,06029,86460.00000
27,2010,27089,2712.00000
27,2010,27129,1356.00000
26,2011,26069,27840.00000
28,2011,28159,1270.00000
28,2011,28089,1980.00000
28,2011,28151,779.00000
45,2011,45023,1320.00000
8,2011,,3374.00000
20,2016,20001,310.00000
20,2016,20049,404.00000
45,2017,45013,19762.00000
45,2017,45011,1680.00000
46,2017,46047,308.00000
47,2017,47173,324.00000
47,2017,47017,0.00000
47,2017,47141,0.00000
47,2017,47105,0.00000
55,2015,55045,176.00000
27,2005,27069,406.00000
27,2005,27005,9160.00000
21,2013,21203,0.00000
30,2009,30023,1233.00000
31,2009,31139,484.00000
13,2009,13247,6495.00000
12,2012,12127,45212.00000
12,2012,12113,0.00000
12,2012,12087,49724.00000
48,2012,48253,2208.00000
48,2012,48341,0.00000
48,2012,48067,1638.00000
5,2012,05017,616.00000
21,2006,21091,321.00000
25,2008,25003,30888.00000
19,2011,19141,720.00000
20,2011,20049,32.00000
5,2015,05135,0.00000
48,2014,48317,318.00000
48,2014,48249,0.00000
48,2014,48499,440.00000
48,2014,48103,96.00000
51,2014,51775,10720.00000
13,2007,13055,2850.00000
37,2007,37105,3757.00000
37,2007,37075,381.00000
37,2007,37173,635.00000
8,2016,08079,225.00000
13,2015,13185,16050.00000
13,2015,13227,5190.00000
13,2015,13219,564.00000
16,2015,16017,5193.00000
51,2016,51053,4900.00000
51,2016,51127,1194.00000
51,2016,51179,101682.00000
51,2016,51091,177.00000
12,2016,12027,5112.00000
12,2016,12007,320.00000
18,2006,18001,2520.00000
18,2006,18177,0.00000
27,2009,27053,531002.00000
29,2017,29185,69.00000
29,2017,29229,872.00000
5,2016,05005,0.00000
5,2016,05025,0.00000
5,2016,05053,0.00000
28,2016,28091,0.00000
42,2014,42063,15640.00000
29,2015,29225,1008.00000
29,2015,29135,1544.00000
30,2015,30059,113.00000
46,2015,46025,433.00000
46,2015,46127,630.00000
47,2015,47045,712.00000
47,2015,47167,130.00000
47,2015,47183,847.00000
47,2015,47055,3016.00000
47,2015,47003,5661.00000
47,2015,47185,0.00000
50,2008,50007,79415.00000
25,2013,25001,68581.00000
29,2016,29223,0.00000
37,2014,37091,170.00000
37,2014,37173,0.00000
37,2014,37043,1068.00000
35,2015,35061,8460.00000
36,2013,36081,28101784.00000
37,2013,37031,12948.00000
35,2018,35035,7008.00000
35,2018,35047,11613.00000
13,2008,13059,21900.00000
13,2008,13195,654.00000
40,2011,40071,11506.00000
40,2011,40035,1240.00000
27,2006,27039,9865.00000
53,2013,53043,3776.00000
26,2012,26065,111731.00000
26,2012,26101,3980.00000
27,2012,27039,3995.00000
29,2014,29023,950.00000
18,2016,18043,380.00000
19,2016,19017,2504.00000
19,2016,19081,4100.00000
19,2016,19015,7525.00000
26,2009,26089,1330.00000
26,2009,26085,1124.00000
26,2007,26137,7392.00000
27,2007,27121,2392.00000
22,2018,22069,1035.00000
46,2013,46097,0.00000
18,2009,18017,385.00000
18,2009,18085,6384.00000
18,2010,18147,2070.00000
18,2010,18061,4008.00000
18,2010,18001,1946.00000
19,2010,19021,114.00000
20,2010,20049,216.00000
20,2010,20163,314.00000
20,2010,20075,240.00000
21,2010,21209,19362.00000
22,2012,22085,1652.00000
22,2012,22093,658.00000
23,2012,23007,135.00000
45,2012,45079,108387.00000
45,2012,45057,714.00000
40,2005,40045,0.00000
41,2005,,36137.00000
29,2006,29015,846.00000
55,2010,55135,5964.00000
48,2016,48085,121329.00000
48,2016,48493,726.00000
48,2016,48467,180.00000
48,2016,48413,81.00000
37,2005,37073,267.00000
37,2005,37003,0.00000
37,2005,37135,11704.00000
37,2005,37059,0.00000
1,2005,01049,5166.00000
44,2012,44005,19481.00000
47,2009,47137,0.00000
16,2006,16031,5682.00000
18,2018,18143,565.00000
18,2018,18065,195.00000
18,2018,18059,1100.00000
20,2005,20043,0.00000
20,2005,20031,90.00000
20,2005,20109,51.00000
18,2015,18111,644.00000
18,2015,18127,36036.00000
18,2014,18151,0.00000
18,2014,18145,0.00000
48,2017,48099,475.00000
48,2017,48505,159.00000
21,2014,21185,3122.00000
22,2014,22085,3458.00000
32,2011,32015,3722.00000
23,2008,23015,6830.00000
42,2013,42067,330.00000
42,2013,42103,9072.00000
39,2012,39131,0.00000
39,2012,39009,1380.00000
40,2012,40025,82.00000
46,2018,46117,248.00000
28,2017,28047,10948.00000
28,2017,28145,114.00000
19,2015,19107,1056.00000
20,2015,20181,360.00000
20,2015,20093,52.00000
18,2012,18181,864.00000
18,2012,18083,830.00000
27,2015,27095,4417.00000
27,2015,27003,149453.00000
32,2015,32003,1665323.00000
38,2015,38085,1376.00000
54,2008,54009,1038.00000
46,2016,46007,810.00000
39,2016,39093,33618.00000
39,2016,39083,14052.00000
39,2016,39015,828.00000
39,2016,39091,0.00000
39,2016,39141,4794.00000
40,2010,40115,351.00000
39,2009,39031,4200.00000
39,2009,39019,1505.00000
41,2009,41051,717995.00000
41,2009,41059,0.00000
41,2009,41065,136.00000
17,2010,17199,9240.00000
17,2010,17181,1725.00000
1,2011,01091,3102.00000
2,2011,02070,596.00000
2,2011,02170,0.00000
45,2010,45075,3740.00000
46,2010,46005,0.00000
50,2018,50021,2020.00000
51,2018,51775,8545.00000
51,2018,51105,396.00000
28,2018,28017,644.00000
13,2006,13281,0.00000
21,2015,21039,2826.00000
21,2015,21091,165.00000
22,2015,22093,0.00000
22,2015,22053,952.00000
38,2011,38097,1588.00000
13,2014,13095,16524.00000
19,2017,19179,198.00000
19,2017,19057,1991.00000
19,2017,19103,76512.00000
19,2017,19131,192.00000
19,2017,19187,2532.00000
22,2006,22097,20216.00000
19,2014,19137,3576.00000
20,2017,20033,573.00000
20,2017,20067,994.00000
20,2017,20175,2485.00000
21,2017,21151,4788.00000
21,2017,21165,296.00000
22,2017,22063,0.00000
46,2012,46043,0.00000
17,2005,17043,570605.00000
4,2014,04003,13728.00000
5,2014,05129,1056.00000
5,2014,05115,781.00000
5,2014,05137,57.00000
47,2005,47085,430.00000
19,2005,19083,1704.00000
21,2008,21131,1071.00000
21,2008,21193,2856.00000
21,2008,21223,740.00000
46,2009,46059,30.00000
19,2009,19073,916.00000
19,2009,19173,1515.00000
47,2006,47075,0.00000
28,2006,28093,8718.00000
1,2016,01123,1050.00000
1,2016,01083,1584.00000
2,2016,02016,592.00000
39,2007,39057,18515.00000
31,2013,31017,0.00000
31,2013,31129,0.00000
1,2014,01109,2384.00000
1,2014,01083,0.00000
50,2005,50017,5010.00000
37,2018,37001,7776.00000
24,2017,24009,43472.00000
25,2017,25013,136519.00000
40,2015,40133,1620.00000
40,2015,40109,44604.00000
40,2015,40101,0.00000
39,2017,39001,174.00000
39,2017,39161,558.00000
39,2017,39129,611.00000
39,2013,39017,51755.00000
39,2013,39093,52186.00000
39,2013,39055,2877.00000
40,2013,40037,13410.00000
20,2007,20051,1824.00000
20,2007,20209,83790.00000
21,2007,21111,409170.00000
21,2007,21239,0.00000
21,2007,21211,1080.00000
21,2007,21181,2388.00000
22,2007,22053,1120.00000
22,2007,22015,3366.00000
36,2014,36099,3550.00000
1,2008,01125,4468.00000
50,2006,50009,588.00000
8,2005,08043,2618.00000
28,2014,28121,0.00000
38,2018,38093,0.00000
38,2006,38101,0.00000
30,2006,30061,470.00000
31,2006,31015,103.00000
31,2006,31069,103.00000
28,2012,28075,7486.00000
29,2012,29181,276.00000
29,2012,29039,78.00000
30,2016,30107,80.00000
30,2016,30053,0.00000
30,2016,30081,9460.00000
31,2016,31027,0.00000
31,2016,31047,0.00000
23,2016,23031,39586.00000
38,2008,38021,1236.00000
