ST_code,ST_name,COUNTY,DVMT,Total_VMT,
38,North Dakota,49,"319,860",116749027.8,2013
38,North Dakota,51,"56,211",20517164.29,2013
38,North Dakota,53,"1,372,936",501121706.8,2013
38,North Dakota,55,"517,058",188726029.1,2013
38,North Dakota,57,"225,667",82368570.71,2013
38,North Dakota,59,"1,102,173",402293204.5,2013
38,North Dakota,61,"896,934",327380960.4,2013
38,North Dakota,63,"155,012",56579296.78,2013
38,North Dakota,65,"75,474",27548051.98,2013
38,North Dakota,67,"301,948",110211151,2013
38,North Dakota,69,"128,477",46894242.24,2013
38,North Dakota,71,"365,487",133402579.8,2013
38,North Dakota,73,"96,897",35367557.21,2013
38,North Dakota,75,"93,318",34061247.39,2013
38,North Dakota,77,"624,344",227885672.1,2013
38,North Dakota,79,"197,575",72114973.55,2013
38,North Dakota,81,"128,288",46825129.49,2013
38,North Dakota,83,"47,520",17344744.52,2013
38,North Dakota,85,"99,540",36332108.76,2013
38,North Dakota,87,"74,225",27092195.81,2013
38,North Dakota,89,"1,035,315",377890045.4,2013
38,North Dakota,91,"63,943",23339115.43,2013
38,North Dakota,93,"824,477",300934201,2013
38,North Dakota,95,"76,647",27976259.76,2013
38,North Dakota,97,"526,505",192174313,2013
38,North Dakota,99,"387,956",141603939.3,2013
38,North Dakota,101,"1,688,242",616208342.4,2013
38,North Dakota,103,"181,212",66142486.22,2013
38,North Dakota,105,"1,448,905",528850158.9,2013
39,Ohio,1,"521,215",190243309.3,2013
39,Ohio,3,"2,310,948",843496027.3,2013
39,Ohio,5,"1,626,304",593600954.9,2013
39,Ohio,7,"2,184,640",797393693.1,2013
39,Ohio,9,"1,189,233",434070085.2,2013
39,Ohio,11,"1,233,104",450083008.2,2013
39,Ohio,13,"2,314,644",844844981.2,2013
39,Ohio,15,"887,710",324014024.4,2013
39,Ohio,17,"6,698,910",2445102102,2013
39,Ohio,19,"506,273",184789462.5,2013
39,Ohio,21,"644,666",235303142.2,2013
39,Ohio,23,"3,418,698",1247824935,2013
39,Ohio,25,"3,902,056",1424250415,2013
39,Ohio,27,"1,326,627",484218991.5,2013
39,Ohio,29,"1,735,631",633505344.2,2013
39,Ohio,31,"561,051",204783625.2,2013
39,Ohio,33,"774,239",282597222.2,2013
39,Ohio,35,"24,060,378",8782038090,2013
39,Ohio,37,"859,911",313867577.8,2013
39,Ohio,39,"713,920",260580629.5,2013
39,Ohio,41,"4,479,457",1635001896,2013
39,Ohio,43,"2,852,351",1041107996,2013
39,Ohio,45,"2,504,253",914052491,2013
39,Ohio,47,"1,275,958",465724526.2,2013
39,Ohio,49,"26,022,582",9498242472,2013
39,Ohio,51,"1,359,596",496252561.5,2013
39,Ohio,53,"835,455",304940908.6,2013
39,Ohio,55,"1,779,461",649503137.3,2013
39,Ohio,57,"3,546,045",1294306409,2013
39,Ohio,59,"1,787,959",652605177,2013
39,Ohio,61,"20,924,172",7637322831,2013
39,Ohio,63,"2,361,665",862007712.2,2013
39,Ohio,65,"461,477",168438983.8,2013
39,Ohio,67,"415,852",151785914.3,2013
39,Ohio,69,"691,278",252316356.9,2013
39,Ohio,71,"681,928",248903814.2,2013
39,Ohio,73,"650,378",237387904.3,2013
39,Ohio,75,"567,054",206974876.4,2013
39,Ohio,77,"913,403",333392001.9,2013
39,Ohio,79,"806,847",294499289.7,2013
39,Ohio,81,"1,202,572",438938838.4,2013
39,Ohio,83,"811,999",296379554.7,2013
39,Ohio,85,"5,131,257",1872908878,2013
39,Ohio,87,"1,047,471",382326850,2013
39,Ohio,89,"4,128,112",1506760933,2013
39,Ohio,91,"985,959",359875181,2013
39,Ohio,93,"5,634,408",2056559024,2013
39,Ohio,95,"7,981,385",2913205545,2013
39,Ohio,97,"1,866,626",681318496.6,2013
39,Ohio,99,"4,934,025",1800919219,2013
39,Ohio,101,"1,218,521",444760191.3,2013
39,Ohio,103,"3,683,517",1344483771,2013
39,Ohio,105,"501,072",182891458.9,2013
39,Ohio,107,"679,802",248127700.4,2013
39,Ohio,109,"2,343,577",855405457.5,2013
39,Ohio,111,"293,290",107050777,2013
39,Ohio,113,"10,217,248",3729295523,2013
39,Ohio,115,"228,425",83375127.56,2013
39,Ohio,117,"1,496,743",546311184.8,2013
39,Ohio,119,"2,379,466",868505176.1,2013
39,Ohio,121,"483,184",176362258.6,2013
39,Ohio,123,"1,048,080",382549360.2,2013
39,Ohio,125,"464,842",169667338.4,2013
39,Ohio,127,"470,467",171720341.9,2013
39,Ohio,129,"1,319,070",481460469,2013
39,Ohio,131,"639,101",233271697.1,2013
39,Ohio,133,"4,026,992",1469851931,2013
39,Ohio,135,"1,157,702",422561071.6,2013
39,Ohio,137,"525,005",191626993.6,2013
39,Ohio,139,"2,861,244",1044354048,2013
39,Ohio,141,"1,829,439",667745165.7,2013
39,Ohio,143,"2,297,214",838483158.2,2013
39,Ohio,145,"1,349,043",492400830.1,2013
39,Ohio,147,"823,907",300726231.3,2013
39,Ohio,149,"1,428,017",521226334.9,2013
39,Ohio,151,"6,477,429",2364261597,2013
39,Ohio,153,"12,496,466",4561210234,2013
39,Ohio,155,"4,241,827",1548266862,2013
39,Ohio,157,"2,161,003",788766199,2013
39,Ohio,159,"1,702,521",621420281.1,2013
39,Ohio,161,"706,365",257823179.4,2013
39,Ohio,163,"258,809",94465157.25,2013
39,Ohio,165,"4,570,513",1668237314,2013
39,Ohio,167,"1,455,899",531403305.8,2013
39,Ohio,169,"2,196,703",801796710.3,2013
39,Ohio,171,"1,110,824",405450738.1,2013
39,Ohio,173,"4,254,264",1552806507,2013
39,Ohio,175,"852,304",311090844.3,2013
40,Oklahoma,1,"360,097",131435514.5,2013
40,Oklahoma,3,"245,634",89656483,2013
40,Oklahoma,5,"961,659",351005462,2013
40,Oklahoma,7,"412,430",150536950,2013
40,Oklahoma,9,"1,066,414",389241018.8,2013
40,Oklahoma,11,"367,010",133958598.9,2013
40,Oklahoma,13,"1,346,244",491379209.7,2013
40,Oklahoma,15,"994,796",363100536.4,2013
40,Oklahoma,17,"3,116,342",1137464965,2013
40,Oklahoma,19,"1,639,474",598407955.3,2013
40,Oklahoma,21,"827,182",301921535.9,2013
40,Oklahoma,23,"464,846",169668680.5,2013
40,Oklahoma,25,"210,346",76776107.5,2013
40,Oklahoma,27,"4,835,689",1765026503,2013
40,Oklahoma,29,"214,257",78203914.5,2013
40,Oklahoma,31,"2,282,963",833281608.2,2013
40,Oklahoma,33,"309,443",112946695,2013
40,Oklahoma,35,"755,886",275898499.5,2013
40,Oklahoma,37,"2,206,821",805489508.1,2013
40,Oklahoma,39,"1,131,001",412815204.4,2013
40,Oklahoma,41,"914,635",333841939.3,2013
40,Oklahoma,43,"320,345",116925961.5,2013
40,Oklahoma,45,"285,844",104332950.5,2013
40,Oklahoma,47,"1,353,274",493944838.5,2013
40,Oklahoma,49,"1,414,185",516177437.4,2013
40,Oklahoma,51,"1,560,053",569419345,2013
40,Oklahoma,53,"242,306",88441690,2013
40,Oklahoma,55,"119,462",43603447.5,2013
40,Oklahoma,57,"54,804",20003460,2013
40,Oklahoma,59,"219,774",80217583,2013
40,Oklahoma,61,"282,274",103029973.5,2013
40,Oklahoma,63,"288,846",105428676.9,2013
40,Oklahoma,65,"494,352",180438622.4,2013
40,Oklahoma,67,"175,034",63887264,2013
40,Oklahoma,69,"299,889",109459375.5,2013
40,Oklahoma,71,"1,336,784",487926181.9,2013
40,Oklahoma,73,"444,696",162313857.5,2013
40,Oklahoma,75,"277,774",101387510,2013
40,Oklahoma,77,"254,653",92948199,2013
40,Oklahoma,79,"1,219,036",444948256.8,2013
40,Oklahoma,81,"1,352,716",493741230.5,2013
40,Oklahoma,83,"1,060,791",387188729.6,2013
40,Oklahoma,85,"891,228",325298147,2013
40,Oklahoma,87,"1,910,516",697338241.5,2013
40,Oklahoma,89,"899,425",328290168.8,2013
40,Oklahoma,91,"1,122,586",409743817,2013
40,Oklahoma,93,"427,702",156111157,2013
40,Oklahoma,95,"372,411",135929905.5,2013
40,Oklahoma,97,"1,501,108",547904471.1,2013
40,Oklahoma,99,"578,717",211231632,2013
40,Oklahoma,101,"1,873,121",683689176,2013
40,Oklahoma,103,"964,308",351972420,2013
40,Oklahoma,105,"274,943",100354326.4,2013
40,Oklahoma,107,"472,055",172300111.5,2013
40,Oklahoma,109,"21,785,260",7951619758,2013
40,Oklahoma,111,"1,123,342",410019709.6,2013
40,Oklahoma,113,"765,658",279465166.4,2013
40,Oklahoma,115,"1,266,038",462103943,2013
40,Oklahoma,117,"578,466",211140126.5,2013
40,Oklahoma,119,"1,685,391",615167747.9,2013
40,Oklahoma,121,"1,702,122",621274376.7,2013
40,Oklahoma,123,"900,697",328754445.2,2013
40,Oklahoma,125,"1,797,842",656212384.8,2013
40,Oklahoma,127,"392,679",143327798.5,2013
40,Oklahoma,129,"233,505",85229252,2013
40,Oklahoma,131,"2,498,110",911810091.6,2013
40,Oklahoma,133,"872,942",318623830,2013
40,Oklahoma,135,"1,324,177",483324780.2,2013
40,Oklahoma,137,"911,085",332546156.4,2013
40,Oklahoma,139,"742,402",270976810.3,2013
40,Oklahoma,141,"172,527",62972355,2013
40,Oklahoma,143,"15,942,395",5818974095,2013
40,Oklahoma,145,"1,713,173",625308035.5,2013
40,Oklahoma,147,"950,394",346893704.2,2013
40,Oklahoma,149,"574,339",209633808,2013
40,Oklahoma,151,"313,113",114286201.2,2013
40,Oklahoma,153,"651,200",237688135.1,2013
41,Oregon,1,"784,777",286443502.8,2013
41,Oregon,3,"1,146,007",418292460.1,2013
41,Oregon,5,"7,330,574",2675659528,2013
41,Oregon,7,"1,045,773",381706995.4,2013
41,Oregon,9,"849,290",309990777,2013
41,Oregon,11,"1,139,659",415975462,2013
41,Oregon,13,"416,926",152177807.5,2013
41,Oregon,15,"407,126",148601077.6,2013
41,Oregon,17,"3,075,161",1122433882,2013
41,Oregon,19,"3,702,898",1351557628,2013
41,Oregon,21,"409,839",149591052.5,2013
41,Oregon,23,"181,875",66384250.9,2013
41,Oregon,25,"222,093",81063923.1,2013
41,Oregon,27,"857,179",312870262,2013
41,Oregon,29,"3,922,199",1431602474,2013
41,Oregon,31,"595,766",217454590,2013
41,Oregon,33,"1,620,148",591353866.7,2013
41,Oregon,35,"1,577,409",575754431,2013
41,Oregon,37,"229,549",83785458,2013
41,Oregon,39,"6,504,874",2374279163,2013
41,Oregon,41,"1,132,239",413267089,2013
41,Oregon,43,"3,696,788",1349327624,2013
41,Oregon,45,"893,480",326120108.8,2013
41,Oregon,47,"7,173,223",2618226508,2013
41,Oregon,49,"527,886",192678207.5,2013
41,Oregon,51,"13,991,755",5106990487,2013
41,Oregon,53,"1,416,422",516994106.7,2013
41,Oregon,55,"321,549",117365202.5,2013
41,Oregon,57,"731,221",266895665,2013
41,Oregon,59,"2,017,389",736347039.8,2013
41,Oregon,61,"757,906",276635799.5,2013
41,Oregon,63,"146,013",53294854.5,2013
41,Oregon,65,"1,096,935",400381099.8,2013
41,Oregon,67,"8,835,719",3225037329,2013
41,Oregon,69,"56,844",20747987,2013
41,Oregon,71,"1,455,691",531327178.5,2013
42,Pennsylvania,1,"1,882,010",686933689.8,2013
42,Pennsylvania,3,"17,744,183",6476626914,2013
42,Pennsylvania,5,"1,252,130",457027494.9,2013
42,Pennsylvania,7,"2,668,933",974160660.7,2013
42,Pennsylvania,9,"2,226,792",812779174.5,2013
42,Pennsylvania,11,"7,386,361",2696021679,2013
42,Pennsylvania,13,"2,420,570",883507935,2013
42,Pennsylvania,15,"1,187,672",433500097.5,2013
42,Pennsylvania,17,"11,186,323",4083007883,2013
42,Pennsylvania,19,"3,931,773",1435097269,2013
42,Pennsylvania,21,"2,221,388",810806621.1,2013
42,Pennsylvania,23,"86,476",31563766.28,2013
42,Pennsylvania,25,"1,629,135",594634337.8,2013
42,Pennsylvania,27,"3,272,297",1194388289,2013
42,Pennsylvania,29,"10,005,852",3652135831,2013
42,Pennsylvania,31,"1,314,731",479876847.1,2013
42,Pennsylvania,33,"2,153,076",785872687.1,2013
42,Pennsylvania,35,"1,139,527",415927458.3,2013
42,Pennsylvania,37,"1,586,489",579068314.5,2013
42,Pennsylvania,39,"1,724,115",629301940.3,2013
42,Pennsylvania,41,"6,295,300",2297784529,2013
42,Pennsylvania,43,"7,058,166",2576230427,2013
42,Pennsylvania,45,"7,826,320",2856606903,2013
42,Pennsylvania,47,"618,167",225631102.8,2013
42,Pennsylvania,49,"4,531,258",1653909192,2013
42,Pennsylvania,51,"2,047,788",747442690.1,2013
42,Pennsylvania,53,"142,595",52047177.92,2013
42,Pennsylvania,55,"3,174,478",1158684358,2013
42,Pennsylvania,57,"912,213",332957847.6,2013
42,Pennsylvania,59,"828,157",302277188.9,2013
42,Pennsylvania,61,"766,356",279720055.7,2013
42,Pennsylvania,63,"1,673,295",610752786,2013
42,Pennsylvania,65,"1,273,317",464760680.5,2013
42,Pennsylvania,67,"563,451",205659759.9,2013
42,Pennsylvania,69,"4,146,639",1513523130,2013
42,Pennsylvania,71,"9,372,438",3420939714,2013
42,Pennsylvania,73,"1,509,555",550987428.3,2013
42,Pennsylvania,75,"2,599,068",948659828.8,2013
42,Pennsylvania,77,"6,752,492",2464659513,2013
42,Pennsylvania,79,"6,355,159",2319633119,2013
42,Pennsylvania,81,"2,514,018",917616719.3,2013
42,Pennsylvania,83,"741,556",270667970.7,2013
42,Pennsylvania,85,"2,759,677",1007282274,2013
42,Pennsylvania,87,"827,079",301883702.1,2013
42,Pennsylvania,89,"3,591,950",1311061920,2013
42,Pennsylvania,91,"15,694,538",5728506513,2013
42,Pennsylvania,93,"731,663",267056980.8,2013
42,Pennsylvania,95,"4,737,470",1729176568,2013
42,Pennsylvania,97,"1,684,465",614829614.4,2013
42,Pennsylvania,99,"1,165,174",425288559.6,2013
42,Pennsylvania,101,"12,483,134",4556343861,2013
42,Pennsylvania,103,"1,255,386",458216021.4,2013
42,Pennsylvania,105,"288,893",105446116.9,2013
42,Pennsylvania,107,"3,043,538",1110891229,2013
42,Pennsylvania,109,"858,746",313442378,2013
42,Pennsylvania,111,"2,135,080",779304248.5,2013
42,Pennsylvania,113,"158,788",57957572.92,2013
42,Pennsylvania,115,"1,141,161",416523922,2013
42,Pennsylvania,117,"1,175,025",428884269.5,2013
42,Pennsylvania,119,"1,015,301",370585014.3,2013
42,Pennsylvania,121,"1,386,661",506131253,2013
42,Pennsylvania,123,"738,184",269437057.4,2013
42,Pennsylvania,125,"4,232,229",1544763594,2013
42,Pennsylvania,127,"807,467",294725613,2013
42,Pennsylvania,129,"7,202,882",2629052061,2013
42,Pennsylvania,131,"598,187",218338366,2013
42,Pennsylvania,133,"7,117,820",2598004145,2013
44,Rhode Island,1,"550,338",200873317.1,2013
44,Rhode Island,3,"4,087,306",1491866609,2013
44,Rhode Island,5,"1,516,130",553387446.4,2013
44,Rhode Island,7,"10,505,852",3834635895,2013
44,Rhode Island,9,"3,447,682",1258404095,2013
45,South Carolina,1,"439,233",160320092.5,2013
45,South Carolina,3,"4,152,983",1515838857,2013
45,South Carolina,5,"234,491",85589302.6,2013
45,South Carolina,7,"4,901,364",1788997861,2013
45,South Carolina,9,"343,277",125296170.7,2013
45,South Carolina,11,"478,006",174472109.7,2013
45,South Carolina,13,"2,953,347",1077971582,2013
45,South Carolina,15,"3,903,365",1424728046,2013
45,South Carolina,17,"1,247,927",455493289.3,2013
45,South Carolina,19,"9,179,230",3350419067,2013
45,South Carolina,21,"1,824,806",666054120.7,2013
45,South Carolina,23,"1,371,982",500773488.4,2013
45,South Carolina,25,"1,023,617",373620241.5,2013
45,South Carolina,27,"1,549,446",565547687.8,2013
45,South Carolina,29,"2,093,148",763999009.1,2013
45,South Carolina,31,"1,655,301",604184919.4,2013
45,South Carolina,33,"1,284,061",468682443.9,2013
45,South Carolina,35,"2,862,537",1044825903,2013
45,South Carolina,37,"491,913",179548307.1,2013
45,South Carolina,39,"1,240,024",452608880.5,2013
45,South Carolina,41,"3,796,675",1385786222,2013
45,South Carolina,43,"1,624,959",593110213.9,2013
45,South Carolina,45,"9,447,444",3448316983,2013
45,South Carolina,47,"1,349,099",492421310.2,2013
45,South Carolina,49,"653,532",238539191,2013
45,South Carolina,51,"7,341,732",2679732129,2013
45,South Carolina,53,"2,404,071",877485798.2,2013
45,South Carolina,55,"1,851,182",675681331.5,2013
45,South Carolina,57,"1,542,109",562869879.9,2013
45,South Carolina,59,"2,070,801",755842350.4,2013
45,South Carolina,61,"891,228",325298212.7,2013
45,South Carolina,63,"7,218,275",2634670357,2013
45,South Carolina,65,"232,831",84983285.8,2013
45,South Carolina,67,"950,583",346962700.1,2013
45,South Carolina,69,"656,920",239775964.3,2013
45,South Carolina,71,"1,786,962",652241232.2,2013
45,South Carolina,73,"1,448,295",528627805.7,2013
45,South Carolina,75,"3,670,220",1339630362,2013
45,South Carolina,77,"1,979,704",722592124.3,2013
45,South Carolina,79,"9,695,492",3538854697,2013
45,South Carolina,81,"472,580",172491773.7,2013
45,South Carolina,83,"7,847,048",2864172425,2013
45,South Carolina,85,"2,423,377",884532459,2013
45,South Carolina,87,"588,771",214901466.1,2013
45,South Carolina,89,"796,288",290645295.2,2013
45,South Carolina,91,"5,169,502",1886868277,2013
46,Sount Dakota,3,"249,818",91183544.82,2013
46,Sount Dakota,5,"329,042",120100295.3,2013
46,Sount Dakota,7,"71,815",26212329,2013
46,Sount Dakota,9,"143,914",52528474.95,2013
46,Sount Dakota,11,"665,554",242927315.5,2013
46,Sount Dakota,13,"765,876",279544659,2013
46,Sount Dakota,15,"300,397",109645073.6,2013
46,Sount Dakota,17,"43,697",15949575.46,2013
46,Sount Dakota,19,"297,560",108609385.8,2013
46,Sount Dakota,21,"54,702",19966267.6,2013
46,Sount Dakota,23,"185,029",67535738.67,2013
46,Sount Dakota,25,"126,852",46301159.22,2013
46,Sount Dakota,27,"258,749",94443416.76,2013
46,Sount Dakota,29,"651,778",237898885.7,2013
46,Sount Dakota,31,"125,419",45777994.5,2013
46,Sount Dakota,33,"318,049",116087771.5,2013
46,Sount Dakota,35,"464,652",169597918.7,2013
46,Sount Dakota,37,"200,113",73041365.45,2013
46,Sount Dakota,39,"266,460",97257799.26,2013
46,Sount Dakota,41,"119,462",43603728.55,2013
46,Sount Dakota,43,"99,676",36381632.33,2013
46,Sount Dakota,45,"165,433",60383023.1,2013
46,Sount Dakota,47,"215,380",78613732.85,2013
46,Sount Dakota,49,"85,414",31176024.59,2013
46,Sount Dakota,51,"243,063",88718060.34,2013
46,Sount Dakota,53,"113,492",41424725.64,2013
46,Sount Dakota,55,"75,183",27441643.53,2013
46,Sount Dakota,57,"175,531",64068875.23,2013
46,Sount Dakota,59,"112,045",40896587.43,2013
46,Sount Dakota,61,"267,476",97628867.39,2013
46,Sount Dakota,63,"125,849",45934949.97,2013
46,Sount Dakota,65,"303,391",110737880,2013
46,Sount Dakota,67,"219,007",79937529.09,2013
46,Sount Dakota,69,"71,124",25960259.64,2013
46,Sount Dakota,71,"377,600",137823821.2,2013
46,Sount Dakota,73,"66,953",24437762.88,2013
46,Sount Dakota,75,"229,986",83944966.65,2013
46,Sount Dakota,77,"177,033",64616950.1,2013
46,Sount Dakota,79,"183,719",67057466.39,2013
46,Sount Dakota,81,"655,983",239433739.2,2013
46,Sount Dakota,83,"1,342,367",489964028.7,2013
46,Sount Dakota,85,"445,066",162448960.1,2013
46,Sount Dakota,87,"356,449",130103737.9,2013
46,Sount Dakota,89,"56,770",20720970.43,2013
46,Sount Dakota,91,"108,706",39677765.56,2013
46,Sount Dakota,93,"734,453",268075451.2,2013
46,Sount Dakota,95,"69,913",25518213.98,2013
46,Sount Dakota,97,"85,370",31159871.52,2013
46,Sount Dakota,99,"3,474,927",1268348423,2013
46,Sount Dakota,101,"464,883",169682327.1,2013
46,Sount Dakota,103,"2,484,750",906933612,2013
46,Sount Dakota,105,"89,803",32778153.04,2013
46,Sount Dakota,107,"88,362",32251971.23,2013
46,Sount Dakota,109,"467,371",170590353,2013
46,Sount Dakota,111,"117,843",43012646.09,2013
46,Sount Dakota,113,"267,641",97688970.11,2013
46,Sount Dakota,115,"231,492",84494569.78,2013
46,Sount Dakota,117,"145,444",53087113.66,2013
46,Sount Dakota,119,"61,021",22272749.68,2013
46,Sount Dakota,121,"226,481",82665633.99,2013
46,Sount Dakota,123,"142,289",51935409.08,2013
46,Sount Dakota,125,"161,592",58980917.94,2013
46,Sount Dakota,127,"761,268",277862866.4,2013
46,Sount Dakota,129,"132,325",48298449.07,2013
46,Sount Dakota,135,"414,058",151131139.3,2013
46,Sount Dakota,137,"61,097",22300573.63,2013
47,Tennessee,1,"1,844,662",673301772.4,2013
47,Tennessee,3,"795,221",290255530,2013
47,Tennessee,5,"550,401",200896445.3,2013
47,Tennessee,7,"176,826",64541566.65,2013
47,Tennessee,9,"2,254,618",822935683.2,2013
47,Tennessee,11,"2,389,736",872253771.4,2013
47,Tennessee,13,"1,472,207",537355522.2,2013
47,Tennessee,15,"226,071",82516050.05,2013
47,Tennessee,17,"591,225",215796964.4,2013
47,Tennessee,19,"930,011",339454172,2013
47,Tennessee,21,"1,024,633",373990997.6,2013
47,Tennessee,23,"300,203",109574036.6,2013
47,Tennessee,25,"550,921",201086245.3,2013
47,Tennessee,27,"126,826",46291614.1,2013
47,Tennessee,29,"1,045,297",381533244.4,2013
47,Tennessee,31,"1,979,152",722390465.4,2013
47,Tennessee,33,"407,908",148886529.5,2013
47,Tennessee,35,"1,936,285",706744079.8,2013
47,Tennessee,37,"19,083,418",6965447694,2013
47,Tennessee,39,"437,580",159716780.3,2013
47,Tennessee,41,"328,234",119805490.3,2013
47,Tennessee,43,"1,506,968",550043367.5,2013
47,Tennessee,45,"903,325",329713533.8,2013
47,Tennessee,47,"1,411,752",515289655.2,2013
47,Tennessee,49,"295,243",107763727.9,2013
47,Tennessee,51,"682,233",249015074.2,2013
47,Tennessee,53,"836,202",305213850.5,2013
47,Tennessee,55,"891,216",325293708.6,2013
47,Tennessee,57,"471,368",172049258,2013
47,Tennessee,59,"1,869,409",682334157.3,2013
47,Tennessee,61,"449,884",164207550.5,2013
47,Tennessee,63,"1,406,441",513350972.3,2013
47,Tennessee,65,"8,558,475",3123843262,2013
47,Tennessee,67,"75,497",27556277.25,2013
47,Tennessee,69,"482,011",175934080.7,2013
47,Tennessee,71,"537,946",196350195.1,2013
47,Tennessee,73,"845,856",308737261.2,2013
47,Tennessee,75,"1,176,507",429425171.8,2013
47,Tennessee,77,"1,314,383",479749849.8,2013
47,Tennessee,79,"646,827",236091920.7,2013
47,Tennessee,81,"840,726",306864935.3,2013
47,Tennessee,83,"111,047",40532045.5,2013
47,Tennessee,85,"733,512",267731989.5,2013
47,Tennessee,87,"182,682",66678970.15,2013
47,Tennessee,89,"2,061,185",752332576.1,2013
47,Tennessee,91,"264,747",96632556.45,2013
47,Tennessee,93,"12,183,738",4447064454,2013
47,Tennessee,95,"73,324",26763292.85,2013
47,Tennessee,97,"439,786",160521747.7,2013
47,Tennessee,99,"696,165",254100272.5,2013
47,Tennessee,101,"155,055",56595188.15,2013
47,Tennessee,103,"698,592",254986061.8,2013
47,Tennessee,105,"1,864,972",680714918.7,2013
47,Tennessee,107,"1,797,185",655972492.2,2013
47,Tennessee,109,"601,579",219576367.9,2013
47,Tennessee,111,"310,898",113477948.9,2013
47,Tennessee,113,"3,166,666",1155832929,2013
47,Tennessee,115,"1,726,982",630348565.1,2013
47,Tennessee,117,"764,375",278996740,2013
47,Tennessee,119,"2,179,927",795673176.2,2013
47,Tennessee,121,"238,356",86999932.7,2013
47,Tennessee,123,"926,898",338317919.7,2013
47,Tennessee,125,"3,220,112",1175340712,2013
47,Tennessee,127,"114,859",41923691.95,2013
47,Tennessee,129,"256,444",93602067.3,2013
47,Tennessee,131,"680,831",248503311.4,2013
47,Tennessee,133,"429,399",156730810.2,2013
47,Tennessee,135,"146,837",53595669.25,2013
47,Tennessee,137,"86,380",31528780.3,2013
47,Tennessee,139,"366,200",133663036.5,2013
47,Tennessee,141,"2,318,941",846413585.5,2013
47,Tennessee,143,"604,331",220580753,2013
47,Tennessee,145,"1,550,195",565821102,2013
47,Tennessee,147,"2,256,661",823681272.3,2013
47,Tennessee,149,"6,917,145",2524757837,2013
47,Tennessee,151,"348,818",127318475.1,2013
47,Tennessee,153,"276,767",101020060.9,2013
47,Tennessee,155,"2,520,772",920081666.9,2013
47,Tennessee,157,"20,592,836",7516385074,2013
47,Tennessee,159,"840,232",306684639.9,2013
47,Tennessee,161,"263,401",96141266.45,2013
47,Tennessee,163,"3,595,523",1312365833,2013
47,Tennessee,165,"2,998,257",1094363714,2013
47,Tennessee,167,"747,169",272716772.6,2013
47,Tennessee,169,"169,005",61686843.25,2013
47,Tennessee,171,"479,927",175173409.8,2013
47,Tennessee,173,"234,833",85714176.4,2013
47,Tennessee,175,"128,913",47053310.7,2013
47,Tennessee,177,"646,359",235920958.4,2013
47,Tennessee,179,"2,571,352",938543545.7,2013
47,Tennessee,181,"226,522",82680624.9,2013
47,Tennessee,183,"608,534",222114913.7,2013
47,Tennessee,185,"484,675",176906499.1,2013
47,Tennessee,187,"5,007,497",1827736387,2013
47,Tennessee,189,"3,533,054",1289564655,2013
48,Texas,1,"1,176,460",429407790.9,2013
48,Texas,3,"877,908",320436385.3,2013
48,Texas,5,"2,204,800",804752096.7,2013
48,Texas,7,"422,365",154163114,2013
48,Texas,9,"379,586",138548905.7,2013
48,Texas,11,"414,723",151373861.1,2013
48,Texas,13,"2,170,137",792100117.4,2013
48,Texas,15,"1,296,486",473217435.3,2013
48,Texas,17,"205,722",75088469.41,2013
48,Texas,19,"341,336",124587814.1,2013
48,Texas,21,"2,060,362",752032290.2,2013
48,Texas,23,"226,628",82719280.59,2013
48,Texas,25,"765,866",279541063,2013
48,Texas,27,"7,614,854",2779421778,2013
48,Texas,29,"39,005,240",14236912666,2013
48,Texas,31,"524,986",191619894.7,2013
48,Texas,33,"67,191",24524737.63,2013
48,Texas,35,"428,566",156426632,2013
48,Texas,37,"3,145,416",1148076725,2013
48,Texas,39,"5,227,722",1908118368,2013
48,Texas,41,"3,975,557",1451078247,2013
48,Texas,43,"188,638",68852956.14,2013
48,Texas,45,"54,459",19877712.03,2013
48,Texas,47,"737,769",269285546.7,2013
48,Texas,49,"796,462",290708645,2013
48,Texas,51,"647,776",236438091.4,2013
48,Texas,53,"1,303,791",475883604.4,2013
48,Texas,55,"1,301,870",475182380.6,2013
48,Texas,57,"468,253",170912255.6,2013
48,Texas,59,"821,877",299985172.9,2013
48,Texas,61,"6,537,702",2386261379,2013
48,Texas,63,"235,831",86078425.6,2013
48,Texas,65,"752,936",274821754.2,2013
48,Texas,67,"919,455",335601069.2,2013
48,Texas,69,"299,854",109446791,2013
48,Texas,71,"2,475,685",903625124.6,2013
48,Texas,73,"1,145,771",418206544.6,2013
48,Texas,75,"583,974",213150457.8,2013
48,Texas,77,"828,269",302318224.1,2013
48,Texas,79,"85,980",31382527.72,2013
48,Texas,81,"205,668",75068733.13,2013
48,Texas,83,"348,008",127022788.6,2013
48,Texas,85,"15,538,366",5671503612,2013
48,Texas,87,"197,310",72018053.28,2013
48,Texas,89,"1,776,938",648582521.1,2013
48,Texas,91,"3,969,876",1449004803,2013
48,Texas,93,"433,392",158188176.4,2013
48,Texas,95,"267,843",97762580.03,2013
48,Texas,97,"1,733,422",632698991.3,2013
48,Texas,99,"1,036,232",378224746.4,2013
48,Texas,101,"81,277",29666118.51,2013
48,Texas,103,"318,144",116122495.4,2013
48,Texas,105,"632,318",230796029.5,2013
48,Texas,107,"161,051",58783628.14,2013
48,Texas,109,"607,003",221556136.2,2013
48,Texas,111,"355,171",129637558.4,2013
