,STATE_CODE,COUNTY_CODE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
533,13,277,431511072,433748115,424779700,466753276.5,433504308,401862080,449101767,447269978,421837801.8,,,402781088,406899008,416616768,425435328,442341824,470784844.7,490953167.1,474034716.3,502387773.2,456307674.1
534,13,279,101152152,102529960,103463630,100275099.5,99571434.6,96934072,106395857.5,101262716.5,96088212.6,,,94861384,94031024,98025456,94836616,103361008,102215768.1,104162150.6,104429912.8,106151786,101920122.1
535,13,281,55372506,54366385,54634295,51461094.5,59991206.4,56477435.5,53074796,57940501.5,58275727.8,,,56111824,56746208,53457296,54348208,74588968,67745611.8,69688108.63,90429709.95,69980454.28,75306687.22
536,13,283,84037260,89634510,86409005,97170190.5,119447906.4,121243948,106405968,111244262,104914449,,,109758232,112115960,112809952,115087576,119697584,135008616,140556663.8,134550424.5,142493886.7,127887354
537,13,285,508987050,520102370,505168030,499831985.5,499696542.6,485396491,512214136,514432204.5,479481923.4,,,524768576,542027136,561367040,568488576,608118016,617333918.4,621273942.4,618005900.3,629455331.9,551467531.7
538,13,287,230673696,230159875,229549230,311469063.5,234112119.6,222898747.5,240606503.5,241659236.5,226068171.6,,,203018384,210967296,215006192,226044672,271949152,252936195,274872302,253498814.5,274465479.2,252163861.8
539,13,289,165550950,178376595,171418600,151052622,176127544.8,170601511,178163179.5,179151964.5,167863594.2,,,203665776,206927472,202667440,206786560,217965024,238486767.5,246941863.3,263211082.7,251200440.2,232182415.3
540,13,291,96915702,95933680,107126405,109915917.5,121589628.6,108842744.5,106617266.5,113655561.5,106559289.6,,,111245744,113794568,113442840,114554184,146176240,122970707.6,127067908.1,142933854,134212727.2,127784552.7
541,13,293,68642934,62072995,61342995,58922424.5,79346347.8,101506427,100399637.5,88577397,79917088.2,,,66229788,66331996,67908488,70161752,79712096,89644081.71,62958406.53,253646420.5,58638690.66,61956944.09
542,13,295,148561962,196306490,171780680,159903981.5,168437738.4,151536247,177368538,180429136,148650826.8,,,113252352,114789528,120578040,112508112,116295096,138973936.9,128655419,124190393.7,141451120.3,126138465.5
543,13,297,59847222,61110125,59624575,63882190.5,76662469.8,75593069.5,88670727.5,84612146.5,77859326.4,,,221800448,223760144,239333888,227546960,241222368,269361268.5,285592932.4,295094043.3,294435382.9,271714843.9
544,13,299,279148200,283414105,276290765,252769727,276578221.2,265833807,262550705,251160004,232655293.2,,,210905232,212741968,220389088,200855792,230984800,225913686.7,226429323.2,265546369.5,249020128.4,232834308.9
545,13,301,124216008,114754905,103015410,123203304.5,124900318.2,120546323.5,123403981.5,125107546,115648680,,,107903992,109110528,109837840,110322552,122394624,135925629,139121952.8,135170395.3,143362610,128187815.1
546,13,303,37015410,36273700,35870375,36961871,38477982.6,37418267,39634729.5,38690511,42652834.8,,,35295216,34983692,37441228,34750144,38830572,27983726.82,29006137.55,73502145.83,49684889.16,60781143.47
547,13,305,153772338,162846575,163626215,150542534.5,180772231.2,161593238,171995665,174810034,164465979.6,,,153049728,147953184,145076896,142374512,163958528,161201327.3,252408169,167382086.9,169613540,167127290.8
548,13,307,31309104,32797440,32912415,32548546.5,29663311.8,31836833,32216615.5,31737662.5,26385708.6,,,22993398,22857574,23398692,23946366,37597212,26753655.72,27145520.85,28665063.3,31403730.94,40046219.03
549,13,309,31999746,25914270,26041655,24985673.5,30343083.6,26390339.5,29498752.5,28241035.5,33841311.6,,,24588460,24909528,24914824,23642466,28528972,28139845.95,26057428.48,29979344.35,28796020.19,46271121.78
550,13,311,46640844,48578580,47279180,47265821,48586756.2,45581492,45755013,45857906.5,44007181.2,,,51391172,54150180,52634944,50768776,78049768,55513642.92,64953947.3,77393132.7,67012414.08,57497466.13
551,13,313,709064244,708806640,703478005,677815877,721776192.6,711612431.5,740029287.5,720157592.5,649761044.4,,,678861696,658983616,695657280,670092480,683530624,742980109.8,767985290.9,724774284.1,769672859.6,683846584.9
552,13,315,21125886,21911680,22058410,19621013,17960937.6,23074022.5,20667030,22436951.5,23178377.4,,,19854806,19310770,19573316,17852260,26952378,19529503.8,19178600.15,19299291.05,21417013.39,35047379.32
553,13,317,56364732,57992295,52203760,57000079,58521387,53823447.5,55000426.5,54725910,49544834.4,,,50884760,48062148,47852936,51095848,64031844,59814485.13,56583462.53,69093959.8,60768759.48,66768383.02
554,13,319,41941770,41334060,38434135,42505345,37754107.8,35715834,43218518.5,43406128.5,48649342.2,,,64455952,62491740,61715656,59059032,74995104,64508451.6,75444397.7,127478152.4,75676666.18,97911671.81
555,13,321,163606758,173659335,153128815,149770705.5,147721516.2,148214929.5,156541893.5,155959937.5,154467884.4,,,123970816,121343792,119627736,113285512,124638696,151727444.8,156590190.3,138470630.4,173558296.1,102170129
556,15,1,389297547,396579398.5,554961713.3,565542789.5,597091858.3,598368239.6,606667372.4,612768679.5,597057022.5,,,514516256,518621568,524760544,534834336,554641088,586973232,599225975,599338263.6,623742229.3,469509338.4
557,15,3,3473846947,3495979056,3558483553,3603362903,3703979555,3674869600,3715440664,3799894006,3731253351,,,3554925056,3501989120,3472771072,3460093696,3459755264,3645787458,3575794600,3594968290,3640919179,2972113758
558,15,7,139524177.6,134518187.7,151865623,164052421.9,168144894.5,168481036.3,180629995.5,182449392.8,166243506.2,,,174115136,183353008,189194768,189316560,196696896,187088180.8,199496648.4,208887118,199439343,161603438.7
559,15,9,321500988,327980389.7,479002421,458157800.3,500806404.7,481990252.7,486878602.7,491778340.9,485256093.1,,,493114720,478926976,500801536,512462272,521535936,529646650.5,548494599.5,563778723.7,567414670.1,420192611.3
560,16,1,1263668976,1389323898,1420326548,1432254543,1503952892,1557113007,1595620697,1723132021,1643842971,,,1743137280,1778100992,1789354368,1837208832,1858028288,1947965844,1993105721,2017588133,2055488324,1863357386
561,16,3,47071910.38,47953820.45,48565174.28,48416322.9,50461882.9,50989040.37,52641375.29,53012390.49,49832590.55,,,47605032,47875016,46535952,49815764,55489704,58038193.8,57675511.5,59292972.5,61233276,62091753.6
562,16,5,442136995.2,443543148.4,452386327.9,457191370.1,457799400.8,458517989.6,463487667.1,475355692.8,461151337.9,,,483684064,484716320,476972224,485295680,506314656,513455397.6,521940356.7,541077204.5,526242692,488061951.6
563,16,7,72447683.34,71503801.86,70983727.59,72687784.48,71447827.7,66897409.51,61093186.08,67791652.58,66107202.55,,,57557412,57933868,57498132,57594712,60583892,62663226,62512593.7,64178457.35,61658128.7,63025617.24
564,16,9,27306050.74,25870861.65,26488895.71,26722255.54,27444899.42,27369913.36,27305934.7,28041164.06,26212122.85,,,30596510,31406946,33021328,32965946,33325222,34667556.6,34528817.5,35646593.5,34745810,34463877.6
565,16,11,254044834.3,251351499.1,257518216.8,280299422.7,291201171.1,286204773.1,286938222.4,298554313.5,287043406,,,305903200,306274816,305913024,313712800,323574592,339037402.2,341666243.5,357081982,357591011,349560963.6
566,16,13,27520901.89,25978553.07,27166349.58,27942488.5,57379739.3,62107275.07,62511704.93,62572770.89,55042475.39,,,28392098,27341294,25890520,26170980,26961364,26331613.8,29411024.75,29113330.75,28705403.1,31966996.32
567,16,15,42598707.79,44141523.2,46461263.91,54694800.32,52598492.08,51227713.87,54544480.55,58275745.24,56862265.45,,,50998296,53394612,52404672,54036440,57030776,59620009.2,60587116.5,66139241,68327087.5,67813651.2
568,16,17,196706242.9,198353991.5,196772720.5,197045680.3,198550104.3,206577967.4,207901794.3,220041284,211396738.1,,,202698320,207232144,207330656,201727072,209709680,208769364.6,212903989,212867598.5,221063892.5,213375255
569,16,19,316098941.9,321464405.6,335088726.7,339810291.5,353158618.4,386820163.2,395365029.6,422582150.7,420858793.2,,,435666272,435905600,430396096,446293184,455350080,479901981.6,485973775,496456210,513689137.5,523844344.2
570,16,21,67398311.47,71987502.41,71487248.38,69889013.75,68478158.24,73268207.48,73787836.81,79798398.39,76012105.37,,,78610360,80282976,81687792,86629088,87372960,88636708.8,88748096.92,87421361.7,87436261,82787435.88
571,16,23,40320656.45,40624559.5,40917809.26,39548745.72,39160935.31,38647439.54,38160922.65,43753838.82,44000794.5,,,40879092,39584316,40752384,40927512,42684772,43873408.2,46124429.5,47212348.5,46255975.5,47175350.4
572,16,25,14316409.15,13938391.15,14759318.12,14809903.11,14619538.77,16511062.26,16052609.12,16052609.12,16047838.03,,,16779738,16379653,16304983,16412333,16805068,17873793,19373543,18558717,18485242.5,19192783.8
573,16,27,509625869.7,545119996.3,565471306.4,576090261.2,583413385.4,646977653.7,678747970.9,689091296.8,745021953.5,,,917022144,933555072,874925120,889932480,917216896,963949751.3,982740870.1,1027305140,1058920133,1045393294
574,16,29,40806246.95,43634772.53,44317730.6,43277608.35,43336818.53,40397975.16,37893186.75,38996324.79,37963808.23,,,36112660,36368156,33976468,33738940,33798404,37124551.2,37362422,37746073.5,36729110.5,33613842.6
575,16,31,184377659.9,186343777,192215181,192057322.8,193251679.7,196247528.3,201599147.3,202482651,191195916.3,,,174480464,177190752,183837488,195099808,203016288,211613257.8,217092875,224125403,228500694.5,216041601.6
576,16,33,37481620.07,37379211.27,37379211.27,37379211.27,37181764.32,37678247.74,39033857.74,40389467.74,37601315.24,,,39704708,40863408,40470476,42376860,42874056,45194338.8,46390295.5,46390295.5,46743068,43440174
577,16,35,18684307.69,18293839.06,19853510.34,19662203.25,20455353.87,20428030.56,19635964.5,19439084.96,17956779.47,,,17440482,18457234,18571698,17847426,17925118,19464063,19418073,18188497.5,18588391.5,16864474.8
578,16,37,25751035.69,25003258.11,25049255.04,26096990.83,26327809.23,26108344.52,24504342.89,24673491.19,24456586.28,,,27820762,27242210,25573790,25627946,26172052,25961474.34,26873873.25,28263191,27816668.25,29420573.28
579,16,39,356635188,366693053.6,382981404.6,374386069.5,374425369.8,376752218.9,392162068.5,410166681.2,372118300.5,,,457493376,459764416,430635456,438213184,459782016,480352527.6,492987834,503423519.8,511460046,471600684.4
581,16,43,92552913.92,90250953.76,97480151.42,101318987.1,100919077.3,97594873.84,101454261.2,105157651.2,100221779.6,,,111268864,114550800,118151248,121069256,120755784,127120803.6,133470718,141771073.5,149464908.5,153721390.8
582,16,45,,14566652.14,15811011.24,16035993.95,23596006.46,23588562.64,24044596.56,23398453.48,23370114.19,,,38109600,37860260,30138902,28516652,28656554,27897069,28952457,32113758.5,32036889.5,32607562.2
583,16,47,129709316.6,130233730.1,139357781.1,140846470.1,141232350.8,144410146.5,149716516.5,159463483.1,139484882.7,,,159550560,160707360,157832784,167553424,176830304,185292624,189230235,192963184.9,197108577.5,177978853.3
584,16,49,106534844.8,106751423.7,105611367.7,105457300.5,101552859,102388691.9,105016127.6,104225965.7,101096414.6,,,127217208,129290464,112590520,108017656,112467328,115187428.5,114429814.1,117896029.3,121745447.1,114767483.8
585,16,51,90092235.54,92166418.64,97884356.07,100128503.1,100249866.8,102806578.5,102114490.4,106281257.4,101316784.3,,,109465760,110961616,111156856,113392368,122522808,130208306.4,133963614,136535440.5,134859506.5,117967216.8
586,16,53,261984980.6,265871318.1,284263702,286253736,289099018.7,292695171.7,291664300.4,299081282.5,286865956,,,301961280,312417120,316189504,325148896,349516896,361688154,365795846,373188081.5,383001581,363885984
587,16,55,578313769,594123188.1,622809779.9,628576258.2,651223269.2,675078461.7,688032663.2,702489649.2,677226593.5,,,769145792,768602624,739804800,750065024,773336768,812520878.4,818417636.5,825301244.5,825324750.5,798859489.2
588,16,57,85088685.77,85907179.28,86350394.04,85527597.9,85037887.17,84566143.73,84090373.17,84597878.29,82123042.67,,,89634640,88767720,86092848,84637656,85863024,85439223,85159245,88461254,88798149,81874566
589,16,59,36490814.88,36893061.93,38569219.68,38440117.35,36325968.11,37541917.32,34371718.22,35474817.57,35350494.3,,,34958248,35172712,34478236,34577372,34718396,36116158.98,36527791.1,39191145,38398408.8,39976518.36
590,16,61,31836291.5,31754851.81,32858920.97,32536528.15,33062892.92,32628922.79,31292750.86,32393701.82,30700298.5,,,40195068,36821272,37075020,37897540,37814456,37779581.4,37196602.5,37942403.35,38447632.7,39104669.76
591,16,63,22005813.32,23070122.11,23624871.38,23799560.38,25195658.14,25543880.78,23626271.88,25746771.14,25569485.41,,,27848358,29430716,27480058,26778198,27885296,30068913,29916130,27082613.1,27082613.1,26022087.6
592,16,65,74120660.92,74053659.37,84083169.16,87697588.96,91157595.29,95359691.22,95123730.04,101359712,103634972.3,,,131460624,125571256,117675080,117496824,122664224,126986415.7,135019139.3,137815805.8,142373571.7,123589507.5
593,16,67,101912463.9,103415081.4,106969321.4,108454467.7,110534519.6,104171820.9,105706298,107136211.8,101716733.4,,,87601184,89040864,90772080,93087120,96326608,101177223,103182032.5,103182032.5,106001657.5,98751375
594,16,69,156479806.9,155583002.4,156721373.9,158317218.9,158087551.5,155728115.8,153001224.1,152382917.4,148414482,,,164252448,165010560,161465616,163095456,166045760,173483597.4,170548914.5,173311891.5,177574653.5,156033815.4
595,16,71,103174242.7,105623919,109579729.9,109579729.9,111631745.8,112395023.1,115283633.1,117638102.1,110958281.7,,,122646344,126178080,124772888,129370456,138287920,146853108,149829288,155977786,157712740.5,147297541.8
596,16,73,22809864.81,22846198.63,23656410.66,24507192.81,24587538.16,25310912.96,25695096.99,25835399.34,25423970.4,,,33396492,33040494,28162718,30157650,30619564,29520352.2,29955878.5,33772355,34593057.5,35295319.8
597,16,75,161505641.7,165592522.2,168536013.6,171357365,171498376.1,172523940.4,179307277.1,178085726.1,172491652.1,,,167174704,182390288,179728544,184038624,192648960,198076491.6,204503915.5,212582862,217039256.5,228959059.2
598,16,77,119507054.9,119180532.9,123202146,121127748.8,121408487.5,119504319.7,121004190.8,122124781.7,121001144.9,,,128879272,129321576,127174960,131390024,139936064,144552907.8,145028260.5,156219927,156433707.5,139722293.4
599,16,79,120206342.6,122286367.6,123022510.5,122625484,122961444.2,123851677,124286854.8,124928240.5,116222610.1,,,135133056,138825712,137235040,139409520,145234704,149205426.6,149811074.5,151979291.3,159093718,151312331.2
601,16,83,133291030,134617204.2,138486456.4,136172421.7,139962284.7,150050556.1,140134183.9,146048383.3,143155623,,,142174016,143158112,140487056,144835232,150930368,153856957.2,155713818,157011612,160240548,154032124.8
602,16,85,76274475.76,78643588.39,79039148.38,78760789.89,79278434.67,82249265.71,100378485.8,111019328.6,96328498.55,,,98838920,100939136,87867528,88466464,97894480,104046736.2,105765940.5,109470727,109880512.5,117306074.4
603,16,87,47853632.58,49230627.68,49832239.66,50010005.25,51364543.94,54760240.08,55030345.92,56040841.48,51955447.65,,,56364888,55632948,52276084,52653016,53573780,55698721.8,55658010.5,56286832.5,58291376,64676299.2
605,17,1,139674614.6,142629276.1,148087924.1,154457856.7,159456076.4,149990023.1,148808394,154032270.3,149383353.8,,,191315520,190715248,193886064,200879488,203424928,200028311,200579764,199417688,204097280,185254754
606,17,3,52727398.38,51158859.9,46958691.75,47981878,48718754.1,47388847.9,47776255.25,51930170.6,49999600.38,,,54330468,52132464,48283392,50189572,53741576,54207260.82,50489070.3,49636941.3,46250829,45459619.26
607,17,5,166413699.8,169317660,175005615.7,175608800,179868434.5,164204740,164403566.5,169958600,164166683.1,,,150555360,150242976,160366000,164547552,161254096,164218054.9,161449355,161137437,161336205,142298882.2
608,17,7,232739916.1,221680914.1,246009350.3,249243907.4,246969754.5,310206178.1,304301795.8,314077028.7,355710700.6,,,324645632,338141792,347903456,328475680,327432480,338574448.8,358386864.3,366000676.7,373230633.2,305199348
