,STATE_CODE,COUNTY_CODE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1888,36,77,210672509.7,216732631,219595534.1,228037367.2,235556092.1,232022696.4,246274234.5,230951435.9,233419354.8,,,220167776,221305088,218323552,219603088,213843504,212318887.5,206101473.1,205131310.4,210967956,171867136.4
1889,36,79,665941743.3,691442976.8,704627685.7,717264401.9,763998732.2,715481464.4,778634352.1,779420952.6,761337096,,,699352704,699450432,754567104,752237312,723681344,718227621.3,778285558,772687480,774275438.1,612044151.5
1890,36,81,5294098866,5196562286,5167705602,5373468118,5547603089,5471043291,5453012316,5385734484,5214622295,,,5122236928,5153388032,5292115968,5272519680,5271840768,5094372867,5293644961,5290028786,5117575130,4372782910
1891,36,83,529837425.8,543521379.7,544280477.5,542981927.9,552598054.4,546017570.8,582035362,569760171.1,573209545.8,,,585644352,586679488,593712448,594255936,569890816,580587600.7,572611857.7,577179365.5,582730212.5,443954270.5
1892,36,85,1317837823,1323491026,1311743804,1314309082,1391034727,1400268652,1429310501,1408221085,1404372341,,,1368008960,1323823232,1365552384,1349772160,1383121920,1376514775,1421103501,1388294527,1444731878,1258734767
1893,36,87,1625702745,1641614806,1649148953,1714229983,1862648796,1855928545,1885439565,1880319214,1889156214,,,1824941824,1839030528,1762161024,1755701632,1705524736,1721188416,1804680826,1785103733,1734173039,1391955839
1894,36,89,282061000,275878249.3,280172262.6,293287716.4,294165253.2,294661189.5,285948307.3,290659595.9,290368405.8,,,388192672,388967360,387843648,385613440,375884832,366436323.2,363657336.6,365390845.7,367705719.5,325302370.1
1895,36,91,1064460005,1087109467,1097299840,1121687048,1185671311,1146867048,1174474567,1246871751,1204659720,,,1306773888,1314538112,1332810752,1341637888,1298555520,1319200101,1355818817,1357280036,1390248219,1014303815
1896,36,93,611608417.5,624321663.2,633075848.7,646889989.2,682293748.7,665467594.9,685658274.3,673890988.2,639798195,,,636418368,641945664,652611776,643666112,624709888,621347095.6,626729706.9,645076150.8,645549417.1,474719095.9
1897,36,95,102587801.6,105809492.3,106246791.5,113999807.6,111972967.6,116871923.3,120202840.3,116112978.8,117587382,,,103534480,104079264,103470824,105623184,99882792,98495650.8,94001997.8,99326530.2,106891290.3,87290008.14
1898,36,97,34652587.2,34692571.1,34716566.2,35391177.45,37457955.24,40251674.4,40016789.6,39130438.2,39629748,,,38270484,38439448,38293616,38083100,38126668,40882258.56,41010378,40428973.15,38828813.15,32739615
1899,36,99,213082923.5,219691824.7,219797638.2,228591119.6,233133340.5,205483783.6,210991129.9,219231063.3,213394836,,,211419248,211652544,216159008,215467168,213579024,221621403.4,223901888,224632216.5,222381641.1,169738154.7
1900,36,101,479251204.3,463507557.8,465513835.1,455649392.6,474186177.9,494780473.2,508237187.4,508179604.9,511345920,,,552662272,554464576,540731136,546109632,556019968,561230157.2,584366803.1,600594308.9,612506500,464539603.7
1901,36,103,6162194023,6420664170,6451822800,6552661372,6742572078,7098064728,7149713016,7056984788,7005029513,,,6882706944,7101321728,7347785216,7255037952,6932632064,7098303164,7155151995,7276245114,7298673681,6334816235
1902,36,105,269696678.3,266781763.2,267610294.9,267078760,276755782.4,313210569.8,290820710.6,346486656.2,332327085,,,366582624,365059008,371230784,381445792,373916544,376076675.4,399242621,404011484.7,385448763.7,329293611.1
1903,36,107,201188666.5,181456461.4,182694085.1,180539194.5,209042748.3,192431679.2,200140975.7,229046081.2,227029068,,,243482640,244179472,241814128,239243936,241981568,247765852.1,249484216,252851512.6,241357520.2,192501502.7
1904,36,109,162531160.9,163878189.1,165431983.2,170830296.7,177184999.3,178830092.9,178032640.9,182751459.5,178161480,,,211985168,212845344,214225216,217152192,215842496,211786796.7,211697167.6,213749639.3,215332370.5,168576609.8
1905,36,111,964132136.5,992642736.2,1000131956,1041745799,1083145967,965686548.2,982254014.9,1011768714,943088853,,,1121552640,1119499520,1124664448,1140948352,1137043840,1168431572,1190041985,1127518445,1125293606,933715812.6
1906,36,113,395670093.7,390988127.8,398325350.5,420979469.7,414514837.2,397659575.9,448813355,438775022.9,433398534,,,475679936,477233472,466083136,462485920,455121152,469349506.2,471899506.4,456194976.3,451297804.1,336554315.5
1907,36,115,128580547,128331536.3,128728707.4,127685577.5,126794456,121171178,117487003,129303903.6,130605636,,,141401264,140854464,139272624,138881776,137148144,134379817,134306542.5,133867389.1,136199797.5,110977414.7
1908,36,117,237513134.3,243676573.3,243710748.2,235460616.7,216812287.8,255823944.8,221555014.6,226917912.2,216940095,,,243729792,243498928,244713024,245431088,233863104,239774278.7,245044093.2,249550335.8,250812002.1,221236254.2
1909,36,119,5207889575,5283993190,5312878125,5513035015,5697274998,5747434573,5750759449,5863413910,5812744070,,,5569762304,5641346048,5842806272,5817242624,5458426880,5391210232,5654620369,5747664344,5698030359,4604687329
1910,36,121,7068997.2,7383822.25,7383822.25,9828935.35,10013536.74,9416175.1,10096246.75,10211557.55,10248732,,,7298835.5,7318832.5,7248783,7185869,7146836,7450039.8,7368098.05,7129614.35,7020373.5,6655014.6
1911,36,123,21876233.58,21934251.6,21934251.6,22546152.2,22887956.4,24391979.1,26682824.95,25187555,25992954,,,27890632,27956636,28088378,27198944,27210238,26950494.18,31757211.9,31725106.5,31664001.85,23113266
1912,37,1,610252369.2,610474300.5,605733592.9,587552085.1,630672072.8,633567167.9,629406919.8,663009527.9,651422538,,,731517184,753838912,750080704,765090880,795456960,831788911.8,863850208.5,843728598,844988067,740708421
1915,37,7,164299197.1,170990203.2,168632920,179654825,160768428,181726930,167427325,163124340,153119394,,,188509488,171442176,182501024,185792688,187364720,214702371,192112603.5,200686307.5,210940216,190398433.8
1917,37,11,56920276.08,59107399.2,60789330.15,60248725,61120536,65197030,57220685,61167430,56726340,,,55129964,50934800,53161264,51260596,55888660,57476742.48,60638428.2,55565227.5,52568431.5,47391839.4
1918,37,13,119634577.4,116914099,112757771,116294840,116731308,119117750,123982470,124240890,121349496,,,124765312,135834080,133817264,126152936,133841352,126699208.2,125114079.5,133656430,123870378.5,109675377
1919,37,15,80717094.66,79653566.75,83733920,89727220,90553158,101431310,89938920,90443350,99610560,,,99332272,100461712,92435856,93473608,102530200,104235702,96326566,99204408.5,103876189.5,92990132.4
1920,37,17,,,,,,,,,,,,66525612,64930612,63713552,64550652,63696896,61085802.6,68067061.5,67329871,65575352.5,59731639.2
1921,37,19,368245018.4,415843138.6,445591985.4,472664415,510434580,515901950,554340100,608356450,599039520,,,540891968,582310016,606056000,632755584,621458880,700275559.2,640988581.5,717723553.5,718156151.5,649970213.4
1922,37,21,1250612791,1274014768,1311207965,1325539851,1357838944,1551632327,1591917742,1636193337,1539688972,,,1599057920,1629037696,1649209088,1686481408,1675769984,1771466242,1871536551,1868471062,1849412806,1608804569
1923,37,23,461028397.4,463348556.5,481194351.9,482025570,471408366,503491950,501779370,514114545,421195728,,,518931552,508325056,516800160,514271712,513372288,542808195,574856677,576681750,577779889,501056708.4
1924,37,25,712588318.9,721835267.6,724843090.2,723886790.2,749439534,789401560,808285565,816017360,801363954,,,721500736,741237952,731994880,810495616,833373120,885094432.8,910457533,900230561.5,952567254.5,825133970.4
1925,37,27,231802172.8,262343432.5,272642546.2,265708685,274790604,316356450,300767300,288288315,301642194,,,279523264,278892992,282764000,289150464,296688064,291558052.2,306438378,289070254.5,302155687,274580300.4
1926,37,29,30312599.46,32706263,35409745,33512475,35919240,39613450,44332900,42617400,40754100,,,39687308,43088840,45962884,43696612,45703020,54724612.8,47007182,53988683,50898921.5,43457010
1927,37,31,299813994.7,313168211.5,315327880,314481080,334540836,312320280,334923270,306318950,325329348,,,320066912,339540448,321123040,355973024,359015680,388349167.8,396315138.5,409007867.5,404234580,353580046.2
1928,37,33,67427605.38,63685714.65,65485467.6,66375045.6,63704291.04,65720965.6,69431190.6,66048005.6,64839462,,,65590040,66658548,64652884,65300808,69766816,71135706.93,67895349.08,66947298.08,68534673.95,59298075.6
1929,37,35,718603990.1,736405385.1,753072234.1,755236665.8,755655538.9,833714797.5,850916429.9,870126507.6,832132402.8,,,909952192,900895488,940071232,937640960,974878272,1003592935,1058359804,1068212723,1064445923,922948934.4
1930,37,37,304528953.1,305678393.3,274174367.3,316035432.5,323059965,329763447.5,335215087.5,347771452.5,319018959,,,362838272,381650272,373829920,406919072,425513344,453501596.4,483203899.5,532374400,545211121.5,456237153.6
1931,37,39,135770284,115112605,115752085,119453915,118670010,124308415,120287210,133268070,118812384,,,120354184,130658280,121821680,119889720,136506896,140323338.6,143795071.5,147230159.5,138783913.5,144474876.6
1932,37,41,23389017.72,26296808.25,26744280,25490870,29831196,29489080,33018995,32346665,33172776,,,29618670,30265306,35344100,35354040,34027536,34354956,30530133,32045430.5,33591351.5,29925111.6
1934,37,45,440706090,465095245.8,475179922,486711440,501220530,501626070,480033400,502746620,477584250,,,451712064,463922080,488099744,481515520,503049920,497630289.6,508065851.5,530918392,530045560.2,462815161.8
1935,37,47,200763019.5,241661123.6,237785382,253488193,304412155.2,288091288,285431168,260857178,241097010,,,292977728,281523744,301086944,289220608,307036704,324714321.6,348657417,329838017,324163836.5,299005456.8
1936,37,49,452903384.1,510070180.8,524496703.6,534915628.6,525613430.8,560645938.6,524155428.6,546881788.6,507017238,,,551929152,561894848,570712768,537033984,541251904,567160612.2,562877070,542258548.5,578613093.8,517949292
1937,37,51,1310493817,1332647945,1392791736,1404909123,1488494550,1570233285,1488160914,1433387485,1430233938,,,1763806208,1629689728,1591784960,1674064128,1677940736,1771600211,1838630497,1903174933,1905107755,1629751774
1939,37,55,68507912.94,78926720.35,75957273.8,85775956.3,75879669,225650482.5,236745022.5,230576522.5,247445646,,,211862432,215415184,217661200,231810352,234339920,240897064.2,256682746,241352527,233561200.5,215228825.4
1940,37,57,755537683.3,795081649.9,774778159.9,773898028.1,799574788.6,812457901.9,794750656.9,806351451.9,773974000,,,856181952,868163456,868204160,967625728,1011476928,1063106307,1092498129,1103398963,1122100906,983681693.4
1941,37,59,213528060,219989150,241746800,219613200,227944800,228376850,229942700,241327050,213835500,,,228545728,228639856,229981168,252630960,257880720,238205610,254901035,273743065,270658450,229267341
1942,37,61,270447530.9,292048979.4,257489228.1,276412375.7,269980778.4,298363556,299405996,312070547,301124377.2,,,317440320,327219200,301773248,324714336,340482848,299603244.6,375347713.5,352821264,361842348.5,327996463.2
1943,37,63,1286200069,1312073318,1347118085,1351374613,1350061345,1386160573,1404973111,1530384118,1535655114,,,1729689600,1736537088,1813632512,1952279936,1957759104,2020788187,2079017772,2074248207,2118485149,1702097969
1944,37,65,195820339.5,210723355,196195004.4,203792552.4,206850302.2,214074967.4,215666367.4,221869593.5,204339959.4,,,229192576,227415264,211913920,205760064,223541888,240344404.2,236301963.6,227003993.8,223413999.8,201879066.9
1945,37,67,1584685272,1568138685,1589714799,1623365324,1662491400,1758940924,1753827968,1822986420,1770321299,,,1764369536,1752703872,1795330304,1865503616,1864134400,1994898815,2014498463,2071699941,1980782872,1690883363
1946,37,69,88856484.48,93169232.05,98393050,101112300,107241660,110430750,107069100,117854850,108416520,,,154231920,160275296,146247456,167384416,178639696,187764771,209712940,223855631.5,223711748.5,194200881
1947,37,71,1107354836,1104458296,1136998364,1148948438,1147242394,1247277657,1252198222,1264244317,1209076608,,,1163169152,1177190656,1162483968,1241008256,1280433024,1331805997,1394747344,1385837694,1383723906,1229353374
1948,37,73,52747715.04,56200225.3,53805588.05,54512750,52179156,55175225,57092570,50998895,56789292,,,50676716,50017852,54363212,54389560,53711476,58241726.4,54889393.5,57790413.5,60415457,52459182.6
1949,37,75,,3528984.25,4590696.25,3582566.25,4183105.5,3681116.25,4406736.25,4519156.25,4706394,,,11319830,11762629,10721459,10990331,12252833,5834296.2,6105647,6101887.5,5579901,32153026.8
1950,37,77,305773938.7,309986955.5,333377495,287666355,295547928,296988455,314114985,312028645,285342018,,,301605824,297459872,307650752,319829984,328735456,340415209.2,349872867,373711856.5,359749110,305642903.4
1951,37,79,16323197.4,16896955.95,19786650,21308700,19840860,22830750,25874850,25874850,27471960,,,29676940,29737320,27367476,29343134,29818142,28421730,29764655,32323122.5,32041160,26136792
1952,37,81,2401403449,2421299427,2377058058,2361471408,2745122471,2745146991,2862265198,2914516773,2845949007,,,3191358720,3172705792,3183697664,3265622016,3403170560,3474632238,3630732305,3793098649,3853834410,3269589191
1953,37,83,388358841.2,350874204.4,359721370,365801540,388892934,381475005,381155995,383387970,354656196,,,394366880,386970048,364292768,381623072,394269792,404875129.2,460874915,395570867,432447109,385052093.4
1954,37,85,332505444.1,351430975.4,341544800.7,353317678.6,360625524.2,374659593.6,375887088.6,386362223.6,380634510,,,391823104,434600864,429010176,437807392,466687104,483343992,489985928,540122291.5,490709212,441176363.4
1955,37,87,506475181,495902059.7,507140125,527804235,536133636,610061365,615531620,614053005,551400960,,,627185152,663867648,672885440,638873472,642775040,611651184.6,766731340.7,768148522.5,749047853.5,669445476
1956,37,89,372905025.5,373962987.5,369229167.4,415299263,379202425.2,497195962.8,522341907.8,498150802.8,458361198,,,481746176,491862080,507478112,515612320,508357376,540505725.6,608861829,550812265.5,597993479.5,519851503.8
1957,37,91,26629706.16,27389424.8,15515420,14958430,15215352,17356845,15739895,14740525,16910664,,,14907605,15483933,16347015,14778239,15638657,18535667.4,15775300,16309404.5,17764988,15685479
1958,37,93,69304691.28,77004174.1,74868581,80356575,84556248,92884835,84930755,84028840,89182122,,,74248096,76043528,69879712,82352416,84385392,100990709.4,96346750.5,94078129.5,99350591,89290128.6
1960,37,97,1042802351,1012278148,1071675770,1050805800,1032465504,1125826075,1125805270,1163697745,1069400028,,,1103448576,1118308992,1161587200,1182809600,1179726848,1218733738,1281054845,1284019886,1257413320,1114097778
1961,37,99,215650761.2,204040387.4,215462785,219182135,221348528.4,283160211,280654851,285253851,294881076,,,285520448,268040048,259753536,279600672,282651424,296435155.9,315030784.6,318354861.5,315277729,283485263.4
1962,37,101,1098338781,1137822942,1105504145,1099501545,1149584040,1172231810,1165954905,1166414805,1000100124,,,1002629376,1042536448,1052561728,1110376576,1171055232,1188096719,1290494365,1326701307,1323833429,1178315662
1963,37,103,108631614.5,101422028.1,96854575,101328015,97237782,106135430,94860580,102260590,104339646,,,91936808,89998400,93912160,84494144,89556640,97466092.8,102639715.5,105311807.5,106183719.5,102552870.6
1964,37,105,257529099.7,278029858.7,282750389,300783360,291554502,306899300,303325950,315106325,282095598,,,335548800,351341088,372464512,353445984,405402208,390622004.7,431757322.5,455719011.5,455180782.5,394492624.2
1965,37,107,210843299.9,203336419.3,208409590.7,213930150,208675266,241959960,226172615,231740690,231580644,,,291766464,293120512,284147104,285174336,286981824,294596495.6,295967704.4,305244244,301374915.5,275259761.1
1966,37,109,139809039.1,144583194.1,152529850,157716135,162459714,182463865,193598555,198718410,185183556,,,292700160,350386624,317142816,345305856,347940896,377892511.2,390197227.5,429806808.5,407261488.5,350421027
1967,37,111,343862464.4,355157519.5,355946029,371783652.8,356691888,364687998,391294673,397014223,370147219.2,,,387030944,370660512,391660544,393423328,394735520,411967074.6,428589643,443268848,448557150.5,
1968,37,113,135063131.7,113667102.8,124439712.8,124133112.8,121823363.5,120917462.8,118055862.8,126126012.8,117928128,,,132302184,133639352,125929680,129963840,142628112,146088460.8,141663727,150634952.5,154117271.5,141520634.4
1969,37,115,67158017.1,73545361.1,73205495,104181731,77600418,77489135,81172715,87392680,76505346,,,88982080,88011296,97716848,87800296,86236736,92791101.6,101870728.4,97930704.5,103499290.5,87734482.2
1970,37,117,151872179.5,154332972,141168761.5,126626395,136764438.8,134293402.5,126573981,85146955.45,86318904,,,148824000,146721168,138548480,148588688,150802224,151228821,144793565.5,144269243,154259220,516253357.8
1971,37,119,4508731982,4555489529,4719390257,4632898032,4727947250,5162076711,5498823995,5498425751,5503878405,,,5500386304,5637422080,5745930752,6182701056,6554217472,6884924811,7100403151,7120159186,7027337857,5971813764
1972,37,121,31566380.04,35412230.65,31718500,32379150,33013200,31718500,34583750,35492600,29770440,,,29444232,29440890,29818082,30386824,30602476,29920683,29670302.5,28717652.5,29294754,26964720.6
1973,37,123,111480287.7,103132870.7,102574855,103386615,112124100,111922140,114257410,109917195,82345608,,,109987080,109100328,112448920,113333088,117327616,104994163.8,110126668.5,124065069.5,142266050,118605118.2
1974,37,125,176940529.6,172701976.5,179710305,199800635,158555592,161980065,163059005,163345895,158497032,,,253416672,267519296,236904688,235500656,246338080,253281589.2,267981029,286358049,297359806,249735598.2
1975,37,127,754166010.4,740818592.8,732616163.1,751036410,774281052,796566145,817341945,828190840,789702462,,,855564096,825832512,838816960,855216256,889121024,904604125,986477287.5,941698978,959166272,858603718.8
1976,37,129,635808381.4,680039212.5,684241979.5,696215965,713034246,839600031.9,884292456.9,901097217.5,971529212.4,,,940096704,941398208,959201600,979675712,1075515264,1103622602,1110590720,1142613776,1152634736,1038597450
1977,37,131,148182987.3,135205672.5,140666255,146413180,152719722,163302460,161534765,143657430,131049594,,,171492656,179354944,161279664,163095952,174765072,184845690.4,197094817,176111076.5,181262796,162906929.4
1978,37,133,464790785.8,487002111.4,481508087.6,478868320,507783276,515272690,529141230,596163260,612669360,,,690379072,674101184,665408960,692384256,686591424,755444605.8,743163141,810406580,798872872,702553872.6
1979,37,135,742433979.2,771160966.1,788036836,745621489,778196007.6,832892770,844642120,894884370,864912900,,,859795456,874189184,893051328,959704512,943410304,1027312334,1070251942,1069571582,1033856441,861833449.2
1981,37,139,116830157.3,131099937.2,124960998.5,121482563.1,133746648,132383675,143031090,136443205,170299434,,,145513648,149184960,146430784,154323504,162543600,169408004.4,155581213.5,164962370.5,176253463,148147576.8
1982,37,141,262200390.7,273466643.2,292441650,263460650,310258200,315538850,323284150,339782150,314672160,,,364854912,375616864,371236000,382744512,392829728,417403711.8,469817196,493565519.5,477019960,424574420.4
1983,37,143,71858104.92,77067472.4,76019718,80219700,85746480,86300600,93009300,90483500,93908280,,,79663064,84716072,96679560,85792144,94734520,101683218,83235622,95390377.5,107994557.5,92285619
1984,37,145,76492305.42,69299359.9,74298670,77883335,73616142,80298905,78089195,77224875,74324718,,,98896320,97702632,92412448,97522736,102194920,89848425,101567272.5,101777877.5,99496591,92537902.8
1985,37,147,351709577.5,347237059.7,350012370,356691870,370368576,418732745,435110660,468357780,421318704,,,560359552,554637056,526914848,547518336,550546496,575818979.4,591340989.5,594786078.5,604120150.5,515232858.3
1986,37,149,169075006.6,173167096,177820700,210619600,187516440,208093800,212331450,228453500,214516260,,,221079136,221300800,231663904,228387104,224532752,229219212,271849445,234319780,266468067.5,240552402
1987,37,151,752551061,763035967.6,762757896,787142808.6,779378407.2,792742332,798517508,721971971,710776026,,,764596224,788229184,746051072,760700416,796616512,844808959.2,849779568,890315920.5,918759567.5,794346087
1988,37,153,341352952.4,337620992.3,346838749.8,298872366,298557180,288720840,292261705,300162130,314693754,,,315826080,307648128,329533408,325933472,330445984,345033287.4,330831839,344370565,377212352.5,336089491.8
1989,37,155,755733833.7,766459715,787608278.5,808919205,765992250,846361635,848598355,785336920,739800558,,,771959616,755826624,750521088,790482112,821080000,909934852.8,918440776.5,999751607.5,947290413,819884249.4
1990,37,157,300647625.6,303656800.7,299141221.4,299955175,289888470,313541296.3,304123931.3,307988186.3,288751765.5,,,419389824,409942816,407932160,375533984,385858272,394620943.8,395699748.5,425557077,462339039.5,394634119.8
1991,37,159,612446487.9,631081977.9,635892612.1,625997228.5,647475191.4,722369653.1,722081303.1,732182714.6,714817756.6,,,718186688,742952960,722323264,776187392,778032576,804284451,840146488,856557326,880521912,768346435.2
1992,37,161,124720326.7,132443075.2,159192680.5,167297020,159657618,163995230,149922290,153298905,156111810,,,176458080,180236144,176085792,182519968,190599680,191697550.8,192199838.5,185170449.5,190090138.5,177896752.2
1993,37,163,243213902.8,258250829.8,246622466.4,238153740,247725636,240057580,256577845,258439710,258575340,,,290100096,292008512,258859008,267558496,267687216,267034368.6,297087151,291461387.8,291460256.3,272376687.6
1994,37,165,190714258.9,195195378.9,187658676.4,200105344.3,194184228,193834345,184861915,187705630,178538826,,,208091024,202484896,193399376,192930592,203140288,205043667.6,209298300,228091894.5,224611911.5,208100755.8
1995,37,167,142823722.5,145152929.9,152308207.4,143240147.4,149019096,151442880,149082790,144779440,146058888,,,126742912,139775152,126397792,127978472,137543568,145795917,138686276,142393617.5,149781874.5,128674803
1996,37,169,76285625.22,77830793.25,80789100,83165250,83393100,83165250,83165250,68908350,64331820,,,67312008,68172664,67954656,79723688,81004632,78171378,75888610,81728792.5,80861005,75047568
1997,37,171,424024531.1,439384707.8,443839270,401808790,452803488,400091830,416767950,421399800,398893152,,,432800480,458860000,454291136,487048704,489346336,465554196,515230021.5,524488210,530391136,469404333
1998,37,173,54533747.46,46006005.25,46752850,43560560,39195306,41292085,40128100,49910465,42541644,,,56064808,58431324,56233488,56694236,57913776,58153666.8,60081664.5,60412172,61211704.5,56240548.2
1999,37,175,64211823.24,57638493.2,55812150,55991000,53809320,54049200,98118570,104994075,97198986,,,69557480,66482324,66197444,75165728,73159088,74642881.8,81324701,78009114,79814331,72059361
2000,37,177,28640027.04,32659605.05,31022445,31793325,38917878,25687240,32253622.85,38504215,37780716,,,41217476,49289240,46259804,45084532,47905588,55262376.6,44226721.5,44156386,53612769.5,49144284
2001,37,179,398083120.8,390516916.5,404850700,389144750,386715600,407869250,398477800,403503850,375402540,,,327537088,309340032,330966144,375419616,390746336,391262418,423313130,424987385,510631821.6,449801190
2002,37,181,233602171.8,239228029.9,252044209.2,238084054.2,241280405.3,252288700.8,259709515.8,262054275.8,231854046,,,258935440,271034272,251385360,253205776,254348224,253148731.2,266058355,291079981,294205877.5,254854291.2
2003,37,183,3342897252,3533138512,3597805683,3665515084,3808541495,4060926819,4073129864,4284573849,4510868561,,,4414725632,4465396224,4624919552,5016878592,5287303168,5510493308,5569594615,5602947051,5797671763,4760186301
2004,37,185,118589233.8,118012946.1,119124685,111315510,126084072,122585615,130659780,123994515,108426768,,,113078424,121158584,110774992,119892240,118019328,123143994,133569268,137575179.5,119186881,106239369
2005,37,187,74001199.62,83021367,47427370,49460055,52544424,53035230,27028658.8,29536895,28914585.6,,,68012760,69601136,71013848,63918756,65096400,70520697,61987737.21,62816140.84,68421591.84,63070730.4
2006,37,189,193063631.1,219303632.6,237772417.2,230489105,218396226,252713225,247890480,249406325,267204522,,,232976848,225636112,240498912,250263424,247289104,258275695.8,265285796,264551160.5,273665429.5,247593327
2007,37,191,319143399,330577926.8,326871143.7,325275363.7,341357725.1,340210433.7,321744835.5,304967858.7,336407070,,,433882944,415449504,411897568,450155392,469304384,433937820,432540693.5,489169525.2,487207175.7,434555862.6
2008,37,193,155284953.8,157359249,167628162.6,166602790,182509194,224291770,247798865,238884470,217899564,,,214045776,231203392,214830832,231698496,239684384,232356344.4,236938290,243316154,245107866,216760096.2
2009,37,195,494678466.7,505727983.9,515483765.9,508783059.4,502925724,518596526,556706825.7,539853845,517821558,,,586727488,584536128,597211712,597458560,654751104,656653812.6,691160642,684789165.5,674773383,601772991
2010,37,197,268631124.1,260509873.2,270439450,244918650,270020160,271793600,276728400,269413800,264153180,,,273403648,269261280,274612000,296099360,299200128,297480042,323310430,343725245,319127165,275698284
2011,37,199,79987027.14,76062459.5,77766535,77049310,77709486,79648475,82021705,85956405,80198652,,,72731200,74210056,86275480,83531208,84260664,83529764.4,81676050,84838118,83627814.5,73258303.8
2013,38,1,15086241.47,14623513.3,14623513.3,13717394.23,13754976.13,13239445.35,13809466.58,13809466.58,13998148.36,,,13574423,14615372,13628426,14705532,15635219,18206947.43,14952084.11,13161011.59,11862621.55,13437468.94
2014,38,3,141923852.2,118022997.8,126685035.9,131359979.6,146872904.6,143287340.1,140463705.9,148952412.7,145096235.9,,,170391792,173448800,164574064,167084672,154725536,171982571.7,170825864.1,162395329.2,168866814.9,146137153.1
2015,38,5,51216493.65,52104945.38,49763483.52,49763483.52,49899821.83,48029194.05,48030254.74,47347362.37,42715151.06,,,49866380,56647776,52757648,56014224,56882432,54093704.93,51805495.36,53013894.29,48536209.71,40129051.06
2016,38,7,31325009.63,33049936.42,33844097.58,33950422.81,34134115.26,33042574.73,38476770.29,41059335.09,38119453.39,,,56866016,72562432,74902600,80756872,68947192,63061904.31,54094354.88,64872004.07,62383931.57,42736645.51
2017,38,9,33174804.01,33884420.22,37178510.55,37178510.55,37280369.48,38584019.33,38584019.33,38584019.33,34128934.16,,,43921492,46838348,44761088,46110964,44483164,41671491.44,38128177.04,37396186.33,33244937.3,37345839.92
2018,38,11,19604187.2,18385430.7,18284588.86,18004771.83,18054099.97,17883119.89,18139262.29,18139262.29,18069170.02,,,24354676,26405872,26424762,28280668,25922236,26518151.92,22200217.25,20847690.4,20846067.25,20812592.93
2019,38,13,15073095.85,14571439.12,15851453.97,15851453.97,15894882.61,19064483.63,19064483.63,19064483.63,21131845.58,,,24324498,30162920,26341244,28418390,21818238,18606204.38,20041298.82,18926499.4,21329821.46,16790529.99
2020,38,15,253899531.5,266647734.4,267035473.9,269293538,279038207.1,284500718.4,289030833.8,313509066.4,294595077.4,,,379931680,391630016,401793504,416976736,426286080,431985532.8,445459484.2,448003207.9,424821746.5,372818793.4
2021,38,17,580811666.6,586370438.9,606821190.3,637916884.6,665294090.7,677169736.9,678192242,694790249.5,692300317.2,,,725740032,734841344,754560960,762386816,759988096,810803633.5,818240241.8,846294449.5,838043526.6,768081593.6
2022,38,19,21418920.61,21880956.13,22426387.31,22426387.31,22487829.46,25109540.27,25109540.27,25109540.27,20851032.81,,,22521430,22402848,23006446,22899306,24145412,23805194.86,23401506.71,24325410.04,24228325.88,20290815.64
2023,38,21,12519793.84,11464252.88,11464252.88,11333803.34,10172485.05,10182176.88,10164183.84,10482781.75,10361148.9,,,14751507,13124542,13080328,13217868,13259916,13342247.08,14109001.27,14164460.83,14296917.51,11843419.99
2024,38,23,11933348.02,11788095.48,11176186.49,11176186.49,11206806.17,13079982.69,13079982.69,13079982.69,12798673.03,,,23228636,32042780,30443922,28915680,26493084,17576637.6,17483352.54,16553845.73,15493711.63,12916521.74
2025,38,25,10015095.17,9587990.455,9587722.91,9078281.095,9103153.098,9078281.095,9376877.01,9376877.01,9402567.084,,,27361212,34388740,34919284,37951088,34741720,28414681.94,27669363.38,24990398.43,26826911.62,21599963.97
2026,38,27,9923171.34,9641311.48,9664518.18,9664518.18,11445984.25,11414711.07,11414711.07,11414711.07,11440675.78,,,11555794,12612587,12800287,12710967,12791347,12508624.25,11146440.45,12748028.69,12351912.08,10231344.07
2027,38,29,31416220.12,28749941.5,28756644.36,29930421.94,30068464.65,29930421.94,26090026.99,26249665.58,26344658.41,,,28255748,29820620,29828186,29689806,30007096,38455356.11,39308227.51,29141963.18,30591090.56,25578043.96
2028,38,31,26955868.89,27546264.94,27477174.82,27477174.82,28469792.75,28392006.44,28392006.44,29012450.96,29091937.12,,,27258512,29645406,29682402,29820234,29954140,31845643.16,30612989.83,29726119.03,31737377.8,26728885.94
2029,38,33,22100361.73,22039978.23,22692963.96,19314651.71,21578888.59,19268433.22,21957524,23735855.1,21257054.54,,,29051718,35507872,32377946,30631806,29895936,29316014.4,27158233.8,31604014.47,29698084.84,24262154.64
2030,38,35,337304773.6,340069718.9,348657133.4,354243594.9,351997621.4,328866278.6,333412534.6,341396649.1,347341789.9,,,330872064,341142304,367944672,361259456,350984640,352063138.3,350517312.8,368090107.2,355599391.1,303869599
2031,38,37,9456940.776,9735098.595,9799141.86,8664864.575,8688603.93,8664864.575,7702514.335,7702514.335,7723617.114,,,7377169.5,8529628,9945314,8167802,8159068,8688889.41,8569530.225,8475351.465,9466568.095,7917482.19
