ST,CO,YEAR,VMT_Total
46.0,93.0,2019.0,240701078.65
46.0,95.0,2019.0,14222725.05
46.0,97.0,2019.0,5914952.75
46.0,99.0,2019.0,774949844.9
46.0,101.0,2019.0,144424514.0
46.0,103.0,2019.0,470613574.8999999
46.0,105.0,2019.0,18884231.3
46.0,107.0,2019.0,23166655.85
46.0,109.0,2019.0,93224836.15
46.0,111.0,2019.0,0.0
46.0,113.0,2019.0,44162638.45
46.0,115.0,2019.0,44733056.800000004
46.0,117.0,2019.0,33950741.449999996
46.0,119.0,2019.0,12320085.9
46.0,121.0,2019.0,55723254.25000001
46.0,123.0,2019.0,28636217.35
46.0,125.0,2019.0,10745778.850000001
46.0,127.0,2019.0,255967670.84999996
46.0,129.0,2019.0,37235810.8
46.0,135.0,2019.0,64917505.699999996
46.0,137.0,2019.0,11858660.2
47.0,1.0,2019.0,523336485.34999996
47.0,3.0,2019.0,160045335.05
47.0,5.0,2019.0,157418871.7
47.0,7.0,2019.0,47643851.5
47.0,9.0,2019.0,507093912.34999996
47.0,11.0,2019.0,605957301.35
47.0,13.0,2019.0,439151994.74999994
47.0,15.0,2019.0,59513436.150000006
47.0,17.0,2019.0,111761722.5
47.0,19.0,2019.0,179811548.7
47.0,21.0,2019.0,225711948.5
47.0,23.0,2019.0,47664244.05
47.0,25.0,2019.0,150327637.1
47.0,27.0,2019.0,29448163.499999996
47.0,29.0,2019.0,290988833.2
47.0,31.0,2019.0,646318964.8499999
47.0,33.0,2019.0,101895078.99999999
47.0,35.0,2019.0,518099979.99999994
47.0,37.0,2019.0,5757206816.4
47.0,39.0,2019.0,142375849.3
47.0,41.0,2019.0,0.0
47.0,43.0,2019.0,383234597.0
47.0,45.0,2019.0,239932625.9
47.0,47.0,2019.0,394966408.75
47.0,49.0,2019.0,63792145.0
47.0,51.0,2019.0,137833143.25
47.0,53.0,2019.0,175799486.95
47.0,55.0,2019.0,278016017.8
47.0,57.0,2019.0,104868405.5
47.0,59.0,2019.0,620353635.0
47.0,61.0,2019.0,110792392.0
47.0,63.0,2019.0,413809486.3
47.0,65.0,2019.0,1873348987.7
47.0,67.0,2019.0,0.0
47.0,69.0,2019.0,88201881.35
47.0,71.0,2019.0,89848932.9
47.0,73.0,2019.0,217198976.85
47.0,75.0,2019.0,300810749.59999996
47.0,77.0,2019.0,453955376.40000004
47.0,79.0,2019.0,175534252.4
47.0,81.0,2019.0,195469617.99999997
47.0,83.0,2019.0,0.0
47.0,85.0,2019.0,178288849.0
47.0,87.0,2019.0,0.0
47.0,89.0,2019.0,589018874.0999999
47.0,91.0,2019.0,1658998.0
47.0,93.0,2019.0,3484076391.0499997
47.0,95.0,2019.0,0.0
47.0,97.0,2019.0,106930049.60000001
47.0,99.0,2019.0,198406732.85
47.0,101.0,2019.0,32441200.0
47.0,103.0,2019.0,179286284.49999997
47.0,105.0,2019.0,617160304.75
47.0,107.0,2019.0,498363648.9
47.0,109.0,2019.0,162678547.25
47.0,111.0,2019.0,68770164.65
47.0,113.0,2019.0,864688960.2499999
47.0,115.0,2019.0,592420367.5
47.0,117.0,2019.0,162509402.60000002
47.0,119.0,2019.0,555077921.9499999
47.0,121.0,2019.0,13391503.250000002
47.0,123.0,2019.0,218873337.7
47.0,125.0,2019.0,806070015.0
47.0,127.0,2019.0,37855646.5
47.0,129.0,2019.0,40404788.25
47.0,131.0,2019.0,176534060.4
47.0,133.0,2019.0,118657576.25
47.0,135.0,2019.0,24790325.5
47.0,137.0,2019.0,28076555.55
47.0,139.0,2019.0,128696813.65
47.0,141.0,2019.0,695481844.15
47.0,143.0,2019.0,146571626.5
47.0,145.0,2019.0,510243690.79999995
47.0,147.0,2019.0,709000958.7000002
47.0,149.0,2019.0,2022994844.95
47.0,151.0,2019.0,84703527.89999999
47.0,153.0,2019.0,101866630.89999999
47.0,155.0,2019.0,643209675.85
47.0,157.0,2019.0,4894932393.2
47.0,159.0,2019.0,254533516.5
47.0,161.0,2019.0,76900901.0
47.0,163.0,2019.0,948990955.3
47.0,165.0,2019.0,628987600.5
47.0,167.0,2019.0,168382168.65
47.0,169.0,2019.0,25339103.0
47.0,171.0,2019.0,146932027.5
47.0,173.0,2019.0,0.0
47.0,175.0,2019.0,33877913.0
47.0,177.0,2019.0,149446508.85
47.0,179.0,2019.0,678553896.05
47.0,181.0,2019.0,38544273.75
47.0,183.0,2019.0,141683637.75
47.0,185.0,2019.0,122413915.35000001
47.0,187.0,2019.0,2048869899.35
47.0,189.0,2019.0,1145503082.65
48.0,1.0,2019.0,257816487.10000002
48.0,3.0,2019.0,136700905.95
48.0,5.0,2019.0,571331616.5
48.0,7.0,2019.0,0.0
48.0,9.0,2019.0,44524751.3
48.0,11.0,2019.0,138694229.35
48.0,13.0,2019.0,513918638.5499999
48.0,15.0,2019.0,430406510.79999995
48.0,17.0,2019.0,46660873.65
48.0,19.0,2019.0,98879441.7
48.0,21.0,2019.0,573945834.1
48.0,23.0,2019.0,78559804.1
48.0,25.0,2019.0,120421654.10000001
48.0,27.0,2019.0,2281154957.6499996
48.0,29.0,2019.0,8801591925.2
48.0,31.0,2019.0,215357489.8
48.0,33.0,2019.0,0.0
48.0,35.0,2019.0,93815084.95
48.0,37.0,2019.0,888418113.95
48.0,39.0,2019.0,1029666441.7500001
48.0,41.0,2019.0,655307462.1500001
48.0,43.0,2019.0,44136942.45
48.0,45.0,2019.0,0.0
48.0,47.0,2019.0,172688402.14999998
48.0,49.0,2019.0,235268991.70000002
48.0,51.0,2019.0,210322949.9
48.0,53.0,2019.0,412383705.05
48.0,55.0,2019.0,238904428.20000002
48.0,57.0,2019.0,78060151.95
48.0,59.0,2019.0,292837853.85
48.0,61.0,2019.0,1861037482.95
48.0,63.0,2019.0,46575051.2
48.0,65.0,2019.0,231692929.75
48.0,67.0,2019.0,151563946.85
48.0,69.0,2019.0,5100214.350000001
48.0,71.0,2019.0,869111913.4499999
48.0,73.0,2019.0,310390240.3
48.0,75.0,2019.0,138928533.8
48.0,77.0,2019.0,226464834.0
48.0,79.0,2019.0,0.0
48.0,81.0,2019.0,11858006.85
48.0,83.0,2019.0,94609704.55000001
48.0,85.0,2019.0,1315767165.75
48.0,87.0,2019.0,0.0
48.0,89.0,2019.0,531225938.45
48.0,91.0,2019.0,1506471789.0500002
48.0,93.0,2019.0,82833888.4
48.0,95.0,2019.0,62433253.650000006
48.0,97.0,2019.0,555800702.25
48.0,99.0,2019.0,249456392.04999998
48.0,101.0,2019.0,0.0
48.0,103.0,2019.0,91786984.35
48.0,105.0,2019.0,210796252.7
48.0,107.0,2019.0,46495473.9
48.0,109.0,2019.0,293115363.35
48.0,111.0,2019.0,118783906.39999999
48.0,113.0,2019.0,11523452065.749998
48.0,115.0,2019.0,158530676.3
48.0,117.0,2019.0,80084157.25000001
48.0,119.0,2019.0,47850689.7
48.0,121.0,2019.0,3221416697.05
48.0,123.0,2019.0,103440689.74999999
48.0,125.0,2019.0,21326435.349999998
48.0,127.0,2019.0,121061510.05
48.0,129.0,2019.0,181880014.64999998
48.0,131.0,2019.0,76244711.3
48.0,133.0,2019.0,421401745.45000005
48.0,135.0,2019.0,985461561.8500001
48.0,137.0,2019.0,6291855.399999999
48.0,139.0,2019.0,1414931796.5500002
48.0,141.0,2019.0,3597772544.2
48.0,143.0,2019.0,318073114.35
48.0,145.0,2019.0,156566385.0
48.0,147.0,2019.0,74552987.4
48.0,149.0,2019.0,469862269.84999996
48.0,151.0,2019.0,0.0
48.0,153.0,2019.0,0.0
48.0,155.0,2019.0,0.0
48.0,157.0,2019.0,1792465688.5000002
48.0,159.0,2019.0,153651998.7
48.0,161.0,2019.0,392882514.25
48.0,163.0,2019.0,394577807.84999996
48.0,165.0,2019.0,172116074.85
48.0,167.0,2019.0,1511229304.8999999
48.0,169.0,2019.0,162194871.15
48.0,171.0,2019.0,181037682.25
48.0,173.0,2019.0,79565481.3
48.0,175.0,2019.0,61147194.4
48.0,177.0,2019.0,409367491.05
48.0,179.0,2019.0,157519352.55
48.0,181.0,2019.0,338026792.0
48.0,183.0,2019.0,915674153.15
48.0,185.0,2019.0,168189032.55
48.0,187.0,2019.0,987725697.0000001
48.0,189.0,2019.0,228593492.10000002
48.0,191.0,2019.0,72931639.14999999
48.0,193.0,2019.0,71006902.89999999
48.0,195.0,2019.0,0.0
48.0,197.0,2019.0,135128427.55
48.0,199.0,2019.0,278658724.40000004
48.0,201.0,2019.0,19527907296.199997
48.0,203.0,2019.0,794433260.2
48.0,205.0,2019.0,100144904.00000001
48.0,207.0,2019.0,46593965.5
48.0,209.0,2019.0,1474841589.8500001
48.0,211.0,2019.0,24877783.15
48.0,213.0,2019.0,359114323.9
48.0,215.0,2019.0,3366235020.4999995
48.0,217.0,2019.0,730192008.25
48.0,219.0,2019.0,70259897.55
48.0,221.0,2019.0,183377087.7
48.0,223.0,2019.0,505096252.75000006
48.0,225.0,2019.0,87369816.39999999
48.0,227.0,2019.0,450498698.65
48.0,229.0,2019.0,608987086.05
48.0,231.0,2019.0,807743773.6
48.0,233.0,2019.0,0.0
48.0,235.0,2019.0,0.0
48.0,237.0,2019.0,52542936.25
48.0,239.0,2019.0,180956466.1
48.0,241.0,2019.0,232809902.75
48.0,243.0,2019.0,40208414.599999994
48.0,245.0,2019.0,1257701538.6000001
48.0,247.0,2019.0,0.0
48.0,249.0,2019.0,303484214.00000006
48.0,251.0,2019.0,798092425.3499999
48.0,253.0,2019.0,90759253.85
48.0,255.0,2019.0,103438302.64999999
48.0,257.0,2019.0,671549637.3
48.0,259.0,2019.0,358248142.4
48.0,261.0,2019.0,171886650.45000002
48.0,263.0,2019.0,0.0
48.0,265.0,2019.0,377433589.95
48.0,267.0,2019.0,222389765.95000002
48.0,269.0,2019.0,20710976.0
48.0,271.0,2019.0,71311776.45
48.0,273.0,2019.0,129240510.35
48.0,275.0,2019.0,33100853.55
48.0,277.0,2019.0,327008204.85
48.0,279.0,2019.0,79893105.3
48.0,281.0,2019.0,215512008.9
48.0,283.0,2019.0,366712470.5
48.0,285.0,2019.0,12376679.15
48.0,287.0,2019.0,142527886.4
48.0,289.0,2019.0,465544699.45
48.0,291.0,2019.0,364426840.5
48.0,293.0,2019.0,18805993.549999997
48.0,295.0,2019.0,3801876.5
48.0,297.0,2019.0,527672261.95
48.0,299.0,2019.0,0.0
48.0,301.0,2019.0,0.0
48.0,303.0,2019.0,1201433255.4
48.0,305.0,2019.0,111706125.7
48.0,307.0,2019.0,65725878.5
48.0,309.0,2019.0,1808927863.75
48.0,311.0,2019.0,3034062.5
48.0,313.0,2019.0,334821891.25
48.0,315.0,2019.0,37858070.1
48.0,317.0,2019.0,235384138.25000003
48.0,319.0,2019.0,0.0
48.0,321.0,2019.0,57212326.5
48.0,323.0,2019.0,259485518.95
48.0,325.0,2019.0,381871482.6
48.0,327.0,2019.0,0.0
48.0,329.0,2019.0,998405969.3
48.0,331.0,2019.0,174246379.10000002
48.0,333.0,2019.0,54531569.4
48.0,335.0,2019.0,252000690.25
48.0,337.0,2019.0,134890046.05
48.0,339.0,2019.0,2525087198.8
48.0,341.0,2019.0,129755112.89999999
48.0,343.0,2019.0,130772528.49999999
48.0,345.0,2019.0,0.0
48.0,347.0,2019.0,377286498.6
48.0,349.0,2019.0,630079213.3000001
48.0,351.0,2019.0,20444927.5
48.0,353.0,2019.0,388884180.15000004
48.0,355.0,2019.0,1240705693.1999998
48.0,357.0,2019.0,0.0
48.0,359.0,2019.0,251520726.2
48.0,361.0,2019.0,808757039.15
48.0,363.0,2019.0,262078329.29999998
48.0,365.0,2019.0,204057593.5
48.0,367.0,2019.0,952385831.25
48.0,369.0,2019.0,95957832.05
48.0,371.0,2019.0,356024865.35
48.0,373.0,2019.0,473779672.5
48.0,375.0,2019.0,670474482.35
48.0,377.0,2019.0,55369594.8
48.0,379.0,2019.0,64337783.5
48.0,381.0,2019.0,386900244.54999995
48.0,383.0,2019.0,0.0
48.0,385.0,2019.0,0.0
48.0,387.0,2019.0,82211877.3
48.0,389.0,2019.0,516118230.75
48.0,391.0,2019.0,177215924.20000002
48.0,393.0,2019.0,8675126.55
48.0,395.0,2019.0,280636637.5
48.0,397.0,2019.0,561185423.15
48.0,399.0,2019.0,90483047.4
48.0,401.0,2019.0,216461921.4
48.0,403.0,2019.0,41846173.25
48.0,405.0,2019.0,46797620.9
48.0,407.0,2019.0,174814450.5
48.0,409.0,2019.0,408728832.3000001
48.0,411.0,2019.0,31785473.85
48.0,413.0,2019.0,30983127.2
48.0,415.0,2019.0,152868767.1
48.0,417.0,2019.0,0.0
48.0,419.0,2019.0,109243102.05
48.0,421.0,2019.0,74482984.05
48.0,423.0,2019.0,1594791897.55
48.0,425.0,2019.0,59709065.2
48.0,427.0,2019.0,290625420.95
48.0,429.0,2019.0,21763771.049999997
48.0,431.0,2019.0,87068987.05000001
48.0,433.0,2019.0,0.0
48.0,435.0,2019.0,270680944.95
48.0,437.0,2019.0,123862567.5
48.0,439.0,2019.0,9126247110.1
48.0,441.0,2019.0,701866829.3
48.0,443.0,2019.0,26802263.9
48.0,445.0,2019.0,148490139.5
48.0,447.0,2019.0,0.0
48.0,449.0,2019.0,364879221.5
48.0,451.0,2019.0,325326565.9
48.0,453.0,2019.0,4675362325.25
48.0,455.0,2019.0,0.0
48.0,457.0,2019.0,114968919.10000001
48.0,459.0,2019.0,217520618.5
48.0,461.0,2019.0,12417774.500000002
48.0,463.0,2019.0,160345905.25
48.0,465.0,2019.0,219181959.8
48.0,467.0,2019.0,542011443.9
48.0,469.0,2019.0,633028778.3
48.0,471.0,2019.0,624705066.45
48.0,473.0,2019.0,373559432.5
48.0,475.0,2019.0,321058354.45
48.0,477.0,2019.0,380297317.9
48.0,479.0,2019.0,1296530691.2
48.0,481.0,2019.0,337084270.75
48.0,483.0,2019.0,144343042.35
48.0,485.0,2019.0,389526426.84999996
48.0,487.0,2019.0,161019501.8
48.0,489.0,2019.0,87640292.35000001
48.0,491.0,2019.0,2241681623.85
48.0,493.0,2019.0,314551849.85
48.0,495.0,2019.0,0.0
48.0,497.0,2019.0,574941072.3
48.0,499.0,2019.0,95072878.60000001
48.0,501.0,2019.0,0.0
48.0,503.0,2019.0,34435213.24999999
48.0,505.0,2019.0,96139244.35
48.0,507.0,2019.0,121862414.95
49.0,1.0,2019.0,244661131.54999998
49.0,3.0,2019.0,814964813.15
49.0,5.0,2019.0,381882180.75
49.0,7.0,2019.0,153971636.5
49.0,9.0,2019.0,0.0
49.0,11.0,2019.0,1926006095.95
49.0,13.0,2019.0,148490548.29999998
49.0,15.0,2019.0,314170975.99999994
49.0,17.0,2019.0,56941850.550000004
49.0,19.0,2019.0,368102255.45000005
49.0,21.0,2019.0,651444050.3
49.0,23.0,2019.0,393040756.35
49.0,25.0,2019.0,134073843.99999999
49.0,27.0,2019.0,465628740.70000005
49.0,29.0,2019.0,107647124.95
49.0,31.0,2019.0,15963534.15
49.0,33.0,2019.0,11290530.4
49.0,35.0,2019.0,6229431194.700001
49.0,37.0,2019.0,180142381.04999998
49.0,39.0,2019.0,127358606.85
49.0,41.0,2019.0,244617999.50000003
49.0,43.0,2019.0,574630300.35
49.0,45.0,2019.0,578299342.4000001
49.0,47.0,2019.0,152309981.3
49.0,49.0,2019.0,3312453252.3499994
49.0,51.0,2019.0,217072037.14999998
49.0,53.0,2019.0,943251450.7499999
49.0,55.0,2019.0,0.0
49.0,57.0,2019.0,1007836189.6
50.0,1.0,2019.0,101631622.0
50.0,3.0,2019.0,146043508.0
50.0,5.0,2019.0,173585714.5
50.0,7.0,2019.0,843248108.35
50.0,9.0,2019.0,21651307.25
50.0,11.0,2019.0,142217873.65
50.0,13.0,2019.0,32619655.8
50.0,15.0,2019.0,0.0
50.0,17.0,2019.0,210647453.15
50.0,19.0,2019.0,66437037.2
50.0,21.0,2019.0,295628848.25
50.0,23.0,2019.0,286681588.65
50.0,25.0,2019.0,292619149.5
50.0,27.0,2019.0,536716965.59999996
51.0,1.0,2019.0,262288083.85
51.0,3.0,2019.0,758058754.4999999
51.0,5.0,2019.0,183693316.4
51.0,7.0,2019.0,97422971.25
51.0,9.0,2019.0,97314777.95
51.0,11.0,2019.0,91525961.9
51.0,13.0,2019.0,871405463.95
51.0,15.0,2019.0,781099565.65
51.0,17.0,2019.0,14553101.15
51.0,19.0,2019.0,166884894.85
51.0,21.0,2019.0,222521691.54999998
51.0,23.0,2019.0,600036143.6
51.0,25.0,2019.0,248810798.3
51.0,27.0,2019.0,67594433.95
51.0,29.0,2019.0,0.0
51.0,31.0,2019.0,209000828.65
51.0,33.0,2019.0,751571273.7
51.0,35.0,2019.0,442881765.5
51.0,36.0,2019.0,0.0
51.0,37.0,2019.0,44539559.35
51.0,41.0,2019.0,1440929943.55
51.0,43.0,2019.0,149619445.85
51.0,45.0,2019.0,0.0
51.0,47.0,2019.0,156684973.5
51.0,49.0,2019.0,0.0
51.0,51.0,2019.0,0.0
51.0,53.0,2019.0,342226711.95000005
51.0,57.0,2019.0,119618654.10000001
51.0,59.0,2019.0,5345185800.9
51.0,61.0,2019.0,831273958.5
51.0,63.0,2019.0,1173033.35
51.0,65.0,2019.0,22440072.25
51.0,67.0,2019.0,177287431.35
51.0,69.0,2019.0,742348953.75
51.0,71.0,2019.0,100474309.2
51.0,73.0,2019.0,205233966.6
51.0,75.0,2019.0,387239424.45
51.0,77.0,2019.0,48577448.5
51.0,79.0,2019.0,110883612.8
51.0,81.0,2019.0,265026956.24999997
51.0,83.0,2019.0,123232117.6
51.0,85.0,2019.0,1133356536.0
51.0,87.0,2019.0,2119563062.85
51.0,89.0,2019.0,192607747.89999998
51.0,91.0,2019.0,8158845.0
51.0,93.0,2019.0,177252015.39999998
51.0,95.0,2019.0,380355710.6
51.0,97.0,2019.0,71837099.05
51.0,99.0,2019.0,186593037.0
51.0,101.0,2019.0,58252591.1
51.0,103.0,2019.0,0.0
51.0,105.0,2019.0,13100346.4
51.0,107.0,2019.0,533676322.15
51.0,109.0,2019.0,271552079.5
51.0,111.0,2019.0,0.0
51.0,113.0,2019.0,107678193.75
51.0,115.0,2019.0,0.0
51.0,117.0,2019.0,298172420.1
51.0,119.0,2019.0,31158075.349999998
51.0,121.0,2019.0,524350988.24999994
51.0,125.0,2019.0,139282839.3
51.0,127.0,2019.0,579625106.35
51.0,131.0,2019.0,235348919.4
51.0,133.0,2019.0,45684276.0
51.0,135.0,2019.0,94170094.9
51.0,137.0,2019.0,29452872.0
51.0,139.0,2019.0,39787927.300000004
51.0,141.0,2019.0,46643375.550000004
51.0,143.0,2019.0,210776820.1
51.0,145.0,2019.0,120192864.80000001
51.0,147.0,2019.0,124915800.55
51.0,149.0,2019.0,380702544.55
51.0,153.0,2019.0,2029046647.15
51.0,155.0,2019.0,351371684.75000006
51.0,157.0,2019.0,41634531.650000006
51.0,159.0,2019.0,56895754.7
51.0,161.0,2019.0,552199269.15
51.0,163.0,2019.0,578676507.85
51.0,165.0,2019.0,626448014.4499999
51.0,167.0,2019.0,135859898.5
51.0,169.0,2019.0,124461269.7
51.0,171.0,2019.0,639606790.0500001
51.0,173.0,2019.0,255150300.79999998
51.0,175.0,2019.0,203253111.6
51.0,177.0,2019.0,799797895.15
51.0,179.0,2019.0,1155946626.8999999
51.0,181.0,2019.0,0.0
51.0,183.0,2019.0,301816112.9
51.0,185.0,2019.0,162306940.75
51.0,187.0,2019.0,271567296.35
51.0,191.0,2019.0,541008544.35
51.0,193.0,2019.0,0.0
51.0,195.0,2019.0,146041726.8
51.0,197.0,2019.0,604503524.6
51.0,199.0,2019.0,533206621.90000004
51.0,510.0,2019.0,525176749.65000004
51.0,515.0,2019.0,11327037.7
51.0,520.0,2019.0,173013646.35
51.0,530.0,2019.0,0.0
51.0,540.0,2019.0,78626818.1
51.0,550.0,2019.0,1074681891.75
51.0,570.0,2019.0,184725273.6
51.0,580.0,2019.0,17620838.55
51.0,590.0,2019.0,160268441.3
51.0,595.0,2019.0,30466575.55
51.0,600.0,2019.0,120073250.65
51.0,610.0,2019.0,28011877.549999997
51.0,620.0,2019.0,0.0
51.0,630.0,2019.0,275254259.9
51.0,640.0,2019.0,25550452.6
51.0,650.0,2019.0,877573299.6500001
51.0,660.0,2019.0,190633900.9
51.0,670.0,2019.0,74423251.8
51.0,678.0,2019.0,5672267.899999999
51.0,680.0,2019.0,133903881.75
51.0,683.0,2019.0,31955505.45
51.0,685.0,2019.0,4995393.65
51.0,690.0,2019.0,22315680.25
51.0,700.0,2019.0,1197040885.55
51.0,710.0,2019.0,1436721511.8000002
51.0,720.0,2019.0,512795.80000000005
51.0,730.0,2019.0,287222949.35
51.0,735.0,2019.0,0.0
51.0,740.0,2019.0,205771586.05
51.0,750.0,2019.0,30427538.799999997
51.0,760.0,2019.0,1082150507.15
51.0,770.0,2019.0,285452089.8
51.0,775.0,2019.0,78532188.2
51.0,790.0,2019.0,39836538.0
51.0,800.0,2019.0,539834270.0
51.0,810.0,2019.0,1457576852.6000001
51.0,820.0,2019.0,73638720.8
51.0,830.0,2019.0,25913222.450000003
51.0,840.0,2019.0,52945425.4
53.0,1.0,2019.0,248151360.1
53.0,3.0,2019.0,16302816.25
53.0,5.0,2019.0,756000158.15
53.0,7.0,2019.0,195868110.39999998
53.0,9.0,2019.0,237072953.1
53.0,11.0,2019.0,1566611853.5500002
53.0,13.0,2019.0,29726720.55
53.0,15.0,2019.0,938237055.2
53.0,17.0,2019.0,152819276.75
53.0,19.0,2019.0,11635170.7
53.0,21.0,2019.0,231862822.65
53.0,23.0,2019.0,28840102.7
53.0,25.0,2019.0,382250071.55
53.0,27.0,2019.0,228936953.45000002
53.0,29.0,2019.0,212199849.24999997
53.0,31.0,2019.0,147772250.2
53.0,33.0,2019.0,9246311885.449999
53.0,35.0,2019.0,371374754.2
53.0,37.0,2019.0,1051491164.1500002
53.0,39.0,2019.0,104227264.75000001
53.0,41.0,2019.0,723587771.2499999
53.0,43.0,2019.0,153211746.65
53.0,45.0,2019.0,188854157.25
53.0,47.0,2019.0,51291617.7
53.0,49.0,2019.0,73433835.35
53.0,51.0,2019.0,29037122.4
53.0,53.0,2019.0,3014293636.4500003
53.0,55.0,2019.0,0.0
53.0,57.0,2019.0,729476743.3
53.0,59.0,2019.0,66395292.15
53.0,61.0,2019.0,3219487536.9999995
53.0,63.0,2019.0,2173315773.35
53.0,65.0,2019.0,109698487.0
53.0,67.0,2019.0,1263854821.75
53.0,69.0,2019.0,26508931.650000002
53.0,71.0,2019.0,140271011.1
53.0,73.0,2019.0,745390389.2500001
53.0,75.0,2019.0,149350407.99999997
53.0,77.0,2019.0,878349990.45
54.0,0.0,2019.0,0.0
54.0,1.0,2019.0,14994565.0
54.0,3.0,2019.0,726677368.5
54.0,5.0,2019.0,100032630.0
54.0,7.0,2019.0,256680045.0
54.0,9.0,2019.0,71060755.0
54.0,11.0,2019.0,561182901.0
54.0,13.0,2019.0,0.0
54.0,15.0,2019.0,35479825.0
54.0,17.0,2019.0,98149595.0
54.0,19.0,2019.0,337584485.0
54.0,21.0,2019.0,2744800.0
54.0,23.0,2019.0,24866720.0
54.0,25.0,2019.0,225722570.0
54.0,27.0,2019.0,0.0
54.0,29.0,2019.0,58686160.0
54.0,31.0,2019.0,59994246.99999999
54.0,33.0,2019.0,519646485.0
54.0,35.0,2019.0,286006298.5
54.0,37.0,2019.0,245517395.99999997
54.0,39.0,2019.0,1649343385.0
54.0,41.0,2019.0,231178224.99999997
54.0,43.0,2019.0,23483370.0
54.0,45.0,2019.0,128575265.0
54.0,47.0,2019.0,81330322.0
54.0,49.0,2019.0,229243360.0
54.0,51.0,2019.0,154942500.0
54.0,53.0,2019.0,156833200.0
54.0,55.0,2019.0,514855531.50000006
54.0,57.0,2019.0,30834835.0
54.0,59.0,2019.0,137846593.5
54.0,61.0,2019.0,680886768.0
54.0,63.0,2019.0,30375665.0
54.0,65.0,2019.0,76009790.0
54.0,67.0,2019.0,159758748.0
54.0,69.0,2019.0,330072018.49999994
54.0,71.0,2019.0,0.0
54.0,73.0,2019.0,46939000.0
54.0,75.0,2019.0,21468935.0
54.0,77.0,2019.0,98111270.0
54.0,79.0,2019.0,334525420.00000006
54.0,81.0,2019.0,526561045.0
54.0,83.0,2019.0,137016620.0
54.0,85.0,2019.0,78851315.0
54.0,87.0,2019.0,55616510.0
54.0,89.0,2019.0,36252895.0
54.0,91.0,2019.0,0.0
54.0,93.0,2019.0,33946460.0
54.0,95.0,2019.0,22588755.0
54.0,97.0,2019.0,66743900.0
54.0,99.0,2019.0,139397515.0
54.0,101.0,2019.0,0.0
54.0,103.0,2019.0,53346903.5
54.0,105.0,2019.0,0.0
54.0,107.0,2019.0,474460945.0
54.0,109.0,2019.0,40374110.0
55.0,1.0,2019.0,48333267.15
55.0,3.0,2019.0,86032065.85000001
55.0,5.0,2019.0,164083501.60000002
55.0,7.0,2019.0,84243116.9
55.0,9.0,2019.0,1100892589.2
55.0,11.0,2019.0,17087920.3
55.0,13.0,2019.0,53946817.5
55.0,15.0,2019.0,141907149.14999998
55.0,17.0,2019.0,132752529.4
55.0,19.0,2019.0,175943209.35
55.0,21.0,2019.0,539474825.3
55.0,23.0,2019.0,82392216.5
55.0,25.0,2019.0,2417209069.0
55.0,27.0,2019.0,347426286.59999996
55.0,29.0,2019.0,109223778.94999999
55.0,31.0,2019.0,197737983.5
55.0,33.0,2019.0,414189068.04999995
55.0,35.0,2019.0,549186446.0
55.0,37.0,2019.0,26047754.150000002
55.0,39.0,2019.0,623761154.55
55.0,41.0,2019.0,31925710.5
55.0,43.0,2019.0,221750428.3
55.0,45.0,2019.0,130670248.2
55.0,47.0,2019.0,38234056.6
55.0,49.0,2019.0,188308599.04999998
55.0,51.0,2019.0,57822726.949999996
55.0,53.0,2019.0,411175073.25
55.0,55.0,2019.0,586229452.8499999
55.0,57.0,2019.0,493569001.6
55.0,59.0,2019.0,909054593.45
55.0,61.0,2019.0,14787011.4
55.0,63.0,2019.0,496633687.6
55.0,65.0,2019.0,76494082.94999999
55.0,67.0,2019.0,79116841.55
55.0,69.0,2019.0,133721159.10000001
55.0,71.0,2019.0,413762072.8
55.0,73.0,2019.0,575348970.75
55.0,75.0,2019.0,226442120.05
55.0,77.0,2019.0,164708341.45000002
55.0,78.0,2019.0,0.0
55.0,79.0,2019.0,4541755666.650001
55.0,81.0,2019.0,510113707.0
55.0,83.0,2019.0,154116997.75
55.0,85.0,2019.0,220022854.1
55.0,87.0,2019.0,855691735.8000002
55.0,89.0,2019.0,717069061.05
55.0,91.0,2019.0,13435628.100000001
55.0,93.0,2019.0,68341574.35
55.0,95.0,2019.0,144318678.6
55.0,97.0,2019.0,433570338.09999996
55.0,99.0,2019.0,71042508.65
55.0,101.0,2019.0,898836892.95
55.0,103.0,2019.0,65099651.65
55.0,105.0,2019.0,955147370.15
55.0,107.0,2019.0,58202170.0
55.0,109.0,2019.0,776837657.75
55.0,111.0,2019.0,458135582.7
55.0,113.0,2019.0,26700542.05
55.0,115.0,2019.0,322192113.8
55.0,117.0,2019.0,476702435.55
55.0,119.0,2019.0,45204614.9
55.0,121.0,2019.0,144488768.6
55.0,123.0,2019.0,124578854.45000002
55.0,125.0,2019.0,91013720.9
55.0,127.0,2019.0,526732788.4499999
55.0,129.0,2019.0,166113084.10000002
55.0,131.0,2019.0,853313819.2
55.0,133.0,2019.0,2803381707.95
55.0,135.0,2019.0,204623007.7
55.0,137.0,2019.0,163215035.2
55.0,139.0,2019.0,881444332.7
55.0,141.0,2019.0,238346295.75000003
56.0,1.0,2019.0,341724012.0500001
56.0,3.0,2019.0,91582080.65
56.0,5.0,2019.0,251262517.89999998
56.0,7.0,2019.0,478013814.85
56.0,9.0,2019.0,286880645.05
