ST,CO,RINT,ROFE,ROPA,RmART,RMCOLL,RmCOLL,RLOC,RTOT,UINT,UOFE,UOPA,UmART,UMCOLL,UmCOLL,ULOC,UTOT,YEAR
48.00,99.00,0.00,0.00,178380.51,255192.40,87703.26,RmCOLL,RLOC,RTOT,0.00,199869.85,202698.45,96966.55,93497.28,877.84,ULOC,UTOT,2016.00
48.00,101.00,0.00,0.00,0.00,64209.61,5553.69,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,103.00,28661.49,0.00,161337.05,30718.95,36261.74,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,105.00,435121.85,0.00,740.33,36703.27,139761.32,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,107.00,0.00,0.00,115294.36,33002.55,33178.37,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,109.00,634332.25,0.00,67368.96,23668.09,116507.52,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,111.00,0.00,0.00,234552.01,0.00,69341.74,RmCOLL,RLOC,RTOT,0.00,0.00,38118.72,1860.52,11357.86,0.00,ULOC,UTOT,2016.00
48.00,113.00,0.00,0.00,295.21,475.73,971.80,RmCOLL,RLOC,RTOT,21295133.88,16393886.48,11004388.57,10032797.12,7663284.79,82249.07,ULOC,UTOT,2016.00
48.00,115.00,0.00,0.00,277903.73,62977.90,40012.16,RmCOLL,RLOC,RTOT,0.00,0.00,67188.79,6050.90,23275.08,1072.16,ULOC,UTOT,2016.00
48.00,117.00,28267.95,0.00,142581.35,64022.13,62244.11,RmCOLL,RLOC,RTOT,0.00,0.00,47935.53,35042.74,20521.16,0.00,ULOC,UTOT,2016.00
48.00,119.00,0.00,0.00,118925.61,0.00,34914.98,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,121.00,504156.43,0.00,184397.87,431377.93,378081.33,RmCOLL,RLOC,RTOT,3689391.69,1754601.63,3485838.60,2451072.30,2100273.95,36218.00,ULOC,UTOT,2016.00
48.00,123.00,0.00,0.00,198270.54,62180.44,294879.67,RmCOLL,RLOC,RTOT,0.00,0.00,56010.06,35126.29,21326.15,0.00,ULOC,UTOT,2016.00
48.00,125.00,0.00,0.00,50897.35,23746.96,15738.22,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,127.00,0.00,0.00,252374.63,111489.30,95497.36,RmCOLL,RLOC,RTOT,0.00,0.00,58882.07,24159.65,9883.62,31.29,ULOC,UTOT,2016.00
48.00,129.00,77352.73,0.00,396021.70,21980.00,6738.38,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,131.00,0.00,0.00,185985.16,79626.13,143188.74,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,133.00,858891.45,0.00,111540.21,168438.85,121238.50,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,135.00,282079.71,0.00,206892.06,159324.88,43473.25,RmCOLL,RLOC,RTOT,492808.36,66886.80,1223423.14,561771.21,464476.68,1602.59,ULOC,UTOT,2016.00
48.00,137.00,0.00,0.00,10340.99,3478.41,62704.54,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,139.00,1198661.70,0.00,278715.52,136416.84,291556.71,RmCOLL,RLOC,RTOT,1642137.20,811244.85,591059.01,296242.29,783211.15,0.00,ULOC,UTOT,2016.00
48.00,141.00,379789.80,0.00,308101.12,86806.41,81527.81,RmCOLL,RLOC,RTOT,4075154.63,2192245.86,4538449.66,1734372.30,2104979.99,38261.28,ULOC,UTOT,2016.00
48.00,143.00,124902.96,0.00,501646.30,56410.10,151806.42,RmCOLL,RLOC,RTOT,0.00,0.00,99487.97,102056.38,32062.25,2350.27,ULOC,UTOT,2016.00
48.00,145.00,130661.10,0.00,191336.77,209521.01,104555.84,RmCOLL,RLOC,RTOT,0.00,23448.46,18377.80,12476.87,8432.93,42.87,ULOC,UTOT,2016.00
48.00,147.00,0.00,0.00,188624.42,222149.61,232947.21,RmCOLL,RLOC,RTOT,0.00,0.00,17605.18,41330.45,31443.49,0.00,ULOC,UTOT,2016.00
48.00,149.00,753384.51,0.00,463149.74,212299.04,298439.12,RmCOLL,RLOC,RTOT,0.00,0.00,45950.81,31339.45,29109.55,4528.47,ULOC,UTOT,2016.00
48.00,151.00,0.00,0.00,0.00,88284.52,57766.84,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,153.00,0.00,0.00,0.00,114851.19,59235.41,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,155.00,0.00,0.00,0.00,32024.27,3888.33,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,157.00,0.00,0.00,464810.92,83176.00,413249.42,RmCOLL,RLOC,RTOT,2229696.60,1744113.57,1571638.85,2249349.53,2508699.06,14022.11,ULOC,UTOT,2016.00
48.00,159.00,379213.04,0.00,2081.97,83982.21,116227.44,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,161.00,972270.61,0.00,29249.62,324027.40,230989.60,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,163.00,703220.49,0.00,100390.46,53589.77,209956.31,RmCOLL,RLOC,RTOT,116286.91,1723.03,25679.82,6571.57,33267.46,0.00,ULOC,UTOT,2016.00
48.00,165.00,0.00,0.00,327107.45,124940.64,155180.47,RmCOLL,RLOC,RTOT,0.00,0.00,61267.81,1808.35,13979.35,2200.18,ULOC,UTOT,2016.00
48.00,167.00,0.00,0.00,251233.28,53665.80,23895.27,RmCOLL,RLOC,RTOT,1753676.80,222917.06,2312651.44,916637.82,672721.02,12040.71,ULOC,UTOT,2016.00
48.00,169.00,0.00,0.00,413862.27,30978.17,23439.39,RmCOLL,RLOC,RTOT,0.00,0.00,35477.96,6139.36,2887.74,0.00,ULOC,UTOT,2016.00
48.00,171.00,74258.29,0.00,208778.35,211459.39,143948.64,RmCOLL,RLOC,RTOT,0.00,0.00,72121.56,86454.07,22896.25,2926.00,ULOC,UTOT,2016.00
48.00,173.00,0.00,0.00,166726.26,0.00,165902.72,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,175.00,0.00,0.00,153575.99,85518.27,77032.73,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,177.00,713441.71,0.00,304821.81,156026.09,285140.87,RmCOLL,RLOC,RTOT,0.00,0.00,72420.97,27013.26,21371.42,0.00,ULOC,UTOT,2016.00
48.00,179.00,331054.53,0.00,71862.05,87266.03,48841.24,RmCOLL,RLOC,RTOT,0.00,0.00,22612.22,55165.63,33108.92,0.00,ULOC,UTOT,2016.00
48.00,181.00,0.00,0.00,1080561.48,500116.02,277323.29,RmCOLL,RLOC,RTOT,0.00,1046794.21,262455.16,469302.43,189372.88,0.00,ULOC,UTOT,2016.00
48.00,183.00,356551.33,0.00,219371.57,184896.69,122873.46,RmCOLL,RLOC,RTOT,233011.72,0.00,1487764.28,539995.51,315259.19,3567.21,ULOC,UTOT,2016.00
48.00,185.00,0.00,0.00,412051.55,290464.89,171751.57,RmCOLL,RLOC,RTOT,0.00,106798.87,28556.43,34728.41,26598.16,0.00,ULOC,UTOT,2016.00
48.00,187.00,697758.57,0.00,310851.47,76216.35,211783.96,RmCOLL,RLOC,RTOT,1194397.82,0.00,558889.04,514284.40,288772.76,28611.28,ULOC,UTOT,2016.00
48.00,189.00,435801.15,0.00,0.00,85879.46,131765.78,RmCOLL,RLOC,RTOT,87327.41,0.00,79097.56,82578.22,64868.45,0.00,ULOC,UTOT,2016.00
48.00,191.00,0.00,0.00,186728.21,18917.38,20369.74,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,193.00,0.00,0.00,170386.48,121756.73,48119.21,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,195.00,0.00,0.00,0.00,59001.07,47217.96,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,197.00,0.00,0.00,338519.63,4899.97,15764.04,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,199.00,0.00,0.00,440493.09,185257.33,112175.68,RmCOLL,RLOC,RTOT,0.00,150100.59,276448.95,159441.18,44127.77,0.00,ULOC,UTOT,2016.00
48.00,201.00,0.00,0.00,463984.51,40087.79,186842.11,RmCOLL,RLOC,RTOT,33964042.18,21771526.71,17626255.53,21431226.82,12938547.55,42580.11,ULOC,UTOT,2016.00
48.00,203.00,975446.49,0.00,433923.13,137650.50,294565.25,RmCOLL,RLOC,RTOT,128631.49,0.00,371643.77,86089.53,94471.35,262.11,ULOC,UTOT,2016.00
48.00,205.00,0.00,0.00,225300.28,62425.06,35109.38,RmCOLL,RLOC,RTOT,0.00,0.00,11668.90,0.00,10012.61,0.00,ULOC,UTOT,2016.00
48.00,207.00,0.00,0.00,97120.35,57335.52,65143.06,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,209.00,381004.04,0.00,448721.95,319971.75,384035.31,RmCOLL,RLOC,RTOT,2241936.54,0.00,311168.59,530080.53,955625.99,34910.76,ULOC,UTOT,2016.00
48.00,211.00,0.00,0.00,84292.27,41711.74,29281.61,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,213.00,0.00,0.00,733455.61,207802.64,347262.76,RmCOLL,RLOC,RTOT,0.00,0.00,172896.56,302276.33,76746.13,5098.17,ULOC,UTOT,2016.00
48.00,215.00,0.00,0.00,412185.07,60817.10,127421.68,RmCOLL,RLOC,RTOT,3342281.47,5900.87,4903775.89,1557805.40,3452409.10,252092.78,ULOC,UTOT,2016.00
48.00,217.00,1544168.36,0.00,85662.31,161343.03,424989.09,RmCOLL,RLOC,RTOT,223226.34,0.00,34210.23,21816.15,26885.09,0.00,ULOC,UTOT,2016.00
48.00,219.00,0.00,0.00,177095.77,208589.64,193645.42,RmCOLL,RLOC,RTOT,0.00,0.00,27206.29,62880.75,51050.95,4175.34,ULOC,UTOT,2016.00
48.00,221.00,0.00,0.00,228677.48,60375.16,197855.24,RmCOLL,RLOC,RTOT,0.00,0.00,242931.43,111824.37,221704.06,5795.27,ULOC,UTOT,2016.00
48.00,223.00,797267.70,0.00,135689.18,157441.07,191751.63,RmCOLL,RLOC,RTOT,280990.19,0.00,53544.25,67284.17,61304.91,0.00,ULOC,UTOT,2016.00
48.00,225.00,0.00,0.00,147629.34,269251.37,76914.00,RmCOLL,RLOC,RTOT,0.00,0.00,62428.31,37171.31,10775.77,0.00,ULOC,UTOT,2016.00
48.00,227.00,412118.18,0.00,162963.84,84661.04,102047.10,RmCOLL,RLOC,RTOT,219899.66,0.00,160103.85,53315.03,54228.14,131.04,ULOC,UTOT,2016.00
48.00,229.00,1156796.62,0.00,134720.30,0.00,42660.01,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,231.00,1022180.63,0.00,481142.88,191930.23,385941.45,RmCOLL,RLOC,RTOT,220409.64,0.00,346088.81,191165.71,118367.52,7808.14,ULOC,UTOT,2016.00
48.00,233.00,0.00,0.00,0.00,161069.22,47161.35,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,125053.03,27640.42,0.00,ULOC,UTOT,2016.00
48.00,235.00,0.00,0.00,0.00,173256.42,50806.62,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,237.00,0.00,0.00,152432.19,106715.86,58236.65,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,239.00,0.00,0.00,399086.18,76515.43,322912.01,RmCOLL,RLOC,RTOT,0.00,0.00,92521.58,25381.93,21149.34,0.00,ULOC,UTOT,2016.00
48.00,241.00,0.00,0.00,570750.52,138601.59,228478.35,RmCOLL,RLOC,RTOT,0.00,0.00,108137.78,19174.35,17359.60,0.00,ULOC,UTOT,2016.00
48.00,243.00,101266.46,0.00,0.00,19967.66,91105.58,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,245.00,619003.95,0.00,409555.98,177235.23,140335.05,RmCOLL,RLOC,RTOT,768874.94,1361345.86,1541729.47,962382.95,603058.69,5096.75,ULOC,UTOT,2016.00
48.00,247.00,0.00,0.00,0.00,59464.79,107369.62,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,249.00,0.00,0.00,598100.34,199496.99,104654.21,RmCOLL,RLOC,RTOT,0.00,0.00,138501.62,110455.94,68796.03,7310.55,ULOC,UTOT,2016.00
48.00,251.00,607958.87,0.00,400551.63,112835.11,348156.50,RmCOLL,RLOC,RTOT,372351.75,199160.16,573174.19,356897.15,450122.54,31995.77,ULOC,UTOT,2016.00
48.00,253.00,0.00,0.00,252696.64,103657.43,156152.21,RmCOLL,RLOC,RTOT,0.00,1453.39,0.00,957.54,3417.93,0.00,ULOC,UTOT,2016.00
48.00,255.00,0.00,0.00,250121.13,129229.38,296987.99,RmCOLL,RLOC,RTOT,0.00,0.00,40665.50,33466.40,9543.77,0.00,ULOC,UTOT,2016.00
48.00,257.00,616421.43,0.00,704019.16,290411.24,378484.55,RmCOLL,RLOC,RTOT,482662.30,672557.85,279013.59,460521.96,255265.75,181.87,ULOC,UTOT,2016.00
48.00,259.00,329985.26,0.00,123723.94,101517.11,74727.90,RmCOLL,RLOC,RTOT,283831.88,0.00,109357.79,21824.90,42013.63,0.00,ULOC,UTOT,2016.00
48.00,261.00,0.00,0.00,420925.02,0.00,210.28,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,263.00,0.00,0.00,0.00,30177.20,9207.61,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,265.00,417672.25,0.00,148523.75,36382.60,108142.69,RmCOLL,RLOC,RTOT,40910.59,0.00,294326.00,101055.18,57782.00,443.55,ULOC,UTOT,2016.00
48.00,267.00,472493.77,0.00,17694.67,90901.36,29998.88,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,269.00,0.00,0.00,46755.40,20693.45,2920.75,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,271.00,0.00,0.00,181358.06,0.00,31983.12,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,273.00,0.00,0.00,285036.58,176699.06,46103.85,RmCOLL,RLOC,RTOT,0.00,69048.52,70292.35,142279.62,81965.84,217.23,ULOC,UTOT,2016.00
48.00,275.00,0.00,0.00,79481.81,0.00,24451.71,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,277.00,0.00,0.00,523707.84,22120.72,213439.33,RmCOLL,RLOC,RTOT,0.00,0.00,311609.95,87690.24,74520.31,0.00,ULOC,UTOT,2016.00
48.00,279.00,0.00,0.00,220448.22,104525.32,98832.87,RmCOLL,RLOC,RTOT,0.00,0.00,44295.39,27874.07,5979.69,0.00,ULOC,UTOT,2016.00
48.00,281.00,0.00,0.00,419886.17,0.00,56714.17,RmCOLL,RLOC,RTOT,0.00,0.00,111200.13,7391.00,62840.79,623.19,ULOC,UTOT,2016.00
48.00,283.00,870854.12,0.00,0.00,166845.76,204111.60,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,285.00,0.00,0.00,34042.57,334691.40,291630.85,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,32619.70,8236.38,1359.33,ULOC,UTOT,2016.00
48.00,287.00,0.00,0.00,284650.51,159481.10,107454.39,RmCOLL,RLOC,RTOT,0.00,0.00,72494.45,22164.55,10291.87,77.06,ULOC,UTOT,2016.00
48.00,289.00,957666.16,0.00,270530.40,180199.86,160186.84,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,291.00,0.00,0.00,570355.08,328599.46,305137.70,RmCOLL,RLOC,RTOT,10439.54,238825.64,322985.04,139361.69,97506.02,0.00,ULOC,UTOT,2016.00
48.00,293.00,0.00,0.00,0.00,261018.55,243329.47,RmCOLL,RLOC,RTOT,0.00,0.00,44399.66,31423.80,17037.58,1850.14,ULOC,UTOT,2016.00
48.00,295.00,0.00,0.00,11555.08,4867.39,70952.09,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,297.00,793457.26,0.00,427574.47,84147.79,129103.85,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,299.00,0.00,0.00,0.00,304319.69,158105.54,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,51253.98,102.94,ULOC,UTOT,2016.00
48.00,301.00,0.00,0.00,0.00,0.00,89266.33,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,303.00,165070.80,0.00,473681.47,100349.29,216244.57,RmCOLL,RLOC,RTOT,444424.44,1082848.27,2083754.69,427490.53,664826.32,12299.54,ULOC,UTOT,2016.00
48.00,305.00,0.00,0.00,288953.06,41538.63,79623.46,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,307.00,0.00,0.00,151822.20,116906.44,27974.56,RmCOLL,RLOC,RTOT,0.00,0.00,31808.86,916.27,16245.85,84.72,ULOC,UTOT,2016.00
48.00,309.00,1137975.10,0.00,603148.28,223256.92,465074.41,RmCOLL,RLOC,RTOT,1996741.48,438488.18,1024293.49,975020.30,728360.04,0.00,ULOC,UTOT,2016.00
48.00,311.00,0.00,0.00,6553.61,210393.03,44112.84,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,313.00,649047.86,0.00,207511.57,78820.89,105831.41,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,315.00,0.00,0.00,97919.40,113787.25,58091.05,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,317.00,277745.67,0.00,183357.72,139218.84,87096.47,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,319.00,0.00,0.00,0.00,151795.90,24565.18,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,321.00,0.00,0.00,0.00,335173.08,346631.80,RmCOLL,RLOC,RTOT,0.00,0.00,167360.44,60003.54,47284.90,110.76,ULOC,UTOT,2016.00
48.00,323.00,0.00,0.00,394157.09,13.18,118738.48,RmCOLL,RLOC,RTOT,0.00,18077.96,241323.11,189974.34,73856.70,7268.70,ULOC,UTOT,2016.00
48.00,325.00,236248.30,0.00,581179.29,18668.21,255279.53,RmCOLL,RLOC,RTOT,112952.28,23049.05,31083.92,13544.37,55473.31,0.00,ULOC,UTOT,2016.00
48.00,327.00,0.00,0.00,0.00,129117.03,17588.02,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,329.00,96051.56,0.00,237221.49,167590.34,195431.26,RmCOLL,RLOC,RTOT,797379.18,775726.43,1024379.13,476953.44,546097.20,925.48,ULOC,UTOT,2016.00
48.00,331.00,0.00,0.00,417720.32,120821.78,164104.88,RmCOLL,RLOC,RTOT,0.00,0.00,73586.02,17964.24,30038.40,348.65,ULOC,UTOT,2016.00
48.00,333.00,0.00,0.00,187934.21,31490.95,56952.48,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,335.00,472648.38,0.00,6324.38,53083.78,45715.88,RmCOLL,RLOC,RTOT,51580.25,0.00,0.00,3430.30,27993.19,0.00,ULOC,UTOT,2016.00
48.00,337.00,0.00,0.00,373935.09,0.00,209073.53,RmCOLL,RLOC,RTOT,0.00,39963.75,6663.31,28777.80,22125.46,0.00,ULOC,UTOT,2016.00
48.00,339.00,100852.62,0.00,191303.23,75318.55,339497.00,RmCOLL,RLOC,RTOT,4505390.28,288880.00,1551838.73,2486248.61,2934822.88,46141.89,ULOC,UTOT,2016.00
48.00,341.00,0.00,0.00,254098.62,34943.19,80972.75,RmCOLL,RLOC,RTOT,0.00,0.00,50598.74,31682.06,10270.07,0.00,ULOC,UTOT,2016.00
48.00,343.00,216568.87,0.00,91520.28,154248.31,45916.76,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,345.00,0.00,0.00,0.00,47647.98,5592.19,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,347.00,0.00,0.00,510408.46,269175.68,150472.49,RmCOLL,RLOC,RTOT,0.00,0.00,368895.99,245810.10,87816.96,0.00,ULOC,UTOT,2016.00
48.00,349.00,1052041.19,0.00,336223.49,154939.70,172593.58,RmCOLL,RLOC,RTOT,180547.88,0.00,163287.48,67468.50,90889.58,219.94,ULOC,UTOT,2016.00
48.00,351.00,0.00,0.00,56942.04,181093.50,104287.75,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,353.00,665988.16,0.00,117637.94,82463.61,90913.63,RmCOLL,RLOC,RTOT,59008.70,0.00,25787.97,6430.52,21366.96,1081.65,ULOC,UTOT,2016.00
48.00,355.00,73340.59,0.00,725329.86,568263.00,213560.11,RmCOLL,RLOC,RTOT,1169449.41,2486028.23,1400750.17,1197057.40,941426.34,922.90,ULOC,UTOT,2016.00
48.00,357.00,0.00,0.00,0.00,116031.73,54355.79,RmCOLL,RLOC,RTOT,0.00,0.00,20869.27,8523.91,21573.14,0.00,ULOC,UTOT,2016.00
48.00,359.00,677729.69,0.00,0.00,95374.26,26985.34,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,361.00,447267.44,0.00,37904.17,191013.95,140840.47,RmCOLL,RLOC,RTOT,1081467.23,0.00,546265.66,334684.47,163800.31,3989.01,ULOC,UTOT,2016.00
48.00,363.00,494281.47,0.00,56855.85,193196.98,163660.04,RmCOLL,RLOC,RTOT,0.00,0.00,82060.52,38009.41,37925.01,269.10,ULOC,UTOT,2016.00
48.00,365.00,0.00,0.00,365765.29,185185.96,158634.17,RmCOLL,RLOC,RTOT,0.00,0.00,84416.20,58736.07,14155.06,273.28,ULOC,UTOT,2016.00
48.00,367.00,434545.98,0.00,234758.57,410254.82,386317.54,RmCOLL,RLOC,RTOT,1247926.34,9535.02,346835.59,178798.82,411881.60,20021.82,ULOC,UTOT,2016.00
48.00,369.00,0.00,0.00,267602.87,70485.17,66865.31,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,371.00,594403.75,0.00,213851.79,104357.73,139610.27,RmCOLL,RLOC,RTOT,30560.35,0.00,35780.04,15766.97,22870.87,0.00,ULOC,UTOT,2016.00
48.00,373.00,0.00,0.00,866451.28,150016.72,161148.43,RmCOLL,RLOC,RTOT,0.00,0.00,194027.72,72823.89,55514.31,718.86,ULOC,UTOT,2016.00
48.00,375.00,197656.37,0.00,220171.69,119002.11,89216.50,RmCOLL,RLOC,RTOT,848759.86,111343.16,538855.95,571114.99,316517.75,0.00,ULOC,UTOT,2016.00
48.00,377.00,0.00,0.00,140372.04,31259.75,30203.11,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,379.00,0.00,0.00,171110.90,74717.24,82917.49,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,4415.46,1775.73,0.00,ULOC,UTOT,2016.00
48.00,381.00,328929.18,0.00,112370.14,9.21,176122.54,RmCOLL,RLOC,RTOT,361577.20,67182.62,217004.47,598431.85,210977.72,3390.17,ULOC,UTOT,2016.00
48.00,383.00,0.00,0.00,0.00,118060.61,209034.28,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,385.00,0.00,0.00,0.00,60626.06,47491.52,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,387.00,0.00,0.00,211797.45,66211.94,86578.10,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,389.00,569902.14,0.00,321725.80,77848.21,147201.61,RmCOLL,RLOC,RTOT,39411.09,0.00,51574.15,28180.91,17331.83,0.00,ULOC,UTOT,2016.00
48.00,391.00,0.00,0.00,519764.31,74083.67,138617.28,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,393.00,0.00,0.00,27530.98,48138.00,13353.87,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,395.00,0.00,0.00,687282.70,40763.49,159046.52,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,397.00,78243.25,0.00,22365.29,51586.32,34953.49,RmCOLL,RLOC,RTOT,1084695.57,106515.23,267357.62,216133.23,406908.90,11820.47,ULOC,UTOT,2016.00
48.00,399.00,0.00,0.00,209575.37,62556.65,92335.72,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,401.00,0.00,0.00,393433.25,350081.98,270908.68,RmCOLL,RLOC,RTOT,0.00,0.00,120358.18,112780.78,35028.96,211.84,ULOC,UTOT,2016.00
48.00,403.00,0.00,0.00,97356.31,36211.69,106833.94,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
48.00,405.00,0.00,0.00,104350.05,94215.86,58639.55,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
