b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_N_F","RCPTOT_F","RCPTOT"
"02","71151",,1721,"G",,23325
"02","712",,20,"G",,164
"02","7121",,20,"G",,164
"02","713",,796,"G",,34487
"02","7131",,18,"G",,1210
"02","7132",,22,"G",,5660
"02","7139",,756,"G",,27617
"02","72",,1705,"G",,68685
"02","721",,1103,"G",,41406
"02","7211",,796,"G",,30743
"02","7212",,101,"G",,5384
"02","72121",,101,"G",,5384
"02","7213",,206,"G",,5279
"02","72131",,206,"G",,5279
"02","722",,602,"G",,27279
"02","7221",,98,"G",,9031
"02","72211",,98,"G",,9031
"02","7222",,197,"G",,9416
"02","72221",,197,"G",,9416
"02","7223",,273,"G",,6749
"02","7224",,34,"H",,2083
"02","72241",,34,"H",,2083
"02","81",,5129,"G",,169008
"02","811",,1718,"G",,79570
"02","8111",,623,"G",,38728
"02","81111",,389,"G",,22556
"02","81112",,130,"G",,8383
"02","81119",,104,"G",,7789
"02","8112",,126,"G",,4853
"02","81121",,126,"G",,4853
"02","8113",,289,"G",,15819
"02","81131",,289,"G",,15819
"02","8114",,680,"G",,20170
"02","81141",,85,"G",,3424
"02","81142",,45,"G",,2468
"02","81143",,3,"H",,163
"02","81149",,547,"G",,14115
"02","812",,2932,"G",,81337
"02","8121",,1140,"G",,37397
"02","81211",,880,"G",,32873
"02","812111",,91,"G",,2240
"02","812112",,647,"G",,25316
"02","812113",,142,"G",,5317
"02","81219",,260,"G",,4524
"02","8122","D",0,"D","D",0
"02","81221","D",0,"D","D",0
"02","81222","D",0,"D","D",0
"02","8123",,55,"G",,2290
"02","81231",,32,"G",,1417
"02","81232",,22,"G",,859
"02","81233","D",0,"D","D",0
"02","8129",,1732,"G",,41296
"02","81291",,149,"G",,3118
"02","81292",,22,"G",,545
"02","81293",,12,"G",,216
"02","81299",,1549,"G",,37417
"02","813",,479,"G",,8101
"04","00",,389134,"G",,18992721
"04","11",,2091,"G",,73390
"04","113",,153,"G",,5589
"04","114",,517,"G",,13213
"04","1141",,244,"G",,7330
"04","11411",,244,"G",,7330
"04","1142",,273,"G",,5883
"04","11421",,273,"G",,5883
"04","115",,1421,"G",,54588
"04","1151",,369,"G",,20712
"04","11511",,369,"G",,20712
"04","1152",,871,"G",,30616
"04","11521",,871,"G",,30616
"04","1153",,181,"G",,3260
"04","11531",,181,"G",,3260
"04","21",,315,"G",,22439
"04","211","D",0,"D","D",0
"04","2111","D",0,"D","D",0
"04","21111","D",0,"D","D",0
"04","212",,146,"G",,12268
"04","2121",,13,"H",,128
"04","21211",,13,"H",,128
"04","2122",,51,"G",,1724
"04","2123",,82,"G",,10416
"04","213",,163,"G",,9832
"04","2131",,163,"G",,9832
"04","21311",,163,"G",,9832
"04","22",,333,"G",,23098
"04","221",,333,"G",,23098
"04","23",,34659,"G",,2367112
"04","236",,8204,"G",,789323
"04","2361",,7049,"G",,696015
"04","2362",,1155,"G",,93308
"04","237",,771,"G",,80223
"04","2371",,128,"G",,7726
"04","2372",,247,"G",,42050
"04","23721",,247,"G",,42050
"04","2373",,116,"G",,4904
"04","23731",,116,"G",,4904
"04","2379",,280,"G",,25543
"04","23799",,280,"G",,25543
"04","238",,25684,"G",,1497566
"04","2381",,3248,"G",,185756
"04","2382",,3949,"G",,244522
"04","23821",,1720,"G",,90371
"04","23822",,1953,"G",,136142
"04","23829",,276,"G",,18009
"04","2383",,9253,"G",,459724
"04","2389",,9234,"G",,607564
"04","311",,418,"G",,16066
"04","3111",,16,"G",,375
"04","31111",,16,"G",,375
"04","3112",,3,"G",,416
"04","3113",,30,"G",,556
"04","3114",,43,"G",,1311
"04","3115",,20,"G",,454
"04","3116",,30,"G",,667
"04","31161",,30,"G",,667
"04","3117",,14,"H",,223
"04","31171",,14,"H",,223
"04","3118",,109,"G",,5914
"04","3119",,153,"G",,6150
"04","312",,28,"G",,2338
"04","313",,48,"G",,676
"04","31-33",,6524,"G",,318039
"04","314",,55,"G",,948
"04","315",,394,"G",,14167
"04","316",,92,"G",,1732
"04","3161",,18,"G",,401
"04","31611",,18,"G",,401
"04","3162",,9,"H",,203
"04","31621",,9,"H",,203
"04","3169",,65,"G",,1128
"04","31699",,65,"G",,1128
"04","321",,362,"G",,18941
"04","322",,21,"G",,3639
"04","323",,587,"G",,31917
"04","3231",,587,"G",,31917
"04","324",,23,"G",,1164
"04","3241",,23,"G",,1164
"04","325",,166,"G",,7248
"04","3251",,12,"G",,813
"04","3252",,8,"G",,349
"04","3253","D",0,"D","D",0
"04","3254",,34,"G",,423
"04","32541",,34,"G",,423
"04","3255",,32,"G",,2116
"04","3256",,29,"G",,946
"04","3259",,43,"G",,2395
"04","326",,134,"G",,6143
"04","327",,237,"G",,9792
"04","3271",,73,"G",,1247
"04","3272",,81,"G",,3756
"04","32721",,81,"G",,3756
"04","3273",,24,"G",,1614
"04","3274","D",0,"D","D",0
"04","3279",,56,"G",,2332
"04","331",,89,"G",,6431
"04","332",,971,"G",,51496
"04","333",,266,"G",,16110
"04","334",,231,"G",,13968
"04","335",,143,"G",,9535
"04","336",,118,"G",,9995
"04","337",,368,"G",,20659
"04","339",,1773,"G",,75074
"04","3391",,143,"G",,12648
"04","33911",,143,"G",,12648
"04","3399",,1630,"G",,62426
"04","42",,7216,"G",,668881
"04","423",,3934,"G",,397638
"04","4231",,439,"G",,77969
"04","4232",,314,"G",,23281
"04","4233",,183,"G",,22607
"04","4234",,186,"G",,23253
"04","4235",,55,"G",,11610
"04","4236",,200,"G",,26381
"04","4237",,92,"H",,12532
"04","4238",,306,"G",,43713
"04","4239",,2159,"G",,156292
"04","42391",,226,"G",,17478
"04","42392",,147,"G",,8276
"04","42393",,80,"G",,8922
"04","42394",,562,"G",,31666
"04","42399",,1144,"G",,89950
"04","424",,2594,"G",,230395
"04","4241",,116,"G",,6851
"04","4242",,65,"G",,7398
"04","42421",,65,"G",,7398
"04","4243",,368,"G",,20827
"04","4244",,606,"G",,84858
"04","4245",,69,"G",,7207
"04","4246",,58,"G",,6792
"04","4247",,29,"G",,2314
"04","4248",,61,"G",,4051
"04","4249",,1222,"G",,90097
"04","42491",,32,"G",,3100
"04","42492",,231,"G",,10232
"04","42493",,105,"G",,4985
"04","42494",,26,"G",,4389
"04","42495",,13,"H",,843
"04","42499",,815,"G",,66548
"04","425",,688,"G",,40848
"04","4251",,688,"G",,40848
"04","42511",,127,"G",,8311
"04","42512",,561,"G",,32537
"04","441",,3036,"G",,380266
"04","4411",,1415,"G",,215202
"04","44112",,1415,"G",,215202
"04","4412",,799,"G",,95218
"04","44121",,179,"G",,29036
"04","44122",,620,"G",,66182
"04","441221",,75,"G",,4425
"04","441222",,37,"G",,3721
"04","441229",,508,"G",,58036
"04","4413",,822,"G",,69846
"04","442",,887,"G",,71715
"04","4421",,322,"G",,26858
"04","44211",,322,"G",,26858
"04","4422",,565,"G",,44857
"04","443",,622,"G",,35027
"04","4431",,622,"G",,35027
"04","44311",,412,"G",,21852
"04","443111",,137,"G",,5216
"04","443112",,275,"G",,16636
"04","44312",,176,"G",,11252
"04","44313",,34,"G",,1923
"04","444",,685,"G",,48182
"04","4441",,544,"G",,36994
"04","44411",,42,"G",,2217
"04","44412",,20,"G",,1459
"04","44413",,77,"G",,5613
"04","44419",,405,"G",,27705
"04","4442",,141,"G",,11188
"04","44-45",,36461,"G",,1681769
"04","445",,1384,"G",,116193
"04","4451",,572,"G",,56045
"04","4452",,689,"G",,42539
"04","44521",,34,"H",,2932
"04","44522",,13,"G",,1370
"04","44523",,95,"G",,4979
"04","44529",,547,"G",,33258
"04","4453",,123,"G",,17609
"04","44531",,123,"G",,17609
"04","446",,2685,"G",,74755
"04","4461",,2685,"G",,74755
"04","44611",,75,"G",,3149
"04","44612",,1395,"G",,27940
"04","44613",,48,"G",,5813
"04","44619",,1167,"G",,37853
"04","447",,76,"G",,9580
"04","4471",,76,"G",,9580
"04","448",,2492,"G",,109908
"04","4481",,1454,"G",,63056
"04","44811",,56,"G",,3782
"04","44812",,281,"G",,13052
"04","44813",,113,"G",,3984
"04","44814",,193,"G",,7695
"04","44815",,345,"G",,15316
"04","44819",,466,"G",,19227
"04","4482",,90,"G",,5952
"04","44821",,90,"G",,5952
"04","4483",,948,"G",,40900
"04","44831",,910,"G",,38806
"04","44832",,38,"G",,2094
"04","451",,1480,"G",,62488
"04","4511",,1006,"G",,49727
"04","45111",,370,"G",,25440
"04","45112",,274,"G",,13127
"04","45113",,270,"G",,6048
"04","45114",,92,"G",,5112
"04","4512",,474,"G",,12761
"04","45121",,404,"G",,9906
"04","451211",,220,"G",,6660
"04","451212",,184,"G",,3246
"04","45122",,70,"G",,2855
"04","452",,689,"G",,42422
"04","453",,5150,"G",,293228
"04","4531",,278,"G",,11478
"04","45311",,278,"G",,11478
"04","4532",,1193,"G",,54743
"04","45321",,107,"G",,7929
"04","45322",,1086,"G",,46814
"04","4533",,760,"G",,29108
"04","45331",,760,"G",,29108
"04","4539",,2919,"G",,197899
"04","45391",,174,"G",,11621
"04","45392",,482,"G",,22447
"04","45393",,85,"G",,7800
"04","45399",,2178,"G",,156031
"04","454",,17275,"G",,438005
"04","4541",,2066,"G",,78286
"04","45411",,2066,"G",,78286
"04","4542",,636,"G",,18895
"04","45421",,636,"G",,18895
"04","4543",,14573,"G",,340824
"04","45431",,33,"G",,1456
"04","45439",,14540,"G",,339368
"04","481",,507,"G",,36750
"04","483",,73,"G",,3401
"04","484",,6839,"G",,656641
"04","4841",,6028,"G",,589038
"04","48411",,2108,"G",,158318
"04","48412",,3920,"G",,430720
"04","4842",,811,"G",,67603
"04","48-49",,15745,"G",,972643
"04","485",,2284,"G",,75743
"04","4851",,21,"G",,450
"04","48511",,21,"G",,450
"04","4852",,23,"G",,435
"04","48521",,23,"G",,435
"04","4853",,1678,"G",,54294
"04","4854",,34,"H",,484
"04","48541",,34,"H",,484
"04","4855",,60,"G",,2341
"04","48551",,60,"G",,2341
"04","4859",,468,"G",,17739
"04","48599",,468,"G",,17739
"04","486","D",0,"D","D",0
"04","487",,148,"G",,6717
"04","488",,1659,"G",,85323
"04","492",,4104,"G",,100052
"04","493",,128,"G",,7852
"04","4931",,128,"G",,7852
"04","51",,5325,"G",,198847
"04","511",,1380,"G",,47928
"04","512",,1019,"G",,33872
"04","5121",,759,"G",,27469
"04","5122",,260,"G",,6403
"04","515",,324,"G",,12843
"04","517",,627,"G",,36289
"04","518",,876,"G",,24029
"04","5182",,876,"G",,24029
"04","51821",,876,"G",,24029
"04","519",,1099,"G",,43886
"04","5191",,1099,"G",,43886
"04","52",,15498,"G",,1081848
"04","522",,1387,"G",,89350
"04","5221",,82,"G",,2663
"04","5222",,609,"G",,54320
"04","5223",,696,"G",,32367
"04","523",,6442,"G",,584488
"04","5231",,608,"G",,82475
"04","52311",,137,"H",,26255
"04","52312",,411,"H",,52640
"04","52313",,20,"G",,785
"04","52314",,40,"G",,2795
"04","5232",,43,"G",,16276
"04","52321",,43,"G",,16276
"04","5239",,5791,"G",,485737
"04","524",,7669,"G",,408010
"04","5241",,72,"G",,5136
"04","5242",,7597,"G",,402874
"04","52421",,5329,"G",,305765
"04","52429",,2268,"G",,97109
"04","53",,60967,"G",,4227817
"04","531",,59010,"G",,4071420
"04","5311",,14682,"G",,1854745
"04","5312",,26008,"G",,1029174
"04","53121",,26008,"G",,1029174
"04","5313",,18320,"G",,1187501
"04","53131",,2462,"G",,136327
"04","53132",,999,"G",,47047
"04","53139",,14859,"G",,1004127
"04","532",,1924,"G",,154325
"04","5321",,560,"G",,26169
"04","5322",,410,"G",,20212
"04","53221",,42,"G",,2166
"04","53222",,14,"G",,439
"04","53223",,47,"G",,1722
"04","53229",,307,"G",,15885
"04","5323",,78,"G",,9324
"04","53231",,78,"G",,9324
"04","5324",,876,"G",,98620
"04","533",,33,"G",,2072
"04","5331",,33,"G",,2072
"04","53311",,33,"G",,2072
"04","54",,58639,"G",,2621257
"04","541",,58639,"G",,2621257
"04","5411",,3882,"G",,257544
"04","5412",,7256,"G",,179148
"04","54121",,7256,"G",,179148
"04","541211",,704,"G",,47114
"04","541213",,1579,"G",,28897
"04","541214",,78,"G",,3101
"04","541219",,4895,"G",,100036
"04","5413",,4951,"G",,263792
"04","54131",,1133,"G",,66991
"04","54132",,594,"G",,28453
"04","54133",,1874,"G",,120562
"04","54134",,705,"G",,22871
"04","54135",,323,"G",,10750
"04","54136",,64,"G",,3029
"04","54137",,191,"G",,8125
"04","54138",,67,"G",,3011
"04","5414",,3741,"G",,152692
"04","5415",,5904,"G",,263374
"04","54151",,5904,"G",,263374
"04","5416",,12782,"G",,585575
"04","5417",,654,"G",,30176
"04","5418",,2655,"G",,165702
"04","5419",,16814,"G",,723254
"04","54191",,455,"G",,16791
"04","54192",,1838,"G",,43048
"04","54193",,709,"G",,14795
"04","54194",,275,"G",,16775
"04","54199",,13537,"G",,631845
"04","56",,30141,"G",,846998
"04","561",,29864,"G",,826318
"04","5611",,3910,"G",,72091
"04","56111",,3910,"G",,72091
"04","5612",,509,"G",,16113
"04","56121",,509,"G",,16113
"04","5613",,608,"G",,28629
"04","5614",,4366,"G",,151096
"04","56141",,1417,"G",,23641
"04","56142",,363,"G",,8958
"04","56143",,372,"G",,12545
"04","56144",,90,"G",,6297
"04","56145",,13,"H",,399
"04","56149",,2111,"G",,99256
"04","5615",,888,"G",,30481
"04","5616",,2679,"G",,47443
"04","5617",,15047,"G",,403757
"04","56171",,322,"G",,18597
"04","56172",,8055,"G",,139723
"04","56173",,4094,"G",,144158
"04","56174",,671,"G",,24495
"04","56179",,1905,"G",,76784
"04","5619",,1857,"G",,76708
"04","562",,277,"G",,20680
"04","61",,9563,"G",,141380
"04","611",,9563,"G",,141380
"04","62",,29762,"G",,1214124
"04","621",,15820,"G",,960001
"04","6211",,3450,"G",,418341
"04","62111",,3450,"G",,418341
"04","621111",,2912,"G",,380703
"04","621112",,538,"G",,37638
"04","6212",,857,"G",,75295
"04","62121",,857,"G",,75295
"04","6213",,6751,"G",,295347
"04","62131",,639,"G",,43859
"04","62132",,193,"G",,12036
"04","62133",,1383,"G",,54320
"04","62134",,1288,"G",,55495
"04","62139",,3248,"G",,129637
"04","621391",,52,"G",,7387
"04","621399",,3196,"G",,122250
"04","6214",,266,"G",,40157
"04","6215",,393,"G",,29627
"04","62151",,393,"G",,29627
"04","6216",,3206,"G",,64620
"04","62161",,3206,"G",,64620
"04","6219",,897,"G",,36614
"04","623",,1378,"G",,75549
"04","624",,12564,"G",,178574
"04","6241",,2096,"G",,40876
"04","6242",,87,"G",,1089
"04","6243",,223,"G",,5370
"04","62431",,223,"G",,5370
"04","6244",,10158,"G",,131239
"04","62441",,10158,"G",,131239
"04","71",,19627,"G",,486514
"04","711",,16668,"G",,337866
"04","7111",,954,"G",,18063
"04","7112",,2575,"G",,59273
"04","71121",,2575,"G",,59273
"04","7113",,744,"G",,35319
"04","7114",,576,"G",,18674
"04","71141",,576,"G",,18674
"04","7115",,11819,"G",,206537
"04","71151",,11819,"G",,206537
"04","712",,94,"G",,2549
"04","7121",,94,"G",,2549
"04","713",,2865,"G",,146099
"04","7131",,115,"G",,8541
"04","7132",,268,"G",,21733
"04","7139",,2482,"G",,115825
"04","72",,4531,"G",,324418
"04","721",,918,"G",,77408
"04","7211",,589,"G",,64303
"04","7212",,104,"G",,5951
"04","72121",,104,"G",,5951
"04","7213",,225,"G",,7154
"04","72131",,225,"G",,7154
"04","722",,3613,"G",,247010
"04","7221",,623,"G",,92388
"04","72211",,623,"G",,92388
"04","7222",,650,"G",,70240
"04","72221",,650,"G",,70240
"04","7223",,2064,"G",,62931
"04","7224",,276,"G",,21451
"04","72241",,276,"G",,21451
"04","81",,51737,"G",,1722147
"04","811",,13043,"G",,624990
"04","8111",,4794,"G",,297530
"04","81111",,2371,"G",,158631
"04","81112",,1328,"G",,76608
"04","81119",,1095,"G",,62291
"04","8112",,861,"G",,31237
"04","81121",,861,"G",,31237
"04","8113",,857,"G",,56970
"04","81131",,857,"G",,56970
"04","8114",,6531,"G",,239253
"04","81141",,983,"G",,45790
"04","81142",,438,"G",,17715
"04","81143",,60,"G",,1933
"04","81149",,5050,"G",,173815
"04","812",,35624,"G",,1015516
"04","8121",,15826,"G",,465550
"04","81211",,13179,"G",,408094
"04","812111",,1264,"G",,39177
"04","812112",,7274,"G",,219685
"04","812113",,4641,"G",,149232
"04","81219",,2647,"G",,57456
"04","8122",,107,"G",,5311
"04","81221",,87,"G",,4271
"04","81222",,20,"G",,1040
"04","8123",,335,"G",,22266
"04","81231",,143,"G",,11641
"04","81232",,168,"G",,10269
"04","81233",,24,"H",,356
"04","8129",,19356,"G",,522389
"04","81291",,1239,"G",,27876
"04","81292",,210,"G",,4530
"04","81293",,79,"G",,2796
"04","81299",,17828,"G",,487187
"04","813",,3070,"G",,81641
"05","00",,195459,"G",,8233959
"05","11",,4740,"G",,265589
"05","113",,2023,"G",,171939
"05","114",,713,"G",,14403
"05","1141",,467,"G",,9236
"05","11411",,467,"G",,9236
"05","1142",,246,"G",,5167
"05","11421",,246,"G",,5167
"05","115",,2003,"G",,79151
"05","1151",,1063,"G",,35272
"05","11511",,1063,"G",,35272
"05","1152",,693,"G",,30044
"05","11521",,693,"G",,30044
"05","1153",,247,"G",,13835
"05","11531",,247,"G",,13835
"05","21",,1312,"G",,127184
"05","211",,1037,"G",,108039
"05","2111",,1037,"G",,108039
"05","21111",,1037,"G",,108039
"05","212",,94,"G",,9270
"05","2121","D",0,"D","D",0
"05","21211","D",0,"D","D",0
"05","2122",,6,"H",,377
"05","2123",,81,"G",,8236
"05","213",,181,"G",,9875
"05","2131",,181,"G",,9875
"05","21311",,181,"G",,9875
"05","22",,198,"G",,4452
"05","221",,198,"G",,4452
"05","23",,35835,"G",,1943184
"05","236",,9162,"G",,741121
"05","2361",,7845,"G",,674291
"05","2362",,1317,"G",,66830
"05","237",,1042,"G",,92905
"05","2371",,185,"G",,10022
"05","2372",,319,"G",,43388
"05","23721",,319,"G",,43388
"05","2373",,150,"G",,10637
"05","23731",,150,"G",,10637
"05","2379",,388,"G",,28858
"05","23799",,388,"G",,28858
"05","238",,25631,"G",,1109158
"05","2381",,5555,"G",,252499
"05","2382",,3973,"G",,190759
"05","23821",,1778,"G",,76076
"05","23822",,1942,"G",,100382
"05","23829",,253,"G",,14301
"05","2383",,9247,"G",,341771
"05","2389",,6856,"G",,324129
"05","311",,248,"G",,10497
"05","3111",,21,"G",,1645
"05","31111",,21,"G",,1645
"05","3112",,8,"G",,402
"05","3113",,19,"H",,553
"05","3114",,26,"H",,317
"05","3115",,9,"G",,60
"05","3116",,45,"G",,2162
"05","31161",,45,"G",,2162
"05","3117","D",0,"D","D",0
"05","31171","D",0,"D","D",0
"05","3118",,67,"G",,2663
"05","3119",,52,"H",,2693
"05","312","D",0,"D","D",0
"05","313",,13,"H",,292
"05","31-33",,2683,"G",,128332
"05","314",,32,"H",,590
"05","315",,156,"G",,3113
"05","316",,38,"G",,732
"05","3161",,13,"H",,174
"05","31611",,13,"H",,174
"05","3162","D",0,"D","D",0
"05","31621","D",0,"D","D",0
"05","3169",,24,"G",,482
"05","31699",,24,"G",,482
"05","321",,360,"G",,20810
"05","322",,7,"H",,290
"05","323",,203,"G",,9044
"05","3231",,203,"G",,9044
"05","324",,28,"H",,2246
"05","3241",,28,"H",,2246
"05","325",,57,"G",,4237
"05","3251","D",0,"D","D",0
"05","3252",,3,"G",,537
"05","3253",,5,"H",,394
"05","3254","D",0,"D","D",0
"05","32541","D",0,"D","D",0
"05","3255",,13,"H",,691
"05","3256","D",0,"D","D",0
"05","3259",,13,"H",,693
"05","326",,39,"G",,3352
"05","327",,76,"G",,4668
"05","3271",,27,"G",,540
"05","3272",,15,"G",,766
"05","32721",,15,"G",,766
"05","3273",,20,"G",,2767
"05","3279",,14,"H",,595
"05","331",,28,"G",,1721
"05","332",,365,"G",,18181
"05","333",,151,"G",,7457
"05","334",,55,"G",,2738
"05","335",,35,"G",,2232
"05","336",,86,"G",,5940
"05","337",,176,"G",,7713
"05","339",,520,"G",,20904
"05","3391",,50,"G",,2775
"05","33911",,50,"G",,2775
"05","3399",,470,"G",,18129
"05","42",,3028,"G",,217942
"05","423",,1570,"G",,128291
"05","4231",,180,"G",,28948
"05","4232",,96,"G",,4037
"05","4233",,117,"G",,10067
"05","4234",,98,"G",,8564
"05","4235","D",0,"D","D",0
"05","4236",,73,"H",,7401
"05","4237",,29,"G",,2226
"05","4238",,178,"G",,17928
"05","4239",,776,"G",,46319
"05","42391",,112,"G",,5351
"05","42392",,59,"G",,607
"05","42393",,116,"G",,6911
"05","42394",,108,"G",,2948
"05","42399",,381,"G",,30502
"05","424",,1146,"G",,73528
"05","4241",,65,"G",,2169
"05","4242",,21,"H",,1212
"05","42421",,21,"H",,1212
"05","4243",,114,"G",,4643
"05","4244",,241,"G",,22041
"05","4245",,71,"H",,6387
"05","4246",,29,"G",,2561
"05","4247",,26,"G",,6132
"05","4248",,7,"H",,472
"05","4249",,572,"G",,27911
"05","42491",,52,"H",,6934
"05","42492",,146,"G",,1977
"05","42493",,73,"G",,2951
"05","42494","D",0,"D","D",0
"05","42495","D",0,"D","D",0
"05","42499",,279,"G",,14546
"05","425",,312,"G",,16123
"05","4251",,312,"G",,16123
"05","42511",,39,"H",,2410
"05","42512",,273,"G",,13713
"05","441",,2653,"G",,356645
"05","4411",,1718,"G",,274535
"05","44112",,1718,"G",,274535
"05","4412",,466,"G",,45361
"05","44121",,79,"G",,13178
"05","44122",,387,"G",,32183
"05","441221",,58,"H",,3153
"05","441222",,45,"G",,4114
"05","441229",,284,"G",,24916
"05","4413",,469,"G",,36749
"05","442",,524,"G",,30359
"05","4421",,215,"G",,12720
"05","44211",,215,"G",,12720
"05","4422",,309,"G",,17639
"05","443",,301,"G",,13413
"05","4431",,301,"G",,13413
"05","44311",,218,"G",,10212
"05","443111",,92,"G",,4144
"05","443112",,126,"G",,6068
"05","44312",,70,"G",,2882
"05","44313",,13,"G",,319
"05","444",,473,"G",,38597
"05","4441",,331,"G",,26545
"05","44411",,22,"H",,690
"05","44412",,23,"G",,1484
"05","44413",,79,"G",,4550
"05","44419",,207,"G",,19821
"05","4442",,142,"G",,12052
"05","44-45",,19270,"G",,943542
"05","445",,1000,"G",,88133
"05","4451",,425,"G",,44415
"05","4452",,431,"G",,17260
"05","44521",,37,"H",,1749
"05","44522",,25,"G",,935
"05","44523",,86,"G",,2284
"05","44529",,283,"G",,12292
"05","4453",,144,"G",,26458
"05","44531",,144,"G",,26458
"05","446",,1406,"G",,27039
"05","4461",,1406,"G",,27039
"05","44611",,73,"G",,1189
"05","44612",,936,"G",,12427
"05","44613",,25,"H",,1446
"05","44619",,372,"G",,11977
"05","447",,197,"G",,30446
"05","4471",,197,"G",,30446
"05","448",,1089,"G",,38903
"05","4481",,758,"G",,27239
"05","44811",,26,"H",,968
"05","44812",,131,"G",,4855
"05","44813",,85,"G",,2849
"05","44814",,119,"G",,5312
"05","44815",,169,"G",,5126
"05","44819",,228,"G",,8129
"05","4482",,43,"G",,3143
"05","44821",,43,"G",,3143
"05","4483",,288,"G",,8521
"05","44831",,274,"G",,8033
"05","44832",,14,"G",,488
"05","451",,996,"G",,35500
"05","4511",,643,"G",,28588
"05","45111",,271,"G",,14584
"05","45112",,114,"G",,5678
"05","45113",,202,"G",,4952
"05","45114",,56,"G",,3374
"05","4512",,353,"G",,6912
"05","45121",,330,"G",,6372
"05","451211",,94,"G",,3320
"05","451212",,236,"G",,3052
"05","45122",,23,"G",,540
"05","452",,346,"G",,14809
"05","453",,3240,"G",,130826
"05","4531",,246,"G",,9149
"05","45311",,246,"G",,9149
"05","4532",,643,"G",,19141
"05","45321",,55,"G",,2817
"05","45322",,588,"G",,16324
"05","4533",,882,"G",,20702
