b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_N_F","RCPTOT_F","RCPTOT"
"13","53132",,1879,"G",,80346
"13","53139",,17718,"G",,1226159
"13","532",,2158,"G",,180957
"13","5321",,584,"G",,27976
"13","5322",,509,"G",,25695
"13","53221",,28,"G",,1653
"13","53222",,22,"H",,1117
"13","53223",,93,"G",,3739
"13","53229",,366,"G",,19186
"13","5323",,112,"G",,7355
"13","53231",,112,"G",,7355
"13","5324",,953,"G",,119931
"13","533",,34,"H",,3098
"13","5331",,34,"H",,3098
"13","53311",,34,"H",,3098
"13","54",,91955,"G",,3746954
"13","541",,91955,"G",,3746954
"13","5411",,6742,"G",,395150
"13","5412",,10449,"G",,236160
"13","54121",,10449,"G",,236160
"13","541211",,975,"G",,54834
"13","541213",,2680,"G",,53209
"13","541214",,172,"G",,3302
"13","541219",,6622,"G",,124815
"13","5413",,7380,"G",,329187
"13","54131",,1145,"G",,67372
"13","54132",,1811,"G",,57075
"13","54133",,2547,"G",,142510
"13","54134",,660,"G",,15725
"13","54135",,659,"G",,15086
"13","54136",,87,"G",,4029
"13","54137",,361,"G",,14844
"13","54138",,110,"G",,12546
"13","5414",,6453,"G",,228139
"13","5415",,10021,"G",,456638
"13","54151",,10021,"G",,456638
"13","5416",,20565,"G",,844329
"13","5417",,789,"G",,26550
"13","5418",,4153,"G",,193206
"13","5419",,25403,"G",,1037595
"13","54191",,885,"G",,22143
"13","54192",,3217,"G",,70582
"13","54193",,935,"G",,17081
"13","54194",,491,"G",,20880
"13","54199",,19875,"G",,906909
"13","56",,79153,"G",,1609841
"13","561",,78309,"G",,1544228
"13","5611",,8232,"G",,116487
"13","56111",,8232,"G",,116487
"13","5612",,873,"G",,23890
"13","56121",,873,"G",,23890
"13","5613",,1550,"G",,53646
"13","5614",,8147,"G",,196049
"13","56141",,2749,"G",,33928
"13","56142",,1035,"G",,11767
"13","56143",,727,"G",,20313
"13","56144",,296,"G",,13836
"13","56145",,31,"H",,755
"13","56149",,3309,"G",,115450
"13","5615",,1660,"G",,46078
"13","5616",,6028,"G",,93997
"13","5617",,48393,"G",,919433
"13","56171",,484,"G",,21576
"13","56172",,27190,"G",,401310
"13","56173",,16019,"G",,366449
"13","56174",,1342,"G",,32946
"13","56179",,3358,"G",,97152
"13","5619",,3426,"G",,94648
"13","562",,844,"G",,65613
"13","61",,16189,"G",,213716
"13","611",,16189,"G",,213716
"13","62",,52338,"G",,1492514
"13","621",,26458,"G",,1110342
"13","6211",,4747,"G",,409618
"13","62111",,4747,"G",,409618
"13","621111",,3996,"G",,367331
"13","621112",,751,"G",,42287
"13","6212",,1064,"G",,93482
"13","62121",,1064,"G",,93482
"13","6213",,9272,"G",,332621
"13","62131",,793,"G",,37237
"13","62132",,373,"G",,29185
"13","62133",,1994,"G",,69437
"13","62134",,1687,"G",,48093
"13","62139",,4425,"G",,148669
"13","621391",,77,"H",,6665
"13","621399",,4348,"G",,142004
"13","6214",,466,"G",,32894
"13","6215",,631,"G",,50468
"13","62151",,631,"G",,50468
"13","6216",,8789,"G",,125272
"13","62161",,8789,"G",,125272
"13","6219",,1489,"G",,65987
"13","623",,2299,"G",,58139
"13","624",,23581,"G",,324033
"13","6241",,3918,"G",,70612
"13","6242",,220,"G",,3985
"13","6243",,332,"G",,7078
"13","62431",,332,"G",,7078
"13","6244",,19111,"G",,242358
"13","62441",,19111,"G",,242358
"13","71",,30365,"G",,605921
"13","711",,25831,"G",,458021
"13","7111",,1800,"G",,26898
"13","7112",,4175,"G",,56918
"13","71121",,4175,"G",,56918
"13","7113",,1480,"G",,42766
"13","7114",,1207,"G",,29087
"13","71141",,1207,"G",,29087
"13","7115",,17169,"G",,302352
"13","71151",,17169,"G",,302352
"13","712",,158,"G",,2454
"13","7121",,158,"G",,2454
"13","713",,4376,"G",,145446
"13","7131",,169,"G",,5202
"13","7132",,139,"H",,11424
"13","7139",,4068,"G",,128820
"13","72",,11562,"G",,556706
"13","721",,1445,"G",,136875
"13","7211",,986,"G",,119745
"13","7212",,157,"G",,6737
"13","72121",,157,"G",,6737
"13","7213",,302,"G",,10393
"13","72131",,302,"G",,10393
"13","722",,10117,"G",,419831
"13","7221",,1624,"G",,148647
"13","72211",,1624,"G",,148647
"13","7222",,1608,"G",,129193
"13","72221",,1608,"G",,129193
"13","7223",,6195,"G",,113079
"13","7224",,690,"G",,28912
"13","72241",,690,"G",,28912
"13","81",,114995,"G",,2922337
"13","811",,25664,"G",,952482
"13","8111",,13489,"G",,531445
"13","81111",,6281,"G",,258006
"13","81112",,3264,"G",,144340
"13","81119",,3944,"G",,129099
"13","8112",,1728,"G",,57444
"13","81121",,1728,"G",,57444
"13","8113",,1986,"G",,106925
"13","81131",,1986,"G",,106925
"13","8114",,8461,"G",,256668
"13","81141",,1484,"G",,52645
"13","81142",,849,"G",,26210
"13","81143",,101,"G",,4051
"13","81149",,6027,"G",,173762
"13","812",,80198,"G",,1837412
"13","8121",,42673,"G",,913443
"13","81211",,38308,"G",,829369
"13","812111",,3976,"G",,76624
"13","812112",,24504,"G",,470451
"13","812113",,9828,"G",,282294
"13","81219",,4365,"G",,84074
"13","8122",,597,"G",,25727
"13","81221",,477,"G",,19360
"13","81222",,120,"G",,6367
"13","8123",,1220,"G",,71411
"13","81231",,455,"G",,31205
"13","81232",,696,"G",,38066
"13","81233",,69,"G",,2140
"13","8129",,35708,"G",,826831
"13","81291",,1751,"G",,36071
"13","81292",,486,"G",,8966
"13","81293",,242,"G",,9852
"13","81299",,33229,"G",,771942
"13","813",,9133,"G",,132443
"15","00",,96263,"G",,4475373
"15","11",,1700,"G",,61440
"15","113",,49,"G",,2870
"15","114",,1216,"G",,47761
"15","1141",,1203,"G",,47473
"15","11411",,1203,"G",,47473
"15","1142",,13,"H",,288
"15","11421",,13,"H",,288
"15","115",,435,"G",,10809
"15","1151",,319,"G",,6108
"15","11511",,319,"G",,6108
"15","1152",,86,"G",,3088
"15","11521",,86,"G",,3088
"15","1153",,30,"G",,1613
"15","11531",,30,"G",,1613
"15","21",,20,"G",,1375
"15","211","D",0,"D","D",0
"15","2111","D",0,"D","D",0
"15","21111","D",0,"D","D",0
"15","212",,12,"G",,1288
"15","2122",,4,"H",,85
"15","2123",,8,"G",,1203
"15","213",,7,"H",,83
"15","2131",,7,"H",,83
"15","21311",,7,"H",,83
"15","22",,68,"G",,2726
"15","221",,68,"G",,2726
"15","23",,8009,"G",,619967
"15","236",,2424,"G",,228752
"15","2361",,2237,"G",,209792
"15","2362",,187,"G",,18960
"15","237",,120,"G",,12172
"15","2371",,19,"G",,2138
"15","2372",,33,"G",,2637
"15","23721",,33,"G",,2637
"15","2373",,21,"H",,1859
"15","23731",,21,"H",,1859
"15","2379",,47,"G",,5538
"15","23799",,47,"G",,5538
"15","238",,5465,"G",,379043
"15","2381",,770,"G",,53834
"15","2382",,840,"G",,82031
"15","23821",,471,"G",,44908
"15","23822",,323,"G",,34113
"15","23829",,46,"G",,3010
"15","2383",,2114,"G",,110574
"15","2389",,1741,"G",,132604
"15","311",,219,"G",,10502
"15","3111","D",0,"D","D",0
"15","31111","D",0,"D","D",0
"15","3112","D",0,"D","D",0
"15","3113",,18,"G",,764
"15","3114",,30,"G",,739
"15","3115","D",0,"D","D",0
"15","3116","D",0,"D","D",0
"15","31161","D",0,"D","D",0
"15","3117",,10,"G",,1023
"15","31171",,10,"G",,1023
"15","3118",,51,"G",,1632
"15","3119",,99,"G",,5545
"15","312",,15,"G",,2383
"15","313",,9,"G",,385
"15","31-33",,2075,"G",,94936
"15","314",,16,"G",,612
"15","315",,413,"G",,9493
"15","316",,12,"H",,487
"15","3162","D",0,"D","D",0
"15","31621","D",0,"D","D",0
"15","3169",,11,"H",,485
"15","31699",,11,"H",,485
"15","321",,196,"G",,8273
"15","322",,5,"H",,28
"15","323",,143,"G",,7954
"15","3231",,143,"G",,7954
"15","324",,7,"H",,1088
"15","3241",,7,"H",,1088
"15","325",,34,"G",,1012
"15","3251",,5,"G",,82
"15","3252","D",0,"D","D",0
"15","3253","D",0,"D","D",0
"15","3254","D",0,"D","D",0
"15","32541","D",0,"D","D",0
"15","3255","D",0,"D","D",0
"15","3256",,14,"G",,128
"15","3259","D",0,"D","D",0
"15","326",,14,"H",,1789
"15","327",,103,"G",,2892
"15","3271",,43,"G",,523
"15","3272",,25,"H",,575
"15","32721",,25,"H",,575
"15","3273",,15,"H",,541
"15","3274","D",0,"D","D",0
"15","3279",,19,"G",,1186
"15","331","D",0,"D","D",0
"15","332",,78,"G",,8242
"15","333",,17,"G",,643
"15","334",,31,"G",,1255
"15","335",,11,"H",,1020
"15","336","D",0,"D","D",0
"15","337",,109,"G",,8039
"15","339",,622,"G",,27465
"15","3391",,17,"G",,2466
"15","33911",,17,"G",,2466
"15","3399",,605,"G",,24999
"15","42",,2595,"G",,180480
"15","423",,1159,"G",,91738
"15","4231",,47,"G",,3099
"15","4232",,57,"G",,4332
"15","4233",,49,"G",,5288
"15","4234",,37,"G",,2375
"15","4235",,7,"H",,768
"15","4236",,32,"G",,3816
"15","4237",,25,"G",,4242
"15","4238",,34,"H",,4540
"15","4239",,871,"G",,63278
"15","42391",,112,"G",,9052
"15","42392",,58,"G",,4140
"15","42393",,14,"G",,984
"15","42394",,237,"G",,19691
"15","42399",,450,"G",,29411
"15","424",,1232,"G",,78684
"15","4241",,28,"G",,1166
"15","4242",,15,"H",,1799
"15","42421",,15,"H",,1799
"15","4243",,273,"G",,16076
"15","4244",,168,"G",,19016
"15","4245",,58,"G",,2173
"15","4246",,11,"G",,859
"15","4247",,9,"G",,129
"15","4248",,18,"G",,995
"15","4249",,652,"G",,36471
"15","42491","D",0,"D","D",0
"15","42492",,65,"G",,2728
"15","42493",,161,"G",,6058
"15","42494","D",0,"D","D",0
"15","42495",,12,"H",,1203
"15","42499",,407,"G",,26412
"15","425",,204,"H",,10058
"15","4251",,204,"H",,10058
"15","42511",,34,"G",,1041
"15","42512",,170,"H",,9017
"15","441",,324,"G",,23765
"15","4411",,139,"G",,11328
"15","44112",,139,"G",,11328
"15","4412",,74,"G",,4887
"15","44121",,9,"G",,680
"15","44122",,65,"G",,4207
"15","441221",,14,"G",,1774
"15","441222",,9,"H",,276
"15","441229",,42,"G",,2157
"15","4413",,111,"G",,7550
"15","442",,142,"G",,12815
"15","4421",,51,"G",,4406
"15","44211",,51,"G",,4406
"15","4422",,91,"G",,8409
"15","443",,100,"G",,6657
"15","4431",,100,"G",,6657
"15","44311",,74,"G",,4580
"15","443111",,30,"G",,2253
"15","443112",,44,"G",,2327
"15","44312",,22,"H",,1615
"15","44313",,4,"H",,462
"15","444",,173,"G",,15902
"15","4441",,119,"G",,12007
"15","44411","D",0,"D","D",0
"15","44412","D",0,"D","D",0
"15","44413",,16,"H",,1333
"15","44419",,95,"G",,9878
"15","4442",,54,"G",,3895
"15","44-45",,9523,"G",,450183
"15","445",,537,"G",,57595
"15","4451",,182,"G",,25147
"15","4452",,323,"G",,26315
"15","44521",,10,"G",,1193
"15","44522",,41,"G",,4353
"15","44523",,71,"G",,3060
"15","44529",,201,"G",,17709
"15","4453",,32,"G",,6133
"15","44531",,32,"G",,6133
"15","446",,561,"G",,13099
"15","4461",,561,"G",,13099
"15","44611",,12,"H",,1028
"15","44612",,251,"G",,3223
"15","44613",,12,"H",,1406
"15","44619",,286,"G",,7442
"15","447",,13,"H",,831
"15","4471",,13,"H",,831
"15","448",,1000,"G",,77754
"15","4481",,669,"G",,45234
"15","44811","D",0,"D","D",0
"15","44812",,123,"G",,10336
"15","44813",,32,"G",,1389
"15","44814",,145,"G",,10371
"15","44815",,146,"G",,8557
"15","44819",,208,"G",,13709
"15","4482",,21,"G",,2224
"15","44821",,21,"G",,2224
"15","4483",,310,"G",,30296
"15","44831",,298,"G",,28753
"15","44832",,12,"H",,1543
"15","451",,593,"G",,25594
"15","4511",,496,"G",,21741
"15","45111",,118,"G",,9155
"15","45112",,90,"G",,5788
"15","45113",,261,"G",,5054
"15","45114",,27,"H",,1744
"15","4512",,97,"G",,3853
"15","45121",,70,"G",,2890
"15","451211",,27,"G",,1848
"15","451212",,43,"G",,1042
"15","45122",,27,"H",,963
"15","452",,173,"G",,12595
"15","453",,1496,"G",,104782
"15","4531",,191,"G",,12429
"15","45311",,191,"G",,12429
"15","4532",,544,"G",,36825
"15","45321",,24,"G",,1367
"15","45322",,520,"G",,35458
"15","4533",,74,"G",,3950
"15","45331",,74,"G",,3950
"15","4539",,687,"G",,51578
"15","45391",,36,"G",,2523
"15","45392",,144,"G",,7660
"15","45393","D",0,"D","D",0
"15","45399",,502,"G",,41281
"15","454",,4411,"G",,98794
"15","4541",,348,"G",,11964
"15","45411",,348,"G",,11964
"15","4542",,132,"G",,4854
"15","45421",,132,"G",,4854
"15","4543",,3931,"G",,81976
"15","45431","D",0,"D","D",0
"15","45439",,3925,"G",,81721
"15","481",,67,"G",,3854
"15","483",,57,"G",,1972
"15","484",,304,"G",,29821
"15","4841",,241,"G",,25431
"15","48411",,224,"G",,24130
"15","48412",,17,"H",,1301
"15","4842",,63,"G",,4390
"15","48-49",,2707,"G",,108449
"15","485",,1697,"G",,48100
"15","4851","D",0,"D","D",0
"15","48511","D",0,"D","D",0
"15","4852","D",0,"D","D",0
"15","48521","D",0,"D","D",0
"15","4853",,1596,"G",,43157
"15","4854","D",0,"D","D",0
"15","48541","D",0,"D","D",0
"15","4855",,10,"H",,247
"15","48551",,10,"H",,247
"15","4859",,84,"G",,4543
"15","48599",,84,"G",,4543
"15","487",,103,"H",,4356
"15","488",,209,"G",,12285
"15","492",,253,"G",,7305
"15","493",,17,"H",,756
"15","4931",,17,"H",,756
"15","51",,1234,"G",,52002
"15","511",,281,"G",,11210
"15","512",,446,"G",,17774
"15","5121",,349,"G",,12234
"15","5122",,97,"G",,5540
"15","515",,62,"G",,2077
"15","517",,96,"G",,4505
"15","518",,124,"G",,5206
"15","5182",,124,"G",,5206
"15","51821",,124,"G",,5206
"15","519",,225,"G",,11230
"15","5191",,225,"G",,11230
"15","52",,3148,"G",,205205
"15","522",,592,"G",,19515
"15","5221",,17,"H",,228
"15","5222",,125,"G",,5189
"15","5223",,450,"G",,14098
"15","523",,902,"G",,90766
"15","5231",,85,"H",,33931
"15","52311",,12,"G",,6425
"15","52312",,67,"H",,27036
"15","52313",,4,"H",,191
"15","52314","D",0,"D","D",0
"15","5232",,7,"H",,182
"15","52321",,7,"H",,182
"15","5239",,810,"G",,56653
"15","524",,1654,"G",,94924
"15","5241",,7,"H",,792
"15","5242",,1647,"G",,94132
"15","52421",,1069,"G",,68070
"15","52429",,578,"G",,26062
"15","53",,11885,"G",,872174
"15","531",,11426,"G",,836277
"15","5311",,2819,"G",,355185
"15","5312",,4762,"G",,250634
"15","53121",,4762,"G",,250634
"15","5313",,3845,"G",,230458
"15","53131",,818,"G",,33908
"15","53132",,195,"G",,11951
"15","53139",,2832,"G",,184599
"15","532",,454,"G",,35449
"15","5321",,78,"H",,7563
"15","5322",,161,"G",,9711
"15","53221",,15,"H",,634
"15","53222",,4,"G",,54
"15","53223",,27,"G",,2542
"15","53229",,115,"G",,6481
"15","5323",,16,"G",,667
"15","53231",,16,"G",,667
"15","5324",,199,"G",,17508
"15","533",,5,"G",,448
"15","5331",,5,"G",,448
"15","53311",,5,"G",,448
"15","54",,14084,"G",,591319
"15","541",,14084,"G",,591319
"15","5411",,1085,"G",,66064
"15","5412",,1827,"G",,46502
"15","54121",,1827,"G",,46502
"15","541211",,181,"G",,13646
"15","541213",,345,"G",,7038
"15","541214",,24,"G",,337
"15","541219",,1277,"G",,25481
"15","5413",,1249,"G",,69393
"15","54131",,377,"G",,29934
"15","54132",,129,"G",,5583
"15","54133",,328,"G",,18916
"15","54134",,286,"G",,9403
"15","54135",,53,"G",,1596
"15","54136",,19,"H",,1105
"15","54137",,43,"G",,2288
"15","54138","D",0,"D","D",0
"15","5414",,893,"G",,36519
"15","5415",,1078,"G",,36800
"15","54151",,1078,"G",,36800
"15","5416",,2517,"G",,103661
"15","5417",,170,"G",,5578
"15","5418",,517,"G",,28179
"15","5419",,4748,"G",,198623
"15","54191",,94,"G",,2515
"15","54192",,746,"G",,24633
"15","54193",,259,"G",,4707
"15","54194",,45,"G",,2344
"15","54199",,3604,"G",,164424
"15","56",,7777,"G",,208635
"15","561",,7684,"G",,202829
"15","5611",,850,"G",,14134
"15","56111",,850,"G",,14134
"15","5612",,103,"G",,2526
"15","56121",,103,"G",,2526
"15","5613",,105,"G",,2204
"15","5614",,827,"G",,18257
"15","56141",,208,"G",,3455
"15","56142",,41,"H",,676
"15","56143",,59,"G",,1346
"15","56144",,5,"G",,448
"15","56149",,514,"G",,12332
"15","5615",,554,"G",,20420
"15","5616",,356,"G",,6329
"15","5617",,4456,"G",,124089
"15","56171",,25,"G",,1263
"15","56172",,2154,"G",,49881
"15","56173",,1590,"G",,51859
"15","56174",,111,"G",,4589
"15","56179",,576,"G",,16497
"15","5619",,433,"G",,14870
"15","562",,93,"G",,5806
"15","61",,2206,"G",,36391
"15","611",,2206,"G",,36391
"15","62",,6970,"G",,306174
"15","621",,4340,"G",,233383
"15","6211",,913,"G",,95436
"15","62111",,913,"G",,95436
"15","621111",,702,"G",,76662
"15","621112",,211,"G",,18774
"15","6212",,122,"G",,7687
"15","62121",,122,"G",,7687
"15","6213",,1952,"G",,84214
"15","62131",,160,"G",,8789
"15","62132",,52,"G",,3363
"15","62133",,358,"G",,18021
"15","62134",,290,"G",,18618
"15","62139",,1092,"G",,35423
"15","621391",,8,"H",,751
"15","621399",,1084,"G",,34672
"15","6214",,63,"G",,4388
"15","6215",,63,"G",,4223
"15","62151",,63,"G",,4223
"15","6216",,1072,"G",,31792
"15","62161",,1072,"G",,31792
"15","6219",,155,"G",,5643
"15","623",,801,"G",,38136
"15","624",,1829,"G",,34655
"15","6241",,561,"G",,12744
"15","6242",,28,"G",,610
"15","6243",,75,"G",,2833
"15","62431",,75,"G",,2833
"15","6244",,1165,"G",,18468
"15","62441",,1165,"G",,18468
"15","71",,6497,"G",,166109
"15","711",,5627,"G",,115781
"15","7111",,299,"G",,5782
"15","7112",,507,"G",,7047
"15","71121",,507,"G",,7047
"15","7113",,245,"G",,10827
"15","7114",,221,"G",,6438
"15","71141",,221,"G",,6438
"15","7115",,4355,"G",,85687
"15","71151",,4355,"G",,85687
"15","712",,35,"G",,667
"15","7121",,35,"G",,667
"15","713",,835,"G",,49661
"15","7131",,14,"G",,648
"15","7132",,24,"H",,425
"15","7139",,797,"G",,48588
"15","72",,1494,"G",,89711
"15","721",,431,"G",,22666
"15","7211",,321,"G",,19154
"15","7212",,8,"G",,115
"15","72121",,8,"G",,115
"15","7213",,102,"G",,3397
"15","72131",,102,"G",,3397
"15","722",,1063,"G",,67045
"15","7221",,128,"G",,19366
"15","72211",,128,"G",,19366
"15","7222",,255,"G",,19614
"15","72221",,255,"G",,19614
"15","7223",,609,"G",,23547
"15","7224",,71,"G",,4518
"15","72241",,71,"G",,4518
"15","81",,14271,"G",,428097
"15","811",,3827,"G",,159205
"15","8111",,1027,"G",,52489
"15","81111",,477,"G",,25879
"15","81112",,268,"G",,14980
"15","81119",,282,"G",,11630
"15","8112",,223,"G",,10414
"15","81121",,223,"G",,10414
"15","8113",,265,"G",,19124
"15","81131",,265,"G",,19124
"15","8114",,2312,"G",,77178
"15","81141",,380,"G",,14195
"15","81142",,71,"G",,4787
"15","81143",,13,"G",,563
"15","81149",,1848,"G",,57633
"15","812",,9639,"G",,255054
"15","8121",,3234,"G",,93111
"15","81211",,2291,"G",,71888
"15","812111",,254,"G",,6184
"15","812112",,1369,"G",,46899
"15","812113",,668,"G",,18805
"15","81219",,943,"G",,21223
"15","8122",,18,"G",,1413
"15","81221","D",0,"D","D",0
"15","81222",,8,"H",,844
"15","8123",,92,"G",,5701
"15","81231",,40,"G",,2792
"15","81232",,39,"G",,2080
"15","81233",,13,"H",,829
"15","8129",,6295,"G",,154829
"15","81291",,151,"G",,5136
"15","81292",,61,"G",,1875
"15","81293",,16,"H",,1793
"15","81299",,6067,"G",,146025
"15","813",,805,"G",,13838
"16","00",,114338,"G",,4730237
"16","11",,2756,"G",,113740
"16","113",,698,"G",,34665
"16","114",,394,"G",,9092
"16","1141",,236,"G",,6079
"16","11411",,236,"G",,6079
"16","1142",,158,"G",,3013
"16","11421",,158,"G",,3013
"16","115",,1664,"G",,69983
"16","1151",,806,"G",,35052
"16","11511",,806,"G",,35052
"16","1152",,651,"G",,24445
"16","11521",,651,"G",,24445
"16","1153",,207,"G",,10486
"16","11531",,207,"G",,10486
"16","21",,151,"G",,8180
"16","211","D",0,"D","D",0
"16","2111","D",0,"D","D",0
"16","21111","D",0,"D","D",0
"16","212",,95,"G",,5223
"16","2121","D",0,"D","D",0
"16","21211","D",0,"D","D",0
"16","2122",,34,"H",,687
"16","2123",,59,"G",,4512
"16","213",,55,"G",,2906
"16","2131",,55,"G",,2906
"16","21311",,55,"G",,2906
"16","22",,149,"G",,7635
"16","221",,149,"G",,7635
"16","23",,16532,"G",,1059032
"16","236",,4481,"G",,462571
"16","2361",,4035,"G",,429807
"16","2362",,446,"G",,32764
"16","237",,474,"G",,50891
"16","2371",,55,"G",,5722
"16","2372",,169,"G",,28202
"16","23721",,169,"G",,28202
"16","2373",,80,"G",,5720
"16","23731",,80,"G",,5720
"16","2379",,170,"G",,11247
"16","23799",,170,"G",,11247
"16","238",,11577,"G",,545570
"16","2381",,1789,"G",,94668
"16","2382",,1356,"G",,71708
"16","23821",,668,"G",,33022
"16","23822",,570,"G",,33207
"16","23829",,118,"G",,5479
"16","2383",,4450,"G",,183706
"16","2389",,3982,"G",,195488
"16","311",,170,"H",,7843
"16","3111",,9,"G",,60
"16","31111",,9,"G",,60
"16","3112","D",0,"D","D",0
"16","3113",,13,"G",,158
"16","3114",,23,"H",,979
"16","3115","D",0,"D","D",0
"16","3116",,19,"G",,592
"16","31161",,19,"G",,592
"16","3117",,4,"H",,215
"16","31171",,4,"H",,215
"16","3118",,46,"G",,1668
"16","3119",,46,"H",,3592
"16","312","D",0,"D","D",0
"16","313",,6,"G",,38
"16","31-33",,2499,"G",,91009
"16","314",,20,"H",,431
"16","315",,171,"G",,3792
"16","316",,91,"G",,1632
"16","3161",,26,"H",,540
"16","31611",,26,"H",,540
"16","3162","D",0,"D","D",0
"16","31621","D",0,"D","D",0
"16","3169",,63,"H",,956
"16","31699",,63,"H",,956
"16","321",,264,"G",,9129
"16","322",,5,"H",,35
"16","323",,149,"G",,6543
"16","3231",,149,"G",,6543
"16","324","D",0,"D","D",0
"16","3241","D",0,"D","D",0
"16","325",,52,"G",,2582
"16","3251",,6,"H",,875
"16","3252","D",0,"D","D",0
"16","3253",,9,"H",,528
"16","3254","D",0,"D","D",0
"16","32541","D",0,"D","D",0
"16","3255","D",0,"D","D",0
"16","3256",,21,"G",,556
"16","3259",,5,"G",,202
"16","326",,33,"G",,1106
"16","327",,76,"G",,3185
"16","3271",,16,"H",,128
"16","3272",,33,"G",,479
"16","32721",,33,"G",,479
"16","3273","D",0,"D","D",0
"16","3279",,16,"G",,2004
"16","331",,25,"G",,1024
"16","332",,363,"G",,14496
"16","333",,94,"G",,5288
"16","334",,45,"G",,852
"16","335",,48,"H",,3558
"16","336",,38,"H",,2652
"16","337",,186,"G",,5549
"16","339",,645,"G",,19735
"16","3391",,30,"G",,1130
"16","33911",,30,"G",,1130
"16","3399",,615,"G",,18605
"16","42",,1799,"G",,99845
"16","423",,922,"G",,58650
"16","4231",,63,"G",,6437
"16","4232",,62,"H",,2744
"16","4233",,64,"G",,8238
"16","4234",,39,"G",,3368
"16","4235","D",0,"D","D",0
"16","4236",,34,"G",,2084
"16","4237",,26,"G",,1857
"16","4238",,99,"G",,12133
"16","4239",,524,"G",,21207
"16","42391",,97,"G",,4463
"16","42392",,43,"H",,1617
"16","42393",,39,"H",,1505
"16","42394",,70,"G",,855
"16","42399",,275,"G",,12767
"16","424",,728,"G",,36453
"16","4241",,28,"H",,1560
"16","4242",,14,"H",,1170
"16","42421",,14,"H",,1170
"16","4243",,72,"G",,3065
"16","4244",,115,"G",,6241
"16","4245",,47,"H",,4841
"16","4246",,18,"H",,795
"16","4247",,10,"H",,955
"16","4248",,13,"H",,1550
"16","4249",,411,"G",,16276
"16","42491",,27,"G",,4216
"16","42492",,105,"H",,1667
"16","42493",,43,"G",,1247
"16","42494","D",0,"D","D",0
"16","42495","D",0,"D","D",0
"16","42499",,226,"G",,8819
"16","425",,149,"G",,4742
"16","4251",,149,"G",,4742
"16","42511",,30,"G",,698
"16","42512",,119,"G",,4044
"16","441",,872,"G",,100591
"16","4411",,433,"G",,64263
"16","44112",,433,"G",,64263
"16","4412",,267,"G",,24243
"16","44121",,58,"G",,7442
"16","44122",,209,"G",,16801
"16","441221",,35,"G",,1904
"16","441222",,17,"H",,2091
"16","441229",,157,"G",,12806
"16","4413",,172,"G",,12085
"16","442",,243,"G",,15171
"16","4421",,68,"G",,4960
"16","44211",,68,"G",,4960
"16","4422",,175,"G",,10211
"16","443",,177,"G",,8195
"16","4431",,177,"G",,8195
"16","44311",,117,"G",,6075
"16","443111",,45,"G",,2410
"16","443112",,72,"G",,3665
"16","44312",,53,"H",,1670
"16","44313",,7,"H",,450
"16","444",,196,"G",,14553
"16","4441",,140,"G",,10996
"16","44411",,9,"G",,259
"16","44412",,9,"G",,64
"16","44413",,18,"H",,1742
"16","44419",,104,"G",,8931
"16","4442",,56,"G",,3557
"16","44-45",,12767,"G",,428157
"16","445",,379,"G",,17920
"16","4451",,105,"G",,7370
"16","4452",,239,"G",,9117
"16","44521",,22,"H",,1073
"16","44522","D",0,"D","D",0
"16","44523",,41,"H",,984
"16","44529",,172,"G",,6723
"16","4453",,35,"H",,1433
"16","44531",,35,"H",,1433
"16","446",,827,"G",,14671
"16","4461",,827,"G",,14671
"16","44611",,26,"H",,995
"16","44612",,437,"G",,5404
"16","44613",,11,"H",,1467
"16","44619",,353,"G",,6805
"16","447",,36,"H",,5177
"16","4471",,36,"H",,5177
"16","448",,498,"G",,16781
"16","4481",,297,"G",,10483
"16","44811","D",0,"D","D",0
"16","44812",,60,"G",,2701
"16","44813",,30,"G",,657
"16","44814",,37,"G",,958
"16","44815",,61,"G",,1479
"16","44819",,102,"H",,3958
"16","4482",,9,"G",,947
"16","44821",,9,"G",,947
"16","4483",,192,"H",,5351
"16","44831",,179,"H",,4986
"16","44832",,13,"H",,365
"16","451",,696,"G",,28694
"16","4511",,527,"G",,24381
"16","45111",,236,"G",,16035
"16","45112",,106,"G",,3656
"16","45113",,150,"G",,3059
"16","45114",,35,"H",,1631
"16","4512",,169,"G",,4313
"16","45121",,151,"G",,3827
"16","451211",,88,"H",,2996
"16","451212",,63,"G",,831
"16","45122",,18,"G",,486
"16","452",,152,"G",,4664
"16","453",,1844,"G",,74727
"16","4531",,127,"G",,3730
"16","45311",,127,"G",,3730
"16","4532",,411,"G",,9953
"16","45321",,32,"G",,1414
"16","45322",,379,"G",,8539
"16","4533",,340,"G",,8395
"16","45331",,340,"G",,8395
"16","4539",,966,"G",,52649
"16","45391",,54,"G",,1799
"16","45392",,116,"H",,5415
"16","45393",,19,"G",,2923
"16","45399",,777,"G",,42512
"16","454",,6847,"G",,127013
"16","4541",,646,"G",,18723
"16","45411",,646,"G",,18723
"16","4542",,214,"G",,4891
"16","45421",,214,"G",,4891
"16","4543",,5987,"G",,103399
"16","45431",,23,"G",,910
"16","45439",,5964,"G",,102489
"16","481",,157,"G",,5937
"16","483",,32,"H",,1902
"16","484",,2817,"G",,272004
"16","4841",,2483,"G",,243760
"16","48411",,836,"G",,57470
"16","48412",,1647,"G",,186290
