Sum of Capital Funding,Column Labels,,,,,,,,,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,(blank),Grand Total
35001,39012304,30422796,17830698,32580654,200811222,52130898,20855320,24719634.78,22230436.18,44902337.23,13847079.81,39844823.31,7518402.841,86886363.2,74985620.78,142989868,26626687.66,,878195145.8
35013,,,,,,,,600203,2612916,1170198,1086981,1087553,747428,918386,131300,135574,618114,,9108653
35043,,,,,,,,2823083.216,2884941.825,4338782.769,1197822.191,3519580.691,855391.159,9082234.803,3240955.224,17761681.96,3396718.339,,49101192.18
35049,10561554,117835,428591,2360637,759583,702629,2208850,222079,501077,495859,2919120,0,192834,463461,835950,0,0,,22770059
36001,,,,,,,,6982644.23,26427843.68,21792911.3,24847938.22,22739508.78,17799844.42,50786674.11,13654449.58,16433397.46,36699516.29,,238164728.1
36005,10082149415,9795113188,10051773116,13374069983,14446184400,13139351306,10163594021,11737782900,10557190634,9578236849,10267121498,10637201594,11189235364,14160389532,17062785181,15128436281,13425288549,,2.04796E+11
36007,922779.7663,0,0,2565233.576,13892768.91,17387888.68,0,0,0,8880588.014,262898.2338,16893.06879,7976017.304,0,21674483.78,1649116.574,16901278.7,,92129946.61
36015,0,0,0,0,0,0,1580392,406595,193960,2908736,480769,485141,160613,1127521,338036,0,0,,7681763
36027,,,,,,,,381001475.5,396496356.1,427593641.8,378441675.2,381249752.9,354617514.6,475747536.3,506836304.1,461849986.2,442196526.3,,4206030769
36029,,,,,,,,49866778.07,37124249.37,23185173.61,23107650.98,45661232.33,60212607.8,66458110.15,46436041.12,63122796.14,45968319.84,,461142959.4
36047,21998139798,20609875374,22341158738,29450677607,31040189533,29361875899,22085770792,25117519215,22867667749,21756434058,22621049749,23070854665,23738154098,30101726615,35612443892,29992858810,27984869724,,4.39751E+11
36055,10221685,12416927,7613832,11404121,11300901,27629509,14536576,22706055,35205925,55237763,12900798,10445779,16056299,7672415,11091636,15418389,27805096,,309663706
36059,184038299.6,189104214.5,165126343.4,292052427.7,268559122.1,305789319.2,283144777.6,871010938.7,1047645393,790187568.6,815958414.3,776771610.7,841410360.2,976955934.2,1200429707,972958143.7,883688175.7,,10864830750
36061,17664822230,17260285079,17991739547,24047545961,25056665490,22462075568,17318443879,19897884907,18212521637,17146205331,17644140438,18113086994,19129074529,23542190196,28180760496,22920516072,20682574100,,3.47271E+11
36063,,,,,,,,7991919.928,6022022.634,3778920.39,3246951.025,6279493.665,8230438.202,9271729.85,8329742.88,7787453.863,8253156.156,,69191828.59
36067,,,,,,,,12965749,28846435,4394543,3511337,6448433,12224226,17510308,7456988,10210865,3138148,,106707032
36071,,,,,,,,3343836.36,6230516.527,3967092.282,4944285.479,9176169.265,5587835.28,1204780.38,145246.0363,196706.1036,2833787.172,,37630254.89
36079,167814.8327,136736.9543,1329719.767,3424444.348,321553.4229,864008.1248,88258.92448,29339.84619,17349.50752,91448.7398,424614.1409,39559.865,201360.9848,37707.17792,11664.93491,362257.6062,101903.358,,7649742.536
36081,14722933782,14159046435,14339371473,19253424825,20876508144,19050839946,14673205791,17333980931,16231463546,14629263813,14245659239,15043680668,15376353127,19364645216,23091796863,19071924578,18391522989,,2.89856E+11
36083,2037486.344,7864973.769,7884389.829,20643871.89,33537506.17,25814046.32,46346992.32,3802146.795,13401668.56,10299801.21,11141637.05,8903094.524,7474851.175,23298469.61,9819393.987,7276337.284,18014760.48,,257561427.3
36085,1190345141,1088296742,1153134438,1427381362,1815946515,1455759614,1142083416,1383940317,1322977675,1139067781,1256235965,1252872736,1277431791,1433163161,1782398344,1574928264,1367055482,,23063018744
36087,,,,,,,,258063621.3,266984948.4,226042419.1,265695518,241712879.1,268175613,341260921.2,339718768.6,342212291.1,227988099.2,,2777855079
36091,,,,,,,,1530104.06,5522126.118,4303101.268,3312009.64,3316541.742,3725788.807,7054429.956,3152412,2247751.177,7919307.292,,42083572.06
36093,3400825.656,9158810.231,11552678.17,24274636.11,55501925.83,30871717.68,52526131.68,4787160.914,16796429.64,10792198.23,11904423.09,8236174.958,7275427.595,26657886.33,9702292.43,9649346.08,23821051.93,,316909116.6
36103,371227483.2,266114614.4,311664254.3,399648757.6,383765409.5,403555548.3,297235528.4,719042920.8,795407914.1,695268219.2,673315285.8,668484867.5,624827703.1,905383888.1,1088630510,1122198621,701356898.9,,10427128425
36107,110618.4721,0,0,894332.191,3702009.926,3784737.808,0,0,0,442204.3429,16386.39521,1452.887219,423431.4082,0,2227773.931,97773.55616,987972.6528,,12688693.57
36109,1132371,2873151,4017777,334431,1080885,469445,6039462,707864,165121,271124,1146710,3607902,669816,6110982,6098398,334918,2641986,,37702343
36115,230364,268619,136309,344531,1673029,119341,751516,200678,439780,356769,496577,170236,817890,896756,1968267,570470,62416,,9503548
36119,130608747.3,147966990.2,162705423.9,183619882.5,187825130.4,240961586.8,172104572,2548137416,2427974706,2212368404,2318374666,2277466094,2675066461,3170861878,3472426112,2868328827,2782757762,,27979554660
37003,0,0,0,0,143637.9195,132150.8626,1452661.373,577929.6951,58274.5514,314132.3035,101703.1467,38725.83017,404780.1009,60880.09389,276228.6263,229891.824,228411.1058,,4019407.433
37021,,,,,,,,1447621.262,11648535.07,5765920.566,487622.9316,1676653.763,2200116.49,368132.6095,10822080.74,3000387.46,12530470.06,,49947540.95
37023,0,0,0,0,318925.1331,320344.3284,2742160.721,1498865.76,376384.538,1190677.959,339347.4971,113276.7251,952326.5112,121877.2495,1071873.424,527419.4604,993815.2087,,10567294.52
37025,306912907.8,540613293.1,537823437.2,159335108.3,185194537.9,137539509.2,132904498.2,28549999.53,49823322.73,64638789.36,138777802.9,174134473,156892007.2,66868125.24,38297405.62,28033555.35,8641627.991,,2754980401
37027,0,0,0,0,348834.9474,320937.8091,3527891.906,1403543.545,141523.9105,762892.7371,246993.3562,94048.44471,983037.3879,147851.6566,670840.9496,558308.7155,554712.6855,,9761418.051
37035,,,,,,,,26693390.46,66720982.16,80900566.64,206974295.7,153771696.7,148891889.2,81634497.24,44723400.1,61988573.92,13512991.35,,885812283.4
37037,82065597,90236025,51172680,52888020,59341728,66089424,7483806,1931616.441,1359845.749,175830.0702,127048.0019,223679.6452,1020955.222,2056370.886,928311.9784,488933.4342,747431.3425,,418337302.8
37051,,,,,,,,6239701.511,3358702.573,4015155.431,4056562.357,10466836.86,11391863.93,1020100.221,2565529.828,5016277.711,4092035.311,,52222765.73
37063,,,,,,,,17123118.67,13740755.97,1374739.768,1580499.741,1441094.344,11525165.95,16113145.01,8953203.411,12886511.77,9696649.812,,94434884.44
37067,,,,,,,,95024,966008,244824,306600,0,6663821,0,783411,573454,0,,9633142
37071,,,,,,,,56043325.54,110966323.2,114292329,302585703.6,311106774.9,272468556.6,86261892.47,74678922.12,77270645.15,30329114.54,,1436003587
37081,,,,,,,,8653151,3217851,1632994,3384873,8772193,8188699,6132012,12124947,10218746,6633298,,68958764
37087,237671.1489,642964.7712,2659820.388,477081.9733,3572.808654,0,6064499.122,342218.8343,3609463.136,998582.6341,188922.3699,328291.5236,637797.6108,105685.7159,3013858.401,1240983.891,3429055.121,,23980469.45
37089,400167.5151,358847.4733,3933612.195,632471.7862,3592.824837,0,5056856.66,575536.6752,7691178.068,3348971.473,329334.5754,666526.9872,1006558.136,169913.6034,4306793.843,3065830.923,4382615.691,,35928808.43
37093,,,,,,,,1306090.489,767961.4268,937676.5689,1078783.643,1963867.143,1633560.072,227213.7795,489390.1724,906520.2894,712704.6886,,10023768.27
37097,343980250.9,866406735.6,829156528.2,360135021.5,250380216.8,225479154.3,163760705.7,32746122.84,55978612.91,47936567.82,128525484.5,209265787.5,133372271,65383736.06,40349594.12,52515338.94,19854130.04,,3825226259
37109,,,,,,,,13767043.53,20362125.82,14364739,56381759.32,102835565,43978949,36928594.13,27451870.16,27223546.25,3544423.509,,346838615.7
37111,69947.52167,206815.4363,940085.3886,180076.3337,1843.090158,0,1491548.135,185807.9534,3749579.918,954232.9756,120007.1963,396857.1122,384360.1421,52980.25272,2371037.934,613837.7127,2622077.764,,14341094.87
37115,89126.68083,241111.7892,997432.6454,178905.74,1339.803245,0,2274187.171,128332.0629,1353548.676,374468.4878,70845.88872,123109.3214,239174.1041,39632.14347,1130196.9,465368.9591,1285895.671,,8992676.044
37119,,,,,,,,194955840.5,464019390.6,678398301,1139512836,1302198085,1033756059,530320676.8,352874084.1,407484357.1,130572656.7,,6234092286
37129,595541,0,1085859,2745912,576242,2586036,6328209,565991,994234,4820681,7125641,2832203,682292,1926800,5228699,5234768,158142,,43487250
37175,103747.1335,93034.53011,1019825.384,163974.1668,931.4731059,0,1311036.912,149213.2121,1994009.129,868251.8634,85383.03805,172803.293,260959.5168,44051.67497,1116576.182,794845.0542,1136233.698,,9314876.26
37179,,,,,,,,16137977.74,28840805.7,45044514.37,79945314.08,88044090.95,76607921.43,51519970.92,17098552.01,32221870.59,8303030.679,,443764048.5
37183,,,,,,,,22986012.89,21045822.28,2362144.162,11939565.26,4676662.011,24021110.82,31472094.1,30810022.61,39464802.8,36563455.85,,225341692.8
38015,769484.1667,1084767,644152.25,74160.16667,918678.5,2570726.917,2862638.167,932664.0833,815625.6667,1579409.833,2385057.333,1193348.833,856876.25,1149001.25,2364154.167,346938.4167,504177.6667,,21051860.67
38017,2050797.987,4022199.841,1432808.557,0,4088517.222,4003403.465,2507034.462,427424.515,4316662.705,733927.254,3479585.543,4328283.979,1619088.943,6936559.218,1964866.945,5063675.523,4147348.024,,51122184.18
38035,362147,259675,144255,24435,450838,2812097,462057,423264,1280770,274452,493579,360858,462995,1288792,5213060,3690695,570867,,18574836
38059,202495.8333,285465,169513.75,19515.83333,241757.5,676507.0833,753325.8333,245437.9167,214638.3333,415634.1667,627646.6667,314039.1667,225493.75,302368.75,622145.8333,91299.58333,132678.3333,,5539963.333
39011,0,0,0,0,0,0,143691,434693,1277888,1028971,134612,391038,967000,1579162,1533587,446718,1317779,,9255139
39017,,,,,,,,15507831.35,23740031.31,28454036.28,54372220.66,28182242.36,5118013.192,8924930.861,23526674.81,15385467.4,18314254.57,,221525702.8
39023,,,,,,,,2827852.164,2055588.86,3141636.702,2751075.893,9156754.911,7062176.06,8383768.937,10001100.21,13414261.14,5064291.998,,63858506.87
39035,146229072.9,224545466.1,219160928.7,254774087.2,192960840.7,267752042.4,59663614.15,96872681.57,197361385.8,171057967.6,240024039.6,177538523.6,174099597.3,262711557.1,140686736.8,420248335.5,557633987.7,,3803320865
39041,31682087.76,18149671.95,38871805.45,58809293.39,117810254.6,110197593.9,77452405.58,9790657.13,6845643.691,10660888.12,9462658.734,4045776.986,8014284.499,3197301.698,15935398.86,31494307.68,35369665.49,,587789695.6
39043,,,,,,,,0,0,294586,463548,88555,0,240000,52545,51636,0,,1190870
39049,13192482.81,8257016.631,14103064.35,30097793.52,54198401.04,58323542.23,42811326.84,170871556.7,166240618.2,165495106.3,160568133,95667876.39,228912215.8,52883366.05,225130144.8,406116889.4,503984020.9,,2396853555
39061,,,,,,,,129393121.2,127285057.8,161842360.7,406540466.8,204866388.8,44205377.87,41830027.06,164074968.1,105462596.2,155912658.1,,1541413023
39085,33946214.09,55063815.91,47071857.28,42642087.81,29945486.34,39399309.63,10977730.85,3690202.841,6642350.429,5250940.53,9698243.158,6128141.189,6090520.216,9173034.358,4032622.69,15223947.54,23424253.02,,348400757.9
39087,,,,,,,,111986.4566,1221178.731,2088646.154,1217602.006,944517.4699,285157.0859,1630514.838,636286.8073,1020695.441,1792229.389,,10948814.38
39089,7796566.766,5718168.982,7217928.202,14556882.61,24659609.68,34709918.14,17259623.65,13199857.95,14341567.87,13833415.98,14145311.13,6873038.041,14214398.55,4395633.961,20989606.98,39098743.23,52791577.96,,305801849.7
39093,,,,,,,,7658536.592,14929420.82,15209609.9,19134132.27,11677198.23,11163346.5,15989357.5,11189755.53,22028283.98,32277704.28,,161257345.6
39095,3632379.832,888501.8431,7857.859317,3805655.006,784424.3312,7720885.189,533867.9348,25734707.09,11651629.87,552660.1539,5999899.897,257725.3054,1981478.655,9338401.129,2386520.642,2063312.859,2753224.216,,80093131.82
39097,1038642.367,1059305.691,1499756.179,7159063.901,6188980.714,3889280.569,4435780.319,3961020.142,3402060.115,6226743.617,2973136.96,2868917.229,5448475.732,1142498.886,4576893.493,8342277.623,16999885.43,,81212718.96
39103,4197359.272,7761231.025,11180430.94,20497612.04,11988239.33,16157368.27,18212892.56,16205039.43,10072503.13,6667630.546,7454758.371,7346622.725,4838815.109,4770299.148,1765511.205,4614208.305,2328537.341,,156059058.7
39113,10914602,9611120,15378880,25637216,47594590,52803366,9892226,15547829.84,9271781.14,14890493.3,15275360.11,48317833.09,42425907.94,40535577.06,70614349.79,87132920.86,31660300,,547504353.1
39133,4565093.757,7352391.639,5520436.622,21981506.92,16765995.86,20945984.88,15724618.19,15255305.11,12484373.2,9442137.226,7508742.35,11173383.8,3776966.33,4342629.299,2109598.297,7231981.005,8456437.923,,174637582.4
39145,,,,,,,,19160,0,0,252051,111366,713695,19307,492771,0,1349999,,2958349
39151,11758400.69,10900962.82,10494956.91,26221649.55,16543569.5,38552099.79,25631388.45,54338860.62,37834311.97,33236162.09,20993549.07,37597896.04,19957638.9,14484286.67,8402287.718,31083851.17,18026027.18,,416057899.1
39153,,,,,,,,79890074.9,49245978.85,39506816.36,28007566.05,37995291.52,23803863.3,22425746.98,6258294.683,26311704.54,24150870.44,,337596207.6
39159,865535.3054,882754.7429,1249796.815,5965886.584,5157483.928,3241067.141,3696483.599,3300850.118,2835050.096,5188953.014,2477614.133,2390764.357,4540396.443,952082.4048,3814077.911,6951898.019,14166571.19,,67677265.8
39169,6104571.276,8232724.512,6656274.53,19253920.49,9309352.316,19503850.95,14273057.34,17440475.83,13298554.51,14058472.87,8568508.343,8991558.217,5817402.045,5825523.674,4483132.186,6594923.607,9425000.212,,177837302.9
40025,681534,0,0,1571095,4207958,1986511,1164826,447499,609206,173515,405697,1136753,10236,0,0,0,0,,12394830
40027,78218,0,11190,64996,84117,102547,1613218,343866,209683,0,0,0,0,2357706,162644,82768,0,,5110953
40079,109852.1151,84303.61576,216404.3692,54830.46516,731348.4905,186711.793,960325.2664,377517.5184,472428.8876,87303.0591,185869.8541,331436.9076,270422.3181,186142.3376,900147.8849,276848.6159,554481,,5986374.498
40109,,,,,,,,1652781,8619931,4768534,1437412,9516235,35596204,60965024,28982078,6353806,8586507,,166478512
40135,131435.4753,47913.50192,79537.17225,25452.24869,577326.224,145566.2234,1030357.454,181428.3219,173933.1329,35966.81634,59222.20009,137446.9701,105080.1349,71750.20275,409083.7878,150149.8777,156608.4296,,3518258.174
40145,7074302,2730204,916519,3120187,2491974,1016337,4860822,11436250,3725658,3103649,1585368,1463399,8055603,1982796,1948172,7986300,424981,,63922521
41005,,,,,,,,17798,787344,1191732,368345,15991,839237,549624,64310,447338,1214810,,5496529
41009,0,21300,295460,103590,475291,241466,701750,255057,3023137,759623,400513,84709,330285,533786,2278851,3186166,656629,,13347613
41017,0,0,490466,129526,489174,451366,10488,1510423,369805,0,435742,2187478,352106,2923625,45696,945151,1639677,,11980723
41029,,,,,,,,1035173,1867805,2024241,2199863,398406,675280,2213271,1871068,9780509,4650728,,26716344
41039,,,,,,,,19652084,3187931,11059519,25224151,47383898,36159620,10826381,3170209,9593169,23267845,,189524807
41047,,,,,,,,2846644,5076737,5515575,925379,1543458,810100,2217416,13135053,5831508,2505921,,40407791
41051,88872610,135874806,406017688,669221394,454759218,167307266,233135920,485896168.8,643920952.6,664762802.9,431655716.9,330149764.4,160676007.2,243980730.1,303673835.8,365825969.5,287495524.2,,6073226374
41067,,,,,,,,98703409.24,157955669.4,150212651.1,104065321.1,65865293.64,30492380.77,42860031.89,65559612.25,75267692.52,64368155.83,,855350217.8
42003,144698868,63773462,129521941,141885128,151178497,175150157,180342588,143354096,70129022,76552571,68454971,87687246,98266077,136912349,104135999,87873510,97888941,,1957805423
42011,,,,,,,,12052009.81,38688650.69,21186834.69,7256021.326,12704862.51,1943235.733,28880944.37,18234764.75,12081890.51,20961215.5,,173990429.9
42013,,,,,,,,182579,2162935,298113,86803,622592,1089755,3975705,5570818,430802,2985592,,17405694
42017,22313917.48,6297850.36,17601655.61,7491768.71,3839757.717,29864961.11,17649203.69,6586311.225,21950261.73,18798847.71,4079063.589,12171719.57,1997056.853,26845217.17,17949687.4,16911165.03,19592308.83,,251940753.8
42025,1803036.012,615044.7236,1212640.157,732979.4449,360430.136,2094883.149,1230769.567,785896.0788,3298568.624,1368229.77,454362.3031,945419.9997,143309.91,854647.0712,1182795.551,464338.6212,1165712.58,,18713063.7
42027,1073470,380750,1014082,2023983,2581870,1439360,3098347,13713684,2366371,2924584,10428388,13731964,14988112,5689016,10042054,4639628,3905975,,94041638
42041,,,,,,,,3147655.957,1379425.674,5145993.991,1229857.998,1845293.123,1928867.33,5053218.818,2012035.524,8108624.082,6225625.022,,36076597.52
42043,,,,,,,,6952400.191,3194879.807,14598228.18,2468552.643,3386276.917,6922633.404,7915789.66,4498353.884,21068648,23101600.33,,94107363.02
42045,922098624.3,917367312.4,1087835603,1188056224,1224339005,1141462546,1092940577,197091838.8,196177091.6,187791877.9,306318270.4,311159795.2,275500581.4,450166814.4,357532994.9,356992454.6,363277277.8,,10576108889
42049,,,,,,,,1969972,7090899,7826276,22245993,6283425,6404322,14479521,9802587,7496057,7538639,,91137691
42071,,,,,,,,6121845,3119457,2126308,2179216,4943525,9030386,12339678,17085245,18801290,6738580,,82485530
42075,,,,,,,,4492833.815,1062715.079,4328728.329,612691.9503,1379044.104,1854281.075,2764194.607,5384452.018,6543421.709,8490924.921,,36913287.61
42077,7545565.116,2011611.466,6174647.127,3260160.132,1779977.084,7272790.309,3715931.342,5881381.031,28693216.21,18716721.7,4898071.873,7596710.396,1647437.686,17981561.17,14109961.44,9420095.693,13514857.68,,154220697.5
42089,4706854.286,1920151.832,4640798.377,2157389.927,920808.0421,9683447.574,4494730.986,2234466.784,6658523.522,4850309.101,1831731.213,2748170.357,276127.5225,6604333.854,5265096.783,5060940.677,2390287.885,,66444168.72
42091,246275578.9,256385652.1,197318224.1,303872049.7,376021977.7,398781639.4,289663822.1,135467239.9,147676880.5,124698738.1,236816535.1,250777547.1,223932991.5,261315272.1,278438587.6,206440393.1,212314189.3,,4146197318
42095,,,,,,,,6520388.706,25003219.04,15541672.29,3360153.749,7676045.815,1369728.304,16853013.45,11885977.65,7672966.433,14311479.1,,110194644.5
42099,,,,,,,,687886.0366,262162.4398,1224371.498,220402.4085,325643.8563,413617.1911,1056208.915,497894.5739,1571606.207,2026591.725,,8286384.852
42101,307670528.4,366845362.9,374499465,472614193,451677308.5,400052253.4,464375255.9,1455858169,1344889252,1292511893,2013070206,2352579922,2458239435,2887526420,2899130269,2318439627,2452192987,,24312172550
42111,,,,,,,,3172835,1466075,16385097,4678327,643212,2834428,2694883,7140353,2292732,3061388,,44369330
42115,208940.7616,0,0,1134487.233,5603243.165,5208848.511,0,0,0,621313.6431,19533.37097,1019.043995,731036.2877,0,1508975.284,139734.8695,1239102.647,,16416234.82
42129,378202,1139082,1105329,2326653,1972996,4650937,1056107,899176,666889,1255935,710830,3950500,5047155,3596992,221702,1182098,808084,,30968667
42131,,,,,,,,465977,12443374,2397445,3302703,7446729,1268481,2390571,7792518,6292971,9489798,,53290567
44001,6791350.5,13109603.29,7578872.206,6859859.471,18624085.76,29435152.68,49731368.82,4418781.896,17585871.52,3686901.205,3689777.407,9649793.746,8200452.923,4820218.633,4828765.024,16139044.88,10015232.31,,215165132.3
44003,,,,,,,,17302072.87,61330971.85,23931340.55,11185554.47,27765441.78,42839734.51,13987383.41,30699101.29,39559239.45,52671212.42,,321272052.6
44005,14242829.95,27491746.94,16155006.25,14684989.74,38941270.24,61546228.32,104117661.8,9508954.722,37770938.62,7716347.555,8168316.603,20783451.28,17441971.67,12228207.63,11226753.4,35732846.01,21714432.38,,459471953.1
44007,,,,,,,,422249944.9,447936155.9,635065870.7,706500257.5,684192526.3,710630524.7,580980547.7,941267010.2,751002403.9,1703729840,,7583555082
45003,1961934.247,268100.5896,53849.53237,166569.2551,1139200.464,2213872.546,2934396.01,716822.9589,507895.0013,73443.15126,192364.3984,2714107.904,2357935.155,13035200.74,6976881.934,853385.3956,280204.3696,,36446163.65
45015,,,,,,,,2728871.688,261261.962,2292175.491,362315.8647,3197497.088,3301478.791,11251087.96,7909869.675,1616609.236,4576235.319,,37497403.08
45019,,,,,,,,6596777.091,838046.5627,5203602.127,873512.8551,7099632.444,7197665.35,24700959.61,21372795.48,5177811.505,9354517.281,,88415320.31
45031,2039747.918,235872.6531,313590.2041,175008.6531,2569790.694,1108766.041,1083397.224,313799.1837,260962.6122,265836.4082,785808.3265,109933.7143,187000.8163,921796.5714,525417.7959,508980.2449,1632330.449,,13038039.51
45035,,,,,,,,1238203.221,107135.4753,893635.3817,179100.2801,1168603.469,1309140.859,4163874.426,3500896.846,946311.2592,2354354.4,,15861255.62
45037,356715.3176,48745.56175,9790.824067,30285.31911,207127.3571,402522.2811,533526.5472,130331.4471,92344.54569,13353.30023,34975.34517,493474.1643,428715.4828,2370036.497,1268523.988,155160.981,50946.24902,,6626575.208
45039,,,,,,,,9341.241388,4492.935417,150210.0562,14647.16225,0,1348779.224,591858.9047,72961.08045,221768.8539,300366.8295,,2714426.288
45041,4206980.082,486487.3469,646779.7959,360955.3469,5300193.306,2286829.959,2234506.776,647210.8163,538235.3878,548287.5918,1620729.673,226738.2857,385689.1837,1901205.429,1083674.204,1049771.755,3366681.551,,26890956.49
45045,,,,,,,,4976538.176,1995153.02,3115701.004,1964340.173,883968.7379,846456.3289,352592.1892,19718603.81,3605733.336,4900622.292,,42359709.07
45051,,,,,,,,1714646,739639,764215,168461,357226,2122424,220667,367166,1837977,3797552,,12089973
45057,125663129.3,286377545.3,243670204.7,88867779.23,95119920.33,56210138.47,53124152.11,22711262.65,32820418.37,64336987.82,88753559.6,113027378.4,130049738.6,48461392.39,39159125.55,27093824.12,8247310.054,,1523693867
45071,509115,1283757,29281587,20674998,83055,11221611,1088442,25365.47376,19940.21353,440581.8998,37980.41221,0,2346072.193,1338631.058,243806.7188,308552.9265,593413.4607,,69496909.36
45077,,,,,,,,1152265.824,727332.98,1068322.996,654261.8273,311539.2621,239187.6711,190893.8108,5539280.189,1155748.664,1506801.708,,12545634.93
45079,,,,,,,,200988.2849,199729.8511,4480894.044,503305.4255,0,37871582.58,22039972.04,3763217.201,7520037.22,10940871.71,,87520598.36
45083,919395,125533,0,595096,0,1712265,190927,613953,725850,302464,253662,728640,529294,272136,667852,881698,330861,,8849626
45085,2702058,1295978,3196365,5930461,3618065,2331958,573395,153697,51671,686276,555683,654655,224947,1346601,504931,220918,2546960,,26594619
45091,,,,,,,,31837774.23,51984844.49,91813609,173070040.4,275641849.5,102019588.3,81096463.73,49175544.26,74873802.56,18701091.13,,950214607.6
46103,933881,711408,2485655,1389073,5832166,3152699,91270,381320,2034419,552112,2697631,674517,2627856,2834574,0,67894,938597,,27405072
46127,1599271.099,500157.5929,906483.7504,262889.6092,540107.8022,845424.0711,1040440.387,81203.36489,4259.283291,94691.58553,36494.75148,17185.83445,45534.49678,89943.86625,185086.0524,407025.8418,48049.99983,,6704249.388
47001,,,,,,,,1936627.656,2882592.084,1274567.445,325139.0943,792682.6653,304696.3755,2695530.102,536317.6721,1639005.814,873566.6271,,13260725.54
47009,4806298.571,7819539.205,1101196.159,3378334.905,48761633.57,30504628.16,33709813.06,2332748.232,2900381.134,1519304.208,442129.2693,959955.0313,686093.0908,4662137.024,742073.0407,1203325.893,968327.6973,,146497918.3
47011,0,0,0,0,317305,244811,283955,12891,317254,238178,184050,887096,548440,270363,10230,248926,38848,,3602347
47019,1182960,734444,289180,783750,196904,4974646,447190,516224.3366,246584.7783,302339.7917,939112.3434,2622309.146,1552367.901,274250.7921,2307383.025,1451501.216,2105906.753,,20927054.08
47037,,,,,,,,33424161.74,79369052.49,52495754.32,50079436.12,23220266.69,20123431.58,59878067.7,173199948,62417935.28,72353074.44,,626561128.4
47063,0,0,0,0,0,0,0,0,1568724,18302,136935,1031934,391502,1391294,864484,1461707,153158,,7018040
47065,,,,,,,,12494351.91,15893898.43,34159254.39,4388920.172,7915689.146,5075431.591,8302009.723,12093674.68,25497006.95,10237659.14,,136057896.1
47073,0,0,0,0,0,0,1919554,405901.4393,5791.264203,7600.141538,62052.32429,168563.7822,889470.6122,2012005.231,3651598.302,698684.9504,101549.5926,,9922771.639
47093,,,,,,,,27176803.2,20738584.77,22281514.82,2984920.75,12797232.9,4708815.414,44273469.48,6587578.945,21618268.24,13026331.34,,176193519.9
47105,6957511.94,5187691.584,1396665.454,3962079.501,39367317.71,32819667.91,19649596.09,2004651.831,871152.7439,1515251.529,299227.4418,533881.3719,336249.2025,1880786.175,268113.1025,2084995.874,469146.7676,,119603986.2
47109,1179706,209049,66749,229203,211754,2431413,2132558,657905,308881,228478,890459,165106,38170,1102499,127452,1492772,558700,,12030854
47125,1910353.059,851729.608,2292017.892,334890.5619,247434.2884,1778748.045,3435096.402,611908.8305,477784.3577,408630.4651,525336.832,2729106.047,3823156.72,4657952.61,2201181.687,6435054.317,1277006.739,,33997388.46
47129,1583914.008,1434076.189,250310.7306,991723.7482,7090835.161,5852177.543,4311341.921,780445.7145,563674.5527,759126.7568,123775.6051,404839.4863,199041.5478,1087774.021,173158.7606,567312.8309,284036.5798,,26457565.16
47147,50795484,33097599,55488876,98967684,69885681,21088785,143620752,1644238.353,4860728.22,3890647.666,4238026.639,1284872.096,1787034.343,2522655.369,8192320.409,1651902.845,2459342.356,,505476629.3
47149,,,,,,,,207337,2109169,1127798,1026191,705727,731153,1938681,622470,1086534,2225974,,11781034
47153,659486.7711,1099869.959,792333.4595,1448416.195,2286723.503,2062251.918,1844878.617,345418.1659,499053.3324,856235.6169,112741.6299,188683.1742,105334.373,250868.6804,441193.8433,530835.3357,203190.2297,,13727514.8
47155,4134055.481,2521989.023,484171.6557,1986871.846,14353737.55,15067306.38,15976368.93,2080921.361,2294276.718,2368115.243,240063.8391,526302.5435,245296.3697,3282999.195,500302.4792,1276109.348,1160644.988,,68499532.96
47165,,,,,,,,5353104.908,15181054.29,7580018.017,8796369.245,4389055.215,1781302.076,15964037.93,24038779.59,8225070.878,14011970.2,,105320762.3
47179,,,,,,,,542631.6634,226825.2217,294426.2083,967027.6566,2705796.854,2153990.099,711129.2079,2219190.975,1020904.784,1710627.247,,12552549.92
48021,0,0,0,0,0,0,0,0,0,0,0,0,112021,393473,98034,75776,0,,679304
48039,88842,493053,102361,421764,279870,1111080,2889395,2744748,641229,625653,3196378,0,697977,157326,367695,8930193,2276900,,25024464
48041,,,,,,,,2621496,0,0,488530,1381360,3273548,2454463,1754756,9138265,16653551,,37765969
48051,,,,,,,,0,0,0,0,1125880.353,67145.6665,42206.21509,25070.89139,27187.14205,286292.2576,,1573782.526
48055,8723675.942,7928872.652,6071492.312,8299471.066,7096838.325,2767583.012,1556281.692,2638229.737,2316901.243,1580054.33,2027787.656,4325198.992,4922862.523,9234268.859,6554769.061,6641146.558,2552272.097,,85237706.06
48061,1973183,665332,5625027,3365193,1455501,6270126,13547655,2441533,1424682,2240744,5870658,1480376,726075,270156,1831627,4099935,180051,,53467854
48071,8671797.365,3310597.405,7826029,8958855.658,7962283.913,11185702.08,9589691.292,5318978.481,8928653.792,9817901.369,3190321.952,1728412.831,2316645.725,2019175.052,2161301.09,1226193.752,1131600.377,,95344141.13
48079,3275858,4480225,345817,247071,2790424,3596355,546713,1663318,2749448,303841,51099,655711,4003580,1982035,1745325,2761974,1042399,,32241193
