b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_F","RCPTOT"
"01","332",,517,,34564
"01","333",,221,,11796
"01","334",,72,,3227
"01","335",,91,,3612
"01","336",,92,,6790
"01","337",,230,,9081
"01","339",,724,,38924
"01","3391",,56,,2373
"01","33911",,56,,2373
"01","3399",,668,,36551
"01","42",,4639,,388861
"01","423",,2557,,237557
"01","4231",,335,,49099
"01","4232",,232,,15690
"01","4233",,132,,20005
"01","4234",,137,,9645
"01","4235",,50,,5234
"01","4236",,115,,11867
"01","4237",,64,,6102
"01","4238",,272,,34660
"01","4239",,1220,,85255
"01","42391",,159,,7574
"01","42392",,96,,2957
"01","42393",,131,,13265
"01","42394",,163,,7858
"01","42399",,671,,53601
"01","424",,1753,,124802
"01","4241",,77,,8931
"01","4242",,50,,8314
"01","42421",,50,,8314
"01","4243",,204,,10457
"01","4244",,408,,38377
"01","4245",,52,,5020
"01","4246",,38,,3860
"01","4247",,33,,4336
"01","4248",,22,,3124
"01","4249",,869,,42383
"01","42491",,39,,2308
"01","42492",,181,,2694
"01","42493",,163,,7601
"01","42494",,5,,852
"01","42495",,20,,1418
"01","42499",,461,,27510
"01","425",,329,,26502
"01","4251",,329,,26502
"01","42511",,58,,6507
"01","42512",,271,,19995
"01","44-45",,28841,,1521804
"01","441",,3679,,551946
"01","4411",,2332,,435184
"01","44112",,2332,,435184
"01","4412",,731,,63786
"01","44121",,105,,16330
"01","44122",,626,,47456
"01","441221",,84,,5480
"01","441222",,56,,4428
"01","441229",,486,,37548
"01","4413",,616,,52976
"01","442",,800,,50318
"01","4421",,319,,21666
"01","44211",,319,,21666
"01","4422",,481,,28652
"01","443",,432,,25883
"01","4431",,432,,25883
"01","44311",,280,,17495
"01","443111",,86,,4288
"01","443112",,194,,13207
"01","44312",,139,,7113
"01","44313",,13,,1275
"01","444",,610,,49009
"01","4441",,407,,33270
"01","44411",,39,,1184
"01","44412",,25,,1301
"01","44413",,87,,7900
"01","44419",,256,,22885
"01","4442",,203,,15739
"01","445",,1419,,142849
"01","4451",,741,,89842
"01","4452",,549,,36391
"01","44521",,35,,2890
"01","44522",,44,,3855
"01","44523",,124,,8936
"01","44529",,346,,20710
"01","4453",,129,,16616
"01","44531",,129,,16616
"01","446",,2015,,35166
"01","4461",,2015,,35166
"01","44611",,76,,3076
"01","44612",,1498,,16740
"01","44613",,33,,2544
"01","44619",,408,,12806
"01","447",,451,,87483
"01","4471",,451,,87483
"01","448",,1835,,66444
"01","4481",,1424,,48582
"01","44811",,120,,4380
"01","44812",,304,,13202
"01","44813",,190,,6109
"01","44814",,197,,7085
"01","44815",,276,,6636
"01","44819",,337,,11170
"01","4482",,64,,3618
"01","44821",,64,,3618
"01","4483",,347,,14244
"01","44831",,329,,13938
"01","44832",,18,,306
"01","451",,1380,,52522
"01","4511",,911,,41015
"01","45111",,283,,21318
"01","45112",,239,,7329
"01","45113",,288,,8515
"01","45114",,101,,3853
"01","4512",,469,,11507
"01","45121",,430,,10181
"01","451211",,154,,4600
"01","451212",,276,,5581
"01","45122",,39,,1326
"01","452",,648,,39073
"01","453",,5080,,213506
"01","4531",,564,,19412
"01","45311",,564,,19412
"01","4532",,1113,,33535
"01","45321",,117,,7962
"01","45322",,996,,25573
"01","4533",,1014,,27002
"01","45331",,1014,,27002
"01","4539",,2389,,133557
"01","45391",,111,,3454
"01","45392",,172,,5162
"01","45393",,105,,16096
"01","45399",,2001,,108845
"01","454",,10492,,207605
"01","4541",,615,,16794
"01","45411",,615,,16794
"01","4542",,471,,16619
"01","45421",,471,,16619
"01","4543",,9406,,174192
"01","45431",,29,,2950
"01","45439",,9377,,171242
"01","48-49",,13843,,962843
"01","481",,349,,14232
"01","483",,71,,2184
"01","484",,9712,,823250
"01","4841",,8842,,753742
"01","48411",,2377,,167022
"01","48412",,6465,,586720
"01","4842",,870,,69508
"01","485",,653,,23364
"01","4851","S",0,"S",0
"01","48511","S",0,"S",0
"01","4852",,12,,336
"01","48521",,12,,336
"01","4853",,200,,5266
"01","4854",,22,,305
"01","48541",,22,,305
"01","4855",,105,,5542
"01","48551",,105,,5542
"01","4859",,311,,11728
"01","48599",,311,,11728
"01","486",,8,,845
"01","487",,30,,535
"01","488",,1204,,55841
"01","492",,1728,,34875
"01","493",,88,,7717
"01","4931",,88,,7717
"01","51",,2606,,69082
"01","511",,693,,18260
"01","512",,348,,6700
"01","5121",,223,,5195
"01","5122",,125,,1505
"01","515",,238,,7905
"01","56121",,311,,5964
"01","5613",,203,,8721
"01","5614",,2658,,62125
"01","56141",,704,,7262
"01","56142",,107,,1790
"01","56143",,213,,7893
"01","56144",,76,,3006
"01","56145",,8,,216
"01","56149",,1550,,41958
"01","5615",,245,,12144
"01","5616",,1115,,15715
"01","5617",,17411,,284264
"01","56171",,240,,9825
"01","56172",,9427,,105594
"01","56173",,6202,,118328
"01","56174",,462,,13209
"01","56179",,1080,,37308
"01","5619",,1031,,27097
"01","562",,316,,20603
"01","61",,5032,,52050
"01","611",,5032,,52050
"01","62",,15654,,501852
"01","621",,8576,,415263
"01","6211",,2246,,179534
"01","62111",,2246,,179534
"01","621111",,1962,,162009
"01","621112",,284,,17525
"01","6212",,358,,32341
"01","62121",,358,,32341
"01","6213",,2547,,118902
"01","62131",,153,,7466
"01","62132",,189,,14543
"01","62133",,485,,16776
"01","62134",,519,,31720
"01","62139",,1201,,48397
"01","621391",,18,,740
"01","621399",,1183,,47657
"01","6214",,146,,27989
"01","6215",,216,,14094
"01","62151",,216,,14094
"01","6216",,2578,,30163
"01","62161",,2578,,30163
"01","6219",,485,,12240
"01","623",,491,,10984
"01","624",,6587,,75605
"01","6241",,1252,,18564
"01","6242",,76,,566
"01","6243",,122,,2178
"01","62431",,122,,2178
"01","6244",,5137,,54297
"01","62441",,5137,,54297
"01","71",,8149,,144846
"01","711",,6439,,89785
"01","7111",,249,,3439
"01","7112",,1173,,16189
"01","71121",,1173,,16189
"01","7113",,342,,7434
"01","7114",,239,,4792
"01","71141",,239,,4792
"01","7115",,4436,,57931
"01","71151",,4436,,57931
"01","712",,52,,444
"01","7121",,52,,444
"01","713",,1658,,54617
"01","7131",,71,,2416
"01","7132",,61,,7282
"01","7139",,1526,,44919
"01","72",,3678,,218299
"01","721",,575,,41933
"01","7211",,328,,31686
"01","7212",,91,,6616
"01","72121",,91,,6616
"01","7213",,156,,3631
"01","72131",,156,,3631
"01","722",,3103,,176366
"01","7221",,663,,80391
"01","72211",,663,,80391
"01","7222",,512,,48878
"01","72221",,512,,48878
"01","7223",,1591,,33368
"01","7224",,337,,13729
"01","72241",,337,,13729
"01","81",,51927,,1120867
"01","811",,12120,,412877
"01","8111",,6266,,246031
"01","81111",,2969,,101964
"01","81112",,1841,,92594
"01","81119",,1456,,51473
"01","8112",,758,,21554
"01","81121",,758,,21554
"01","8113",,1000,,45714
"01","81131",,1000,,45714
"01","8114",,4096,,99578
"01","81141",,773,,22348
"01","81142",,438,,10885
"01","81143",,41,,1325
"01","81149",,2844,,65020
"01","812",,35061,,640454
"01","8121",,16283,,301796
"01","81211",,14783,,275489
"01","812111",,2327,,35640
"01","812112",,10753,,187081
"01","812113",,1703,,52768
"01","81219",,1500,,26307
"01","8122",,267,,14142
"01","81221",,196,,12002
"01","81222",,71,,2140
"01","8123",,495,,25275
"01","81231",,240,,9387
"01","81232",,213,,13572
"01","81233",,42,,2316
"01","8129",,18016,,299241
"01","81291",,517,,9453
"01","81292",,218,,3499
"01","81293",,37,,839
"01","81299",,17244,,285450
"01","813",,4746,,67536
"02","00",,50928,,2124728
"02","11",,9133,,382952
"02","113",,161,,5700
"02","114",,8798,,372953
"02","1141",,8458,,362106
"02","11411",,8458,,362106
"02","1142",,340,,10847
"02","11421",,340,,10847
"02","115",,174,,4299
"02","1151",,48,,736
"02","11511",,48,,736
"02","1152",,77,,2304
"02","11521",,77,,2304
"02","1153",,49,,1259
"02","11531",,49,,1259
"02","21",,210,,11931
"02","211",,18,,909
"02","2111",,18,,909
"02","21111",,18,,909
"02","212",,146,,9209
"02","2121","D",0,"D",0
"02","21211","D",0,"D",0
"02","2122",,107,,5297
"02","2123",,37,,3902
"02","213",,46,,1813
"02","2131",,46,,1813
"02","21311",,46,,1813
"02","22",,74,,2141
"02","221",,74,,2141
"02","23",,4814,,286418
"02","236",,1213,,106509
"02","2361",,1042,,96643
"02","2362",,171,,9866
"02","237",,250,,32271
"02","2371",,14,,1349
"02","2372",,75,,11326
"02","23721",,75,,11326
"02","2373",,45,,6293
"02","23731",,45,,6293
"02","2379",,116,,13303
"02","23799",,116,,13303
"02","238",,3351,,147638
"02","2381",,378,,20449
"02","2382",,327,,16490
"02","23821",,154,,6332
"02","23822",,146,,8727
"02","23829",,27,,1431
"02","2383",,1272,,53922
"02","2389",,1374,,56777
"02","31-33",,971,,28172
"02","311",,74,,4159
"02","3111",,5,,1265
"02","31111",,5,,1265
"02","3113",,5,,128
"02","3114",,7,,70
"02","3115","D",0,"D",0
"02","3116",,3,,118
"02","31161",,3,,118
"02","3117",,17,,1315
"02","31171",,17,,1315
"02","3118",,11,,231
"02","3119",,25,,1026
"02","312",,10,,205
"02","313","D",0,"D",0
"02","314",,3,,33
"02","315",,86,,1473
"02","316",,38,,893
"02","3161",,22,,604
"02","31611",,22,,604
"02","3162","D",0,"D",0
"02","31621","D",0,"D",0
"02","3169",,15,,285
"02","31699",,15,,285
"02","321",,146,,4434
"02","322","D",0,"D",0
"02","323",,43,,2074
"02","3231",,43,,2074
"02","324","D",0,"D",0
"02","3241","D",0,"D",0
"02","325",,14,,232
"02","3253","D",0,"D",0
"02","3256",,9,,102
"02","3259",,4,,123
"02","326",,7,,138
"02","327",,48,,618
"02","3271",,24,,332
"02","3272",,13,,124
"02","32721",,13,,124
"02","3273","D",0,"D",0
"02","3279",,10,,159
"02","331",,11,,395
"02","332",,110,,3180
"02","333",,13,,764
"02","334","D",0,"D",0
"02","335",,3,,105
"02","336",,13,,881
"02","337",,38,,889
"02","339",,307,,7236
"02","3391",,9,,336
"02","33911",,9,,336
"02","3399",,298,,6900
"02","42",,524,,37219
"02","423",,300,,23580
"02","4231",,8,,381
"02","4232",,10,,487
"02","4233",,15,,5426
"02","4234",,10,,3420
"02","4235",,5,,69
"02","4236",,9,,1302
"02","4237",,5,,129
"02","4238",,26,,3529
"02","4239",,212,,8837
"02","42391",,30,,1513
"02","42392",,16,,351
"02","42393",,4,,179
"02","42394",,56,,1985
"02","42399",,106,,4809
"02","424",,201,,13062
"02","4241",,10,,355
"02","4242","D",0,"D",0
"02","42421","D",0,"D",0
"02","4243",,23,,280
"02","4244",,31,,2286
"02","4245",,6,,38
"02","4246",,3,,247
"02","4247",,4,,1808
"02","4248",,7,,274
"02","4249",,115,,7685
"02","42492",,26,,403
"02","42493",,18,,826
"02","42499",,71,,6456
"02","425",,23,,577
"02","4251",,23,,577
"02","42511",,10,,256
"02","42512",,13,,321
"02","44-45",,4345,,159187
"02","441",,218,,20307
"02","4411",,85,,9625
"02","44112",,85,,9625
"02","4412",,78,,5144
"02","44121",,27,,2431
"02","44122",,51,,2713
"02","441221",,5,,219
"02","441222",,6,,219
"02","441229",,40,,2275
"02","4413",,55,,5538
"02","442",,42,,4609
"02","4421",,9,,1067
"02","44211",,9,,1067
"02","4422",,33,,3542
"01","516",,137,,2452
"01","5161",,137,,2452
"01","51611",,137,,2452
"01","517",,358,,14725
"01","518",,434,,8559
"01","5181",,102,,3110
"01","51811",,102,,3110
"01","518111",,71,,1692
"01","518112",,31,,1418
"01","5182",,332,,5449
"01","51821",,332,,5449
"01","519",,398,,10481
"01","5191",,398,,10481
"01","52",,8072,,388618
"01","522",,798,,41886
"01","5221",,114,,2573
"01","5222",,332,,28571
"01","5223",,352,,10742
"01","523",,2148,,140084
"01","5231",,252,,27041
"01","52311",,56,,2602
"01","52312",,161,,18344
"01","52313","S",0,"S",0
"01","52314",,20,,5585
"01","5232",,44,,688
"01","52321",,44,,688
"01","5239",,1852,,112355
"01","524",,5126,,206648
"01","5241",,6,,172
"01","5242",,5120,,206476
"01","52421",,3230,,144909
"01","52429",,1890,,61567
"01","53",,27092,,2290074
"01","531",,26086,,2220182
"01","5311",,10761,,1301541
"01","5312",,7559,,353864
"01","53121",,7559,,353864
"01","5313",,7766,,564777
"01","53131",,1480,,103266
"01","53132",,594,,33511
"01","53139",,5692,,428000
"01","532",,982,,66773
"01","5321",,237,,14923
"01","5322",,245,,10021
"01","53221",,24,,1010
"01","53222",,12,,751
"01","53223",,67,,1589
"01","53229",,142,,6671
"01","5323",,59,,2703
"01","53231",,59,,2703
"01","5324",,441,,39126
"01","533",,24,,3119
"01","5331",,24,,3119
"01","53311",,24,,3119
"01","54",,28295,,966869
"01","541",,28295,,966869
"01","5411",,2801,,137345
"01","5412",,4004,,72768
"01","54121",,4004,,72768
"01","541211",,424,,20155
"01","541213",,1194,,17939
"01","541214",,90,,1910
"01","541219",,2296,,32764
"01","5413",,3090,,119213
"01","54131",,375,,16866
"01","54132",,695,,19322
"01","54133",,1185,,58480
"01","54134",,395,,9502
"01","54135",,142,,5290
"01","54136",,58,,2718
"01","54137",,210,,5430
"01","54138",,30,,1605
"01","5414",,1263,,42877
"01","5415",,2159,,86419
"01","54151",,2159,,86419
"01","5416",,5284,,163823
"01","5417",,260,,10738
"01","5418",,1186,,63779
"01","5419",,8248,,269907
"01","54191",,170,,4843
"01","54192",,958,,22744
"01","54193",,171,,2756
"01","54194",,198,,9580
"01","54199",,6751,,229984
"01","56",,25581,,462646
"01","561",,25265,,442043
"01","5611",,2291,,26013
"01","56111",,2291,,26013
"01","5612",,311,,5964
"02","443",,49,,3988
"02","4431",,49,,3988
"02","44311",,38,,2358
"02","443111",,9,,864
"02","443112",,29,,1494
"02","44312",,6,,1020
"02","44313",,5,,610
"02","444",,78,,5872
"02","4441",,60,,5380
"02","44411",,5,,169
"02","44412",,4,,325
"02","44413",,9,,415
"02","44419",,42,,4471
"02","4442",,18,,492
"02","445",,194,,14715
"02","4451",,83,,7676
"02","4452",,93,,5006
"02","44521",,6,,780
"02","44522",,11,,752
"02","44523",,6,,201
"02","44529",,70,,3273
"02","4453",,18,,2033
"02","44531",,18,,2033
"02","446",,177,,4422
"02","4461",,177,,4422
"02","44611",,3,,14
"02","44612",,83,,1665
"02","44613","D",0,"D",0
"02","44619",,89,,2613
"02","447",,20,,2861
"02","4471",,20,,2861
"02","448",,201,,14445
"02","4481",,125,,6763
"02","44811","D",0,"D",0
"02","44812",,34,,1983
"02","44813",,7,,99
"02","44814",,24,,632
"02","44815",,17,,1024
"02","44819",,41,,2975
"02","4482",,4,,892
"02","44821",,4,,892
"02","4483",,72,,6790
"02","44831",,71,,6788
"02","44832","D",0,"D",0
"02","451",,304,,10497
"02","4511",,259,,9366
"02","45111",,128,,5553
"02","45112",,45,,885
"02","45113",,74,,2012
"02","45114",,12,,916
"02","4512",,45,,1131
"02","45121",,41,,1121
"02","451211",,24,,904
"02","451212",,17,,217
"02","45122",,4,,10
"02","452",,122,,6908
"02","453",,864,,36470
"02","4531",,31,,1237
"02","45311",,31,,1237
"02","4532",,338,,11441
"02","45321",,12,,283
"02","45322",,326,,11158
"02","4533",,65,,2931
"02","45331",,65,,2931
"02","4539",,430,,20861
"02","45391",,22,,906
"02","45392",,83,,2272
"02","45393",,4,,190
"02","45399",,321,,17493
"02","454",,2076,,34093
"02","4541",,120,,2226
"02","45411",,120,,2226
"02","4542",,50,,1182
"02","45421",,50,,1182
"02","4543",,1906,,30685
"02","45431",,18,,3768
"02","45439",,1888,,26917
"02","48-49",,2112,,119017
"02","481",,234,,16946
"02","483",,163,,11719
"02","484",,562,,48427
"02","4841",,496,,44148
"02","48411",,301,,19848
"02","48412",,195,,24300
"02","4842",,66,,4279
"02","485",,569,,19796
"02","4852",,3,,112
"02","48521",,3,,112
"02","4853",,511,,18012
"02","4854",,3,,149
"02","48541",,3,,149
"02","4855",,5,,239
"02","48551",,5,,239
"02","4859",,47,,1284
"02","48599",,47,,1284
"02","486","D",0,"D",0
"02","487",,106,,4410
"02","488",,247,,11841
"02","492",,210,,4949
"02","493",,20,,808
"02","4931",,20,,808
"02","51",,450,,12248
"02","511",,138,,4211
"02","512",,76,,1385
"02","5121",,61,,1234
"02","5122",,15,,151
"02","515",,28,,601
"02","516",,34,,546
"02","5161",,34,,546
"02","51611",,34,,546
"02","517",,31,,1101
"02","518",,72,,2873
"02","5181",,24,,2003
"02","51811",,24,,2003
"02","518111",,16,,1967
"02","518112",,8,,36
"02","5182",,48,,870
"02","51821",,48,,870
"02","519",,71,,1531
"02","5191",,71,,1531
"02","52",,766,,46381
"02","522",,64,,4149
"02","5221",,3,,93
"02","5222",,32,,3128
"02","5223",,29,,928
"02","523",,366,,23625
"02","5231",,27,,2540
"02","52311",,8,,1577
"02","52312",,17,,960
"02","52314","D",0,"D",0
"02","5232","D",0,"D",0
"02","52321","D",0,"D",0
"02","5239",,338,,18994
"02","524",,336,,18607
"02","5241","D",0,"D",0
"02","5242",,335,,18567
"02","52421",,201,,14656
"02","52429",,134,,3911
"02","53",,4194,,361508
"02","531",,3629,,326284
"02","5311",,1671,,214110
"02","5312",,1096,,63781
"02","53121",,1096,,63781
"02","5313",,862,,48393
"02","53131",,242,,11604
"02","53132",,44,,4304
"02","53139",,576,,32485
"02","532",,561,,34774
"02","5321",,143,,4694
"02","5322",,89,,4256
"02","53221","D",0,"D",0
"02","53223",,29,,2206
"02","53229",,59,,1933
"02","5323",,12,,1296
"02","53231",,12,,1296
"02","5324",,317,,24528
"02","533",,4,,450
"02","5331",,4,,450
"02","53311",,4,,450
"02","54",,6088,,222261
"02","541",,6088,,222261
"02","5411",,532,,35199
"02","5412",,892,,18791
"02","54121",,892,,18791
"02","541211",,82,,3974
"02","541213",,115,,2417
"02","541214",,22,,360
"02","541219",,673,,12040
"02","5413",,576,,33640
"02","54131",,81,,5940
"02","54132",,20,,673
"02","54133",,298,,19310
"02","54134",,70,,1658
"02","54135",,25,,1185
"02","54136",,19,,2439
"02","54137",,56,,1824
"02","54138",,7,,611
"02","5414",,214,,5069
"02","5415",,513,,16394
"02","54151",,513,,16394
"02","5416",,1296,,40451
"02","5417",,83,,2799
"02","5418",,157,,11344
"02","5419",,1825,,58574
"02","54191",,20,,777
"02","54192",,231,,6266
"02","54193",,61,,1460
"02","54194",,38,,1479
"02","54199",,1475,,48592
"02","56",,2481,,56128
"02","561",,2421,,52872
"02","5611",,372,,4579
"02","56111",,372,,4579
"02","5612",,75,,2157
"02","56121",,75,,2157
"02","5613",,13,,575
"02","5614",,358,,9195
"02","56141",,78,,1366
"02","56142",,13,,205
"02","56143",,34,,857
"02","56144",,6,,240
"02","56145","D",0,"D",0
"02","56149",,225,,6495
"02","5615",,79,,5366
"02","5616",,49,,2618
"02","5617",,1325,,24082
"02","56171",,5,,275
"02","56172",,885,,13530
"02","56173",,197,,4225
"02","56174",,45,,1578
"02","56179",,193,,4474
"02","5619",,150,,4300
"02","562",,60,,3256
"02","61",,1236,,14998
"02","611",,1236,,14998
"02","62",,4026,,115404
"02","621",,1568,,79542
"02","6211",,314,,28712
"02","62111",,314,,28712
"02","621111",,241,,22742
"02","621112",,73,,5970
"02","6212",,53,,3387
"02","62121",,53,,3387
"02","6213",,800,,36846
"02","62131",,68,,5595
"02","62132",,24,,2638
"02","62133",,159,,7083
"02","62134",,151,,6150
"02","62139",,398,,15380
"02","621391",,6,,164
"02","621399",,392,,15216
"02","6214",,17,,718
"02","6215",,28,,1274
"02","62151",,28,,1274
"02","6216",,234,,3975
"02","62161",,234,,3975
"02","6219",,122,,4630
"02","623",,69,,2770
"02","624",,2389,,33092
"02","6241",,255,,5234
"02","6242",,20,,124
"02","6243",,45,,2083
"02","62431",,45,,2083
"02","6244",,2069,,25651
"02","62441",,2069,,25651
"02","71",,2748,,52224
"02","711",,2023,,26574
"02","7111",,39,,597
"02","7112",,252,,3046
"02","71121",,252,,3046
"02","7113",,68,,1875
"02","7114",,47,,494
"02","71141",,47,,494
"02","7115",,1617,,20562
"02","71151",,1617,,20562
"02","712",,14,,124
"02","7121",,14,,124
"02","713",,711,,25526
"02","7131",,13,,519
"02","7132",,13,,3250
"02","7139",,685,,21757
"02","72",,1546,,61540
"02","721",,1057,,40581
"02","7211",,758,,30502
"02","7212",,100,,5929
"02","72121",,100,,5929
"02","7213",,199,,4150
"02","72131",,199,,4150
"02","722",,489,,20959
"02","7221",,78,,5306
"02","72211",,78,,5306
"02","7222",,151,,6871
"02","72221",,151,,6871
"02","7223",,228,,5379
"02","7224",,32,,3403
"02","72241",,32,,3403
"02","81",,5210,,154999
"02","811",,1850,,73779
"02","8111",,680,,33565
"02","81111",,424,,21650
"02","81112",,147,,6528
"02","81119",,109,,5387
"02","8112",,129,,5514
"02","81121",,129,,5514
"02","8113",,306,,15045
"02","81131",,306,,15045
"02","8114",,735,,19655
"02","81141",,87,,3447
"02","81142",,46,,2054
"02","81143",,7,,223
"02","81149",,595,,13931
"02","812",,2921,,74046
"02","8121",,1044,,32995
"02","81211",,818,,27244
"02","812111",,91,,2375
"02","812112",,604,,20574
"02","812113",,123,,4295
"02","81219",,226,,5751
"02","8122",,9,,321
"02","81221",,7,,223
"02","81222","D",0,"D",0
"02","8123",,48,,1832
"02","81231",,22,,1062
"02","81232",,26,,770
"02","8129",,1820,,38898
"02","81291",,124,,1988
"02","81292",,28,,693
"02","81293",,18,,359
"02","81299",,1650,,35858
"02","813",,439,,7174
"04","00",,358145,,17982022
"04","11",,2010,,69896
"04","113",,166,,5030
"04","114",,526,,10539
"04","1141",,226,,4449
"04","11411",,226,,4449
"04","1142",,300,,6090
"04","11421",,300,,6090
"04","115",,1318,,54327
"04","1151",,416,,24709
"04","11511",,416,,24709
"04","1152",,742,,26050
"04","11521",,742,,26050
"04","1153",,160,,3568
"04","11531",,160,,3568
"04","21",,319,,24181
"04","211",,5,,340
"04","2111",,5,,340
"04","21111",,5,,340
"04","212",,147,,12266
"04","2121",,3,,6
"04","21211",,3,,6
"04","2122",,45,,1744
"04","2123",,99,,10516
"04","213",,167,,11575
"04","2131",,167,,11575
"04","21311",,167,,11575
"04","22",,301,,23558
"04","221",,301,,23558
"04","23",,31647,,2270909
"04","236",,6632,,835400
"04","2361",,5669,,754624
"04","2362",,963,,80776
"04","237",,731,,78530
"04","2371",,111,,7166
"04","2372",,271,,44190
"04","23721",,271,,44190
"04","2373",,102,,9632
"04","23731",,102,,9632
"04","2379",,247,,17542
"04","23799",,247,,17542
"04","238",,24283,,1356475
"04","2381",,2751,,189218
"04","2382",,3195,,211790
"04","23821",,1391,,71900
"04","23822",,1564,,124313
"04","23829",,240,,15577
"04","2383",,8274,,401496
"04","2389",,10063,,553971
"04","31-33",,5825,,300074
"04","311",,268,,14954
"04","3111",,10,,372
"04","31111",,10,,372
"04","3112",,3,,1072
"04","3113",,14,,285
"04","3114",,35,,723
"04","3115",,6,,179
"04","3116",,26,,2379
"04","31161",,26,,2379
"04","3117","S",0,"S",0
"04","31171","S",0,"S",0
"04","3118",,73,,4619
"04","3119",,95,,5135
"04","312",,32,,6099
"04","313",,35,,326
"04","314",,24,,397
"04","315",,354,,10503
"04","316",,80,,1823
"04","3161",,22,,317
"04","31611",,22,,317
"04","3162",,7,,353
"04","31621",,7,,353
"04","3169",,51,,1153
"04","31699",,51,,1153
"04","321",,382,,15851
"04","322",,28,,2578
"04","323",,491,,34342
"04","3231",,491,,34342
"04","324",,17,,1010
"04","3241",,17,,1010
"04","325",,116,,7441
"04","3251",,4,,398
"04","3252",,5,,100
"04","3253",,12,,864
"04","3254",,22,,801
"04","32541",,22,,801
"04","3255",,20,,1685
"04","3256",,18,,546
"04","3259",,35,,3047
"04","326",,137,,6793
"04","327",,227,,8220
"04","3271",,86,,1555
"04","3272",,70,,3452
"04","32721",,70,,3452
"04","3273",,22,,852
"04","3274","D",0,"D",0
"04","3279",,47,,2296
"04","331",,87,,8728
"04","332",,863,,47557
"04","333",,197,,13660
"04","334",,168,,11974
"04","335",,136,,7393
"04","336",,133,,10670
"04","337",,334,,20319
"04","339",,1716,,69436
"04","3391",,91,,9599
"04","33911",,91,,9599
"04","3399",,1625,,59837
"04","42",,6997,,662527
"04","423",,4040,,417532
"04","4231",,415,,75163
"04","4232",,359,,31091
"04","4233",,176,,24115
"04","4234",,186,,19925
"04","4235",,56,,7336
"04","4236",,202,,30176
"04","4237",,102,,18620
"04","4238",,324,,53456
"04","4239",,2220,,157650
"04","42391",,205,,15364
"04","42392",,154,,5732
"04","42393",,61,,8332
"04","42394",,548,,37796
"04","42399",,1252,,90426
"04","424",,2519,,211101
"04","4241",,85,,5088
"04","4242",,78,,8724
"04","42421",,78,,8724
"04","4243",,313,,15873
"04","4244",,591,,78562
"04","4245",,69,,5384
"04","4246",,56,,6215
"04","4247",,35,,1498
"04","4248",,56,,4742
"04","4249",,1236,,85015
"04","42491",,20,,1801
"04","42492",,242,,6017
"04","42493",,78,,3990
"04","42494",,23,,3319
"04","42495",,8,,495
"04","42499",,865,,69393
"04","425",,438,,33894
"04","4251",,438,,33894
"04","42511",,104,,6013
