Year,ST,CO,VMT
2018,33,1,275966839.2
2018,33,3,291918380.5
2018,33,5,260225108.6
2018,33,7,82868227.6
2018,33,9,399515061.4
2018,33,11,1772364630
2018,33,13,1340182968
2018,33,15,1955756095
2018,33,17,513766204
2018,33,19,84553203.38
2018,34,1,1226479712
2018,34,3,4974368728
2018,34,5,3008849129
2018,34,7,2593453517
2018,34,9,338713798.7
2018,34,11,287189694.2
2018,34,13,3260064045
2018,34,15,1790737435
2018,34,17,1447244183
2018,34,19,1248383293
2018,34,21,2340009359
2018,34,23,6004877840
2018,34,25,3808263998
2018,34,27,3338015126
2018,34,29,2452454761
2018,34,31,1879086288
2018,34,33,301411455.7
2018,34,35,2093213731
2018,34,37,393164126.4
2018,34,39,2745440186
2018,34,41,934055936.4
2018,35,1,3989518275
2018,35,3,15597769.48
2018,35,5,315147913.1
2018,35,6,560313054.9
2018,35,7,188089839.6
2018,35,9,139166775.5
2018,35,11,59251370.17
2018,35,13,1161383163
2018,35,15,378533379.8
2018,35,17,174308088.9
2018,35,19,467075811.3
2018,35,21,0
2018,35,23,165424347
2018,35,25,282657441.8
2018,35,27,204540098.7
2018,35,28,19222551.26
2018,35,29,363531563.8
2018,35,31,928498098.6
2018,35,33,88965804.82
2018,35,35,426025615.8
2018,35,37,398760416.6
2018,35,39,171642338.1
2018,35,41,93403251.8
2018,35,43,917542136.6
2018,35,45,883482286.5
2018,35,47,223954312.9
2018,35,49,1092091297
2018,35,51,153589805.3
2018,35,53,260210077.5
2018,35,55,108517570
2018,35,57,420738264.1
2018,35,59,97177670.08
2018,35,61,312093639.5
2018,36,1,2210385936
2018,36,3,124388901.2
2018,36,5,2425113936
2018,36,7,995425434.1
2018,36,9,376765066.9
2018,36,11,339158854.1
2018,36,13,742704124.3
2018,36,15,465069754.2
2018,36,17,212360901.9
2018,36,19,345375041.4
2018,36,21,293516556.8
2018,36,23,325202017
2018,36,25,144669947.3
2018,36,27,1233343588
2018,36,29,4412445449
2018,36,31,261032472.9
2018,36,33,177262702.6
2018,36,35,160170606.7
2018,36,37,569337048.5
2018,36,39,356207025.9
2018,36,41,41477764.15
2018,36,43,371695406.7
2018,36,45,512619037.8
2018,36,47,2868259513
2018,36,49,114617486.2
2018,36,51,282158067
2018,36,53,393667819.1
2018,36,55,3054393504
2018,36,57,424554005.9
2018,36,59,5565666843
2018,36,61,2281109986
2018,36,63,554143171.6
2018,36,65,986573154.8
2018,36,67,2463505162
2018,36,69,779436173.1
2018,36,71,2296894772
2018,36,73,85667058.55
2018,36,75,383312761.8
2018,36,77,205131310.4
2018,36,79,666018398.1
2018,36,81,5290028786
2018,36,83,543904155.1
2018,36,85,1388294527
2018,36,87,1785103733
2018,36,89,365390845.7
2018,36,91,1357280036
2018,36,93,645076150.8
2018,36,95,99326530.2
2018,36,97,40428973.15
2018,36,99,224632216.5
2018,36,101,600594308.9
2018,36,103,7276245114
2018,36,105,228946348.6
2018,36,107,172977088
2018,36,109,213749639.3
2018,36,111,1127518445
2018,36,113,456194976.3
2018,36,115,133867389.1
2018,36,117,249550335.8
2018,36,119,5747664344
2018,36,121,7129614.35
2018,36,123,31725106.5
2018,37,1,843728598
2018,37,3,0
2018,37,5,0
2018,37,7,200686307.5
2018,37,9,0
2018,37,11,55565227.5
2018,37,13,119149249.5
2018,37,15,99204408.5
2018,37,17,67329871
2018,37,19,717723553.5
2018,37,21,1868471062
2018,37,23,576681750
2018,37,25,900230561.5
2018,37,27,289070254.5
2018,37,29,53988683
2018,37,31,409007867.5
2018,37,33,30611064.45
2018,37,35,1001718848
2018,37,37,351060613.5
2018,37,39,147230159.5
2018,37,41,10578357
2018,37,43,0
2018,37,45,464477653.7
2018,37,47,139719481.5
2018,37,49,469702476.5
2018,37,51,1833805223
2018,37,53,0
2018,37,55,241352527
2018,37,57,1077038663
2018,37,59,273743065
2018,37,61,352821264
2018,37,63,2074248207
2018,37,65,103630526.3
2018,37,67,2048143571
2018,37,69,223855631.5
2018,37,71,1357582059
2018,37,73,57790413.5
2018,37,75,6101887.5
2018,37,77,373711856.5
2018,37,79,344012.5
2018,37,81,3730317372
2018,37,83,395570867
2018,37,85,540122291.5
2018,37,87,768148522.5
2018,37,89,550812265.5
2018,37,91,16309404.5
2018,37,93,94078129.5
2018,37,95,0
2018,37,97,1284019886
2018,37,99,308124641.5
2018,37,101,1318670577
2018,37,103,72381507.5
2018,37,105,354520936.5
2018,37,107,297483687
2018,37,109,408559428.5
2018,37,111,443268848
2018,37,113,150634952.5
2018,37,115,97930704.5
2018,37,117,144269243
2018,37,119,7120159186
2018,37,121,28717652.5
2018,37,123,124065069.5
2018,37,125,286358049
2018,37,127,724290378
2018,37,129,1142613776
2018,37,131,176111076.5
2018,37,133,810406580
2018,37,135,1069571582
2018,37,137,0
2018,37,139,123081869
2018,37,141,493565519.5
2018,37,143,95390377.5
2018,37,145,101777877.5
2018,37,147,507844392.5
2018,37,149,153309490
2018,37,151,830369050.5
2018,37,153,259200589
2018,37,155,916506240
2018,37,157,318145424.5
2018,37,159,856557326
2018,37,161,95633394.5
2018,37,163,291461387.8
2018,37,165,209771267
2018,37,167,142393617.5
2018,37,169,22918350
2018,37,171,421241390
2018,37,173,24087408.5
2018,37,175,78009114
2018,37,177,31162605
2018,37,179,424987385
2018,37,181,291079981
2018,37,183,5560145144
2018,37,185,137575179.5
2018,37,187,27141765
2018,37,189,264551160.5
2018,37,191,458184675.2
2018,37,193,180531774
2018,37,195,532793128
2018,37,197,178667500
2018,37,199,84838118
2018,38,1,13161011.59
2018,38,3,162395329.2
2018,38,5,53013894.29
2018,38,7,64872004.07
2018,38,9,37396186.33
2018,38,11,20847690.4
2018,38,13,18926499.4
2018,38,15,448003207.9
2018,38,17,846294449.5
2018,38,19,24325410.04
2018,38,21,14164460.83
2018,38,23,16553845.73
2018,38,25,24990398.43
2018,38,27,12748028.69
2018,38,29,29141963.18
2018,38,31,29726119.03
2018,38,33,31604014.47
2018,38,35,368090107.2
2018,38,37,8475351.465
2018,38,39,12601802.39
2018,38,41,15108134.39
2018,38,43,105655827.3
2018,38,45,35901169.32
2018,38,47,6368269.61
2018,38,49,73311155.2
2018,38,51,6681748.4
2018,38,53,275445342.9
2018,38,55,116495119.9
2018,38,57,48500490.81
2018,38,59,336516352.3
2018,38,61,139678654.8
2018,38,63,40467005.79
2018,38,65,7551610.195
2018,38,67,62282475.8
2018,38,69,35859457.85
2018,38,71,82384517.92
2018,38,73,0
2018,38,75,14636573.37
2018,38,77,175523078.7
2018,38,79,44818770.85
2018,38,81,21498250.71
2018,38,83,9611792.105
2018,38,85,6110811.385
2018,38,87,14596385.41
2018,38,89,236593692.8
2018,38,91,10598530.55
2018,38,93,236087021.3
2018,38,95,14729775.75
2018,38,97,158956260.8
2018,38,99,76560278.26
2018,38,101,371789008.4
2018,38,103,47082317.98
2018,38,105,231527951.6
2018,39,1,74979617.65
2018,39,3,512895665.1
2018,39,5,490801945.7
2018,39,7,417908709.7
2018,39,9,284738840.7
2018,39,11,302077647.1
2018,39,13,588221050.2
2018,39,15,184588159.5
2018,39,17,1230782669
2018,39,19,0
2018,39,21,75921428.61
2018,39,23,850069263.8
2018,39,25,813505595
2018,39,27,267890824
2018,39,29,141662540.8
2018,39,31,87956345.85
2018,39,33,61793405.37
2018,39,35,6606674658
2018,39,37,87104078.15
2018,39,39,102106143.2
2018,39,41,1160201631
2018,39,43,783860940.3
2018,39,45,392942969.9
2018,39,47,263527457.8
2018,39,49,7526868665
2018,39,51,268152516.6
2018,39,53,96988646.8
2018,39,55,198514798.4
2018,39,57,901469565.3
2018,39,59,592982505.5
2018,39,61,4828190304
2018,39,63,614225823.4
2018,39,65,0
2018,39,67,81261253.05
2018,39,69,120733354.6
2018,39,71,2168844.6
2018,39,73,95055267.35
2018,39,75,0
2018,39,77,186126083.4
2018,39,79,201408540.3
2018,39,81,274389968.4
2018,39,83,91105785.95
2018,39,85,1285029714
2018,39,87,193270606.2
2018,39,89,982635381.5
2018,39,91,90239743.15
2018,39,93,1195355236
2018,39,95,1982902212
2018,39,97,567447538.7
2018,39,99,952307303
2018,39,101,199924589
2018,39,103,943268645.9
2018,39,105,116124253.6
2018,39,107,60206352.15
2018,39,109,468767177.5
2018,39,111,51810614.85
2018,39,113,2861544902
2018,39,115,0
2018,39,117,417251301.3
2018,39,119,474816005
2018,39,121,123601658.2
2018,39,123,177221727.3
2018,39,125,6487212.89
2018,39,127,0
2018,39,129,316825352
2018,39,131,192047064.1
2018,39,133,960174020.9
2018,39,135,239980769.4
2018,39,137,6951945.49
2018,39,139,705048653.7
2018,39,141,295820206.8
2018,39,143,678422518
2018,39,145,261640471.7
2018,39,147,86326384.33
2018,39,149,334922594
2018,39,151,1327791872
2018,39,153,3294224439
2018,39,155,928811566
2018,39,157,491388027.7
2018,39,159,242480840.6
2018,39,161,138743199.9
2018,39,163,10649513.75
2018,39,165,1294027529
2018,39,167,322813585.4
2018,39,169,444831428.3
2018,39,171,261134796.3
2018,39,173,1244252545
2018,39,175,223015826
2018,40,1,73127056.5
2018,40,3,0
2018,40,5,334965427.5
2018,40,7,43212131
2018,40,9,227384561
2018,40,11,93889862.5
2018,40,13,400893370
2018,40,15,191585835.5
2018,40,17,947043746
2018,40,19,363624340.6
2018,40,21,78360061.5
2018,40,23,146859538.5
2018,40,25,72747044.05
2018,40,27,933209589
2018,40,29,39125846.5
2018,40,31,580052415.5
2018,40,33,73767741
2018,40,35,213765243
2018,40,37,572046505.5
2018,40,39,311784642.5
2018,40,41,123404638.5
2018,40,43,67662860.5
2018,40,45,31619110.5
2018,40,47,231804017.5
2018,40,49,349534913.5
2018,40,51,393251912.5
2018,40,53,0
2018,40,55,0
2018,40,57,12030487.6
2018,40,59,18966057
2018,40,61,0
2018,40,63,11464905.5
2018,40,65,71358631.5
2018,40,67,27975899.5
2018,40,69,0
2018,40,71,282153687
2018,40,73,128024808.5
2018,40,75,42059278.5
2018,40,77,0
2018,40,79,213965912.7
2018,40,81,346805188
2018,40,83,258057372.5
2018,40,85,306653290
2018,40,87,539540372
2018,40,89,237860207
2018,40,91,367972596.5
2018,40,93,65765627
2018,40,95,58090699
2018,40,97,370803427
2018,40,99,162900303
2018,40,101,440058089
2018,40,103,311971632
2018,40,105,90561975
2018,40,107,124038789.5
2018,40,109,5317206481
2018,40,111,292318426
2018,40,113,105867337.5
2018,40,115,275690084.5
2018,40,117,138369565.5
2018,40,119,279733569.1
2018,40,121,424347540
2018,40,123,142386646
2018,40,125,358557932.5
2018,40,127,80982732.5
2018,40,129,0
2018,40,131,671516013.5
2018,40,133,206572261
2018,40,135,368589264
2018,40,137,186364912
2018,40,139,193159058.5
2018,40,141,9941140
2018,40,143,3883381986
2018,40,145,486965954.5
2018,40,147,250207901.5
2018,40,149,122921597.5
2018,40,151,15657368.5
2018,40,153,160972263.5
2018,41,1,262305425
2018,41,3,198156675
2018,41,5,1626343275
2018,41,7,326779390
2018,41,9,242465485
2018,41,11,302214525
2018,41,13,85413321.5
2018,41,15,128759517
2018,41,17,813590475
2018,41,19,1109323695
2018,41,21,166922165
2018,41,23,52885361
2018,41,25,70352363
2018,41,27,296751205
2018,41,29,929401653.5
2018,41,31,178333525
2018,41,33,482459920
2018,41,35,443021305
2018,41,37,40634099.5
2018,41,39,1649201692
2018,41,41,355904565
2018,41,43,1071522470
2018,41,45,295967367.5
2018,41,47,2033113218
2018,41,49,186521935
2018,41,51,3716434928
2018,41,53,309313045
2018,41,55,128024480
2018,41,57,177220275
2018,41,59,614979740
2018,41,61,233829220
2018,41,63,35270789.5
2018,41,65,360627920.5
2018,41,67,1979241335
2018,41,69,11726391.5
2018,41,71,333861850
2018,42,1,355335877.1
2018,42,3,5093155261
2018,42,5,200749892.7
2018,42,7,656461777.6
2018,42,9,624161061
2018,42,11,1873502564
2018,42,13,550453046.4
2018,42,15,141002039.7
2018,42,17,2839022332
2018,42,19,923053470.6
2018,42,21,278918376.6
2018,42,23,0
2018,42,25,421036438.5
2018,42,27,928317195.4
2018,42,29,2378889963
2018,42,31,322734238.8
2018,42,33,522560795
2018,42,35,279439258.3
2018,42,37,356762831.8
2018,42,39,270460527.3
2018,42,41,1795927327
2018,42,43,1694121601
2018,42,45,2248610386
2018,42,47,71910757.15
2018,42,49,1190480971
2018,42,51,467218459.5
2018,42,53,7701107.99
2018,42,55,739026306.2
2018,42,57,320075972.3
2018,42,59,285717809.8
2018,42,61,154259250.3
2018,42,63,295072780.6
2018,42,65,295071463
2018,42,67,6498800.91
2018,42,69,1043355615
2018,42,71,1793761540
2018,42,73,367664847.1
2018,42,75,665948888.2
2018,42,77,1890138172
2018,42,79,1547921592
2018,42,81,434963104.7
2018,42,83,118121724.5
2018,42,85,625313365.6
2018,42,87,174114642.9
2018,42,89,765163416.7
2018,42,91,4274768875
2018,42,93,210900996
2018,42,95,1049376236
2018,42,97,295790600.2
2018,42,99,141427969.1
2018,42,101,3561210331
2018,42,103,269957007.6
2018,42,105,44616876.21
2018,42,107,681885546.3
2018,42,109,232133365.8
2018,42,111,476284861
2018,42,113,0
2018,42,115,259673266.2
2018,42,117,69919036.1
2018,42,119,310504083.1
2018,42,121,256402505.2
2018,42,123,139934631.1
2018,42,125,1285872355
2018,42,127,43433937.85
2018,42,129,1809221923
2018,42,131,81922114.75
2018,42,133,1583867015
2018,44,1,134275931
2018,44,3,1219549254
2018,44,5,361944004.7
2018,44,7,2927456844
2018,44,9,954659751.3
2018,45,1,59024452.95
2018,45,3,999810124.3
2018,45,5,25904685.1
2018,45,7,1279623966
2018,45,9,72111498.75
2018,45,11,23119319
2018,45,13,757542352.5
2018,45,15,985484378
2018,45,17,405780785.7
2018,45,19,2671944595
2018,45,21,541499684.7
2018,45,23,456534492
2018,45,25,273129865
2018,45,27,450236245.4
2018,45,29,528571392
2018,45,31,344860249
2018,45,33,409620450.7
2018,45,35,775454362.5
2018,45,37,75038160
2018,45,39,351236945
2018,45,41,866680692.3
2018,45,43,415331054.5
2018,45,45,2217314812
2018,45,47,236311767.5
2018,45,49,143030287
2018,45,51,1656787673
2018,45,53,853062670
2018,45,55,542689373
2018,45,57,309877116
2018,45,59,587497503
2018,45,61,210764505
2018,45,63,1719104214
2018,45,65,0
2018,45,67,266513575.7
2018,45,69,118093742.5
2018,45,71,431776385
2018,45,73,179901112.4
2018,45,75,947174175.1
2018,45,77,165262101.2
2018,45,79,2674297053
2018,45,81,36553290
2018,45,83,1953657299
2018,45,85,532394241.4
2018,45,87,50526037.5
2018,45,89,90515437.5
2018,45,91,1295385540
2018,46,3,90736081.1
2018,46,5,66312467.81
2018,46,7,19504227.24
2018,46,9,27913046.14
2018,46,11,156038159.2
2018,46,13,84695658.87
2018,46,15,81050315.9
2018,46,17,0
2018,46,19,74558307.64
2018,46,21,10109997.76
2018,46,23,35738015.78
2018,46,25,19023013.06
2018,46,27,7019222.655
2018,46,29,150710949.9
2018,46,31,18338818.01
2018,46,33,50721951.98
2018,46,35,99861631.88
2018,46,37,3122999.86
2018,46,39,65774651.26
2018,46,41,21235675.55
2018,46,43,12116847.33
2018,46,45,41452357.23
2018,46,47,42606820.48
2018,46,49,14170248.27
2018,46,51,50328984.95
2018,46,53,24475277.21
2018,46,55,25943437.88
2018,46,57,32917665.89
2018,46,59,19193342.14
2018,46,61,82506541.8
2018,46,63,26425859.48
2018,46,65,61271880.96
2018,46,67,46224401.91
2018,46,69,9284786.78
2018,46,71,129403156.5
2018,46,73,8429069.1
2018,46,75,86381489.84
2018,46,77,46178192.18
2018,46,79,41154252.24
2018,46,81,179200225.5
2018,46,83,308480317.9
2018,46,85,138937936.2
2018,46,87,111551206.9
2018,46,89,0
2018,46,91,0
2018,46,93,236509083.2
2018,46,95,15426069.83
2018,46,97,6980723.55
2018,46,99,729212385.1
2018,46,101,132101787
2018,46,103,528584011.9
2018,46,105,18266986.01
2018,46,107,24133157.6
2018,46,109,94678136.21
2018,46,111,0
2018,46,113,42419664.9
2018,46,115,45082932.66
2018,46,117,33651423.57
2018,46,119,12464712.77
2018,46,121,55697089.59
2018,46,123,27383218.71
2018,46,125,10165335.78
2018,46,127,246038203.6
2018,46,129,37922661.96
2018,46,135,64826141.09
2018,46,137,11577622.61
2018,47,1,508345668.9
2018,47,3,151585806.7
2018,47,5,154741523.7
2018,47,7,42801454.9
2018,47,9,531378639.9
2018,47,11,646270303.1
2018,47,13,476523790
2018,47,15,58457414.5
2018,47,17,109521177.3
2018,47,19,154054878.4
2018,47,21,207907905.5
2018,47,23,45768167.6
2018,47,25,155219600.7
2018,47,27,29632561.5
2018,47,29,299548838.8
2018,47,31,644361334.8
2018,47,33,104021386.5
2018,47,35,559953234.3
2018,47,37,6475423054
2018,47,39,132182019.8
2018,47,41,0
2018,47,43,364727786.7
2018,47,45,247629450.3
2018,47,47,426884319.2
2018,47,49,61688212
2018,47,51,136853249.7
2018,47,53,179648652.9
2018,47,55,283532697.2
2018,47,57,93834528.5
2018,47,59,585078261.1
2018,47,61,103247185
2018,47,63,405578199.8
2018,47,65,2319295071
2018,47,67,0
2018,47,69,88639516.35
2018,47,71,87477469.5
2018,47,73,209243904.1
2018,47,75,322977557.3
2018,47,77,439805118.5
2018,47,79,177315620.3
2018,47,81,197018167
2018,47,83,0
2018,47,85,175972157.5
2018,47,87,0
2018,47,89,574914244.8
2018,47,91,1637609
2018,47,93,3369122729
2018,47,95,0
2018,47,97,103267311.1
2018,47,99,192220818.7
2018,47,101,33264176.45
2018,47,103,183320527.3
2018,47,105,600451849.4
2018,47,107,466820060.6
2018,47,109,166080548
2018,47,111,73317378.45
2018,47,113,854749108.7
2018,47,115,565206515
2018,47,117,160225557.5
2018,47,119,648071822.6
2018,47,121,12320210
2018,47,123,211668022.4
2018,47,125,771479446.8
2018,47,127,37500216.8
2018,47,129,39813798.5
2018,47,131,182661914
2018,47,133,113002229.8
2018,47,135,23913559
2018,47,137,29370670.35
2018,47,139,123257364.7
2018,47,141,644329393.7
2018,47,143,147451386
2018,47,145,513303628.2
2018,47,147,669012609.9
2018,47,149,1983059607
2018,47,151,82044345.95
2018,47,153,107181140.4
2018,47,155,628687771.3
2018,47,157,5439426801
2018,47,159,215943891.5
2018,47,161,72595288
2018,47,163,968289041.9
2018,47,165,890942603.6
2018,47,167,170071574.8
2018,47,169,25760459
2018,47,171,146008395
2018,47,173,0
2018,47,175,36237583.25
2018,47,177,163243377.5
2018,47,179,667383450.7
2018,47,181,37825114.25
2018,47,183,143550010.5
2018,47,185,118005883.4
2018,47,187,1927654513
2018,47,189,1086375554
2018,48,1,247939448.8
2018,48,3,141390962.9
2018,48,5,514306146.3
2018,48,7,0
2018,48,9,44793870.18
2018,48,11,129853862.2
2018,48,13,507119183.5
2018,48,15,426542608.8
2018,48,17,48161936.88
2018,48,19,97069023.82
2018,48,21,615934090.2
2018,48,23,76609440.84
2018,48,25,124322017.8
2018,48,27,2221451928
2018,48,29,11101078621
2018,48,31,202953601
2018,48,33,0
2018,48,35,83167119.53
2018,48,37,877998058.9
2018,48,39,1461192244
2018,48,41,974066883.1
2018,48,43,42778737.67
2018,48,45,0
2018,48,47,171336491.4
2018,48,49,233177239.5
2018,48,51,216448374.4
2018,48,53,412097125.7
2018,48,55,251043743.5
2018,48,57,79419604.31
2018,48,59,282218669.4
2018,48,61,1842840653
2018,48,63,51106741.92
2018,48,65,233237305
2018,48,67,159998743.2
2018,48,69,5743967.04
2018,48,71,803585608.9
2018,48,73,300941002.8
2018,48,75,131706059.1
2018,48,77,209758509.9
2018,48,79,0
2018,48,81,10819201.89
2018,48,83,93574935.39
2018,48,85,3921730086
2018,48,87,0
2018,48,89,536942443.6
2018,48,91,1249083912
2018,48,93,79500423.7
2018,48,95,55449396.58
2018,48,97,542234661.8
2018,48,99,258052158.1
2018,48,101,0
2018,48,103,88128533.14
2018,48,105,199911200.1
2018,48,107,44907584.47
2018,48,109,277971795.9
2018,48,111,140004440.7
2018,48,113,17738187743
2018,48,115,145893423.7
2018,48,117,89193461.16
2018,48,119,43414832.29
2018,48,121,3728513164
2018,48,123,93962822.35
2018,48,125,21054018.33
2018,48,127,116645005.3
2018,48,129,176152324.4
2018,48,131,73807349.71
2018,48,133,397448685.8
2018,48,135,992696581.6
2018,48,137,4910577.87
2018,48,139,1621630690
2018,48,141,4521637581
2018,48,143,284917557.2
2018,48,145,151048147.8
2018,48,147,81335003.49
2018,48,149,468944164.2
2018,48,151,0
2018,48,153,0
2018,48,155,0
2018,48,157,2172846386
2018,48,159,135371902.3
2018,48,161,389129981.4
2018,48,163,372987060.7
2018,48,165,168509165.7
2018,48,167,1585190159
2018,48,169,166773844.3
2018,48,171,178918693.7
2018,48,173,80399033.63
2018,48,175,65188512.73
2018,48,177,398421067.7
2018,48,179,157053140.6
2018,48,181,604775026.2
2018,48,183,869424011.1
2018,48,185,229238769.8
2018,48,187,980893112
2018,48,189,226101426.5
2018,48,191,70469983.52
2018,48,193,64314695.06
2018,48,195,0
2018,48,197,132014957.8
2018,48,199,352464890.4
2018,48,201,26985183221
2018,48,203,798888663.4
2018,48,205,112199479.4
2018,48,207,47218106.74
2018,48,209,1282313455
2018,48,211,30239205.37
2018,48,213,350862411.9
2018,48,215,3280380706
2018,48,217,712884802.9
2018,48,219,71547696.03
2018,48,221,181061844.2
2018,48,223,466763404.5
2018,48,225,86552918.66
2018,48,227,416333928.1
2018,48,229,573675772.1
2018,48,231,710585079.5
2018,48,233,0
2018,48,235,0
2018,48,237,50040142.57
2018,48,239,194018013
2018,48,241,271594846.6
2018,48,243,38651517.32
2018,48,245,1775532626
2018,48,247,0
2018,48,249,296677317.7
2018,48,251,861269410.3
2018,48,253,82057781.97
2018,48,255,93050322.72
2018,48,257,901444896.4
2018,48,259,343030552.5
2018,48,261,186821576.6
2018,48,263,0
2018,48,265,360297033.8
2018,48,267,214951389.3
2018,48,269,20207673.49
2018,48,271,72262652.55
2018,48,273,159310360.8
2018,48,275,33405767.98
2018,48,277,318862249.8
2018,48,279,81153974.08
2018,48,281,199314906.5
2018,48,283,337565053.1
2018,48,285,11221070.9
2018,48,287,152698522
2018,48,289,465128650.9
2018,48,291,464576764
2018,48,293,18461614.59
2018,48,295,4869155.845
2018,48,297,536929698.6
2018,48,299,0
2018,48,301,0
2018,48,303,1599353007
2018,48,305,113638819.3
2018,48,307,63733108.08
2018,48,309,1925334265
2018,48,311,2760677.5
2018,48,313,337253606.3
2018,48,315,40088735.12
2018,48,317,217936379.1
2018,48,319,0
2018,48,321,56245704.67
2018,48,323,255302783.9
2018,48,325,379859816.1
2018,48,327,0
2018,48,329,1290902611
2018,48,331,184620136.8
2018,48,333,52423139.6
2018,48,335,239188385.1
2018,48,337,152884497.9
2018,48,339,2587801738
2018,48,341,138954893.7
2018,48,343,119759358
2018,48,345,0
2018,48,347,333319410
2018,48,349,626780670
2018,48,351,24559622.51
2018,48,353,377183842.4
2018,48,355,2155330789
2018,48,357,0
2018,48,359,242692399.3
2018,48,361,822016757.3
2018,48,363,254442916.6
2018,48,365,201468106.1
2018,48,367,874498451
2018,48,369,100774973.6
2018,48,371,375923134.5
2018,48,373,473337293.2
2018,48,375,727973734.3
2018,48,377,55810248.72
2018,48,379,58650118.81
2018,48,381,419391795.2
2018,48,383,0
2018,48,385,0
2018,48,387,84583270.26
2018,48,389,522830589.1
2018,48,391,171055724.3
2018,48,393,8827851.31
2018,48,395,290014619.7
2018,48,397,514977905.1
2018,48,399,84314706.54
2018,48,401,214943616.7
2018,48,403,42110973.82
2018,48,405,41795056.46
2018,48,407,163970304.2
2018,48,409,548556279.7
2018,48,411,28825439.56
2018,48,413,33220496.9
2018,48,415,156945932.1
2018,48,417,0
2018,48,419,95065012.49
2018,48,421,72180125.69
2018,48,423,1581941456
2018,48,425,55408368.75
2018,48,427,272290033.6
2018,48,429,19453863.81
2018,48,431,89398729.13
2018,48,433,0
2018,48,435,247988908.8
2018,48,437,118663439.6
2018,48,439,12283221738
2018,48,441,842828078.8
2018,48,443,28537563.69
2018,48,445,143255111.7
2018,48,447,0
2018,48,449,326455266.4
2018,48,451,441892090.6
2018,48,453,7222889309
2018,48,455,0
2018,48,457,131058322.4
2018,48,459,218908419.7
2018,48,461,12921714.67
2018,48,463,148961170.2
2018,48,465,205536891.4
2018,48,467,525116522.5
2018,48,469,632590031.1
2018,48,471,616472085.9
2018,48,473,492304584.3
2018,48,475,275750932.6
2018,48,477,366323359
2018,48,479,1379509282
2018,48,481,342424241.2
2018,48,483,142392871.1
2018,48,485,614208068.7
2018,48,487,173608009.1
2018,48,489,87737565.58
2018,48,491,2723463407
2018,48,493,295317467.1
2018,48,495,0
2018,48,497,586303547.1
2018,48,499,89185503.79
2018,48,501,0
2018,48,503,32286509.35
2018,48,505,91591581.97
2018,48,507,111291275.5
2018,49,1,240296623.2
2018,49,3,797593587.2
2018,49,5,380645461.5
2018,49,7,181822118.4
2018,49,9,0
2018,49,11,2002584022
2018,49,13,152049590.3
2018,49,15,306707206.7
2018,49,17,55838186.18
2018,49,19,357720545.5
2018,49,21,634533177.3
2018,49,23,382725411.4
2018,49,25,131408575.7
2018,49,27,456617905.4
2018,49,29,101940588.3
2018,49,31,16124888.24
2018,49,33,11648957.85
2018,49,35,6372239406
2018,49,37,172936942.7
2018,49,39,124828827.6
2018,49,41,238701044
2018,49,43,627467442.3
2018,49,45,569048997.4
2018,49,47,155295573.3
2018,49,49,3207734982
2018,49,51,214757964.9
2018,49,53,943251485.4
2018,49,55,0
2018,49,57,1003021701
2018,50,1,102405896.5
2018,50,3,149340881.5
2018,50,5,166972316
2018,50,7,881336957
2018,50,9,20492961.5
2018,50,11,143572020
2018,50,13,32695130.5
2018,50,15,0
2018,50,17,208178845
2018,50,19,67949093.5
2018,50,21,301645471.8
2018,50,23,307167611.5
2018,50,25,298950877.5
2018,50,27,544607083
2018,51,1,256175074.8
2018,51,3,829428379.8
2018,51,5,191230088.3
2018,51,7,96122706.2
2018,51,9,222210547.3
2018,51,11,94278937.9
2018,51,13,1132471295
2018,51,15,798009285.7
2018,51,17,14518637.85
2018,51,19,170832238.5
2018,51,21,224735686.7
2018,51,23,598257498.6
2018,51,25,244666807.3
2018,51,27,70327721.85
2018,51,29,0
2018,51,31,275823007.3
2018,51,33,738113387.9
2018,51,35,439219388.4
2018,51,36,0
2018,51,37,43506649.5
2018,51,41,2234176187
2018,51,43,146404208.3
2018,51,45,0
2018,51,47,162339451.3
2018,51,49,0
2018,51,51,0
2018,51,53,327702336.3
2018,51,57,118724926.1
2018,51,59,6888767175
2018,51,61,906679801.3
2018,51,63,1166156.75
2018,51,65,21653581.2
2018,51,67,205951742.8
2018,51,69,830823256.1
2018,51,71,106847895.4
2018,51,73,208239124.8
2018,51,75,374985673.7
2018,51,77,48794039.5
2018,51,79,109321872.7
2018,51,81,265403388.1
2018,51,83,122159736.7
2018,51,85,1129946213
2018,51,87,2136909573
2018,51,89,246475309.3
2018,51,91,8139854.05
2018,51,93,177858254.9
2018,51,95,473986707.8
2018,51,97,70183521.3
2018,51,99,198062979.5
2018,51,101,58950952.9
2018,51,103,0
2018,51,105,13774238.6
2018,51,107,1265283888
2018,51,109,262128458.4
2018,51,111,0
2018,51,113,106644776.6
2018,51,115,0
2018,51,117,293570781.2
2018,51,119,31609587.65
2018,51,121,671189761.9
2018,51,125,136229227.4
2018,51,127,565322836.9
2018,51,131,223188305.7
2018,51,133,44637101.95
2018,51,135,93986029.05
2018,51,137,28995151.05
2018,51,139,39695191.75
2018,51,141,46382565.53
2018,51,143,220677385.6
2018,51,145,118323929.8
2018,51,147,127668608.7
2018,51,149,376207058.6
2018,51,153,2205228019
2018,51,155,344094828.3
2018,51,157,40106079.55
2018,51,159,59306276.75
2018,51,161,553113619.7
