ST,PUMA,YEAR,TMS
35,806,2018,0.00487539495
1,2400,2006,0.00215839955
1,800,2006,0.00028335243
34,2102,2009,0.06345161795
34,2302,2009,0.07336110173
34,904,2009,0.11272850873
53,2008,2011,0.03415265614
53,1300,2011,0.05337343245
27,1502,2015,0.01152674007
27,1101,2015,0.01907302555
5,1200,2016,0.00000000000
5,1700,2016,0.00000000000
8,4103,2018,0.00402144772
8,800,2018,0.00881235756
8,811,2018,0.03289189923
8,810,2018,0.07004893124
8,400,2018,0.02098458335
24,1204,2008,0.04441312847
24,805,2008,0.38934937754
25,2700,2008,0.11083402338
25,1000,2008,0.02133869276
38,500,2006,0.00000000000
27,1404,2008,0.04058557667
29,1703,2008,0.07259467041
9,700,2010,0.01424687522
9,100,2010,0.01306405739
9,600,2010,0.01630322106
9,2500,2010,0.11955555556
27,1000,2014,0.00962141811
27,1409,2014,0.02448420785
29,2500,2014,0.00222848253
29,1600,2014,0.00453109164
,38,2001,0.00215333360
,35,2002,0.01159509726
37,3700,2010,0.00284339203
37,4500,2010,0.00991189427
37,4400,2010,0.00000000000
37,2601,2010,0.03375936536
37,3000,2010,0.00312954386
32,506,2011,0.01285656028
33,1000,2011,0.00441253094
28,500,2010,0.00364303365
28,1400,2010,0.00832938515
28,2300,2010,0.00838242361
29,1004,2011,0.01408810971
56,100,2011,0.03022061884
31,904,2015,0.02708189891
32,410,2015,0.06820370816
32,101,2015,0.02079736131
38,100,2015,0.00619418035
32,401,2014,0.03690711101
32,402,2014,0.01383561195
33,700,2014,0.00817371609
23,700,2008,0.00341825347
1,600,2018,0.00566992596
1,800,2018,0.00000000000
2,200,2018,0.00906511350
17,2300,2011,0.00559952063
17,1201,2011,0.02696663673
17,3511,2011,0.23235025447
17,3510,2011,0.29051811624
17,3502,2011,0.47589508896
17,3006,2011,0.02112624820
2,102,2011,0.02143858010
4,400,2011,0.01800599677
4,103,2011,0.02324761309
,32000,2003,0.02864929274
20,1600,2005,0.00000000000
15,304,2006,0.13562230241
40,600,2008,0.00557804999
32,200,2006,0.05609062515
32,501,2006,0.01318774415
29,2300,2012,0.00000000000
29,1001,2012,0.05734207224
29,800,2012,0.00502612060
29,1805,2012,0.02683988739
40,100,2012,0.00040554663
25,304,2017,0.01057139693
25,4901,2017,0.05451130786
29,1602,2009,0.00113073090
30,500,2009,0.00133785230
31,904,2009,0.01557803968
35,604,2009,0.01629477102
31,702,2006,0.00258613498
31,802,2006,0.01136895020
35,200,2005,0.01111463957
15,307,2005,0.07703712669
16,200,2005,0.00409873188
16,100,2005,0.00216629166
16,800,2005,0.02103313389
16,500,2005,0.00358035533
25,4300,2007,0.04047739970
25,3800,2007,0.19728713626
18,700,2012,0.00523210509
18,1400,2012,0.00240333640
19,1200,2012,0.00933541908
19,2200,2012,0.00960553494
20,1100,2012,0.00000000000
20,1301,2012,0.00404414031
16,200,2013,0.00435618825
16,400,2013,0.00099680569
29,500,2015,0.00542180521
29,400,2015,0.00290840117
29,2200,2016,0.00356705532
29,1803,2016,0.05201288885
29,1902,2016,0.06028113951
29,1802,2016,0.03694593318
31,701,2016,0.00000000000
22,1400,2016,0.00749377356
23,200,2016,0.00126646403
15,306,2009,0.05630521170
15,301,2009,0.06826012059
19,1100,2005,0.00901618179
9,900,2006,0.00573437854
10,101,2006,0.07585041200
29,1500,2007,0.00000000000
29,1706,2007,0.00226631928
29,1702,2007,0.02557804989
31,801,2007,0.01843034663
20,1500,2008,0.00315723461
20,603,2008,0.00904721175
,38,2002,0.00388572697
,40,2002,0.00284883881
19,1900,2010,0.00024172105
19,600,2010,0.00171932087
47,3206,2012,0.00000000000
47,1601,2012,0.00000000000
54,100,2014,0.02114149779
49,35007,2016,0.02121930480
29,1805,2017,0.05023787163
29,100,2017,0.00427181394
29,1300,2017,0.00000000000
51,1700,2007,0.00266397992
51,400,2007,0.00429266014
51,3000,2007,0.00486290456
30,500,2005,0.00187481973
31,702,2005,0.00000000000
31,902,2005,0.00270147341
1,1600,2005,0.00319448906
1,904,2005,0.00107858601
2,102,2005,0.01342928226
40,500,2009,0.00000000000
40,1301,2009,0.01320817574
21,400,2007,0.00364685459
21,100,2007,0.00469330631
8,803,2017,0.06294144203
8,100,2017,0.00095168058
8,820,2017,0.05570575291
8,815,2017,0.08620820453
8,400,2017,0.10799130161
40,1001,2017,0.02204794894
40,601,2017,0.00689144432
40,1204,2017,0.00450682300
41,500,2017,0.00944402133
41,1323,2017,0.05286722067
49,504,2005,0.03517984943
47,1301,2009,0.00000000000
47,200,2009,0.00118621256
,23,2001,0.00371358234
,40000,2003,0.00360648980
,41000,2003,0.03643341988
25,503,2015,0.08006062739
25,4200,2015,0.03055176291
25,3601,2015,0.10259954519
25,502,2015,0.03184195926
47,2700,2016,0.00134681846
47,3202,2016,0.03101242911
47,2600,2016,0.00593701114
19,1800,2011,0.00160355249
20,1300,2011,0.00000000000
5,1700,2017,0.00000000000
18,102,2018,0.03179985153
18,3500,2018,0.00832545790
18,1802,2018,0.00000000000
18,2306,2018,0.02163151494
18,3000,2018,0.00227140244
18,1500,2018,0.00033487375
18,1600,2018,0.00000000000
33,300,2009,0.02107520294
32,401,2018,0.01640499840
8,801,2010,0.02006603144
8,817,2010,0.02758292276
,20000,2003,0.00278805397
9,1300,2007,0.01361830264
11,102,2007,0.40637155347
31,902,2014,0.00834197323
31,904,2014,0.02465215316
54,1300,2012,0.00763648929
42,2100,2019,0.02036659878
42,1701,2019,0.17002921130
42,3701,2019,0.00074968253
42,900,2019,0.00786566505
42,3209,2019,0.24384105039
42,2302,2019,0.00787040480
42,1804,2019,0.10760875912
45,302,2019,0.00000000000
45,200,2019,0.00119384842
13,300,2019,0.00641824443
13,4500,2019,0.00166352170
13,1004,2019,0.06385087374
16,300,2019,0.00084030083
17,3413,2019,0.11858356633
17,3420,2019,0.06636300866
17,3308,2019,0.04426046022
42,3702,2019,0.01290876290
45,105,2019,0.00033810583
13,3003,2019,0.00264259928
29,100,2019,0.00037437604
29,800,2019,0.00151888835
30,500,2019,0.00598329711
31,903,2019,0.03887780505
31,300,2019,0.00000000000
32,103,2019,0.00810981123
40,1004,2019,0.00838336116
40,1601,2019,0.00088805565
12,10101,2019,0.00864543348
12,8620,2019,0.01804886926
12,10501,2019,0.00145038819
12,8101,2019,0.01236042673
12,10700,2019,0.00405321635
12,7301,2019,0.04284224217
9,500,2019,0.01207307387
9,900,2019,0.00458335447
12,8621,2019,0.02502489213
12,9904,2019,0.01679886761
12,3106,2019,0.00682837039
53,10902,2019,0.00163842860
53,11501,2019,0.05559984957
53,11103,2019,0.01898961624
53,11506,2019,0.03314634686
54,900,2019,0.00000000000
47,1500,2019,0.00650367166
47,500,2019,0.00247543082
48,2513,2019,0.02193263899
48,5903,2019,0.04460810501
48,5307,2019,0.02882628341
48,2304,2019,0.05111414490
48,2002,2019,0.00549600704
48,5204,2019,0.02256148908
48,2507,2019,0.00250120400
48,4504,2019,0.00352538132
48,5309,2019,0.00135494427
48,4503,2019,0.01948866377
48,4633,2019,0.00961870869
48,4904,2019,0.01201925750
48,2305,2019,0.03082316367
48,3303,2019,0.00178182223
18,2100,2019,0.00000000000
18,1400,2019,0.00217162521
18,300,2019,0.01470499244
18,2305,2019,0.03979494549
18,1002,2019,0.00941622586
18,3200,2019,0.00000000000
19,200,2019,0.00424572345
19,400,2019,0.00000000000
49,57001,2019,0.01384641860
49,49002,2019,0.02688918766
34,400,2019,0.10667830904
34,1301,2019,0.13785519227
34,307,2019,0.13907227839
34,1106,2019,0.07672867539
34,501,2019,0.12240252702
34,1104,2019,0.16330886460
34,2400,2019,0.01217422671
35,802,2019,0.02301122017
35,500,2019,0.00616274864
36,600,2019,0.00730876874
36,2701,2019,0.02410625475
36,1102,2019,0.00249918060
36,3305,2019,0.05896222873
36,3704,2019,0.51642012089
22,100,2019,0.01892690077
22,1000,2019,0.00760757958
23,1000,2019,0.02294151998
24,1005,2019,0.15892608089
24,803,2019,0.12759747412
24,505,2019,0.05245575259
24,502,2019,0.05492282226
6,9904,2019,0.00173572114
6,5302,2019,0.00740198583
6,3717,2019,0.04213747646
6,106,2019,0.07925274347
6,7102,2019,0.00917560950
6,3755,2019,0.01898091403
6,8513,2019,0.02958297547
6,8506,2019,0.05477373790
6,6103,2019,0.00276684399
6,6712,2019,0.01222069440
6,7307,2019,0.01400454879
8,100,2019,0.01168270959
8,809,2019,0.04157524882
8,807,2019,0.02633972918
8,802,2019,0.02358409856
36,3201,2019,0.29830423844
20,1000,2019,0.00000000000
21,100,2019,0.00068211220
21,900,2019,0.00169591903
21,300,2019,0.00042875841
33,700,2019,0.01059468856
55,70101,2019,0.00315568611
25,4800,2019,0.00775675421
25,3400,2019,0.22607541690
25,3301,2019,0.34327502552
25,4301,2019,0.00675769578
25,1400,2019,0.03538057743
25,3305,2019,0.30715963294
26,1003,2019,0.00716837696
26,1500,2019,0.00457934101
26,3211,2019,0.06493973736
26,2400,2019,0.00429300853
26,2701,2019,0.00346336436
26,2000,2019,0.01078543192
26,3300,2019,0.00425145136
26,3100,2019,0.00173464148
37,4500,2019,0.00172250661
37,1302,2019,0.03692242668
37,1400,2019,0.07799757549
37,600,2019,0.00084669788
37,1900,2019,0.00000000000
27,1401,2019,0.01048777373
4,102,2019,0.01697695399
4,207,2019,0.02616712854
4,500,2019,0.00218538222
4,104,2019,0.00790529002
5,1000,2019,0.01073426725
5,1900,2019,0.00000000000
28,900,2019,0.00000000000
28,700,2019,0.00000000000
28,200,2019,0.00222085951
39,2500,2019,0.00000000000
39,5505,2019,0.03566276378
39,5502,2019,0.01726953540
39,100,2019,0.00381732371
39,5503,2019,0.06742418083
39,3100,2019,0.01227469770
1,302,2019,0.00574401214
2,102,2019,0.00660137831
48,4904,2020,0.00563616071
48,5903,2020,0.03123334222
48,5204,2020,0.00907897120
48,2507,2020,0.00000000000
48,2304,2020,0.04658988715
48,4503,2020,0.00374692875
48,2305,2020,0.00000000000
48,5307,2020,0.03228540691
48,4504,2020,0.00312185557
48,2002,2020,0.00392250224
48,3303,2020,0.01084306429
48,4633,2020,0.00666601632
48,5309,2020,0.00899507509
49,49002,2020,0.01320139670
49,57001,2020,0.00908214659
27,1401,2020,0.01581390850
48,2513,2020,0.00395149940
1,302,2020,0.00182802121
2,102,2020,0.01056788925
4,500,2020,0.00170347199
4,102,2020,0.00256525290
4,104,2020,0.00277331190
4,207,2020,0.03507616664
5,1000,2020,0.01039740124
5,1900,2020,0.00159560739
6,8506,2020,0.01231700742
6,3717,2020,0.02503005919
6,9904,2020,0.01830061815
6,6712,2020,0.02258161238
6,3755,2020,0.02956265851
6,106,2020,0.06251400738
6,7102,2020,0.01830918644
6,5302,2020,0.00361294639
6,8513,2020,0.02954252115
6,6103,2020,0.00362081514
6,7307,2020,0.00000000000
17,3413,2020,0.09649916032
17,3420,2020,0.06416389879
17,3308,2020,0.04528865026
18,2305,2020,0.04679185882
18,1400,2020,0.00303807249
18,1002,2020,0.01422326721
18,3200,2020,0.00046560137
18,2100,2020,0.00171354392
18,300,2020,0.00891506806
24,502,2020,0.04536643555
24,803,2020,0.07785818294
25,3301,2020,0.24895978873
25,3400,2020,0.11400507226
25,1400,2020,0.02073620824
25,4301,2020,0.00000000000
25,4800,2020,0.01482782566
26,2701,2020,0.00124700620
26,2400,2020,0.00085107700
26,1500,2020,0.00711002768
26,3211,2020,0.07752550407
26,2000,2020,0.00530387019
26,1003,2020,0.01071332039
25,3305,2020,0.17267578158
26,3300,2020,0.00181745328
26,3100,2020,0.00452396287
53,11501,2020,0.04554924561
53,10902,2020,0.00000000000
53,11103,2020,0.00996040584
53,11506,2020,0.01869710381
28,200,2020,0.00000000000
28,900,2020,0.00000000000
28,700,2020,0.00000000000
9,500,2020,0.00690489506
9,900,2020,0.00103089054
12,8101,2020,0.00217774881
12,10700,2020,0.00802087152
12,10501,2020,0.00000000000
12,3106,2020,0.00538209642
12,8620,2020,0.01010599979
12,8621,2020,0.01302681992
12,10101,2020,0.00259123974
12,7301,2020,0.03580721709
12,9904,2020,0.02784384245
42,2100,2020,0.00415255981
42,2302,2020,0.00510063189
42,1701,2020,0.12260714563
42,3701,2020,0.00274253290
42,900,2020,0.00512435393
42,3702,2020,0.00430931729
42,1804,2020,0.10191502648
42,3209,2020,0.11307564762
21,100,2020,0.00891873278
21,300,2020,0.00355223399
54,900,2020,0.00000000000
55,70101,2020,0.00481792424
21,900,2020,0.00393189164
13,1004,2020,0.03256967561
13,3003,2020,0.00092390268
13,4500,2020,0.00487988902
13,300,2020,0.00218022185
16,300,2020,0.00347207784
36,3704,2020,0.39506788082
36,3201,2020,0.14896138826
36,3305,2020,0.04408373786
36,2701,2020,0.01782088340
36,600,2020,0.00443431668
36,1102,2020,0.00258392591
37,4500,2020,0.00712758375
37,1400,2020,0.04729208896
37,600,2020,0.00000000000
37,1302,2020,0.02864737580
37,1900,2020,0.00265628121
39,5505,2020,0.00414560473
39,5502,2020,0.00601480829
39,100,2020,0.00087269554
39,3100,2020,0.00403110138
39,5503,2020,0.07156992084
39,2500,2020,0.00566099021
40,1601,2020,0.00489359281
40,1004,2020,0.00116659553
19,200,2020,0.00435351237
19,400,2020,0.00177582043
20,1000,2020,0.00331414617
29,100,2020,0.00546365807
29,800,2020,0.00055719175
30,500,2020,0.00557103064
31,903,2020,0.04124626510
31,300,2020,0.00000000000
32,103,2020,0.01904628617
33,700,2020,0.00000000000
34,1301,2020,0.13171891822
34,307,2020,0.07342241752
34,2400,2020,0.01618226601
34,501,2020,0.10856402122
34,1104,2020,0.05941328628
34,400,2020,0.03538060300
34,1106,2020,0.04149744324
35,500,2020,0.00373209943
35,802,2020,0.01403578463
8,100,2020,0.00208402493
8,802,2020,0.01161828123
8,809,2020,0.04127586720
8,807,2020,0.02212270269
45,105,2020,0.00176021664
45,302,2020,0.00000000000
45,200,2020,0.01235041608
47,1500,2020,0.00903243465
47,500,2020,0.00118186002
22,1000,2020,0.00000000000
22,100,2020,0.00980789048
23,1000,2020,0.03501672910
24,1005,2020,0.08743112724
24,505,2020,0.02152222314
34,1001,2006,0.04926074811
34,501,2006,0.13403390171
34,102,2006,0.05469709705
17,600,2006,0.00357600106
17,1202,2006,0.01279289629
17,3005,2006,0.02735152488
17,2000,2006,0.02870584189
17,3202,2006,0.08108108108
17,200,2006,0.00535340213
17,3003,2006,0.01652410082
48,4622,2009,0.01060228190
48,400,2009,0.00047340079
48,5700,2009,0.00093051020
48,3600,2009,0.00000000000
48,4400,2009,0.00190356575
48,4604,2009,0.04461753026
4,900,2009,0.00324453983
4,108,2009,0.03495575221
4,121,2009,0.00233761226
4,109,2009,0.02984509115
6,6602,2009,0.01558615006
6,7801,2009,0.02088337854
6,4000,2009,0.01202678305
6,5702,2009,0.13757485390
6,2107,2009,0.08444425665
6,8114,2009,0.01427639595
6,1302,2009,0.01036105706
6,4600,2009,0.03290143008
1,2400,2007,0.00184034387
1,1800,2007,0.00294813608
12,2902,2009,0.00159156932
12,2605,2009,0.00836969606
12,400,2009,0.00474297410
12,3604,2009,0.03421181168
48,300,2010,0.00000000000
48,2305,2010,0.02365355196
48,5301,2010,0.04047351920
48,3702,2010,0.00355392817
48,4300,2010,0.01365247071
48,4606,2010,0.03772364734
49,200,2010,0.01806783962
39,703,2008,0.00410458057
39,4302,2008,0.00463143146
28,900,2007,0.00909205073
42,3402,2007,0.00319671884
42,901,2007,0.02426088919
42,4005,2007,0.08638912224
12,9910,2013,0.01115837373
12,6300,2013,0.00579444502
53,11608,2013,0.13959435887
36,2901,2016,0.03843954716
36,2300,2016,0.07763346546
20,300,2016,0.00530847320
12,9904,2018,0.01457800512
12,8621,2018,0.01679440399
54,800,2015,0.00912329771
22,1501,2018,0.02478741733
22,2100,2018,0.00000000000
17,3505,2007,0.10761090260
17,3514,2007,0.33049262108
48,3400,2007,0.00211438841
48,4609,2012,0.05273397691
48,5800,2009,0.00072032453
48,2304,2009,0.04129258394
6,4100,2009,0.02837440651
6,5408,2009,0.05847813213
6,4406,2009,0.01205245502
6,8111,2009,0.00825229129
6,5406,2009,0.08838821490
6,5410,2009,0.01998905361
26,2800,2006,0.00000000000
26,1401,2006,0.00719452189
12,2602,2009,0.01751276234
12,3501,2009,0.00567375887
12,300,2009,0.00241622977
12,2704,2009,0.00950809655
48,4624,2010,0.02304371774
48,3502,2010,0.05101615280
48,6900,2010,0.00396501031
48,4801,2010,0.00771288895
48,6704,2010,0.00123466785
48,2309,2010,0.02796751934
49,700,2010,0.00158608094
50,100,2010,0.01954956088
39,1102,2008,0.01133448388
39,201,2008,0.00370180407
39,301,2008,0.02175249983
28,800,2007,0.00626991735
28,100,2007,0.00633967301
41,1302,2007,0.06528481893
41,1311,2007,0.03911903776
42,903,2007,0.00238136187
42,2802,2007,0.00000000000
42,2103,2007,0.00273471191
12,8617,2013,0.04008639480
12,1105,2013,0.05441727253
12,9300,2013,0.04498487184
12,12100,2013,0.00124525952
12,8624,2013,0.11465335608
42,600,2011,0.00037008481
42,3903,2011,0.03378418996
42,1806,2011,0.08780303482
44,500,2011,0.01383417745
36,3805,2016,0.55869280648
36,2801,2016,0.03082115886
36,4114,2016,0.41163815183
28,700,2016,0.00478432564
1,1100,2016,0.00000000000
1,2000,2016,0.00322913976
4,101,2016,0.00826070266
20,1301,2016,0.00017493527
20,801,2016,0.02226176103
47,2001,2017,0.02054140404
9,905,2018,0.12228547698
10,102,2018,0.03700432398
12,12701,2018,0.00306686500
12,8608,2018,0.00429078785
12,9702,2018,0.00173698967
12,8615,2018,0.04119284584
12,1112,2018,0.00134948430
56,200,2015,0.04121349785
53,11608,2015,0.10665129651
53,10600,2015,0.02752846473
53,11606,2015,0.08647728003
24,1004,2018,0.15426566769
25,3400,2018,0.21456490692
25,4903,2018,0.06865124933
42,801,2018,0.00623962160
42,3104,2018,0.03009538239
42,102,2018,0.00209681942
22,2302,2018,0.01612230493
6,7603,2005,0.00910210711
6,1202,2005,0.08474179777
6,1303,2005,0.00967803030
6,3901,2005,0.01150119759
6,6801,2005,0.05670025393
6,4406,2005,0.00452161973
8,804,2005,0.04226920648
8,819,2005,0.02773228215
17,103,2007,0.02176333195
48,5605,2007,0.03074497438
48,501,2007,0.00297313922
48,4611,2007,0.03243161452
17,3003,2008,0.01959331616
49,400,2008,0.01162893137
51,305,2008,0.09310515810
48,800,2012,0.00259600313
48,700,2012,0.00315462465
48,5308,2012,0.00500533214
48,4801,2012,0.00000000000
18,2200,2010,0.00665135943
18,2302,2010,0.02045175911
29,1706,2010,0.00177251170
51,51244,2013,0.03899404001
51,51020,2013,0.00450427844
12,9510,2014,0.02809236403
13,1400,2014,0.01173512154
26,802,2015,0.00487651172
26,900,2015,0.00000000000
48,100,2015,0.00261656746
48,2321,2015,0.03236112869
6,2405,2009,0.12389260286
6,8102,2009,0.06847732946
6,1202,2009,0.10884449977
48,2202,2010,0.01084960774
39,4000,2008,0.07684357313
39,4503,2008,0.11992369281
27,1501,2007,0.11726426377
42,4002,2011,0.02445367611
45,1400,2011,0.00000000000
45,1600,2011,0.00528083073
45,1002,2011,0.00025003473
36,300,2016,0.00895772582
36,2802,2016,0.07988125593
36,4102,2016,0.65749949000
28,400,2016,0.00145982952
28,1900,2016,0.00000000000
4,111,2016,0.00000000000
4,113,2016,0.00702957067
20,1304,2016,0.00723124906
47,400,2017,0.00273608593
47,1800,2017,0.00000000000
10,103,2018,0.01661592371
12,12100,2018,0.00601875897
12,11702,2018,0.00418521987
12,2700,2018,0.01020667044
12,8303,2018,0.00000000000
55,1500,2015,0.00462648387
54,500,2015,0.00228404100
24,301,2018,0.01638949144
24,502,2018,0.07845256720
42,2301,2018,0.00062103334
42,1801,2018,0.05152527933
42,2701,2018,0.00484124019
42,3503,2018,0.00287057304
42,2001,2018,0.01250026529
42,1000,2018,0.00599301784
42,802,2018,0.01624864201
44,400,2018,0.03583733235
6,8001,2005,0.00954607806
6,2204,2005,0.37779305603
6,2302,2005,0.08822281060
6,1501,2005,0.01888096510
8,902,2005,0.00679993092
24,100,2005,0.00289132837
24,504,2005,0.02516751755
24,1202,2005,0.03206669873
24,1004,2005,0.14742669199
17,3515,2007,0.35100594925
17,3408,2007,0.13459543852
48,4601,2007,0.13583579623
48,6701,2007,0.00000000000
48,4624,2007,0.01615832994
48,3300,2007,0.00252864343
17,3206,2008,0.03264094955
17,3104,2008,0.03945766760
17,3512,2008,0.21982707037
17,3203,2008,0.07592034175
17,2800,2008,0.01255211028
17,1101,2008,0.07450729837
51,2500,2008,0.00162345086
51,2803,2008,0.00607449574
16,1100,2012,0.00655649844
48,2400,2012,0.00000000000
48,2320,2012,0.00094081806
48,5903,2012,0.03145614888
48,4701,2012,0.01827982895
48,4627,2012,0.01384604955
48,2516,2012,0.00000000000
48,5914,2012,0.00000000000
48,5906,2012,0.03677973978
48,2101,2012,0.00949723057
48,501,2012,0.00372358335
48,4608,2012,0.04081632653
48,4616,2012,0.06476140535
48,6900,2012,0.00000000000
48,2002,2012,0.01520122485
42,3302,2010,0.01052490529
42,802,2010,0.00388023873
42,1802,2010,0.05788342190
42,4105,2010,0.29746435748
17,2800,2010,0.02464864477
17,3511,2010,0.19147327249
17,3002,2010,0.02642663516
17,3408,2010,0.13216394785
18,2301,2010,0.00755515261
29,1602,2010,0.00346378947
32,400,2010,0.00158360804
51,59304,2013,0.06088103685
12,8101,2014,0.00366514897
12,5704,2014,0.00536269667
12,3500,2014,0.00504657343
12,3302,2014,0.00726116781
12,10501,2014,0.00411098333
12,12703,2014,0.00808747751
12,10504,2014,0.00506996103
12,8612,2014,0.06470632844
12,6903,2014,0.00000000000
13,4300,2014,0.01399854129
13,800,2014,0.01315223543
13,6001,2014,0.00466363268
26,3005,2015,0.01900423825
26,2101,2015,0.00019681463
41,703,2016,0.04677029738
41,1317,2016,0.00398697326
41,400,2016,0.00000000000
42,1000,2016,0.00073983724
42,3106,2016,0.09008211969
42,3211,2016,0.28094712920
42,3210,2016,0.34380630828
48,900,2015,0.01016408272
48,5904,2015,0.04324827715
48,6807,2015,0.00000000000
48,2513,2015,0.00358859661
48,2001,2015,0.03353632630
48,5903,2015,0.05204955673
45,800,2017,0.00498791587
53,10703,2015,0.00000000000
42,2600,2018,0.00329424811
6,6601,2005,0.00751446162
6,2406,2005,0.06659981018
6,8110,2005,0.02648301769
49,505,2008,0.02463022300
51,2300,2008,0.01237300201
48,2306,2012,0.02142203742
48,2303,2012,0.00502317679
48,4636,2012,0.00649593579
48,4905,2012,0.01193297460
17,3201,2010,0.07394630686
17,3102,2010,0.02670079818
49,35004,2013,0.03943873532
51,51206,2013,0.01286433734
51,1301,2013,0.27872827144
13,3200,2014,0.00351283536
48,2200,2015,0.00114202658
48,4100,2015,0.00000000000
17,3407,2010,0.09625127976
17,1102,2010,0.00753768844
,25,2001,0.09311149487
51,502,2006,0.06799818177
51,1600,2006,0.01734785004
53,1500,2006,0.01042624962
18,1600,2006,0.00000000000
18,1500,2006,0.00662184602
18,2900,2006,0.01246980247
19,1900,2006,0.00700962182
19,1900,2007,0.00455057178
19,100,2007,0.00094486895
39,1102,2010,0.00366353513
39,502,2010,0.00549687706
39,608,2010,0.15165595958
39,606,2010,0.09745941257
39,201,2010,0.00342402483
39,3102,2010,0.00584160402
12,1600,2010,0.00381709367
12,101,2010,0.00774037003
12,702,2010,0.00000000000
12,4011,2010,0.04169049971
12,2503,2010,0.01283571318
12,2101,2010,0.00406261505
12,1903,2010,0.00166077255
12,3502,2010,0.02086850814
12,4002,2010,0.04911147011
12,3506,2010,0.05257081092
12,2103,2010,0.00000000000
36,3101,2007,0.01961195840
36,4009,2007,0.47114673511
36,4002,2007,0.62160468032
36,4111,2007,0.47388911881
36,3706,2007,0.65889778577
36,2401,2007,0.11886444414
36,4008,2007,0.64689030107
36,4110,2007,0.48255173405
36,4104,2007,0.28527607362
36,1601,2007,0.01127043664
36,4016,2007,0.44454271429
36,1603,2007,0.00614614159
8,818,2008,0.05418452786
9,2000,2008,0.14843239713
9,200,2008,0.01057529122
39,4500,2012,0.00209300209
39,3900,2012,0.00036748381
39,3500,2012,0.00808950990
39,5504,2012,0.06133440514
39,5505,2012,0.03061642815
39,909,2012,0.06293847083
39,4200,2012,0.00034932972
39,901,2012,0.01758083301
25,4903,2013,0.05848874880
25,2400,2013,0.03451369376
26,1701,2013,0.00116987018
26,2702,2013,0.09721671009
26,2908,2013,0.02147411671
6,7316,2014,0.06844691517
6,3100,2014,0.00134014895
6,7504,2014,0.42971269133
6,103,2014,0.19016603181
6,7108,2014,0.03357987454
6,5912,2014,0.02414340766
6,8504,2014,0.02649253731
6,8507,2014,0.01790461298
6,6515,2014,0.00549460043
6,9902,2014,0.00000000000
6,5700,2014,0.02744976669
6,7322,2014,0.05515345247
6,8502,2014,0.07277593350
6,6509,2014,0.03048899490
34,1103,2014,0.06075994040
34,701,2014,0.39545611491
34,1504,2014,0.07666345227
34,1301,2014,0.25834051956
34,2500,2014,0.01078339540
34,907,2014,0.05928038120
34,1105,2014,0.13601170987
34,1002,2014,0.06934742163
36,3301,2014,0.12624865077
36,2600,2014,0.00334718799
36,701,2014,0.12474935549
36,3807,2014,0.49443006081
36,3106,2014,0.31822469739
36,2401,2014,0.01290692343
36,3804,2014,0.75232965045
36,1000,2014,0.00499729313
36,3310,2014,0.05607078293
21,1902,2011,0.01750980840
22,600,2011,0.01353428189
34,307,2015,0.12394938291
34,1700,2015,0.01236170796
34,901,2015,0.10307490145
34,2600,2015,0.02852311391
34,1105,2015,0.11124962224
20,602,2015,0.00505020356
22,700,2015,0.00657109505
12,9505,2016,0.03604444189
12,8700,2016,0.03737462411
12,8103,2016,0.00522291397
12,10502,2016,0.00000000000
12,1101,2016,0.00517151997
12,8102,2016,0.01271761248
12,904,2016,0.00272158042
12,5705,2016,0.03181903510
12,1107,2016,0.05692314395
12,11704,2016,0.00165124909
12,11102,2016,0.00531559933
48,2514,2017,0.00539861715
48,2320,2017,0.00551961886
48,4614,2017,0.06722718951
48,1905,2017,0.00376919735
48,2503,2017,0.00313684278
48,4701,2017,0.00570372751
48,4502,2017,0.00540301389
48,6601,2017,0.00370943926
48,4901,2017,0.00678866588
22,800,2013,0.00422840557
23,500,2013,0.00941045881
23,700,2013,0.01460201571
34,303,2013,0.27305058878
34,307,2013,0.10335707737
34,2103,2013,0.06015788948
36,4014,2013,0.48565955773
36,2402,2013,0.00734603830
36,3804,2013,0.70319644599
36,1204,2013,0.01957933371
36,4101,2013,0.66297745985
36,3810,2013,0.56419781064
36,3306,2013,0.04727349470
42,3403,2015,0.01987021415
42,3206,2015,0.22141734325
42,2401,2015,0.02627716180
42,3001,2015,0.02250000000
42,3002,2015,0.03205978064
12,8302,2015,0.00419654205
12,11503,2015,0.00336480831
12,902,2015,0.00000000000
12,9903,2015,0.01630296340
12,10307,2015,0.02801003888
12,11702,2015,0.01559118904
12,5703,2015,0.01356931387
49,49001,2017,0.01803396484
50,300,2017,0.00821327813
50,400,2017,0.01269171369
51,10702,2017,0.05726487936
51,10703,2017,0.03502133595
36,4111,2006,0.52919101815
36,3709,2006,0.65155242620
36,3501,2006,0.12694244183
6,1000,2007,0.01556420233
6,7604,2007,0.01709720907
6,6112,2007,0.03369045341
6,3100,2007,0.01070011492
6,8101,2007,0.07127566373
6,3901,2007,0.02491801650
6,6400,2007,0.00817635633
6,6120,2007,0.03548171354
6,4900,2007,0.05560408511
6,3301,2007,0.02673056249
6,1401,2007,0.02390034342
6,6111,2007,0.03566826452
6,1302,2007,0.02412133764
6,7601,2007,0.01154661017
6,2710,2007,0.04802567322
6,2402,2007,0.18650045234
6,2714,2007,0.05510253188
6,7801,2007,0.00930891948
6,5800,2007,0.04151613369
39,4602,2005,0.00000000000
