ST,PUMA,YEAR,TMS
11,102,2010,0.45122308243
45,603,2012,0.00280442617
45,601,2012,0.00519622773
19,400,2014,0.00438787473
19,2000,2014,0.01149203903
41,500,2013,0.00607526069
41,1318,2013,0.03279120143
8,821,2014,0.04385424869
34,906,2018,0.10630641437
34,1501,2018,0.03593690196
34,302,2018,0.14797053518
34,703,2018,0.22949231459
1,1100,2006,0.00176875518
34,1104,2009,0.13259950927
34,902,2009,0.08145436007
34,1203,2009,0.03185206422
34,2103,2009,0.03783131862
27,1402,2013,0.03210055159
53,500,2011,0.04276931002
53,1100,2011,0.00060078684
53,200,2011,0.02078524397
53,100,2011,0.02167062740
53,902,2011,0.03366076345
27,500,2015,0.01487609578
27,1403,2015,0.01715928030
27,1405,2015,0.12749469500
8,822,2018,0.00969279577
8,804,2018,0.03408050283
25,3303,2008,0.39975237639
25,3900,2008,0.08812265285
25,3305,2008,0.23310173334
27,2000,2008,0.00282611196
27,2500,2008,0.00465425532
29,1003,2008,0.07156344411
9,2000,2010,0.14895193198
9,1100,2010,0.02281787739
27,1405,2014,0.15055061300
27,2300,2014,0.01009962023
27,1302,2014,0.08875105018
29,1806,2014,0.02132340778
29,100,2014,0.00609047562
29,2300,2014,0.00766659126
29,1400,2014,0.00000000000
29,902,2014,0.00704934542
33,800,2017,0.01243882879
35,900,2005,0.00563794255
35,300,2005,0.00119397142
25,2500,2007,0.04425737306
25,4500,2007,0.01386515647
18,1900,2012,0.00370432733
18,1803,2012,0.00000000000
19,1000,2012,0.00546099036
20,1200,2012,0.00027362692
49,5001,2012,0.00989812602
49,35002,2012,0.07229596159
50,100,2012,0.02903152840
16,1000,2013,0.00163045539
29,600,2015,0.01784679042
29,2601,2015,0.00180198218
29,1902,2015,0.07259504723
29,800,2015,0.00697181416
29,1806,2015,0.00484316537
30,600,2015,0.00267506133
29,1801,2016,0.08051761323
29,1004,2016,0.00657724569
29,400,2016,0.00460748114
30,400,2016,0.00126823082
30,600,2016,0.00471186668
22,100,2016,0.01143213052
22,2100,2016,0.00309971861
44,300,2016,0.02135913468
8,101,2010,0.01857898518
8,1000,2010,0.01354825262
8,807,2010,0.03723564500
8,903,2010,0.01340040958
20,601,2005,0.00826700777
28,1700,2006,0.00202513850
28,200,2006,0.03306932496
28,100,2006,0.00000000000
28,1600,2006,0.01315496098
28,1000,2006,0.00290473780
40,800,2008,0.00181118161
32,510,2006,0.04158918535
29,200,2012,0.01024398619
29,1902,2012,0.06470614093
29,902,2012,0.01046511628
29,1901,2012,0.12075229750
29,600,2012,0.01352463547
29,1804,2012,0.00160820542
30,400,2012,0.01763676413
40,1501,2012,0.01518910838
40,400,2012,0.00110103497
40,1201,2012,0.01240751065
5,1500,2015,0.00854469742
5,100,2015,0.00000000000
44,102,2017,0.03397089819
44,104,2017,0.01941700247
25,4000,2017,0.07789104563
25,3601,2017,0.08281220390
25,501,2017,0.01074294003
44,101,2014,0.00716641020
29,1703,2009,0.09098531545
30,600,2009,0.00000000000
32,504,2009,0.10237360261
35,1100,2009,0.00226337896
33,1000,2018,0.01055919096
33,200,2018,0.00125322859
33,800,2018,0.00917616554
19,300,2005,0.00074965073
9,2400,2006,0.10972229139
9,1000,2006,0.00457619015
10,104,2006,0.03563326595
29,1004,2007,0.03370970717
29,2200,2007,0.00498452294
31,701,2007,0.00000000000
31,901,2007,0.00252788278
31,702,2007,0.00561011705
,1,2000,0.00338536448
19,700,2010,0.05305229558
19,1800,2010,0.00189566272
20,1600,2010,0.00798246708
46,200,2012,0.00340152945
47,2900,2012,0.00358018114
54,1200,2014,0.00145069047
29,1002,2017,0.00235203763
29,902,2017,0.00714536136
29,2400,2017,0.00693945920
50,400,2007,0.00086925027
51,301,2007,0.09718522057
51,2400,2007,0.01186091854
,16000,2003,0.00742805295
1,2300,2005,0.00134146208
40,800,2009,0.00378855213
20,1300,2007,0.00000000000
21,2100,2007,0.00333608285
31,702,2011,0.00141346884
33,600,2015,0.00347566137
33,400,2015,0.00482794944
8,812,2017,0.05251407400
41,400,2017,0.00054812040
41,1303,2017,0.13210712184
49,603,2005,0.00964667899
47,2800,2009,0.01220764404
47,1500,2009,0.00000000000
,22,2002,0.01740278898
5,1500,2011,0.00378361205
5,100,2011,0.00103197106
25,301,2015,0.01992183447
25,1900,2015,0.03670867161
25,4302,2015,0.00667662116
25,3305,2015,0.30325775639
21,500,2016,0.00056674223
21,600,2016,0.00000000000
18,2800,2018,0.03311703496
18,401,2018,0.01444680013
19,1900,2011,0.00152350282
19,1700,2011,0.00294334069
20,1401,2011,0.00269333635
16,100,2011,0.00213047476
16,800,2011,0.00114751697
5,1500,2017,0.00186015975
5,900,2017,0.00654785507
5,1300,2017,0.00093254067
5,300,2017,0.00221962004
,23000,2003,0.00723289739
9,2100,2007,0.03190299667
9,1400,2007,0.01046168567
10,102,2007,0.01643540348
11,103,2007,0.36551529817
54,800,2011,0.02803367418
54,900,2011,0.00000000000
31,901,2014,0.00344046879
42,3208,2019,0.34888041459
42,2200,2019,0.00729505616
42,3303,2019,0.10807701623
42,2901,2019,0.02770913605
42,3101,2019,0.01288793781
42,3106,2019,0.09258598968
42,3206,2019,0.22221195114
42,2301,2019,0.00278752410
45,601,2019,0.00000000000
45,605,2019,0.00115855328
13,1300,2019,0.00636013319
13,2400,2019,0.01003207932
15,302,2019,0.03933142001
16,200,2019,0.00993126519
17,3523,2019,0.21220301498
17,501,2019,0.00765326674
17,3416,2019,0.17561598720
17,2601,2019,0.01025912989
17,1500,2019,0.00636084546
44,400,2019,0.01627427579
12,1106,2019,0.01889479681
12,9901,2019,0.00385075714
12,2101,2019,0.00000000000
12,904,2019,0.00873982349
29,1002,2019,0.00276902033
29,1001,2019,0.04596027199
40,1101,2019,0.00000000000
40,1006,2019,0.00687507248
41,703,2019,0.03706719398
41,1302,2019,0.13482374247
9,901,2019,0.02722135537
9,904,2019,0.04095000378
9,302,2019,0.11695864316
9,105,2019,0.03942733903
51,51164,2019,0.00751928606
51,51087,2019,0.00839360657
51,51244,2019,0.04526205546
51,51105,2019,0.00574055936
51,51155,2019,0.01202486300
53,11603,2019,0.26290113361
53,11608,2019,0.12618541679
53,11402,2019,0.01787078051
54,100,2019,0.01590700520
54,200,2019,0.00271516947
54,1000,2019,0.01937333712
47,900,2019,0.00135625948
47,3000,2019,0.00196727893
47,3203,2019,0.00670002544
48,1905,2019,0.00302568169
48,502,2019,0.00103614311
48,3801,2019,0.00467450473
48,2309,2019,0.02401040397
48,4501,2019,0.00649972810
53,11507,2019,0.01392330993
48,2512,2019,0.00000000000
18,2700,2019,0.00000000000
18,2200,2019,0.00000000000
18,2306,2019,0.00615649322
18,3100,2019,0.00234554262
19,700,2019,0.01027200160
20,1500,2019,0.00025815779
20,700,2019,0.01534697847
20,900,2019,0.00331603230
20,1301,2019,0.00067119194
20,801,2019,0.03795230500
21,1706,2019,0.01511760823
22,2302,2019,0.01756531223
6,6710,2019,0.03031374282
6,8105,2019,0.07293346374
6,7107,2019,0.01959403214
6,3728,2019,0.04182735628
6,6703,2019,0.01738344978
6,1907,2019,0.00000000000
6,7321,2019,0.05586623049
6,2903,2019,0.01453260016
6,3718,2019,0.07461359867
6,3723,2019,0.09600122100
6,3734,2019,0.23441068525
6,8106,2019,0.03585059015
6,3739,2019,0.01853842020
6,8507,2019,0.01792185544
6,3716,2019,0.04037109924
6,5916,2019,0.03090335940
6,8103,2019,0.17249577257
6,3711,2019,0.02293918963
39,4602,2019,0.02960308429
39,4601,2019,0.00630007283
37,4000,2019,0.00903240590
37,3108,2019,0.01834483494
37,5001,2019,0.00851046986
37,3200,2019,0.01329980171
37,5300,2019,0.00130981985
37,4700,2019,0.00482541307
49,35001,2019,0.03179364127
1,1304,2019,0.00261087004
4,600,2019,0.01368632229
4,103,2019,0.03157911819
4,209,2019,0.01181654676
4,130,2019,0.00028152361
26,2102,2019,0.04592936747
26,2905,2019,0.00046636716
26,1002,2019,0.03021547741
26,3212,2019,0.05820803858
26,2200,2019,0.00196547026
34,1502,2019,0.03231993588
34,308,2019,0.14846584039
34,1401,2019,0.16191464479
34,1201,2019,0.01179395061
34,502,2019,0.08387745680
36,3806,2019,0.59316641838
36,3212,2019,0.16785935324
36,3710,2019,0.71528292915
36,2300,2019,0.06746269851
36,4014,2019,0.41424462044
36,800,2019,0.00564915758
36,3101,2019,0.06205595240
36,200,2019,0.00367744732
36,1206,2019,0.08222774033
36,902,2019,0.07316051844
23,500,2019,0.00526990640
23,600,2019,0.00527140356
23,200,2019,0.00054989581
24,901,2019,0.02745331744
24,1104,2019,0.22369269934
8,817,2019,0.03852974612
8,824,2019,0.01515844314
8,800,2019,0.00406504065
8,1002,2019,0.00506730706
55,700,2019,0.00112896222
56,200,2019,0.01139708185
25,703,2019,0.06750765378
25,3601,2019,0.09334953012
25,4303,2019,0.04777844534
27,1502,2019,0.03151939001
5,1200,2019,0.00031994611
5,1800,2019,0.00036399272
5,1100,2019,0.00007424771
28,2100,2019,0.00047893485
28,1000,2019,0.00594269851
48,2309,2020,0.01075526253
48,502,2020,0.00429012946
48,2512,2020,0.00000000000
48,1905,2020,0.00190041809
48,4501,2020,0.02888054477
48,3801,2020,0.02058567701
49,35001,2020,0.02448149121
51,51155,2020,0.03598867772
51,51105,2020,0.00307794693
51,51087,2020,0.00526034651
51,51164,2020,0.00884140195
27,1502,2020,0.00940415750
51,51244,2020,0.02597907324
6,1907,2020,0.00015570564
6,3718,2020,0.04367769434
6,2903,2020,0.01253035110
6,3739,2020,0.03292632935
6,8106,2020,0.03540942144
6,6703,2020,0.00827103880
6,3734,2020,0.14273795514
6,3723,2020,0.06286526105
6,7321,2020,0.05153745195
6,8507,2020,0.00842696629
6,6710,2020,0.01728467787
6,3711,2020,0.01118346900
6,8103,2020,0.05375745084
6,5916,2020,0.02339773619
6,7107,2020,0.01541162339
6,3728,2020,0.01166375265
6,3716,2020,0.04193185414
6,8105,2020,0.04572604964
41,703,2020,0.07106520256
41,1302,2020,0.08713330779
42,3208,2020,0.22288843775
42,3106,2020,0.04455712947
42,3303,2020,0.04877334505
42,2200,2020,0.00500106083
42,2901,2020,0.02895959957
42,3206,2020,0.11023611466
42,2301,2020,0.00401962210
21,1706,2020,0.02359393152
53,11608,2020,0.03632521634
53,11603,2020,0.15433908982
53,11402,2020,0.00235777979
53,11507,2020,0.00163231657
54,1000,2020,0.02989837428
54,200,2020,0.00000000000
55,700,2020,0.00302029849
56,200,2020,0.00550198071
42,3101,2020,0.00372505543
54,100,2020,0.00283009467
13,1300,2020,0.00237582597
13,2400,2020,0.00769173741
15,302,2020,0.01470265526
16,200,2020,0.00027536161
17,3523,2020,0.22666451500
17,3416,2020,0.07924391703
17,1500,2020,0.00513749685
17,501,2020,0.00141490365
17,2601,2020,0.00440037312
36,800,2020,0.00529522291
36,3212,2020,0.09907334385
36,3806,2020,0.35208156578
36,902,2020,0.04626627305
36,3101,2020,0.04746473900
36,2300,2020,0.02562689446
36,1206,2020,0.06969238821
36,200,2020,0.00065921389
36,3710,2020,0.55742173112
37,4700,2020,0.00151037225
37,5001,2020,0.00235439423
37,3200,2020,0.00264084507
37,3108,2020,0.00405928324
36,4014,2020,0.32536727024
37,5300,2020,0.00000000000
37,4000,2020,0.00950275858
1,1304,2020,0.00195481908
4,600,2020,0.00000000000
4,130,2020,0.00000000000
4,103,2020,0.01018388365
5,1100,2020,0.00429734620
5,1800,2020,0.00000000000
5,1200,2020,0.00026164312
4,209,2020,0.01174833823
18,2200,2020,0.00173104220
18,3100,2020,0.00015644828
18,2700,2020,0.00000000000
18,2306,2020,0.00910577880
24,1104,2020,0.11341918660
25,3601,2020,0.03705978399
25,4303,2020,0.03117235955
25,703,2020,0.03284422005
26,2200,2020,0.00099125493
26,1002,2020,0.03684924399
26,3212,2020,0.03974644509
26,2905,2020,0.00353875002
26,2102,2020,0.00780019500
28,2100,2020,0.00000000000
28,1000,2020,0.00383158445
9,105,2020,0.02550515675
9,302,2020,0.14686652846
9,901,2020,0.04917645543
9,904,2020,0.02431232323
12,9901,2020,0.01315961765
12,904,2020,0.00000000000
12,2101,2020,0.00000000000
12,1106,2020,0.00639448009
44,400,2020,0.01709161303
45,601,2020,0.00000000000
45,605,2020,0.00000000000
47,900,2020,0.00181198811
47,3000,2020,0.01025974901
47,3203,2020,0.00830527497
19,700,2020,0.00274807181
20,1500,2020,0.00000000000
20,700,2020,0.01437228092
20,900,2020,0.00131039439
20,801,2020,0.00832254485
20,1301,2020,0.00000000000
29,1001,2020,0.03626420254
29,1002,2020,0.00134234945
8,817,2020,0.01419139520
8,824,2020,0.00843701055
8,1002,2020,0.00403283883
8,800,2020,0.00000000000
39,4601,2020,0.00013631097
39,4602,2020,0.00000000000
40,1101,2020,0.00000000000
40,1006,2020,0.00000000000
34,1502,2020,0.02558849041
34,1401,2020,0.07138407873
34,1201,2020,0.00971011411
34,308,2020,0.04911644052
34,502,2020,0.04095482654
22,2302,2020,0.02312608438
23,200,2020,0.00038442022
23,500,2020,0.00288907274
23,600,2020,0.00448596158
24,901,2020,0.01460910217
,47,2000,0.00853553893
51,3500,2006,0.00749828072
51,2700,2006,0.00175962815
51,2900,2006,0.05402068916
51,303,2006,0.08218139348
51,1900,2006,0.00326472159
53,100,2006,0.02225870310
53,1300,2006,0.04114812870
53,901,2006,0.00000000000
53,2005,2006,0.07580117852
17,1900,2006,0.00364075715
17,700,2006,0.00742427039
17,3205,2006,0.04803513638
17,3516,2006,0.33557946012
18,400,2006,0.01685349373
18,2307,2006,0.00267392758
18,201,2006,0.04023533468
19,1600,2006,0.03512268028
19,1100,2007,0.01728908769
19,1600,2007,0.03545043432
39,2100,2010,0.00287394861
39,605,2010,0.01228959081
39,610,2010,0.08277819196
12,2702,2010,0.02104103129
12,3504,2010,0.02161256175
12,2401,2010,0.00877634605
36,3707,2007,0.62320489428
36,4211,2007,0.18450246409
8,821,2008,0.01888155993
8,806,2008,0.04088586031
39,801,2012,0.00447906897
39,3200,2012,0.01734409294
39,1804,2012,0.01052558042
25,4901,2013,0.05112404086
25,506,2013,0.27347341324
26,1600,2013,0.00059867916
26,3213,2013,0.04781219551
26,700,2013,0.00563862233
6,8510,2014,0.04146807085
6,7506,2014,0.33712738795
6,3719,2014,0.04526828639
6,6703,2014,0.03300053677
6,8103,2014,0.13517679931
6,1904,2014,0.03242850218
6,5910,2014,0.04400544959
6,11103,2014,0.01222474987
34,902,2014,0.07418137717
35,200,2014,0.00839869354
36,1204,2014,0.01612383102
36,4001,2014,0.61732351871
22,2400,2011,0.00391872818
20,603,2015,0.00383494401
48,4635,2017,0.02090247164
34,2202,2013,0.01382512453
34,2303,2013,0.03373340245
34,2002,2013,0.03262402573
36,3703,2013,0.43456169843
12,1900,2015,0.00248654541
51,51089,2017,0.00000000000
51,51085,2017,0.00381748408
6,2711,2007,0.01375305623
6,7108,2012,0.04350481642
4,118,2015,0.10321678322
17,3508,2006,0.31017816799
17,3407,2006,0.10820244328
17,3304,2006,0.03150525088
18,700,2006,0.00144144897
39,3300,2010,0.00026455415
39,3104,2010,0.02376684779
39,1202,2010,0.03864289198
39,4800,2010,0.00428638119
12,3611,2010,0.01013211182
36,2500,2007,0.01359425222
36,3503,2007,0.16720470363
36,4210,2007,0.16636727125
8,814,2008,0.07111201326
8,905,2008,0.02509818360
8,901,2008,0.00379748629
39,5302,2012,0.00661510279
39,600,2012,0.00524381595
25,303,2013,0.02333442195
26,3203,2013,0.00975183627
6,6710,2014,0.02353766307
6,7505,2014,0.29028207918
6,7507,2014,0.31672234922
6,7111,2014,0.01825918278
6,3716,2014,0.03727951629
6,9503,2014,0.01970382194
6,3900,2014,0.00000000000
6,5908,2014,0.01697272604
34,1503,2014,0.05458235597
34,702,2014,0.45883680351
34,301,2014,0.15178228567
34,1502,2014,0.02568366593
36,2300,2014,0.04838139822
36,3313,2014,0.07088367852
36,300,2014,0.01815818924
21,2100,2011,0.00377793309
23,400,2011,0.00000000000
34,1502,2015,0.03292512142
34,1003,2015,0.04109658802
34,904,2015,0.13042259444
20,400,2015,0.00000000000
12,901,2016,0.00194182452
12,3500,2016,0.00000000000
12,3301,2016,0.01960351207
12,9908,2016,0.00461221022
12,8615,2016,0.02900580940
48,2312,2017,0.02655307064
48,3700,2017,0.00018587073
48,6400,2017,0.00146773747
22,2200,2013,0.00299875913
34,1103,2013,0.05573416977
34,902,2013,0.12360730519
35,1100,2013,0.00395034793
36,2701,2013,0.01613666584
36,3301,2013,0.12021449775
36,3107,2013,0.24200538701
36,3805,2013,0.56913270443
36,3806,2013,0.72274981332
36,1300,2013,0.00374133753
42,701,2015,0.01278731306
42,2301,2015,0.00393856425
12,10303,2015,0.04526579700
12,5301,2015,0.00000000000
12,9504,2015,0.07749002243
12,8615,2015,0.07108642200
49,49003,2017,0.03394803705
51,59302,2017,0.14821200595
36,4004,2006,0.66190196078
36,3704,2006,0.48684515898
36,4014,2006,0.45356735105
6,6300,2007,0.00791284180
6,6106,2007,0.02261235595
39,1000,2005,0.00000000000
39,4302,2005,0.00623948328
39,904,2005,0.00000000000
42,600,2005,0.01268601689
42,200,2005,0.00611003012
29,2600,2006,0.00061739511
29,2500,2006,0.01061088374
29,1803,2006,0.08807780570
32,506,2008,0.00774829036
34,2101,2008,0.11691526364
23,200,2015,0.00036918897
24,700,2011,0.01009370202
25,200,2011,0.00964796608
39,3103,2009,0.00735199554
32,511,2010,0.01570996021
33,1000,2010,0.00419595091
34,301,2010,0.15410296358
34,1903,2010,0.12703513282
34,904,2010,0.12194341606
34,902,2010,0.11031228152
6,7313,2012,0.02390222932
6,1307,2012,0.11011526049
6,3743,2012,0.10674134168
6,3721,2012,0.07087259909
6,3718,2012,0.05782742384
55,55101,2012,0.00464813757
55,1600,2012,0.00521007670
48,2506,2012,0.00172217080
48,5907,2012,0.01936261920
6,8900,2013,0.00753983677
6,8513,2013,0.03578027562
6,4702,2013,0.00328755398
6,7301,2013,0.01745289670
48,3306,2016,0.01679247436
36,3902,2007,0.36104403057
25,3602,2013,0.07272994417
6,11300,2014,0.03412240496
6,7101,2014,0.00000000000
6,7303,2014,0.01532214817
35,600,2014,0.01081924488
36,1700,2014,0.03579324434
36,4110,2014,0.55372562133
36,4107,2014,0.66182792617
36,3312,2014,0.10877748750
34,1106,2015,0.10441190545
34,906,2015,0.06444903356
34,1102,2015,0.08711106042
20,200,2015,0.00410920843
12,2102,2016,0.00188619931
48,5916,2017,0.00134937378
23,600,2013,0.00119056763
34,2102,2013,0.08392931593
35,1001,2013,0.00393434990
36,4011,2013,0.66754432157
36,3103,2013,0.14015490480
36,4004,2013,0.71247424774
42,300,2015,0.01198804017
42,803,2015,0.00147661733
12,8609,2015,0.03322045216
12,7103,2015,0.01011623223
12,8603,2015,0.06824944470
12,9505,2015,0.03653052012
49,35007,2017,0.02350495873
51,10701,2017,0.02059957240
51,51045,2017,0.00000000000
36,4208,2006,0.12711419267
36,200,2006,0.00977004485
36,3805,2006,0.58400176846
36,3803,2006,0.70687129709
36,3602,2006,0.09417336395
36,4101,2006,0.66303123965
6,2403,2007,0.11814681445
6,5411,2007,0.07334191463
6,5405,2007,0.07043447897
39,1600,2005,0.00256259589
40,600,2005,0.00399520169
40,1500,2005,0.01156069364
40,800,2005,0.00551218305
41,1308,2005,0.02648686921
42,1100,2005,0.00400927144
42,903,2005,0.00255546230
32,501,2008,0.01259689922
32,504,2008,0.11716380603
53,10501,2016,0.02846581627
53,11604,2016,0.23203277510
18,2600,2010,0.00377854444
24,804,2011,0.16273358446
25,900,2011,0.05266168153
25,400,2011,0.01251661689
39,4200,2009,0.00611730103
39,602,2009,0.04093100582
39,610,2009,0.07870450127
39,1202,2009,0.04333720705
39,301,2009,0.05137432388
34,703,2010,0.22026001610
34,2301,2010,0.07390659827
34,1404,2010,0.23760330579
34,200,2010,0.00947402064
6,7901,2012,0.02976890418
6,3739,2012,0.01789753660
6,3701,2012,0.01565544351
6,7318,2012,0.03824199268
6,701,2012,0.00688705234
6,4102,2012,0.12949070011
6,7104,2012,0.00000000000
6,8106,2012,0.03245183226
6,8513,2012,0.01993021346
6,6704,2012,0.01627687122
6,6508,2012,0.01799202128
6,5913,2012,0.02801177169
6,3900,2012,0.00210034455
6,6711,2012,0.00249858035
6,7110,2012,0.01598501565
56,300,2012,0.01197825486
32,410,2013,0.04167816326
33,500,2013,0.00702196922
12,12100,2014,0.00074158585
12,901,2014,0.00417964379
12,904,2014,0.00087552625
12,902,2014,0.01372275930
12,8621,2014,0.02109363144
12,5703,2014,0.00425882845
48,2200,2012,0.00000000000
48,4702,2012,0.02189275518
48,200,2012,0.00730827822
48,5500,2012,0.00486572630
48,5800,2012,0.00115281658
6,3761,2013,0.03171697674
6,7701,2013,0.01446306836
6,3734,2013,0.29959151348
6,6707,2013,0.05551287679
6,8101,2013,0.20737567906
6,3720,2013,0.03454234197
6,1700,2013,0.01708137541
6,6506,2013,0.01653410649
6,7504,2013,0.40629833654
6,6712,2013,0.05311783335
6,8512,2013,0.03859670261
1,1000,2015,0.00000000000
1,2300,2015,0.00000000000
1,2702,2015,0.00000000000
28,1700,2015,0.00095628706
48,2513,2016,0.00594860037
48,2305,2016,0.01274069538
48,4628,2016,0.01414200572
48,4904,2016,0.02982363626
48,2800,2016,0.00196178159
48,2700,2016,0.01416487235
48,5306,2016,0.08330878743
48,4635,2016,0.01788570878
48,2317,2017,0.00319858183
42,4006,2005,0.07906645851
34,1302,2010,0.27504621937
34,400,2010,0.12080398234
6,7506,2012,0.32540693073
6,7319,2012,0.02270755473
12,11503,2014,0.00248677488
12,10304,2014,0.05345708624
6,3763,2013,0.04285185364
6,9902,2013,0.01536786835
6,1906,2013,0.00189949209
6,6101,2013,0.01432209837
4,120,2015,0.02318909436
48,2311,2016,0.01412621275
4,204,2015,0.00972386017
33,200,2006,0.00623558684
34,1202,2006,0.01112982456
34,2101,2006,0.12241958713
34,305,2006,0.09992280839
34,1402,2006,0.24298227745
34,2001,2006,0.04006038795
34,1104,2006,0.11604776879
48,4619,2009,0.02393670028
48,2000,2009,0.00295772616
48,1600,2009,0.00228298656
48,1800,2009,0.00869923808
48,4608,2009,0.03220083554
48,3801,2009,0.01497468565
48,6704,2009,0.00000000000
4,202,2009,0.02418342400
4,111,2009,0.00674120355
5,1900,2009,0.01100454792
5,1600,2009,0.00471249364
6,4407,2009,0.01999225107
6,6109,2009,0.02698510549
6,8104,2009,0.04216904654
6,7606,2009,0.03195370204
6,5405,2009,0.09627164663
6,2108,2009,0.02838390326
6,5800,2009,0.02846867799
6,6117,2009,0.02870713865
6,700,2009,0.00772433770
6,2202,2009,0.30869432114
6,2900,2009,0.02015848066
6,5402,2009,0.02396735450
6,1700,2009,0.00637328551
25,3000,2006,0.20029663918
25,3600,2006,0.04545720813
26,4000,2006,0.00242343355
26,2200,2006,0.03950027558
1,1700,2007,0.00720954778
12,2603,2009,0.05701172427
12,1501,2009,0.00189193123
12,800,2009,0.00000000000
12,3100,2009,0.04328211660
12,1107,2009,0.01296857251
12,2802,2009,0.00686395222
12,2402,2009,0.00229339660
48,2308,2010,0.02832179639
48,2102,2010,0.01536068296
48,1000,2010,0.00444212977
48,3000,2010,0.00255988639
48,5303,2010,0.03211830521
48,1700,2010,0.00449120109
48,2505,2010,0.00297083560
48,2501,2010,0.01396063312
48,5608,2010,0.02912364310
51,304,2010,0.04978420765
51,100,2010,0.29281829036
51,1200,2010,0.04381147984
39,2700,2008,0.00062071894
39,902,2008,0.00447634961
39,1500,2008,0.00072597593
39,502,2008,0.00590721533
39,3107,2008,0.04260606334
39,607,2008,0.15326292266
39,604,2008,0.01698821475
27,2200,2007,0.02280573629
41,1305,2007,0.15300611616
42,2700,2007,0.00206568020
42,902,2007,0.00000000000
42,4202,2007,0.13076864206
42,4003,2007,0.00846901187
42,3101,2007,0.00469753485
42,3001,2007,0.04484284406
42,1805,2007,0.11700862830
12,10104,2013,0.00086127909
12,9907,2013,0.02876895088
12,9504,2013,0.04874570014
12,9909,2013,0.03147841977
12,9508,2013,0.01878324790
12,8500,2013,0.00693791760
12,9903,2013,0.05888917374
12,8620,2013,0.03505392106
12,8303,2013,0.00235142749
12,9509,2013,0.00446078980
53,11703,2013,0.07211339625
53,10800,2013,0.00790781342
53,11701,2013,0.10027607967
53,11613,2013,0.05660310484
53,11300,2013,0.01071751388
53,11104,2013,0.00094041207
53,11102,2013,0.04962675426
42,1900,2011,0.00388117293
42,3500,2011,0.00214791235
42,500,2011,0.00142534482
42,3901,2011,0.03914795625
42,2501,2011,0.01457967118
45,600,2011,0.00310750650
45,301,2011,0.00146738219
45,100,2011,0.00341758919
45,1700,2011,0.00301849123
45,1100,2011,0.01808607288
17,3307,2012,0.02936253880
17,3209,2012,0.08391343467
17,501,2012,0.02116018457
17,1500,2012,0.01445572933
17,3413,2012,0.10388761843
17,3521,2012,0.20300235611
17,3202,2012,0.06079124579
17,3530,2012,0.14495771458
17,3401,2012,0.03579239181
36,3303,2016,0.04915746010
36,4107,2016,0.66326986967
36,4112,2016,0.49149633889
36,600,2016,0.01195341430
36,3304,2016,0.04638687283
36,3208,2016,0.16260010478
36,4109,2016,0.69590232950
36,3709,2016,0.59446379187
28,600,2016,0.00696782705
28,1700,2016,0.00694356773
1,1500,2016,0.00000000000
2,400,2016,0.00586452163
2,102,2016,0.01640483181
4,105,2016,0.00283794563
4,204,2016,0.00198626519
4,102,2016,0.01320346626
4,124,2016,0.03345649438
45,102,2017,0.00000000000
45,1102,2017,0.00158244267
45,603,2017,0.00305468217
46,300,2017,0.00077769626
47,800,2017,0.00000000000
9,301,2018,0.02483222640
12,7102,2018,0.00079683089
12,3302,2018,0.00878116914
12,8301,2018,0.00387972842
12,3301,2018,0.00462656973
12,3107,2018,0.01162199548
12,10302,2018,0.00207210941
55,1400,2015,0.00206054198
55,41004,2015,0.07089784051
53,10502,2015,0.03201394743
53,11102,2015,0.01600527405
23,200,2018,0.00253741548
24,1106,2018,0.10128463235
24,902,2018,0.04713749293
25,1901,2018,0.01172172762
25,3500,2018,0.12337040439
25,3302,2018,0.31140040760
42,2002,2018,0.01931235102
42,3001,2018,0.01085471478
42,3302,2018,0.18277452148
42,101,2018,0.05258091955
42,2702,2018,0.06563780431
45,1600,2018,0.00958517011
22,1600,2018,0.00254482552
22,1502,2018,0.00498820969
6,3502,2005,0.00671020445
6,6121,2005,0.00985663082
6,5419,2005,0.15106282321
6,7605,2005,0.01693127139
6,1000,2005,0.01965487890
6,700,2005,0.00878497630
6,5402,2005,0.03229910466
6,2107,2005,0.05032737645
6,3702,2005,0.01350595652
8,501,2005,0.00000000000
24,1002,2005,0.11480139972
24,1300,2005,0.00638480970
17,3304,2007,0.04247625476
17,600,2007,0.00000000000
17,3104,2007,0.04432048262
17,2500,2007,0.00247382691
17,3411,2007,0.07888631090
17,3202,2007,0.08526656577
17,3517,2007,0.13741750608
48,5202,2007,0.00306397768
48,2000,2007,0.00374811660
48,4100,2007,0.00703835367
48,4503,2007,0.00452433729
48,5303,2007,0.02189050114
48,4801,2007,0.00115728922
17,2300,2008,0.03964041416
17,3304,2008,0.03939993406
17,3508,2008,0.31818599733
49,603,2008,0.01262870532
50,400,2008,0.00362623930
51,1500,2008,0.00403220694
51,600,2008,0.01931775047
51,502,2008,0.07033493231
16,1000,2012,0.00588791304
16,600,2012,0.00000000000
42,2102,2010,0.01123426176
42,1804,2010,0.07097174021
42,2101,2010,0.01387391932
42,2900,2010,0.00442874204
42,1300,2010,0.03048687582
17,3509,2010,0.29266129441
17,3205,2010,0.06799986256
17,1201,2010,0.02057248851
17,800,2010,0.00652038329
17,2700,2010,0.00064204083
28,500,2009,0.00000000000
28,1900,2009,0.00517672572
29,200,2010,0.01068911595
