Fips_Txt,True_Fips,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
05123,5123,683776,707000,705710,735665,723504,678140,638901,644242,679672,685660,721568,656460,712152,675590,656429,643282,651544,642594,652186,660564,666412
05125,5125,1466269,1569833,1642372,1692966,1780020,1837419,1848635,1820602,1762702,1886086,1966397,2102879,2056978,2135744,2134746,2219619,2226178,2353825,2282881,2277839,2375427
05127,5127,248879,264300,232074,236689,249785,285274,233887,219052,200522,214852,214087,232622,250886,259850,268177,259753,265797,282863,256581,252030,301468
05129,5129,120937,130909,135122,139187,142222,150564,141812,133616,131657,143228,137472,133591,131998,132597,129485,135660,154711,150008,157073,152368,159716
05131,5131,5533192,5731773,6022499,6377021,6583345,6922650,6631650,6466373,5863838,6056076,6288005,6121048,5957588,5897806,5818806,5842196,5866686,6050110,6079025,5933697,6255361
05133,5133,446317,429675,471076,423479,438027,424297,437206,403052,377723,399208,360996,386756,422608,471602,499361,502243,473169,492068,455519,403078,467763
05135,5135,271393,288408,290290,305532,315845,313528,294600,292787,284550,285020,293813,294210,313713,340888,360069,347047,338322,346451,308524,284697,330406
05137,5137,202002,210217,209562,215681,229329,219705,216002,208432,196247,205371,198788,204060,203420,235809,238502,227334,235803,227468,218160,205183,228327
05139,5139,2192919,2216152,2031008,1997208,2004596,2141112,2132466,2056878,2104120,2177608,2162234,2264223,2397552,2607022,2500593,2380378,2333752,2345471,2376360,2332229,2405297
05141,5141,254907,261038,266333,266517,268995,280624,330335,497139,691632,685087,772326,736813,725021,735896,685921,595897,533556,493674,479753,479269,512019
05143,5143,6385185,6729887,7205937,7956912,8450901,8607815,8290830,7926772,7531247,7956186,7974692,8131971,8615174,8854860,9282584,9616776,9993890,10267251,10498090,10744152,11570042
05145,5145,1582536,1609012,1720052,1812133,1856015,1904995,1877164,2209949,2417283,2516371,2508198,2478973,2366433,2346898,2240394,2157040,2067275,2116010,2139653,2147313,2254589
05147,5147,213389,187526,207544,198065,186215,184025,177548,202431,177442,190010,210768,234614,244704,217534,200910,201857,229143,226796,213764,240640,222458
05149,5149,491674,506802,533424,583753,589487,553561,547440,526735,473636,469174,455864,467483,520286,551103,554272,556277,546832,578572,558169,517679,607174
06001,6001,81799434,82586379,85770014,86759897,88531458,91123342,92343105,92642910,88331445,91371069,93209610,95749481,98669945,102333785,109421599,112943702,118974478,123724768,125985355,122539116,130465391
06003,6003,77007,79634,81083,78131,79197,80164,87598,84430,81534,85967,96195,95294,91773,98299,100790,99622,102569,103668,117056,95453,94933
06005,6005,1256091,1448926,1586696,1636165,1615188,1595595,1561085,1538746,1485666,1460247,1441492,1365613,1406048,1419857,1445500,1489618,1570456,1589216,1626507,1581043,1612883
06007,6007,6436131,6868645,7143910,7237914,7395227,7651114,7523603,7351131,7548295,7576197,7508928,7363012,7413059,7309623,7600549,8084983,8415033,8513088,8658177,8083203,8094801
06009,6009,1118369,1190691,1203472,1173038,1153564,1115192,1096762,1079245,1032893,1125485,1135901,1050964,1017875,1115450,1155026,1242125,1290305,1236479,1410978,1333831,1368814
06011,6011,865406,806110,1048359,867310,894007,946468,952575,1244268,1516543,1292276,1317517,1197262,1283035,1067543,1307706,1294753,1193925,1393948,1242020,1388736,1194522
06013,6013,67604311,67365933,68037682,71374693,77435260,77426264,74993127,92104079,80291378,71784332,62111669,62207407,63766282,68582988,69342707,68732088,71754833,76713953,78343718,70604400,73533985
06015,6015,605354,611450,633803,666610,680125,783601,795493,854071,731731,730738,726312,694371,681876,678597,687045,706293,686691,708739,702962,697302,721464
06017,6017,5284067,5709892,5828543,6061352,6182343,6360255,6235833,6213848,6060324,6077003,6196566,5984844,6059506,6254485,6432666,6908588,7225395,7466422,7418629,7021357,7378023
06019,6019,28184530,30398297,32093105,32709314,33944485,35837239,34879624,33768459,34242028,34497120,34809834,33632200,34890011,35928123,37347858,38649137,39793832,40879496,41883420,41328649,41821044
06021,6021,828906,828773,841664,858961,914960,830365,1036433,1063351,1186452,1088832,1025155,968053,1053121,945814,954441,1018131,974832,1094775,1130910,1195911,1092967
06023,6023,4350057,4515957,4669025,4713676,4676410,4686975,4604222,4757798,4678757,4960006,4955117,4779382,4752274,4708055,4825000,4870723,4975540,5052135,5165191,4997878,5170257
06025,6025,5055707,6085250,5656713,5429442,5902836,6314043,6082750,7093442,6844284,6782574,7039372,6640258,7020557,7436925,8042675,8170398,8141883,8134056,8320160,8442582,8412312
06027,6027,888852,1024012,989305,1015571,1004680,1021034,1009879,1038311,1014028,1035891,1018867,1004491,1098490,1086591,1102736,1175758,1232848,1189940,1235710,1165216,1184420
06029,6029,27651931,31074712,30772705,33320481,35506212,40304624,44041478,42722024,45552481,43467286,42644421,46566041,45534651,45615554,45836337,45928331,46642499,46682682,47993863,48039393,47528806
06031,6031,4350004,4591095,5040485,5267905,5501006,5120762,5932036,5310546,4816012,4926324,5625719,5097311,5102357,5508259,5418677,5687938,6065410,5957325,6096491,6135393,6074335
06033,6033,1385305,1584348,1574743,1589149,1573537,1712250,1716471,1706256,1574731,1654537,1647944,1635183,1624472,1746436,1745616,1743577,1767344,1852505,1875705,1853532,1877770
06035,6035,851805,906232,935553,928176,950455,985665,1010234,1117944,1048685,1174895,1142452,1176584,1159741,1134084,1153813,1191247,1069337,1077971,1068287,1082001,1080110
06037,6037,473306527,482467282,499512771,514064136,525750328,547542672,555951086,569813740,547249104,561409984,571324012,576713190,587370781,604034122,628765253,639934876,660514440,682824282,700214742,660011801,711874201
06039,6039,3296292,3686064,3806442,4334990,4637784,4819111,4813208,4737574,4204961,4883226,4901149,5077248,5136705,5519576,5226294,5765929,5995183,5957974,6151796,6125454,5948983
06041,6041,16974299,17737235,18037937,17101741,16968339,17132556,16646417,16882230,16488858,16714186,16941630,17423348,17998671,18674876,19235345,20738025,22849329,25209682,27438000,27608705,28590581
06043,6043,491027,518565,519523,552645,584022,600634,605648,560458,560777,568150,628251,578248,561559,561339,565432,608856,664678,758029,772970,714789,752739
06045,6045,2884059,2989947,2987454,2878204,2895964,3027143,2999661,3082360,3062845,3213999,3047664,2968376,2992637,3046083,3104933,3087672,3252339,3285646,3288267,3205804,3307837
06047,6047,5919851,6243835,6773718,7387247,7706492,7547300,8411584,7401381,7113678,7257104,7459433,7302553,7569363,8309865,8436760,8462554,8968087,8966980,9095228,9071967,8986693
06049,6049,254132,317061,293681,276198,318992,319802,310278,366867,399660,374712,337664,305295,309876,326281,354063,377226,357929,377483,417379,449845,460062
06051,6051,832202,902969,946526,908522,1001878,941488,893660,911651,896008,951966,960143,894203,896446,882669,878548,910508,1028145,960399,1014950,943839,1048415
06053,6053,21016429,22188403,22130781,19859471,20305925,21769566,20775170,20448397,21833524,21336279,20088899,20853659,22080506,22452847,24189253,24813563,25092673,25930853,26427441,25645742,26112268
06055,6055,7232664,7612863,7665926,7578715,7945388,7938732,8094511,8168828,7980773,7851423,7726578,8194992,8549080,9117420,9516543,9691673,9832980,9856438,9986808,9470844,10062765
06057,6057,3131732,3324810,3359521,3335338,3423585,3501326,3529588,3568920,3631194,3805667,3852774,3763288,3882801,3750278,3791590,3874263,3932823,3893023,3978130,3820921,4063224
06059,6059,159069691,163346954,174105993,182444486,192103881,199329661,198364936,192391707,182377795,188714925,187813332,193903242,197450269,199942356,207221949,211288031,219650801,225920029,230680258,222683756,238228949
06061,6061,11868187,12626379,13787422,14614152,15490891,15844888,15699190,15553475,15391609,15811099,16028620,16712164,17249785,17636188,18672919,19475977,19851483,20891085,21409025,21046539,22716449
06063,6063,936169,1020486,1106309,1069464,1039048,1133080,977953,1008752,1019726,1062797,1112325,894393,832963,860931,842431,908021,1005253,941103,1039529,910808,867066
06065,6065,47261277,50270437,53832974,58028997,62151408,65233258,65847956,63951266,61188571,63069973,64340242,64092535,66781669,68486039,71546357,73019473,75191616,78127398,80361417,78507586,83850304
06067,6067,61242909,62747473,65383775,67410369,70866317,73101669,73877100,73234536,70334338,68514126,69591146,69783186,71528635,73001224,75373407,75648213,77821043,80892064,83706210,81862882,86452222
06069,6069,1557910,1641521,1767477,1778545,1811714,1942525,1874416,1745289,1758208,1786455,1780332,1776562,1761947,1834645,1944208,1971059,2069866,2115631,2271323,2218640,2418096
06071,6071,54438197,56551989,60222196,64061068,67680495,70059888,71543167,70080880,65776415,66305774,67336498,67620205,69149978,71474503,74181095,75877075,77930559,80478412,83590525,82961980,87551000
06073,6073,142064204,148243518,155870562,164695156,173137412,177089324,179912955,178717613,171102638,173540455,176546834,178241243,184862880,189967417,195600126,197159662,204289241,209678423,213886409,208634274,224954460
06075,6075,89414724,84237702,82871760,82046285,86324242,89587043,92046938,91593484,92525391,95335782,101707928,111136403,115524154,124202474,133070744,143841023,153929971,164833122,176220551,175871217,200484675
06077,6077,20845747,21745960,22712507,23637259,24941209,24375319,24328025,23587642,23369038,22783980,22580295,22741180,23522989,24174906,25314877,25837363,26716447,27756904,28576397,28431971,30175157
06079,6079,10995612,12163440,12419563,12489631,12899462,13148423,13050741,12574056,12426976,13053432,13263375,13543650,14001696,14213934,14945906,15194948,15422614,15796950,15840649,15360333,15899992
06081,6081,53500777,50827524,51911354,53673107,55070047,57884093,58759178,58941727,59857406,61063885,63589632,77479232,81182144,85736897,91090406,100239588,114323906,120781799,125495847,125955725,142240790
06083,6083,17976028,18690777,19398289,20025671,20830418,21164197,21554565,22045791,22573538,22375651,22434007,22959581,23302304,23807041,24986874,25172214,25825395,26917013,27069375,27085759,28531154
06085,6085,114240305,109019161,115437821,119997208,127598015,137304412,150769852,159809232,156929380,171187339,184636019,191886859,209953840,225459236,246071930,262013456,283653974,307592507,322341879,337427824,382333994
06087,6087,11107335,11059671,11296439,10968240,10970409,10903485,10879880,10945744,11211955,12108628,11922969,11705257,12049144,12299320,12360508,12597030,12768723,13246454,14127589,14003025,14951016
06089,6089,6169069,6828720,6990059,6835467,6673441,6944835,6711445,6482525,6401035,6603832,6742107,6459544,6433711,6529553,6622382,6931422,7425106,7217554,7582776,7378191,7496153
06091,6091,106591,104408,101894,95881,99555,99837,99626,95975,94524,97175,91803,84695,82572,78288,76371,81735,82064,84295,88142,79502,82035
06093,6093,1420010,1570715,1481219,1449353,1419893,1481254,1351355,1452987,1333683,1314907,1435679,1382695,1349869,1403426,1518671,1572563,1543142,1567750,1558787,1535104,1535958
06095,6095,15161616,15192397,15822315,15935478,16459623,16685004,17313929,18807876,18152088,18160240,17507200,18973888,19880720,20029280,20203318,20619199,20925094,22184966,25816118,26244141,26796029
06097,6097,20912833,21717359,21512326,21456093,21821595,22033382,22409403,22250970,21430364,22072212,22434452,22779964,23247064,24074511,25156011,25745062,26260316,27526950,27622393,26625686,28339324
06099,6099,15758116,16343835,16884980,17801108,18454602,18816584,18559634,17973134,17821608,17931977,17858181,17532238,17659094,18740179,19371931,19623484,20557748,21172694,21574356,21178767,21953592
06101,6101,2488890,2976734,2968013,2990055,2875284,3079761,3206769,3506819,3710181,3433390,3156254,3007824,3118528,2951336,3090283,3065514,3084922,3301610,3267140,3375603,3605674
06103,6103,1456453,1535858,1556682,1614180,1705265,1617622,1636143,1535203,1534971,1624583,1589629,1586278,1654011,1625529,1624161,1668083,1878478,1882995,1969258,1896541,1871437
06105,6105,295713,328533,348282,337076,315984,330465,326969,319574,303278,345663,362240,345985,349294,337552,322630,337006,372156,360655,358250,367211,359132
06107,6107,11404310,10612079,11130967,12305193,13480674,12735501,14166537,13386175,12301799,13544945,13997042,13289971,13590002,15191202,15187770,16100787,16775985,16985917,17686797,17425744,17361025
06109,6109,1868002,2174628,2188900,2193883,2197701,2250976,2178702,2115746,2133845,2247444,2385930,2066149,2053371,1999413,2047389,2232551,2451897,2282641,2391993,2185114,2228425
06111,6111,37003295,38017158,40367369,44219449,46386360,51531025,55457322,50732889,50423666,50250247,47396726,46388410,46807738,46460736,46505916,46203169,46594460,46724244,47847053,47211426,48642160
06113,6113,9328168,9470967,9788994,10237401,10372418,10529063,11048126,11083682,10663703,10459431,10691024,10773643,11180876,11578868,12252116,12757435,12996402,13480569,13930408,13685878,14144241
06115,6115,2038066,2194588,2309532,2330239,2346889,2452749,2342640,2507041,2574946,2573496,2705047,2667315,2771743,2644836,2637134,2793149,2930984,2985185,3087142,2996712,3012115
08001,8001,14268820,14584573,15088930,15738976,16220770,16667063,17170059,19261437,18566607,18553044,18580702,18767510,19500317,21116345,21933789,22858520,23753188,24704265,25786729,25890313,27509311
08003,8003,531784,644640,525877,545063,569784,570779,561722,584224,598149,573380,589492,566340,569312,580904,625659,613919,614992,639302,643739,618666,646072
08005,8005,34652710,34194555,33790398,32730652,33397520,34500424,35083369,33120410,31727553,32868521,34198349,34975321,37168965,38877176,40410367,41262441,42018823,43870713,44431647,43812838,45899101
08007,8007,364892,374689,372599,355862,387844,403212,409509,423962,432584,433938,440376,449065,435225,461273,481160,499013,493925,505532,516880,510759,525978
08009,8009,181068,126005,178692,169437,188472,138104,166627,158326,245269,201713,183282,114630,159167,124872,100620,94168,164370,127599,127590,149419,166520
08011,8011,156982,127497,149648,147924,146097,140499,148678,158250,169977,161131,189504,164401,173691,159551,155479,151203,136776,136360,131992,138653,131862
08013,8013,18076532,16864232,17119892,17608890,17995277,18492771,19667979,20593306,20212834,20673368,20817116,20898736,21534323,22180386,23061774,23746927,25116663,25875121,27671842,27024647,29154660
08014,8014,0,2999184,3338527,3605821,3891365,4152156,4616586,4684937,5214178,6052594,6618398,7249095,6821357,6255940,6496076,6465869,6918971,6546475,6975473,7271956,7526018
08015,8015,494468,510181,505031,492465,501096,522541,531277,562012,559959,561762,571303,563313,574976,587342,610504,654495,681205,714029,747430,749360,801618
08017,8017,189593,156728,210928,197351,210140,192276,210658,185853,258581,261090,230890,198968,235503,206807,172077,176860,184234,179695,190615,214112,337847
08019,8019,452629,484294,531793,533212,687484,606556,656786,665771,661905,650162,647028,570821,637062,619529,636827,516049,522959,465401,533727,503296,540964
08021,8021,136195,134314,147415,145069,144114,132848,124349,138609,166081,133379,153448,142918,156704,163187,187454,182134,195190,205040,198557,208661,196159
08023,8023,74079,100145,67701,65794,68686,69089,70226,70333,79735,68438,82181,67430,77217,74380,80812,72959,78862,80651,80700,80018,75742
08025,8025,164765,131912,119214,137201,163894,155931,125473,110811,88940,93826,84574,108129,114566,114289,138907,143730,123554,134843,125244,135265,122252
08027,8027,113134,117023,121116,123025,113113,112124,99322,106264,111795,109964,111837,106333,110059,112812,123797,115039,108473,110497,122948,121419,133894
08029,8029,816566,831643,856053,840902,875584,919221,1028181,964955,883029,836902,941300,922014,897858,853219,812812,741145,725360,783427,809291,841319,867713
08031,8031,54486380,51430077,51154401,51447332,53427618,53447671,55650615,54110282,52008780,51907624,52438619,54044101,56863747,59547838,63521564,64107085,66100683,69303038,74788697,73667548,80159039
08033,8033,41251,44011,33401,32555,37359,37151,40226,131421,218230,164724,148608,91342,109622,221132,263898,222263,208395,161963,157041,152702,124781
