ST,YEAR,FIPS_CODE,ZERO_CAR_HOUSEHOLDS,PERCENT_WITHOUT_VEHICLE
47,2012,47017,26800,0.0583878
47,2012,47011,80199,0.064283756
30,2009,30043,7839,0.051937985
31,2009,31021,10143,0.047340344
34,2009,34029,368934,0.065144244
27,2010,27061,18293,0.037640615
27,2010,27075,39508,0.113265751
27,2010,27103,21371,0.069817966
28,2010,28031,20416,0.091618948
19,2011,19095,18700,0.065128655
19,2011,19001,9600,0.054642943
19,2011,19185,9600,0.054642943
20,2011,20167,3536,0.041503322
21,2011,21197,9946,0.096578109
29,2012,29115,14600,0.065308313
31,2019,31075,2081,0.047268597
32,2019,32005,43945,0.03786048
22,2015,22039,35584,0.105935029
22,2015,22077,20514,0.089383284
4,2006,4009,59238,0.053082786
29,2006,29059,10728,0.057717449
29,2006,29005,5616,0.06571803
46,2008,46045,6348,0.075033687
47,2008,47105,74050,0.109798049
47,2008,47145,81455,0.109798049
18,2017,18035,114420,0.081866575
19,2017,19157,8005,0.033430779
19,2017,19109,17514,0.05801105
20,2017,20065,4464,0.048803953
20,2017,20113,16030,0.055507078
21,2017,21117,223901,0.08575691
21,2017,21047,68970,0.093527775
47,2018,47171,9108,0.035258594
47,2018,47017,35176,0.08201981
17,2014,17167,343864,0.077899312
17,2014,17157,32859,0.058843439
49,2015,49051,4720,0.025617646
49,2015,49023,4242,0.04488034
51,2015,51049,11724,0.088409622
51,2015,51033,18410,0.042069903
8,2006,8013,138367,0.044745355
30,2007,30065,5708,0.055384138
1,2015,1005,55323,0.112315001
1,2015,1123,43240,0.086898852
17,2006,17179,63150,0.040167923
17,2006,17091,61596,0.0527833
18,2006,18135,16352,0.047626815
18,2006,18023,20648,0.051285618
18,2006,18047,14330,0.057722906
19,2006,19157,17520,0.048535889
19,2006,19119,6255,0.037880164
20,2006,20051,12456,0.049657944
20,2006,,21271,0.060548699
5,2012,5051,90640,0.068846084
19,2019,19045,48444,0.077965971
19,2019,19181,25920,0.034135086
19,2019,19163,299108,0.092857664
19,2019,19129,24695,0.067437669
20,2019,20145,3108,0.034697568
20,2019,20029,15400,0.065072256
13,2010,13221,12616,0.062237307
13,2010,13313,106776,0.106365429
13,2010,13005,11316,0.063726981
13,2010,13311,24090,0.111123925
40,2018,40003,4452,0.037022253
40,2018,40049,20529,0.056082809
16,2016,16069,18510,0.041636674
17,2016,17075,36036,0.061817789
17,2016,17143,466032,0.132620306
50,2009,50003,47940,0.070884863
51,2018,51065,8060,0.044373486
41,2007,41025,4858,0.05564082
25,2016,25001,131657,0.044619479
53,2017,53011,188953,0.041673862
54,2017,54055,123264,0.105122397
40,2021,40031,115340,0.094688605
40,2021,40097,23112,0.04104925
41,2021,41053,48876,0.056246807
21,2005,21237,15966,0.127979864
21,2005,21057,9112,0.058309336
21,2005,21139,6442,0.071415902
5,2011,5123,20196,0.093671732
45,2013,45021,89284,0.119240251
29,2019,29131,11500,0.042781942
37,2019,37011,11365,0.041278489
39,2019,39047,18578,0.065996917
42,2011,42079,326985,0.083060453
20,2014,20167,3726,0.039884393
21,2014,21061,25020,0.093606896
22,2014,22047,19957,0.072389803
35,2016,35027,13930,0.053258397
54,2015,54073,6256,0.074579181
54,2015,54087,12944,0.076753398
54,2015,54083,30191,0.089214794
54,2015,54097,25878,0.089214794
1,2016,1097,401293,0.067170833
2,2016,2100,4793,0.081501131
28,2015,28049,259954,0.091645364
51,2017,51035,26803,0.050443306
51,2017,51101,9436,0.032310642
51,2017,51121,79840,0.074536574
51,2017,51700,425656,0.140095289
51,2017,51095,26939,0.039052783
27,2005,27019,43510,0.028626431
28,2005,28161,15819,0.146594384
28,2005,28055,3890,0.097160127
28,2005,28163,16764,0.068917886
29,2005,,22265,0.036721957
30,2005,30077,2924,0.028689168
31,2005,31179,7156,0.049300044
24,2012,24031,793008,0.067479349
18,2016,18177,74273,0.09555575
18,2016,18067,87580,0.079099005
18,2016,18053,52640,0.063163553
18,2016,18057,63765,0.034001018
19,2016,19051,8692,0.090855877
20,2016,20181,2288,0.02535742
21,2016,21039,14895,0.06236262
21,2016,21109,10182,0.08201039
19,2015,19077,8907,0.066692125
19,2015,19109,26046,0.088831137
19,2015,19091,12092,0.056841472
20,2015,20139,8400,0.036049955
21,2015,21165,11200,0.106439596
8,2021,8083,8197,0.023223529
10,2021,10003,575006,0.079710329
26,2010,26103,75750,0.072067358
13,2006,13291,19200,0.084423808
13,2006,13019,12180,0.02696098
50,2006,50021,47500,0.042447098
39,2012,39173,57755,0.044548266
39,2012,39129,29146,0.042971595
40,2012,40067,6849,0.0528962
41,2012,41071,63172,0.059597126
21,2006,21053,22332,0.09323297
22,2006,22127,14056,0.078261063
22,2006,22035,19839,0.115725186
22,2006,22027,38155,0.116207532
40,2011,40139,20135,0.04650384
35,2013,35043,53564,0.040194142
35,2013,35021,2156,0.059571176
27,2009,27007,24520,0.055837679
27,2009,27105,15006,0.049378085
38,2010,38099,22008,0.056846184
30,2015,30025,2027,0.035382628
30,2015,30007,9234,0.073399892
30,2015,30031,35684,0.027946725
33,2015,33011,198736,0.049373564
45,2001,,117023,0.076046341
1,2008,1083,59536,0.054344175
51,2014,51095,17908,0.026285198
51,2014,51149,34678,0.07927161
25,2019,25011,56034,0.067747552
22,2021,22041,27324,0.088581988
24,2021,24031,901883,0.070969844
24,2021,24025,101012,0.034936075
23,2014,23013,52437,0.064648684
24,2014,24015,34390,0.049107385
41,2019,41005,253286,0.056351797
27,2015,27047,32240,0.063188429
46,2011,46117,3481,0.094677292
47,2011,47025,30051,0.050215812
38,2012,38005,9204,0.044058515
38,2012,38027,2301,0.044058515
48,2020,48397,19184,0.023134269
49,2020,49003,19998,0.046150331
50,2020,50025,49338,0.046895584
51,2020,51127,6387,0.027453964
51,2020,51670,31626,0.070842807
51,2020,51119,14245,0.03891226
53,2020,53053,520819,0.061737745
12,2020,12119,54287,0.035965256
