ST,YEAR,FIPS_CODE,ZERO_CAR_HOUSEHOLDS,PERCENT_WITHOUT_VEHICLE
53,2017,53033,2081634,0.09439883
54,2017,54103,13495,0.067661068
17,2019,17073,65897,0.072785492
17,2019,17059,5854,0.055258736
39,2021,39155,194116,0.069240839
39,2021,39019,19383,0.055699716
39,2021,39057,95340,0.040163959
39,2021,39005,32824,0.067603081
41,2021,41039,357676,0.075460473
41,2021,41001,13014,0.044262596
20,2005,20167,2930,0.034595948
20,2005,20075,2392,0.045844833
21,2005,21021,24199,0.064821586
21,2005,21101,23749,0.046739695
22,2005,22079,145629,0.090508224
22,2005,22101,51935,0.083755997
38,2007,38085,4060,0.04609132
5,2011,5003,19215,0.064143007
5,2011,5043,13725,0.064143007
46,2013,46125,2858,0.030164862
46,2013,46013,15224,0.034015551
47,2013,47093,487307,0.070442584
47,2013,47161,15050,0.04185555
47,2013,47185,13800,0.054975261
47,2013,47075,23838,0.076268909
40,2021,40083,18512,0.0462504
5,2011,5087,10236,0.039571961
54,2013,54055,141904,0.12236479
54,2013,54049,81702,0.078060777
12,2017,12073,237144,0.060504747
12,2017,12103,1042697,0.081604621
40,2008,40101,101152,0.063967783
48,2010,,114690,0.061445175
48,2010,48163,8970,0.072362052
48,2010,48189,20529,0.054685814
48,2010,48481,35849,0.073448874
12,2016,12075,42960,0.065362262
17,2012,17059,6854,0.060217888
27,2013,27069,7424,0.064060747
2,2021,2275,10311,0.313213852
4,2021,4003,144256,0.067209351
4,2021,4012,41094,0.040874789
6,2015,6053,243732,0.049208229
6,2015,6027,24768,0.056014655
55,2016,55133,136510,0.029755768
55,2016,55123,36302,0.065146662
13,2005,13005,13404,0.071822405
15,2005,15009,125172,0.046811716
16,2005,16009,5658,0.036477339
4,2003,,148202,0.072366943
26,2005,26069,90970,0.121643667
36,2006,36045,113958,0.079515974
13,2013,13247,35655,0.037946999
13,2013,13091,25656,0.082759155
13,2013,13125,4554,0.096938993
18,2013,18001,19320,0.055129434
8,2018,8041,279397,0.047220286
8,2018,8025,1878,0.045476559
8,2018,8085,9180,0.022433469
12,2018,12103,967886,0.075969327
12,2018,12021,214912,0.060102031
26,2019,26075,160664,0.068856571
26,2019,26027,32659,0.057034732
39,2018,39107,17631,0.041793783
5,2005,5063,22808,0.054418782
35,2011,35053,20910,0.046418392
30,2014,30001,13233,0.067148729
31,2014,31181,3292,0.035050361
31,2014,31163,1620,0.037734091
19,2013,19141,7848,0.040456111
20,2013,20041,17934,0.048135921
21,2013,21113,21456,0.053333333
21,2013,21037,108475,0.073396823
21,2013,21077,8678,0.073396823
22,2013,22037,16880,0.084410551
22,2013,22011,16331,0.044543302
39,2011,39127,17100,0.072554161
46,2014,46035,8972,0.04171859
5,2015,5075,35148,0.079328323
5,2015,5121,23432,0.079328323
5,2015,5033,41470,0.05122213
5,2015,5107,25104,0.104412058
37,2016,37185,22848,0.086463903
37,2016,37025,83515,0.045065998
37,2016,37005,14031,0.075347983
37,2016,37051,196954,0.069607868
37,2016,37093,36954,0.083424763
37,2016,37063,323712,0.086631748
38,2016,38011,4946,0.030049698
38,2016,38057,7419,0.030049698
38,2016,38075,2473,0.030049698
39,2016,39095,889758,0.121591688
39,2016,39063,59371,0.102470327
5,2007,5123,27948,0.118229352
55,2008,55067,47928,0.059834758
56,2008,56029,9805,0.038173288
19,2010,19065,21462,0.059740462
27,2017,27105,15828,0.056274932
28,2017,28143,10554,0.084080208
37,2017,37101,76700,0.044432858
48,2008,48075,6288,0.047327302
48,2008,48111,6288,0.047327302
48,2008,48389,7960,0.033901193
48,2008,48317,7202,0.084043224
31,2008,31081,7674,0.06356385
29,2010,29169,32184,0.062828329
29,2010,29075,5940,0.070002593
49,2016,49041,6055,0.02703125
51,2016,51105,45744,0.102001498
51,2016,51620,6484,0.057233648
45,2015,45043,76995,0.103866934
48,2015,48433,3190,0.047640382
48,2015,48131,4101,0.046811862
48,2015,48027,260317,0.067293092
48,2015,48089,17280,0.053334979
48,2015,48259,17448,0.059586501
48,2015,48405,7752,0.06459677
19,2009,19089,15279,0.097720557
21,2009,21223,7122,0.044869776
21,2009,21209,55538,0.100138836
24,2009,24031,949051,0.084645944
40,2009,40111,54120,0.057023644
40,2009,40135,20196,0.046808511
13,2018,13155,8744,0.090332445
18,2019,18123,14905,0.052577738
18,2019,18175,15432,0.047335971
13,2012,13205,36190,0.157317047
13,2012,13149,10944,0.098931496
13,2012,13281,5148,0.034364674
9,2011,9003,196092,0.110026697
51,2012,51017,3955,0.059979678
51,2012,51027,57085,0.101284217
53,2012,53033,1975708,0.097625174
36,2012,36033,81270,0.081940602
36,2012,36087,224746,0.106066748
1,2013,1003,50784,0.022587854
2,2013,2185,31527,0.322263109
26,2014,26003,20112,0.090876229
29,2016,29183,85436,0.022483389
32,2016,32013,9796,0.039400862
48,2017,48303,189382,0.047901747
48,2017,48083,12993,0.063922425
48,2017,48341,9060,0.036540509
48,2017,48107,5943,0.047222884
48,2017,48183,87350,0.079160814
48,2017,48333,4540,0.038275414
48,2017,48457,11755,0.057122725
48,2017,48149,8834,0.024583139
48,2013,48133,18935,0.056338238
48,2013,48205,3576,0.05681421
48,2013,48505,9408,0.098452265
56,2014,56019,3526,0.042495239
18,2014,18091,92046,0.075449273
37,2011,37123,20118,0.048870427
37,2011,37073,10383,0.061389194
37,2011,37151,149576,0.105176114
37,2014,37189,32695,0.049555674
39,2014,39071,37188,0.095010347
17,2011,17035,9240,0.074951938
17,2011,17025,8932,0.052658885
17,2011,17001,53082,0.06726887
19,2012,19119,4779,0.0330354
19,2012,19047,12440,0.049216648
19,2012,19065,9100,0.027002326
19,2012,19121,5412,0.030180346
19,2012,19125,14432,0.030180346
20,2012,20141,2293,0.048220895
20,2012,20075,1672,0.035157071
21,2012,21023,15921,0.102327285
21,2012,21037,100800,0.066049636
21,2012,21121,46712,0.119102499
31,2010,31067,13041,0.034139637
31,2010,31083,1438,0.031932139
32,2010,32019,104530,0.12440049
32,2010,32510,146342,0.12440049
33,2010,33009,55366,0.059698435
45,2010,45083,234172,0.064433441
46,2010,46043,2117,0.048457242
46,2010,46115,6012,0.049150173
46,2010,46031,5268,0.073916094
39,2005,39035,451461,0.071483311
54,2006,54035,36096,0.084886625
54,2006,54009,38424,0.098684008
55,2006,55041,17888,0.03360511
24,2017,24001,62652,0.067249296
26,2017,26121,207819,0.074836252
18,2015,18079,13350,0.051835803
40,2016,40145,47986,0.045356845
42,2016,42021,218106,0.092004323
42,2016,42029,267488,0.049182893
17,2007,17115,142290,0.091866974
18,2007,18045,8080,0.038511034
20,2007,20061,20000,0.040818992
20,2007,20157,6753,0.052819297
20,2007,20063,2730,0.032928859
28,2008,28059,49271,0.032195103
22,2007,22045,49008,0.084599238
23,2007,23013,25575,0.043105047
37,2008,37011,18935,0.047108435
37,2008,37157,43029,0.036732938
38,2008,38029,2814,0.06316073
13,2017,13265,4458,0.097353249
13,2017,13247,44235,0.043774492
13,2017,13179,39390,0.06173449
1,2018,1087,70320,0.112666308
1,2018,1121,100518,0.078030536
5,2018,5125,28539,0.031244252
18,2010,18051,22785,0.066503218
24,2015,24029,20274,0.050362178
24,2015,24035,47306,0.050362178
26,2015,26029,52920,0.061166038
26,2015,26003,16476,0.077136276
29,2015,29055,13146,0.052352393
29,2015,29217,26340,0.08919501
29,2015,29186,14576,0.074495053
29,2015,29201,35820,0.074656107
49,2014,49001,3682,0.040816779
27,2008,27027,31356,0.041959502
26,2012,26061,69084,0.07971476
28,2012,28049,269594,0.094427167
28,2012,28127,10105,0.032789279
8,2015,8021,4900,0.061979812
9,2015,9001,1081439,0.091006487
36,2005,36049,23562,0.06384916
21,2019,21067,387122,0.068252084
21,2019,21231,8635,0.044193664
23,2019,23005,278447,0.078674257
17,2017,17021,32540,0.05699972
17,2017,17093,18450,0.030652932
17,2017,17047,13230,0.082561078
24,2018,24039,43928,0.080957155
25,2018,25017,1877519,0.118529978
16,2008,16023,2025,0.029614788
17,2008,17069,8106,0.068752014
17,2008,17009,6024,0.068622984
19,2008,19119,9033,0.052495772
37,2021,37001,120564,0.048293365
37,2021,37023,55188,0.056045041
38,2021,38091,1671,0.036438571
4,2008,4005,58884,0.045225806
5,2008,5075,34668,0.07839466
5,2008,5041,21670,0.095275781
6,2008,6067,292613,0.076254641
21,2010,21199,61656,0.099891127
21,2010,21231,22020,0.099891127
22,2010,22011,22099,0.05897297
25,2010,25003,226083,0.115743237
46,2009,46083,16148,0.034847311
46,2009,46093,15070,0.060489293
46,2009,46055,3707,0.099559542
47,2009,,70495,0.06848297
48,2009,48177,10608,0.02224543
48,2009,48287,9596,0.040334241
26,2011,26013,8580,0.067226101
53,2021,53059,10355,0.043468223
54,2021,54091,19408,0.08216348
6,2012,6085,1044989,0.059801097
6,2012,6097,312727,0.049069894
28,2009,28091,16014,0.061692439
28,2009,28047,242374,0.093509859
28,2009,28007,30054,0.143907835
12,2013,12009,413588,0.064814429
1,2006,1119,14992,0.071769144
1,2006,1107,34230,0.144108113
1,2006,1033,49644,0.061546472
1,2006,1125,216672,0.094196125
1,2006,1081,165564,0.075118521
5,2006,5127,10599,0.055901899
5,2006,5115,61215,0.08261089
5,2006,5035,74680,0.095586729
5,2006,5043,18430,0.077868852
29,2006,29179,5672,0.035213629
29,2006,29065,9452,0.036256233
47,2008,47095,9484,0.066571204
16,2019,16047,3122,0.037307904
44,2016,44009,73590,0.048701557
46,2016,46091,2854,0.053396696
46,2016,46023,10971,0.103378092
47,2016,47143,13998,0.057212222
47,2016,47103,23436,0.047907276
54,2012,54107,58266,0.05396489
55,2012,55083,29953,0.05762963
55,2012,55125,14400,0.057175756
24,2013,24039,43160,0.0822208
45,2006,45023,43043,0.088746258
47,2006,47005,9200,0.039534184
47,2006,47019,25687,0.029517484
48,2006,48159,10443,0.06100382
48,2006,48317,4368,0.052646804
48,2006,48329,72414,0.063065817
4,2014,4005,60704,0.046207293
5,2014,5021,35688,0.082405098
5,2014,5101,4882,0.038588615
5,2014,5143,157344,0.060257353
46,2006,46087,4400,0.055582224
6,2013,6019,833321,0.094456165
6,2013,6021,13452,0.050362783
18,2018,18001,20545,0.056658044
19,2018,19097,21432,0.058820623
19,2018,19131,10041,0.06693063
20,2018,20017,2679,0.062631505
21,2018,21151,44593,0.05374522
21,2018,21057,4292,0.053076771
21,2018,21077,7886,0.062142441
27,2007,27171,53193,0.057887629
27,2007,27011,12489,0.059612796
27,2007,27137,361809,0.065825667
41,2008,41015,26232,0.060773711
54,2010,54051,48276,0.085537961
54,2010,54037,96225,0.062687501
50,2011,50005,34940,0.057109233
46,2012,46081,9515,0.026842514
46,2012,46023,9048,0.085390713
46,2012,46087,3252,0.034693181
47,2012,47131,39660,0.075430789
47,2012,47151,13630,0.059349894
47,2012,47159,14560,0.062041929
48,2012,48481,24926,0.037167038
48,2012,48235,2135,0.060093447
29,2009,29223,10856,0.031628015
30,2009,30055,3629,0.070178492
30,2009,30103,3629,0.070178492
30,2009,30105,10887,0.070178492
30,2009,30067,13104,0.044950295
31,2009,31137,3708,0.026928105
32,2009,32029,9392,0.114938871
33,2009,,2140,0.043530441
28,2019,28017,11820,0.058676357
47,2021,47095,9708,0.089065854
48,2021,48463,14890,0.055317173
48,2021,48411,3392,0.023548033
48,2021,48415,13064,0.044998002
48,2021,48131,9282,0.098979494
48,2021,48301,1171,0.02733682
48,2021,48089,17260,0.049256585
37,2006,37077,77519,0.066477146
37,2006,37197,15561,0.041528115
37,2006,37083,47136,0.067455479
39,2006,39103,127095,0.061806143
39,2006,39005,38478,0.083160973
40,2006,40025,10858,0.064362011
44,2017,44009,38370,0.026727687
47,2017,47077,18168,0.057992109
42,2007,42003,3315259,0.159242794
45,2007,45061,24843,0.065182655
20,2008,20053,2892,0.035046049
21,2008,21103,17320,0.044474117
22,2008,22033,344269,0.108507974
21,2007,21195,106932,0.079599457
21,2007,21163,21648,0.056433785
21,2007,21075,8682,0.053920107
9,2005,9005,116076,0.053046194
47,2007,47009,77252,0.043365503
2,2009,2068,5258,0.086068324
5,2009,5123,19968,0.082209377
40,2007,40131,194301,0.06957321
40,2007,40079,29556,0.059535896
29,2018,29103,5228,0.054453796
29,2018,29069,43750,0.102711586
30,2018,30031,49324,0.036300638
30,2018,30069,4694,0.078051214
31,2018,31073,1855,0.043330997
13,2009,13039,26994,0.043212594
16,2009,16061,8577,0.041406578
54,2009,54023,11814,0.086881701
22,2011,22097,92891,0.097762403
36,2013,36095,21584,0.061318182
36,2013,36029,2004480,0.148571928
36,2013,36017,40572,0.078347314
13,2014,13229,21920,0.092065252
13,2014,13029,18088,0.065479056
13,2014,13093,18327,0.104384526
13,2014,13063,148668,0.06466258
13,2007,13255,16572,0.018648806
13,2007,13143,17680,0.092986562
13,2007,13261,19040,0.028556002
17,2009,17079,5784,0.042539108
35,2005,35028,6972,0.038002834
31,2007,31043,14628,0.050692394
32,2007,32009,2148,0.037945837
20,2011,20185,4456,0.054503645
21,2011,21039,16053,0.069046943
31,2019,31049,1701,0.036478662
32,2019,32011,2782,0.039416824
27,2014,27069,8612,0.074763434
27,2014,27033,7376,0.038852953
28,2014,28123,20394,0.073247996
39,2015,39131,25950,0.110832073
40,2015,40137,17864,0.039202433
40,2015,40019,17732,0.04096361
41,2015,41067,295889,0.06718929
54,2005,54013,10606,0.07208787
56,2005,56009,12364,0.064074128
37,2013,37001,153180,0.071958871
37,2013,37115,15804,0.059654844
37,2013,37109,33084,0.038064075
13,2016,13313,42138,0.065287113
13,2016,13235,7647,0.042913903
40,2005,40121,19370,0.036610236
41,2005,41021,1512,0.034761018
41,2005,41023,3024,0.034761018
45,2019,45033,34650,0.118347439
46,2019,46047,5418,0.077477477
47,2019,47139,17525,0.050732399
1,2019,1071,28952,0.058623071
40,2014,40035,18175,0.05758051
40,2014,40147,20800,0.040564866
40,2014,40101,73312,0.08086691
41,2014,41053,46716,0.063241171
42,2009,42103,54216,0.069503415
16,2014,16053,8910,0.044772744
17,2014,17071,14502,0.069740601
17,2014,17075,35991,0.063065763
17,2014,17183,95976,0.063065763
17,2014,17191,7400,0.034879336
51,2015,51141,31452,0.097146034
51,2015,51069,18550,0.029515939
8,2006,8103,3236,0.02977768
36,2021,36069,109775,0.07701347
36,2021,36071,249381,0.068816552
36,2021,36001,548196,0.103290102
51,2018,51199,33015,0.034349835
51,2018,51157,3412,0.0267461
51,2018,51069,26096,0.037815467
42,2006,42113,5108,0.063787807
29,2007,29221,27025,0.107468088
29,2007,29103,6782,0.082500061
30,2007,30027,3166,0.02860447
30,2007,30031,30184,0.029178452
1,2015,1049,31766,0.04746564
18,2006,18181,20648,0.051285618
19,2006,19035,11036,0.042122781
20,2006,20037,25696,0.056199779
20,2006,20069,8788,0.082751088
20,2006,20161,23170,0.028505486
54,2011,54029,45224,0.09165194
5,2012,5021,24666,0.056444194
5,2012,5137,8751,0.052887318
29,2019,29043,35140,0.040314809
37,2019,37193,64778,0.074801558
38,2019,38083,3716,0.07297292
39,2019,39137,12754,0.039778185
41,2017,41017,43008,0.024054337
42,2017,42069,265918,0.094219616
51,2021,51700,363484,0.106535813
46,2021,46045,6780,0.062524207
46,2021,46011,14376,0.045834529
35,2019,35015,22044,0.040550086
35,2019,35028,5708,0.029536564
18,2005,18045,11385,0.053205907
19,2005,19069,9732,0.045280701
39,2012,39151,346782,0.074036167
39,2012,39029,65640,0.064352941
40,2012,40077,12669,0.060999567
40,2012,40017,52838,0.043451302
40,2012,40049,17946,0.050343365
40,2012,40001,13530,0.065408136
41,2012,41033,67120,0.060216752
21,2006,21083,45333,0.062260513
21,2006,21099,19095,0.063299741
22,2006,22023,16953,0.079466194
23,2006,23007,39996,0.094845801
23,2006,23003,78312,0.041858019
24,2006,24017,59644,0.039537225
28,2016,28057,19150,0.068685999
28,2016,28117,14065,0.048694779
28,2016,28111,11640,0.062188457
28,2016,28099,32704,0.110689917
40,2018,40115,25398,0.043495014
40,2018,40117,7330,0.037880158
41,2018,41045,17872,0.051258518
41,2018,41041,60750,0.04910448
16,2016,16037,1851,0.041636674
16,2016,16063,1847,0.045708771
17,2016,17009,4780,0.053385155
17,2016,17083,18186,0.055319304
17,2016,17155,8672,0.073764077
50,2009,50013,10802,0.066725968
41,2000,,100800,0.073362445
41,2010,41045,18328,0.052148775
42,2011,42033,77120,0.074078343
42,2011,42125,162530,0.054467213
20,2014,20197,4508,0.04778157
21,2014,21235,42344,0.112772984
21,2014,21001,27286,0.098208662
21,2014,21089,38511,0.079009565
50,2005,50003,41340,0.06337497
1,2008,1091,13248,0.039438431
2,2008,2261,12306,0.065536579
51,2014,51115,17643,0.085884105
30,2021,30013,82258,0.063236762
31,2021,31157,13508,0.028562125
32,2021,32015,3212,0.045871298
34,2021,34015,184049,0.051878985
18,2009,18079,9456,0.029977365
18,2009,18109,46020,0.076978276
2,2019,2122,26026,0.037157334
5,2019,5105,5613,0.036228096
48,2019,48289,7203,0.041655823
48,2019,48431,1498,0.040485392
48,2019,48063,4359,0.031395173
48,2019,48503,8520,0.035478122
40,2011,40093,12081,0.04650384
35,2013,35049,124500,0.041221753
35,2013,35029,19650,0.082416891
19,2019,19189,10305,0.06851911
20,2019,20019,1307,0.028962063
13,2010,13039,35343,0.055489353
5,2016,5085,56960,0.050645157
5,2016,5125,33453,0.036729612
54,2015,54017,13368,0.113517094
49,2017,49033,1367,0.023748719
50,2017,50013,12496,0.071069454
51,2017,51036,7077,0.032310642
51,2017,51139,11760,0.056383948
26,2021,26093,86498,0.018813602
26,2021,26027,24079,0.043644701
26,2021,26091,84962,0.065612789
26,2021,26129,25662,0.071498225
27,2021,27037,196215,0.035538599
36,2009,36047,20891979,0.531270914
27,2005,27071,27712,0.086659578
28,2005,28083,42184,0.146594384
28,2005,28041,7322,0.06629244
29,2005,29201,37920,0.083871539
29,2005,29159,33110,0.061170159
31,2005,31123,1439,0.030677724
32,2005,32033,7866,0.043681072
33,2005,,2801,0.054648327
24,2012,24005,864183,0.090822215
19,2016,19133,13876,0.067943671
20,2016,20025,4099,0.091444506
21,2016,21205,11680,0.056416399
21,2016,21209,37954,0.051821692
21,2016,21063,7382,0.07161567
19,2015,19185,8907,0.066692125
19,2015,19005,6930,0.028473406
19,2015,19051,8038,0.082646158
20,2015,20067,3668,0.039204788
21,2015,21017,12876,0.043024118
22,2021,22099,72963,0.105057256
22,2021,22001,29136,0.054932127
24,2014,24001,105478,0.113531713
46,2011,46045,4746,0.054754378
47,2011,47131,46460,0.068087227
47,2011,47043,43490,0.075725653
37,2012,37075,9735,0.071276385
38,2012,38047,2506,0.048133992
40,2019,40059,5014,0.061375376
13,2020,13295,29367,0.034036975
13,2020,13301,7034,0.072702842
26,2020,26155,42075,0.031999897
28,2020,28037,10134,0.073635412
18,2020,18023,12512,0.032285366
18,2020,18057,51247,0.02392716
19,2020,19143,2560,0.02758918
19,2020,19065,16387,0.050048103
20,2020,20077,7395,0.054382598
20,2020,20187,2153,0.042033541
21,2020,21021,16338,0.049621566
21,2020,21079,9336,0.049621566
21,2020,21157,30678,0.064252234
22,2020,22053,17416,0.049357245
22,2020,22079,240372,0.106132797
6,2020,6097,312159,0.046983969
6,2020,6041,130416,0.042748244
8,2020,8005,384327,0.05338572
37,2020,37019,52503,0.022797942
48,2020,48197,1822,0.031601221
48,2020,48359,5307,0.067789033
48,2020,48297,8796,0.064270057
48,2020,48409,43664,0.060488518
48,2020,48145,13320,0.04256543
48,2020,48291,16072,0.028815261
51,2020,51161,68480,0.050145501
51,2020,51620,6392,0.05431033
51,2020,51610,9228,0.066233151
36,2020,36065,461943,0.115302851
46,2020,46083,33148,0.046240098
46,2020,46017,2690,0.070800653
46,2020,46075,2690,0.070800653
46,2020,46091,2288,0.041266864
47,2020,47079,31725,0.064463626
47,2020,47049,10720,0.057399871
29,2020,29185,9447,0.069020691
29,2020,29067,10407,0.069337011
31,2020,31111,15176,0.042995399
32,2020,32003,2618890,0.081532943
40,2020,40003,4497,0.035101276
40,2020,40047,20820,0.038421507
41,2020,41067,292830,0.060083813
42,2020,42057,10608,0.06403593
42,2020,42033,89340,0.062607745
54,2020,54017,10982,0.09138416
55,2020,55001,20314,0.036389171
55,2020,55133,233038,0.047093416
5,2020,5103,13644,0.056498298
39,2020,39153,525144,0.085963448
39,2020,39087,54704,0.066976179
48,2018,48383,2098,0.057805698
48,2018,48133,12805,0.036474727
48,2018,48457,18735,0.088795678
17,2012,17049,24896,0.061621322
17,2012,17143,317712,0.086787208
17,2012,17041,19665,0.097255193
17,2012,17077,75712,0.073514219
27,2013,27067,35148,0.055927899
55,2013,55137,13937,0.031004734
55,2013,55119,26118,0.056013794
36,2014,36029,1896997,0.140681487
36,2014,36051,64725,0.106189246
36,2014,36105,71424,0.07124219
39,2011,39169,127072,0.081682608
39,2011,39085,85204,0.050897352
42,2014,42097,110064,0.099000497
42,2014,42101,6479323,0.317537601
42,2014,42127,35854,0.045700316
42,2014,42105,25325,0.071646816
44,2014,44005,62790,0.049158189
45,2014,45047,51058,0.089020699
45,2014,45027,76980,0.091107923
46,2014,46051,5520,0.050769825
47,2014,47135,5982,0.074036486
5,2015,5037,25104,0.104412058
36,2016,36075,113370,0.084668295
39,2016,39131,14436,0.060049417
46,2014,46059,4486,0.04171859
36,2016,36097,15520,0.08302129
37,2016,37079,14164,0.09311315
39,2016,39057,93835,0.041950929
39,2016,39123,30550,0.053427305
48,2011,48091,40824,0.024744698
48,2011,48129,4512,0.034976744
48,2011,48471,14480,0.028267448
48,2011,48163,7926,0.065890216
48,2011,48089,14800,0.069008929
55,2017,55031,55328,0.054589298
53,2018,53039,4332,0.032571673
56,2018,56007,6360,0.028934738
53,2019,53005,91653,0.05869105
53,2019,53075,21940,0.052765753
54,2019,54049,73710,0.070692423
55,2019,55055,69100,0.050892647
55,2019,55057,36421,0.063273744
55,2019,55087,143680,0.047909942
29,2013,29037,36560,0.041442789
33,2013,33011,271862,0.068267515
34,2013,34027,243397,0.054420782
31,2013,31087,1254,0.028984837
37,2014,37153,44594,0.082066439
38,2014,38067,17075,0.074793578
39,2014,39069,25109,0.072071529
6,2014,6055,96640,0.047826431
17,2011,17183,143040,0.094759603
17,2011,17031,5060568,0.172440274
18,2011,18151,27180,0.048436247
18,2011,18029,32110,0.066752593
20,2012,20193,4586,0.048220895
21,2012,21003,30570,0.075746313
21,2012,21179,24642,0.068162015
21,2012,21151,39786,0.050137675
18,2011,18163,171500,0.069115324
40,2016,40067,9333,0.075693431
40,2016,40061,18816,0.06964143
40,2016,40089,37632,0.06964143
40,2016,40041,27414,0.048799244
40,2016,40075,8754,0.071475811
41,2016,41029,98635,0.055354084
6,2017,6041,150768,0.050470533
18,2007,18155,7698,0.051581
19,2007,19003,6766,0.056391792
19,2007,19173,10149,0.056391792
19,2007,19185,10149,0.056391792
19,2007,19035,15176,0.058829914
20,2007,20037,30855,0.071426753
26,2009,26115,202839,0.056244052
26,2018,26131,19056,0.06811358
26,2018,26163,4810259,0.14747858
26,2018,26039,15380,0.051360828
27,2018,27167,7890,0.06265485
28,2018,28107,19428,0.076497827
22,2019,22119,48785,0.065686187
24,2019,24035,57624,0.060365183
17,2017,17161,214360,0.088670847
22,2018,22005,20622,0.032659306
23,2018,23015,42070,0.057374702
18,2015,18015,16128,0.04868257
18,2015,18135,19656,0.059083804
13,2013,13037,7492,0.087023185
13,2013,13163,18216,0.096938993
13,2013,13003,13044,0.074368009
13,2013,13255,38532,0.059946979
56,2011,56011,5480,0.052626525
56,2011,56027,2740,0.052626525
36,2013,36107,24430,0.057548703
13,2014,13267,23720,0.086675315
13,2014,13215,427975,0.105270705
12,2012,12121,26166,0.096146921
48,2012,48113,1610174,0.075721525
48,2012,48263,4223,0.060732879
48,2012,48035,19488,0.047420327
48,2012,48359,2699,0.041621688
48,2012,48437,8097,0.041621688
48,2012,48105,2135,0.060093447
40,2014,40027,201562,0.032262546
35,2010,35001,19075,0.113626887
36,2010,36107,27990,0.061286155
25,2021,25017,1865878,0.113588958
51,2013,51125,6306,0.047786846
51,2013,51137,10685,0.03444774
53,2013,53051,13785,0.06727672
12,2017,12109,70648,0.024807216
39,2008,,227431,0.091151166
40,2008,40153,26505,0.064998283
40,2008,40061,9888,0.060097732
48,2010,48171,32510,0.097459342
48,2010,48107,6843,0.054685814
50,2010,50019,38310,0.061960213
23,2005,23027,15552,0.034909404
26,2005,26013,10020,0.07557074
26,2005,26147,133700,0.047325758
26,2005,26123,35519,0.062310646
36,2006,,232189,0.083887825
17,2013,17035,6300,0.052262207
18,2013,18145,20330,0.046450522
29,2014,29109,18039,0.053017055
29,2014,29093,12240,0.076318743
48,2016,48233,14490,0.034459797
48,2016,48021,23870,0.043332244
48,2016,48239,8181,0.054733758
48,2016,48095,1898,0.053808862
48,2016,48217,30855,0.050814297
51,2016,51630,8742,0.025459565
51,2016,51153,107518,0.020843745
51,2016,51099,10600,0.032916188
51,2016,51530,3000,0.044593088
51,2016,51051,30496,0.102001498
51,2016,51550,94290,0.054598991
53,2016,53069,3588,0.072161216
47,2015,47069,19938,0.064422946
48,2015,48333,7512,0.057043922
48,2015,48191,3088,0.048651374
48,2015,48023,3362,0.057480894
25,2008,25009,80372,0.068764368
25,2008,25021,248810,0.084225143
19,2009,19049,71844,0.054611462
19,2009,19099,69804,0.089774753
20,2009,20091,204967,0.030844471
21,2009,21083,57834,0.078108667
21,2009,21027,19446,0.063751524
22,2009,22039,32096,0.09117353
47,2015,47131,29470,0.05481261
1,2021,1115,27924,0.039027581
1,2021,1025,19836,0.045511801
6,2021,6013,507753,0.05298362
6,2021,6077,344584,0.040824286
55,2016,55121,41488,0.065146662
55,2016,55005,30860,0.058511243
25,2000,,279600,0.116035857
13,2005,13211,18910,0.083212321
13,2005,13307,6126,0.038480866
13,2005,13123,28810,0.08395623
48,2009,48319,4668,0.057894084
48,2009,48291,56126,0.077356488
48,2009,48429,2343,0.015709544
48,2009,48407,13444,0.063599894
48,2009,48119,6986,0.05892574
48,2009,48507,9416,0.052981027
18,2010,18009,8628,0.051653536
19,2010,19047,16040,0.047780045
26,2011,26015,39941,0.051979844
26,2011,26129,52878,0.103167124
28,2011,28101,22805,0.070698929
28,2011,28129,16062,0.0896397
28,2011,28005,10848,0.102060401
28,2011,28021,10848,0.102060401
34,2012,34005,313701,0.049686125
36,2012,36009,86835,0.081068894
36,2012,36057,78800,0.118250138
36,2019,36093,356685,0.13264784
55,2021,55127,33946,0.035812928
6,2012,6103,30844,0.062073851
38,2009,38035,67284,0.059431442
55,2021,55043,32040,0.045145582
28,2009,28153,15844,0.072791091
8,2021,8033,1171,0.023223529
12,2021,12077,10252,0.07450798
12,2021,12001,201586,0.064788838
29,2012,29183,141195,0.038446772
29,2012,29211,8760,0.065308313
30,2012,30105,6735,0.040155255
31,2012,31129,4516,0.048852253
31,2012,31147,7071,0.041552809
26,2010,26001,16500,0.065776885
12,2011,12005,183348,0.059628236
13,2011,13251,22130,0.061223925
6,2005,6031,153846,0.079032415
8,2005,,19181,0.04927922
12,2006,12021,183078,0.042980597
13,2006,13193,13164,0.040041368
35,2007,35045,55224,0.040882682
36,2007,36059,153059,0.057063361
37,2010,37075,13899,0.077460668
37,2010,37099,37017,0.067642711
36,2011,36003,48308,0.082076201
22,2017,22071,1734194,0.190448966
22,2017,22055,184598,0.096068637
22,2017,22099,51018,0.072202503
22,2017,22109,93566,0.104031114
22,2017,22027,37155,0.107930283
19,2013,19179,28633,0.052434381
19,2013,19191,11505,0.047911548
20,2013,20183,4736,0.050546448
20,2013,20051,14208,0.050546448
21,2013,21171,23780,0.090139948
21,2013,21159,17487,0.098974429
21,2013,21231,18045,0.08960004
23,2013,23023,15156,0.038115932
48,2014,48141,492063,0.071583347
48,2014,48299,18774,0.048693568
